"scenario","type","reference","archetype","D","n_patterns_covered","freq_covered","pct_covered"
"10-9","ext","kmeans","Uninterested",6,43,794443,9.9305375
"10-9","ext","kmeans","Uninterested",8,197,7998184,99.9773
"10-9","ext","kmeans","Uninterested",10,208,8000000,100
"10-9","ext","kmeans","Homo.Economicus",0,0,0,0
"10-9","ext","kmeans","Homo.Economicus",2,0,0,0
"10-9","ext","kmeans","Homo.Economicus",4,0,0,0
"10-9","ext","kmeans","Homo.Economicus",6,0,0,0
"10-9","ext","kmeans","Homo.Economicus",8,93,4946276,61.82845
"10-9","ext","kmeans","Homo.Economicus",10,208,8000000,100
"10-9","ext","kmeans","X8",0,0,0,0
"10-9","ext","kmeans","X8",2,0,0,0
"10-9","ext","kmeans","X8",4,0,0,0
"10-9","ext","kmeans","X8",6,0,0,0
"10-9","ext","kmeans","X8",8,164,6972610,87.157625
"10-9","ext","kmeans","X8",10,208,8000000,100
"10-9","ext","sins","Early.Adopter",0,0,0,0
"10-9","ext","sins","Early.Adopter",2,0,0,0
"10-9","ext","sins","Early.Adopter",4,0,0,0
"10-9","ext","sins","Early.Adopter",6,64,4809045,60.1130625
"10-9","ext","sins","Early.Adopter",8,192,7259225,90.7403125
"10-9","ext","sins","Early.Adopter",10,208,8000000,100
"10-9","ext","sins","Uninterested",0,0,0,0
"10-9","ext","sins","Uninterested",2,0,0,0
"10-9","ext","sins","Uninterested",4,11,1231276,15.39095
"10-9","ext","sins","Uninterested",6,125,5948799,74.3599875
"10-9","ext","sins","Uninterested",8,206,7999981,99.9997625
"10-9","ext","sins","Uninterested",10,208,8000000,100
"10-9","ext","sins","Homo.Economicus",0,0,0,0
"10-9","ext","sins","Homo.Economicus",2,1,2,2.5e-05
"10-9","ext","sins","Homo.Economicus",4,46,3796306,47.453825
"10-9","ext","sins","Homo.Economicus",6,154,7309478,91.368475
"10-9","ext","sins","Homo.Economicus",8,206,7999892,99.99865
"10-9","ext","sins","Homo.Economicus",10,208,8000000,100
"10-9","ext","sins","Fearful",0,0,0,0
"10-9","ext","sins","Fearful",2,0,0,0
"10-9","ext","sins","Fearful",4,0,0,0
"10-9","ext","sins","Fearful",6,28,1390751,17.3843875
"10-9","ext","sins","Fearful",8,181,6774523,84.6815375
"10-9","ext","sins","Fearful",10,208,8000000,100
"10-9","ext","sins","Stubborn",0,0,0,0
"10-9","ext","sins","Stubborn",2,0,0,0
"10-9","ext","sins","Stubborn",4,0,0,0
"10-9","ext","sins","Stubborn",6,79,5097818,63.722725
"10-9","ext","sins","Stubborn",8,197,7344174,91.802175
"10-9","ext","sins","Stubborn",10,208,8000000,100
"10-9","ext","sins","Influencer",0,0,0,0
"10-9","ext","sins","Influencer",2,0,0,0
"10-9","ext","sins","Influencer",4,18,780896,9.7612
"10-9","ext","sins","Influencer",6,125,5608666,70.108325
"10-9","ext","sins","Influencer",8,202,7947895,99.3486875
"10-9","ext","sins","Influencer",10,208,8000000,100
"10-9","ext","sins","Careful",0,0,0,0
"10-9","ext","sins","Careful",2,0,0,0
"10-9","ext","sins","Careful",4,0,0,0
"10-9","ext","sins","Careful",6,80,2434594,30.432425
"10-9","ext","sins","Careful",8,199,6793713,84.9214125
"10-9","ext","sins","Careful",10,208,8000000,100
