context,variable,category,n,total_n,prop
02_usable_for_main_analysis,education_model,other,29,3764,0.0077045696068012755
02_usable_for_main_analysis,education_model,conflict,9,3764,0.002391073326248672
02_usable_for_main_analysis,education_model,low,7,3764,0.0018597236981934113
02_usable_for_main_analysis,employment_model,employed,2482,3764,0.6594048884165781
02_usable_for_main_analysis,employment_model,student,555,3764,0.14744952178533474
02_usable_for_main_analysis,employment_model,unemployed,300,3764,0.07970244420828905
02_usable_for_main_analysis,employment_model,unknown,192,3764,0.05100956429330499
02_usable_for_main_analysis,employment_model,other,134,3764,0.035600425079702444
02_usable_for_main_analysis,employment_model,retired,68,3764,0.018065887353878853
02_usable_for_main_analysis,employment_model,inactive_other,33,3764,0.008767268862911796
02_usable_for_main_analysis,city_size_model,unknown,2921,3764,0.7760361317747078
02_usable_for_main_analysis,city_size_model,rural_small,842,3764,0.22369819341126462
02_usable_for_main_analysis,city_size_model,conflict,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,tenure_model,unknown,2923,3764,0.776567481402763
02_usable_for_main_analysis,tenure_model,owner_with_mortgage,499,3764,0.13257173219978746
02_usable_for_main_analysis,tenure_model,rent,297,3764,0.07890541976620616
02_usable_for_main_analysis,tenure_model,other,25,3764,0.0066418703506907545
02_usable_for_main_analysis,tenure_model,family_home,16,3764,0.004250797024442083
02_usable_for_main_analysis,tenure_model,conflict,4,3764,0.0010626992561105207
02_usable_for_main_analysis,income_model,unknown,2000,3764,0.5313496280552603
02_usable_for_main_analysis,income_model,medium,814,3764,0.21625929861849097
02_usable_for_main_analysis,income_model,low,543,3764,0.14426142401700318
02_usable_for_main_analysis,income_model,high,407,3764,0.10812964930924548
02_usable_for_main_analysis,vote_status_declared,unknown,2932,3764,0.7789585547290117
02_usable_for_main_analysis,vote_status_declared,uncertain,373,3764,0.09909670563230606
02_usable_for_main_analysis,vote_status_declared,voter,344,3764,0.09139213602550478
02_usable_for_main_analysis,vote_status_declared,abstainer,110,3764,0.02922422954303932
02_usable_for_main_analysis,vote_status_declared,conflict,5,3764,0.001328374070138151
02_usable_for_main_analysis,voted_observed,Missing,3310,3764,0.879383634431456
02_usable_for_main_analysis,voted_observed,1,344,3764,0.09139213602550478
02_usable_for_main_analysis,voted_observed,0,110,3764,0.02922422954303932
02_usable_for_main_analysis,political_left_right_model,Missing,2981,3764,0.7919766206163655
02_usable_for_main_analysis,political_left_right_model,50,54,3764,0.014346439957492029
02_usable_for_main_analysis,political_left_right_model,20,47,3764,0.01248671625929862
02_usable_for_main_analysis,political_left_right_model,0,45,3764,0.011955366631243358
02_usable_for_main_analysis,political_left_right_model,25,42,3764,0.011158342189160468
02_usable_for_main_analysis,political_left_right_model,60,39,3764,0.010361317747077577
02_usable_for_main_analysis,political_left_right_model,10,38,3764,0.010095642933049946
02_usable_for_main_analysis,political_left_right_model,15,35,3764,0.009298618490967057
02_usable_for_main_analysis,political_left_right_model,30,35,3764,0.009298618490967057
02_usable_for_main_analysis,political_left_right_model,40,31,3764,0.008235919234856535
02_usable_for_main_analysis,political_left_right_model,35,21,3764,0.005579171094580234
02_usable_for_main_analysis,political_left_right_model,65,19,3764,0.005047821466524973
02_usable_for_main_analysis,political_left_right_model,45,17,3764,0.004516471838469713
02_usable_for_main_analysis,political_left_right_model,19,15,3764,0.003985122210414453
02_usable_for_main_analysis,political_left_right_model,55,15,3764,0.003985122210414453
02_usable_for_main_analysis,political_left_right_model,70,14,3764,0.0037194473963868225
02_usable_for_main_analysis,political_left_right_model,75,13,3764,0.0034537725823591925
02_usable_for_main_analysis,political_left_right_model,23,11,3764,0.002922422954303932
02_usable_for_main_analysis,political_left_right_model,33,11,3764,0.002922422954303932
02_usable_for_main_analysis,political_left_right_model,26,9,3764,0.002391073326248672
02_usable_for_main_analysis,political_left_right_model,85,9,3764,0.002391073326248672
02_usable_for_main_analysis,political_left_right_model,11,8,3764,0.0021253985122210413
02_usable_for_main_analysis,political_left_right_model,16,8,3764,0.0021253985122210413
02_usable_for_main_analysis,political_left_right_model,18,8,3764,0.0021253985122210413
02_usable_for_main_analysis,political_left_right_model,100,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,17,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,37,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,49,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,5,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,51,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,80,7,3764,0.0018597236981934113
02_usable_for_main_analysis,political_left_right_model,12,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,14,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,24,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,38,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,47,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,7,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,73,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,9,6,3764,0.001594048884165781
02_usable_for_main_analysis,political_left_right_model,13,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,21,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,22,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,32,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,36,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,48,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,52,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,61,5,3764,0.001328374070138151
02_usable_for_main_analysis,political_left_right_model,1,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,2,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,28,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,29,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,42,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,44,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,6,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,77,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,8,4,3764,0.0010626992561105207
02_usable_for_main_analysis,political_left_right_model,27,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,34,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,4,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,41,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,46,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,58,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,67,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,68,3,3764,7.970244420828905e-4
02_usable_for_main_analysis,political_left_right_model,3,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,31,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,43,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,53,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,54,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,56,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,57,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,63,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,66,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,69,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,74,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,76,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,83,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,87,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,90,2,3764,5.313496280552603e-4
02_usable_for_main_analysis,political_left_right_model,59,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,62,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,64,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,72,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,78,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,79,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,81,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,84,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,86,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,89,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,92,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_left_right_model,99,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,political_block_model,unknown,2981,3764,0.7919766206163655
02_usable_for_main_analysis,political_block_model,left,231,3764,0.061370882040382574
02_usable_for_main_analysis,political_block_model,extreme_left,221,3764,0.05871413390010627
02_usable_for_main_analysis,political_block_model,centre,214,3764,0.056854410201912856
02_usable_for_main_analysis,political_block_model,right,89,3764,0.023645058448459086
02_usable_for_main_analysis,political_block_model,extreme_right,28,3764,0.007438894792773645
02_usable_for_main_analysis,self_classification_raw,Missing,2925,3764,0.7770988310308182
02_usable_for_main_analysis,self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,249,3764,0.06615302869287991
02_usable_for_main_analysis,self_classification_raw,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,214,3764,0.056854410201912856
02_usable_for_main_analysis,self_classification_raw,I am more likely to invest if it improves my safety or that of my household.,128,3764,0.03400637619553666
02_usable_for_main_analysis,self_classification_raw,I am more likely to invest if it helps reduce my environmental impact.,101,3764,0.02683315621679065
02_usable_for_main_analysis,self_classification_raw,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",55,3764,0.01461211477151966
02_usable_for_main_analysis,self_classification_raw,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",38,3764,0.010095642933049946
02_usable_for_main_analysis,self_classification_raw,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",27,3764,0.0071732199787460146
02_usable_for_main_analysis,self_classification_raw,Νone of the above.,17,3764,0.004516471838469713
02_usable_for_main_analysis,self_classification_raw,"I consider myself an early adopter and enjoy following the latest trends, even if this involves some risks or impacts on the environment.",7,3764,0.0018597236981934113
02_usable_for_main_analysis,self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | I am more likely to invest if it improves my safety or that of my household.,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,self_classification_raw,"My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding. | I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,self_classification_raw_clean,Missing,2925,3764,0.7770988310308182
02_usable_for_main_analysis,self_classification_raw_clean,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,249,3764,0.06615302869287991
02_usable_for_main_analysis,self_classification_raw_clean,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,214,3764,0.056854410201912856
02_usable_for_main_analysis,self_classification_raw_clean,I am more likely to invest if it improves my safety or that of my household.,128,3764,0.03400637619553666
02_usable_for_main_analysis,self_classification_raw_clean,I am more likely to invest if it helps reduce my environmental impact.,101,3764,0.02683315621679065
02_usable_for_main_analysis,self_classification_raw_clean,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",55,3764,0.01461211477151966
02_usable_for_main_analysis,self_classification_raw_clean,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",38,3764,0.010095642933049946
02_usable_for_main_analysis,self_classification_raw_clean,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",27,3764,0.0071732199787460146
02_usable_for_main_analysis,self_classification_raw_clean,Νone of the above.,17,3764,0.004516471838469713
02_usable_for_main_analysis,self_classification_raw_clean,"I consider myself an early adopter and enjoy following the latest trends, even if this involves some risks or impacts on the environment.",7,3764,0.0018597236981934113
02_usable_for_main_analysis,self_classification_raw_clean,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | I am more likely to invest if it improves my safety or that of my household.,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,self_classification_raw_clean,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,self_classification_raw_clean,"My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding. | I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",1,3764,2.6567481402763017e-4
02_usable_for_main_analysis,self_classification_archetype_model,Missing,2925,3764,0.7770988310308182
02_usable_for_main_analysis,self_classification_archetype_model,Careful,250,3764,0.06641870350690754
02_usable_for_main_analysis,self_classification_archetype_model,Homo economicus,214,3764,0.056854410201912856
02_usable_for_main_analysis,self_classification_archetype_model,Fearful,129,3764,0.03427205100956429
02_usable_for_main_analysis,self_classification_archetype_model,Activist,101,3764,0.02683315621679065
02_usable_for_main_analysis,self_classification_archetype_model,Stubborn,55,3764,0.01461211477151966
02_usable_for_main_analysis,self_classification_archetype_model,Influencer,38,3764,0.010095642933049946
02_usable_for_main_analysis,self_classification_archetype_model,Uninterested,28,3764,0.007438894792773645
02_usable_for_main_analysis,self_classification_archetype_model,None,17,3764,0.004516471838469713
02_usable_for_main_analysis,self_classification_archetype_model,Early adopter,7,3764,0.0018597236981934113
02_usable_for_main_analysis,row_quality_final,usable_complete,3209,3764,0.8525504782146652
02_usable_for_main_analysis,row_quality_final,usable_partial,443,3764,0.11769394261424017
02_usable_for_main_analysis,row_quality_final,usable_complete_limited_metadata,89,3764,0.023645058448459086
02_usable_for_main_analysis,row_quality_final,usable_partial_limited_metadata,23,3764,0.006110520722635494
02_usable_for_main_analysis,usable_for_main_analysis,TRUE,3764,3764,1
02_usable_for_main_analysis,usable_for_clustering,TRUE,3764,3764,1
02_usable_for_main_analysis,political_lr_group,Missing,2981,3764,0.7919766206163655
02_usable_for_main_analysis,political_lr_group,20_39_left,231,3764,0.061370882040382574
02_usable_for_main_analysis,political_lr_group,00_19_extreme_left,221,3764,0.05871413390010627
02_usable_for_main_analysis,political_lr_group,40_59_centre,175,3764,0.04649309245483528
02_usable_for_main_analysis,political_lr_group,60_79_right,121,3764,0.032146652497343255
02_usable_for_main_analysis,political_lr_group,80_100_extreme_right,35,3764,0.009298618490967057
03_usable_for_clustering,dataset_source,diego,1899,3764,0.5045164718384697
03_usable_for_clustering,dataset_source,why,971,3764,0.2579702444208289
03_usable_for_clustering,dataset_source,rv,894,3764,0.23751328374070138
03_usable_for_clustering,source_survey,Survey_September2023_cleaned,1899,3764,0.5045164718384697
03_usable_for_clustering,source_survey,Investment_Arquetypes_2022,971,3764,0.2579702444208289
03_usable_for_clustering,source_survey,decision,840,3764,0.22316684378320936
03_usable_for_clustering,source_survey,concerns2;decision,16,3764,0.004250797024442083
03_usable_for_clustering,source_survey,concerns2;decision;poverty,12,3764,0.003188097768331562
03_usable_for_clustering,source_survey,concerns2;decision;energy_crisis;poverty,10,3764,0.002656748140276302
03_usable_for_clustering,source_survey,decision;energy_crisis,9,3764,0.002391073326248672
03_usable_for_clustering,source_survey,decision;energy_crisis;poverty,6,3764,0.001594048884165781
03_usable_for_clustering,source_survey,decision;poverty,1,3764,2.6567481402763017e-4
03_usable_for_clustering,country_model,DE,785,3764,0.2085547290116897
03_usable_for_clustering,country_model,IT,747,3764,0.19845908607863974
03_usable_for_clustering,country_model,ES,596,3764,0.15834218916046758
03_usable_for_clustering,country_model,NL,385,3764,0.10228480340063761
03_usable_for_clustering,country_model,GR,235,3764,0.062433581296493096
03_usable_for_clustering,country_model,FR,204,3764,0.05419766206163656
03_usable_for_clustering,country_model,PL,135,3764,0.035866099893730075
03_usable_for_clustering,country_model,BE,133,3764,0.035334750265674814
03_usable_for_clustering,country_model,GB,112,3764,0.02975557917109458
03_usable_for_clustering,country_model,HU,81,3764,0.021519659936238045
03_usable_for_clustering,country_model,Missing,58,3764,0.015409139213602551
03_usable_for_clustering,country_model,IE,36,3764,0.009564293304994687
03_usable_for_clustering,country_model,PT,34,3764,0.009032943676939426
03_usable_for_clustering,country_model,RO,32,3764,0.008501594048884165
03_usable_for_clustering,country_model,CZ,31,3764,0.008235919234856535
03_usable_for_clustering,country_model,AT,28,3764,0.007438894792773645
03_usable_for_clustering,country_model,SE,23,3764,0.006110520722635494
03_usable_for_clustering,country_model,FI,21,3764,0.005579171094580234
03_usable_for_clustering,country_model,LV,18,3764,0.004782146652497344
03_usable_for_clustering,country_model,SI,16,3764,0.004250797024442083
03_usable_for_clustering,country_model,CH,11,3764,0.002922422954303932
03_usable_for_clustering,country_model,DK,9,3764,0.002391073326248672
03_usable_for_clustering,country_model,SK,9,3764,0.002391073326248672
03_usable_for_clustering,country_model,NO,8,3764,0.0021253985122210413
03_usable_for_clustering,country_model,EE,7,3764,0.0018597236981934113
03_usable_for_clustering,country_model,BG,3,3764,7.970244420828905e-4
03_usable_for_clustering,country_model,IS,2,3764,5.313496280552603e-4
03_usable_for_clustering,country_model,LT,2,3764,5.313496280552603e-4
03_usable_for_clustering,country_model,OTHER_EU,2,3764,5.313496280552603e-4
03_usable_for_clustering,country_model,MT,1,3764,2.6567481402763017e-4
03_usable_for_clustering,country_model_grouped,DE,785,3764,0.2085547290116897
03_usable_for_clustering,country_model_grouped,IT,747,3764,0.19845908607863974
03_usable_for_clustering,country_model_grouped,ES,596,3764,0.15834218916046758
03_usable_for_clustering,country_model_grouped,NL,385,3764,0.10228480340063761
03_usable_for_clustering,country_model_grouped,GR,235,3764,0.062433581296493096
03_usable_for_clustering,country_model_grouped,FR,204,3764,0.05419766206163656
03_usable_for_clustering,country_model_grouped,PL,135,3764,0.035866099893730075
03_usable_for_clustering,country_model_grouped,BE,133,3764,0.035334750265674814
03_usable_for_clustering,country_model_grouped,GB,112,3764,0.02975557917109458
03_usable_for_clustering,country_model_grouped,HU,81,3764,0.021519659936238045
03_usable_for_clustering,country_model_grouped,UNKNOWN,58,3764,0.015409139213602551
03_usable_for_clustering,country_model_grouped,IE,36,3764,0.009564293304994687
03_usable_for_clustering,country_model_grouped,PT,34,3764,0.009032943676939426
03_usable_for_clustering,country_model_grouped,RO,32,3764,0.008501594048884165
03_usable_for_clustering,country_model_grouped,CZ,31,3764,0.008235919234856535
03_usable_for_clustering,country_model_grouped,AT,28,3764,0.007438894792773645
03_usable_for_clustering,country_model_grouped,OTHER_COUNTRIES,25,3764,0.0066418703506907545
03_usable_for_clustering,country_model_grouped,SE,23,3764,0.006110520722635494
03_usable_for_clustering,country_model_grouped,FI,21,3764,0.005579171094580234
03_usable_for_clustering,country_model_grouped,LV,18,3764,0.004782146652497344
03_usable_for_clustering,country_model_grouped,SI,16,3764,0.004250797024442083
03_usable_for_clustering,country_model_grouped,CH,11,3764,0.002922422954303932
03_usable_for_clustering,country_model_grouped,DK,9,3764,0.002391073326248672
03_usable_for_clustering,country_model_grouped,SK,9,3764,0.002391073326248672
03_usable_for_clustering,age_group_model,25_34,1418,3764,0.3767268862911796
03_usable_for_clustering,age_group_model,18_24,1016,3764,0.26992561105207225
03_usable_for_clustering,age_group_model,45_54,708,3764,0.18809776833156217
03_usable_for_clustering,age_group_model,35_44,321,3764,0.08528161530286929
03_usable_for_clustering,age_group_model,unknown,119,3764,0.031615302869287994
03_usable_for_clustering,age_group_model,65_plus,96,3764,0.025504782146652496
03_usable_for_clustering,age_group_model,55_64,86,3764,0.022848034006376194
03_usable_for_clustering,gender_model,male,1905,3764,0.5061105207226355
03_usable_for_clustering,gender_model,female,1754,3764,0.46599362380446335
03_usable_for_clustering,gender_model,unknown,63,3764,0.0167375132837407
03_usable_for_clustering,gender_model,other,42,3764,0.011158342189160468
03_usable_for_clustering,education_model,high,1870,3764,0.49681190223166843
03_usable_for_clustering,education_model,unknown,1033,3764,0.27444208289054195
03_usable_for_clustering,education_model,medium,816,3764,0.21679064824654623
03_usable_for_clustering,education_model,other,29,3764,0.0077045696068012755
03_usable_for_clustering,education_model,conflict,9,3764,0.002391073326248672
03_usable_for_clustering,education_model,low,7,3764,0.0018597236981934113
03_usable_for_clustering,employment_model,employed,2482,3764,0.6594048884165781
03_usable_for_clustering,employment_model,student,555,3764,0.14744952178533474
03_usable_for_clustering,employment_model,unemployed,300,3764,0.07970244420828905
03_usable_for_clustering,employment_model,unknown,192,3764,0.05100956429330499
03_usable_for_clustering,employment_model,other,134,3764,0.035600425079702444
03_usable_for_clustering,employment_model,retired,68,3764,0.018065887353878853
03_usable_for_clustering,employment_model,inactive_other,33,3764,0.008767268862911796
03_usable_for_clustering,city_size_model,unknown,2921,3764,0.7760361317747078
03_usable_for_clustering,city_size_model,rural_small,842,3764,0.22369819341126462
03_usable_for_clustering,city_size_model,conflict,1,3764,2.6567481402763017e-4
03_usable_for_clustering,tenure_model,unknown,2923,3764,0.776567481402763
03_usable_for_clustering,tenure_model,owner_with_mortgage,499,3764,0.13257173219978746
03_usable_for_clustering,tenure_model,rent,297,3764,0.07890541976620616
03_usable_for_clustering,tenure_model,other,25,3764,0.0066418703506907545
03_usable_for_clustering,tenure_model,family_home,16,3764,0.004250797024442083
03_usable_for_clustering,tenure_model,conflict,4,3764,0.0010626992561105207
03_usable_for_clustering,income_model,unknown,2000,3764,0.5313496280552603
03_usable_for_clustering,income_model,medium,814,3764,0.21625929861849097
03_usable_for_clustering,income_model,low,543,3764,0.14426142401700318
03_usable_for_clustering,income_model,high,407,3764,0.10812964930924548
03_usable_for_clustering,vote_status_declared,unknown,2932,3764,0.7789585547290117
03_usable_for_clustering,vote_status_declared,uncertain,373,3764,0.09909670563230606
03_usable_for_clustering,vote_status_declared,voter,344,3764,0.09139213602550478
03_usable_for_clustering,vote_status_declared,abstainer,110,3764,0.02922422954303932
03_usable_for_clustering,vote_status_declared,conflict,5,3764,0.001328374070138151
03_usable_for_clustering,voted_observed,Missing,3310,3764,0.879383634431456
03_usable_for_clustering,voted_observed,1,344,3764,0.09139213602550478
03_usable_for_clustering,voted_observed,0,110,3764,0.02922422954303932
03_usable_for_clustering,political_left_right_model,Missing,2981,3764,0.7919766206163655
03_usable_for_clustering,political_left_right_model,50,54,3764,0.014346439957492029
03_usable_for_clustering,political_left_right_model,20,47,3764,0.01248671625929862
03_usable_for_clustering,political_left_right_model,0,45,3764,0.011955366631243358
03_usable_for_clustering,political_left_right_model,25,42,3764,0.011158342189160468
03_usable_for_clustering,political_left_right_model,60,39,3764,0.010361317747077577
03_usable_for_clustering,political_left_right_model,10,38,3764,0.010095642933049946
03_usable_for_clustering,political_left_right_model,15,35,3764,0.009298618490967057
03_usable_for_clustering,political_left_right_model,30,35,3764,0.009298618490967057
03_usable_for_clustering,political_left_right_model,40,31,3764,0.008235919234856535
03_usable_for_clustering,political_left_right_model,35,21,3764,0.005579171094580234
03_usable_for_clustering,political_left_right_model,65,19,3764,0.005047821466524973
03_usable_for_clustering,political_left_right_model,45,17,3764,0.004516471838469713
03_usable_for_clustering,political_left_right_model,19,15,3764,0.003985122210414453
03_usable_for_clustering,political_left_right_model,55,15,3764,0.003985122210414453
03_usable_for_clustering,political_left_right_model,70,14,3764,0.0037194473963868225
03_usable_for_clustering,political_left_right_model,75,13,3764,0.0034537725823591925
03_usable_for_clustering,political_left_right_model,23,11,3764,0.002922422954303932
03_usable_for_clustering,political_left_right_model,33,11,3764,0.002922422954303932
03_usable_for_clustering,political_left_right_model,26,9,3764,0.002391073326248672
03_usable_for_clustering,political_left_right_model,85,9,3764,0.002391073326248672
03_usable_for_clustering,political_left_right_model,11,8,3764,0.0021253985122210413
03_usable_for_clustering,political_left_right_model,16,8,3764,0.0021253985122210413
03_usable_for_clustering,political_left_right_model,18,8,3764,0.0021253985122210413
03_usable_for_clustering,political_left_right_model,100,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,17,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,37,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,49,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,5,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,51,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,80,7,3764,0.0018597236981934113
03_usable_for_clustering,political_left_right_model,12,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,14,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,24,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,38,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,47,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,7,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,73,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,9,6,3764,0.001594048884165781
03_usable_for_clustering,political_left_right_model,13,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,21,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,22,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,32,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,36,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,48,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,52,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,61,5,3764,0.001328374070138151
03_usable_for_clustering,political_left_right_model,1,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,2,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,28,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,29,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,42,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,44,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,6,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,77,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,8,4,3764,0.0010626992561105207
03_usable_for_clustering,political_left_right_model,27,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,34,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,4,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,41,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,46,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,58,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,67,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,68,3,3764,7.970244420828905e-4
03_usable_for_clustering,political_left_right_model,3,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,31,2,3764,5.313496280552603e-4
03_usable_for_clustering,political_left_right_model,43,2,3764,5.313496280552603e-4
