bootstrap_id,self_classification_archetype_model,n,total_n,prop
299,Stubborn,38,1000,0.038
299,Uninterested,14,1000,0.014
300,Activist,63,1000,0.063
300,Careful,192,1000,0.192
300,Early adopter,4,1000,0.004
300,Fearful,85,1000,0.085
300,Homo economicus,169,1000,0.169
300,Influencer,27,1000,0.027
300,Missing,388,1000,0.388
300,None,12,1000,0.012
300,Stubborn,49,1000,0.049
300,Uninterested,11,1000,0.011
301,Activist,66,1000,0.066
301,Careful,174,1000,0.174
301,Early adopter,4,1000,0.004
301,Fearful,90,1000,0.09
301,Homo economicus,176,1000,0.176
301,Influencer,33,1000,0.033
301,Missing,381,1000,0.381
301,None,17,1000,0.017
301,Stubborn,52,1000,0.052
301,Uninterested,7,1000,0.007
302,Activist,85,1000,0.085
302,Careful,183,1000,0.183
302,Early adopter,8,1000,0.008
302,Fearful,76,1000,0.076
302,Homo economicus,178,1000,0.178
302,Influencer,22,1000,0.022
302,Missing,380,1000,0.38
302,None,16,1000,0.016
302,Stubborn,41,1000,0.041
302,Uninterested,11,1000,0.011
303,Activist,64,1000,0.064
303,Careful,210,1000,0.21
303,Early adopter,8,1000,0.008
303,Fearful,82,1000,0.082
303,Homo economicus,155,1000,0.155
303,Influencer,24,1000,0.024
303,Missing,391,1000,0.391
303,None,14,1000,0.014
303,Stubborn,36,1000,0.036
303,Uninterested,16,1000,0.016
304,Activist,74,1000,0.074
304,Careful,182,1000,0.182
304,Early adopter,7,1000,0.007
304,Fearful,84,1000,0.084
304,Homo economicus,167,1000,0.167
304,Influencer,25,1000,0.025
304,Missing,387,1000,0.387
304,None,12,1000,0.012
304,Stubborn,50,1000,0.05
304,Uninterested,12,1000,0.012
305,Activist,70,1000,0.07
305,Careful,184,1000,0.184
305,Early adopter,10,1000,0.01
305,Fearful,90,1000,0.09
305,Homo economicus,174,1000,0.174
305,Influencer,28,1000,0.028
305,Missing,368,1000,0.368
305,None,15,1000,0.015
305,Stubborn,39,1000,0.039
305,Uninterested,22,1000,0.022
306,Activist,81,1000,0.081
306,Careful,191,1000,0.191
306,Early adopter,9,1000,0.009
306,Fearful,85,1000,0.085
306,Homo economicus,161,1000,0.161
306,Influencer,27,1000,0.027
306,Missing,382,1000,0.382
306,None,15,1000,0.015
306,Stubborn,37,1000,0.037
306,Uninterested,12,1000,0.012
307,Activist,76,1000,0.076
307,Careful,169,1000,0.169
307,Early adopter,4,1000,0.004
307,Fearful,114,1000,0.114
307,Homo economicus,159,1000,0.159
307,Influencer,34,1000,0.034
307,Missing,387,1000,0.387
307,None,20,1000,0.02
307,Stubborn,30,1000,0.03
307,Uninterested,7,1000,0.007
308,Activist,61,1000,0.061
308,Careful,166,1000,0.166
308,Early adopter,3,1000,0.003
308,Fearful,103,1000,0.103
308,Homo economicus,169,1000,0.169
308,Influencer,26,1000,0.026
308,Missing,397,1000,0.397
308,None,13,1000,0.013
308,Stubborn,48,1000,0.048
308,Uninterested,14,1000,0.014
309,Activist,64,1000,0.064
309,Careful,173,1000,0.173
309,Early adopter,12,1000,0.012
309,Fearful,87,1000,0.087
309,Homo economicus,170,1000,0.17
309,Influencer,32,1000,0.032
309,Missing,381,1000,0.381
309,None,18,1000,0.018
309,Stubborn,44,1000,0.044
309,Uninterested,19,1000,0.019
310,Activist,84,1000,0.084
310,Careful,166,1000,0.166
310,Early adopter,4,1000,0.004
310,Fearful,88,1000,0.088
310,Homo economicus,168,1000,0.168
310,Influencer,35,1000,0.035
310,Missing,389,1000,0.389
310,None,17,1000,0.017
310,Stubborn,33,1000,0.033
310,Uninterested,16,1000,0.016
311,Activist,77,1000,0.077
311,Careful,167,1000,0.167
311,Early adopter,7,1000,0.007
311,Fearful,79,1000,0.079
311,Homo economicus,174,1000,0.174
311,Influencer,22,1000,0.022
311,Missing,385,1000,0.385
311,None,20,1000,0.02
311,Stubborn,56,1000,0.056
311,Uninterested,13,1000,0.013
312,Activist,81,1000,0.081
312,Careful,214,1000,0.214
312,Early adopter,9,1000,0.009
312,Fearful,87,1000,0.087
312,Homo economicus,130,1000,0.13
312,Influencer,26,1000,0.026
312,Missing,387,1000,0.387
312,None,14,1000,0.014
312,Stubborn,34,1000,0.034
312,Uninterested,18,1000,0.018
313,Activist,58,1000,0.058
313,Careful,180,1000,0.18
313,Early adopter,4,1000,0.004
313,Fearful,100,1000,0.1
313,Homo economicus,170,1000,0.17
313,Influencer,24,1000,0.024
313,Missing,396,1000,0.396
313,None,10,1000,0.01
313,Stubborn,45,1000,0.045
313,Uninterested,13,1000,0.013
314,Activist,78,1000,0.078
314,Careful,169,1000,0.169
314,Early adopter,8,1000,0.008
314,Fearful,81,1000,0.081
314,Homo economicus,178,1000,0.178
314,Influencer,31,1000,0.031
314,Missing,385,1000,0.385
314,None,14,1000,0.014
314,Stubborn,39,1000,0.039
314,Uninterested,17,1000,0.017
315,Activist,80,1000,0.08
315,Careful,176,1000,0.176
315,Early adopter,11,1000,0.011
315,Fearful,94,1000,0.094
315,Homo economicus,173,1000,0.173
315,Influencer,20,1000,0.02
315,Missing,369,1000,0.369
315,None,17,1000,0.017
315,Stubborn,42,1000,0.042
315,Uninterested,18,1000,0.018
316,Activist,67,1000,0.067
316,Careful,186,1000,0.186
316,Early adopter,11,1000,0.011
316,Fearful,85,1000,0.085
316,Homo economicus,151,1000,0.151
316,Influencer,18,1000,0.018
316,Missing,407,1000,0.407
316,None,15,1000,0.015
316,Stubborn,41,1000,0.041
316,Uninterested,19,1000,0.019
317,Activist,65,1000,0.065
317,Careful,193,1000,0.193
317,Early adopter,12,1000,0.012
317,Fearful,94,1000,0.094
317,Homo economicus,179,1000,0.179
317,Influencer,19,1000,0.019
317,Missing,375,1000,0.375
317,None,18,1000,0.018
317,Stubborn,32,1000,0.032
317,Uninterested,13,1000,0.013
318,Activist,76,1000,0.076
318,Careful,165,1000,0.165
318,Early adopter,7,1000,0.007
318,Fearful,95,1000,0.095
318,Homo economicus,171,1000,0.171
318,Influencer,23,1000,0.023
318,Missing,398,1000,0.398
318,None,11,1000,0.011
318,Stubborn,38,1000,0.038
318,Uninterested,16,1000,0.016
319,Activist,56,1000,0.056
319,Careful,180,1000,0.18
319,Early adopter,6,1000,0.006
319,Fearful,89,1000,0.089
319,Homo economicus,180,1000,0.18
319,Influencer,23,1000,0.023
319,Missing,399,1000,0.399
319,None,13,1000,0.013
319,Stubborn,37,1000,0.037
319,Uninterested,17,1000,0.017
320,Activist,77,1000,0.077
320,Careful,164,1000,0.164
320,Early adopter,7,1000,0.007
320,Fearful,94,1000,0.094
320,Homo economicus,173,1000,0.173
320,Influencer,33,1000,0.033
320,Missing,386,1000,0.386
320,None,9,1000,0.009
320,Stubborn,44,1000,0.044
320,Uninterested,13,1000,0.013
321,Activist,70,1000,0.07
321,Careful,156,1000,0.156
321,Early adopter,6,1000,0.006
321,Fearful,83,1000,0.083
321,Homo economicus,197,1000,0.197
321,Influencer,25,1000,0.025
321,Missing,383,1000,0.383
321,None,17,1000,0.017
321,Stubborn,44,1000,0.044
321,Uninterested,19,1000,0.019
322,Activist,61,1000,0.061
322,Careful,172,1000,0.172
322,Early adopter,3,1000,0.003
322,Fearful,83,1000,0.083
322,Homo economicus,182,1000,0.182
322,Influencer,24,1000,0.024
322,Missing,402,1000,0.402
322,None,12,1000,0.012
322,Stubborn,48,1000,0.048
322,Uninterested,13,1000,0.013
323,Activist,77,1000,0.077
323,Careful,158,1000,0.158
323,Early adopter,11,1000,0.011
323,Fearful,89,1000,0.089
323,Homo economicus,179,1000,0.179
323,Influencer,24,1000,0.024
323,Missing,394,1000,0.394
323,None,18,1000,0.018
323,Stubborn,34,1000,0.034
323,Uninterested,16,1000,0.016
324,Activist,67,1000,0.067
324,Careful,171,1000,0.171
324,Early adopter,8,1000,0.008
324,Fearful,82,1000,0.082
324,Homo economicus,188,1000,0.188
324,Influencer,33,1000,0.033
324,Missing,375,1000,0.375
324,None,14,1000,0.014
324,Stubborn,47,1000,0.047
324,Uninterested,15,1000,0.015
325,Activist,66,1000,0.066
325,Careful,193,1000,0.193
325,Early adopter,13,1000,0.013
325,Fearful,90,1000,0.09
325,Homo economicus,166,1000,0.166
325,Influencer,30,1000,0.03
325,Missing,365,1000,0.365
325,None,16,1000,0.016
325,Stubborn,45,1000,0.045
325,Uninterested,16,1000,0.016
326,Activist,70,1000,0.07
326,Careful,177,1000,0.177
326,Early adopter,5,1000,0.005
326,Fearful,90,1000,0.09
326,Homo economicus,177,1000,0.177
326,Influencer,22,1000,0.022
326,Missing,383,1000,0.383
326,None,18,1000,0.018
326,Stubborn,43,1000,0.043
326,Uninterested,15,1000,0.015
327,Activist,60,1000,0.06
327,Careful,177,1000,0.177
327,Early adopter,9,1000,0.009
327,Fearful,100,1000,0.1
327,Homo economicus,165,1000,0.165
327,Influencer,23,1000,0.023
327,Missing,398,1000,0.398
327,None,12,1000,0.012
327,Stubborn,44,1000,0.044
327,Uninterested,12,1000,0.012
328,Activist,80,1000,0.08
328,Careful,173,1000,0.173
328,Early adopter,11,1000,0.011
328,Fearful,90,1000,0.09
328,Homo economicus,166,1000,0.166
328,Influencer,23,1000,0.023
328,Missing,379,1000,0.379
328,None,11,1000,0.011
328,Stubborn,52,1000,0.052
328,Uninterested,15,1000,0.015
329,Activist,61,1000,0.061
329,Careful,174,1000,0.174
329,Early adopter,9,1000,0.009
329,Fearful,78,1000,0.078
329,Homo economicus,168,1000,0.168
329,Influencer,25,1000,0.025
329,Missing,392,1000,0.392
329,None,22,1000,0.022
329,Stubborn,64,1000,0.064
329,Uninterested,7,1000,0.007
330,Activist,68,1000,0.068
330,Careful,165,1000,0.165
330,Early adopter,9,1000,0.009
330,Fearful,95,1000,0.095
330,Homo economicus,192,1000,0.192
330,Influencer,13,1000,0.013
330,Missing,388,1000,0.388
330,None,15,1000,0.015
330,Stubborn,41,1000,0.041
330,Uninterested,14,1000,0.014
331,Activist,75,1000,0.075
331,Careful,190,1000,0.19
331,Early adopter,7,1000,0.007
331,Fearful,86,1000,0.086
331,Homo economicus,161,1000,0.161
331,Influencer,35,1000,0.035
331,Missing,381,1000,0.381
331,None,22,1000,0.022
331,Stubborn,33,1000,0.033
331,Uninterested,10,1000,0.01
332,Activist,66,1000,0.066
332,Careful,168,1000,0.168
332,Early adopter,8,1000,0.008
332,Fearful,101,1000,0.101
332,Homo economicus,178,1000,0.178
332,Influencer,21,1000,0.021
332,Missing,381,1000,0.381
332,None,9,1000,0.009
332,Stubborn,46,1000,0.046
332,Uninterested,22,1000,0.022
333,Activist,71,1000,0.071
333,Careful,163,1000,0.163
333,Early adopter,3,1000,0.003
333,Fearful,97,1000,0.097
333,Homo economicus,187,1000,0.187
333,Influencer,28,1000,0.028
333,Missing,386,1000,0.386
333,None,15,1000,0.015
333,Stubborn,41,1000,0.041
333,Uninterested,9,1000,0.009
334,Activist,77,1000,0.077
334,Careful,199,1000,0.199
334,Early adopter,3,1000,0.003
334,Fearful,71,1000,0.071
334,Homo economicus,183,1000,0.183
334,Influencer,20,1000,0.02
334,Missing,386,1000,0.386
334,None,9,1000,0.009
334,Stubborn,37,1000,0.037
334,Uninterested,15,1000,0.015
335,Activist,84,1000,0.084
335,Careful,172,1000,0.172
335,Early adopter,9,1000,0.009
335,Fearful,99,1000,0.099
335,Homo economicus,160,1000,0.16
335,Influencer,22,1000,0.022
335,Missing,368,1000,0.368
335,None,14,1000,0.014
335,Stubborn,52,1000,0.052
335,Uninterested,20,1000,0.02
336,Activist,74,1000,0.074
336,Careful,181,1000,0.181
336,Early adopter,8,1000,0.008
336,Fearful,94,1000,0.094
336,Homo economicus,164,1000,0.164
336,Influencer,14,1000,0.014
336,Missing,389,1000,0.389
336,None,15,1000,0.015
336,Stubborn,52,1000,0.052
336,Uninterested,9,1000,0.009
337,Activist,61,1000,0.061
337,Careful,185,1000,0.185
337,Early adopter,8,1000,0.008
337,Fearful,93,1000,0.093
337,Homo economicus,163,1000,0.163
337,Influencer,30,1000,0.03
337,Missing,393,1000,0.393
337,None,17,1000,0.017
337,Stubborn,32,1000,0.032
337,Uninterested,18,1000,0.018
338,Activist,66,1000,0.066
338,Careful,200,1000,0.2
338,Early adopter,5,1000,0.005
338,Fearful,96,1000,0.096
338,Homo economicus,169,1000,0.169
338,Influencer,23,1000,0.023
338,Missing,367,1000,0.367
338,None,13,1000,0.013
338,Stubborn,50,1000,0.05
338,Uninterested,11,1000,0.011
339,Activist,72,1000,0.072
339,Careful,191,1000,0.191
339,Early adopter,8,1000,0.008
339,Fearful,66,1000,0.066
339,Homo economicus,162,1000,0.162
339,Influencer,32,1000,0.032
339,Missing,385,1000,0.385
339,None,18,1000,0.018
339,Stubborn,44,1000,0.044
339,Uninterested,22,1000,0.022
340,Activist,88,1000,0.088
340,Careful,167,1000,0.167
340,Early adopter,7,1000,0.007
340,Fearful,88,1000,0.088
340,Homo economicus,188,1000,0.188
340,Influencer,23,1000,0.023
340,Missing,366,1000,0.366
340,None,20,1000,0.02
340,Stubborn,36,1000,0.036
340,Uninterested,17,1000,0.017
341,Activist,71,1000,0.071
341,Careful,179,1000,0.179
341,Early adopter,12,1000,0.012
341,Fearful,88,1000,0.088
341,Homo economicus,163,1000,0.163
341,Influencer,19,1000,0.019
341,Missing,393,1000,0.393
341,None,15,1000,0.015
341,Stubborn,41,1000,0.041
341,Uninterested,19,1000,0.019
342,Activist,74,1000,0.074
342,Careful,188,1000,0.188
342,Early adopter,10,1000,0.01
342,Fearful,79,1000,0.079
342,Homo economicus,146,1000,0.146
342,Influencer,28,1000,0.028
342,Missing,392,1000,0.392
342,None,19,1000,0.019
342,Stubborn,45,1000,0.045
342,Uninterested,19,1000,0.019
343,Activist,68,1000,0.068
343,Careful,185,1000,0.185
343,Early adopter,6,1000,0.006
343,Fearful,79,1000,0.079
343,Homo economicus,164,1000,0.164
343,Influencer,26,1000,0.026
343,Missing,402,1000,0.402
343,None,19,1000,0.019
343,Stubborn,35,1000,0.035
343,Uninterested,16,1000,0.016
344,Activist,71,1000,0.071
344,Careful,179,1000,0.179
344,Early adopter,8,1000,0.008
344,Fearful,100,1000,0.1
344,Homo economicus,182,1000,0.182
344,Influencer,27,1000,0.027
344,Missing,363,1000,0.363
344,None,16,1000,0.016
344,Stubborn,43,1000,0.043
344,Uninterested,11,1000,0.011
345,Activist,70,1000,0.07
345,Careful,168,1000,0.168
345,Early adopter,6,1000,0.006
345,Fearful,103,1000,0.103
345,Homo economicus,170,1000,0.17
345,Influencer,27,1000,0.027
345,Missing,389,1000,0.389
345,None,14,1000,0.014
345,Stubborn,47,1000,0.047
345,Uninterested,6,1000,0.006
346,Activist,78,1000,0.078
346,Careful,159,1000,0.159
346,Early adopter,5,1000,0.005
346,Fearful,94,1000,0.094
346,Homo economicus,182,1000,0.182
346,Influencer,21,1000,0.021
346,Missing,383,1000,0.383
346,None,13,1000,0.013
346,Stubborn,47,1000,0.047
346,Uninterested,18,1000,0.018
347,Activist,62,1000,0.062
347,Careful,184,1000,0.184
347,Early adopter,9,1000,0.009
347,Fearful,79,1000,0.079
347,Homo economicus,166,1000,0.166
347,Influencer,26,1000,0.026
347,Missing,389,1000,0.389
347,None,24,1000,0.024
347,Stubborn,41,1000,0.041
347,Uninterested,20,1000,0.02
348,Activist,68,1000,0.068
348,Careful,186,1000,0.186
348,Early adopter,10,1000,0.01
348,Fearful,73,1000,0.073
348,Homo economicus,177,1000,0.177
348,Influencer,26,1000,0.026
348,Missing,382,1000,0.382
348,None,14,1000,0.014
348,Stubborn,47,1000,0.047
348,Uninterested,17,1000,0.017
349,Activist,70,1000,0.07
349,Careful,172,1000,0.172
349,Early adopter,6,1000,0.006
349,Fearful,98,1000,0.098
349,Homo economicus,188,1000,0.188
349,Influencer,25,1000,0.025
349,Missing,362,1000,0.362
349,None,16,1000,0.016
349,Stubborn,53,1000,0.053
349,Uninterested,10,1000,0.01
350,Activist,61,1000,0.061
350,Careful,183,1000,0.183
350,Early adopter,8,1000,0.008
350,Fearful,75,1000,0.075
350,Homo economicus,182,1000,0.182
350,Influencer,26,1000,0.026
350,Missing,383,1000,0.383
350,None,24,1000,0.024
350,Stubborn,49,1000,0.049
350,Uninterested,9,1000,0.009
351,Activist,76,1000,0.076
351,Careful,171,1000,0.171
351,Early adopter,12,1000,0.012
351,Fearful,85,1000,0.085
351,Homo economicus,173,1000,0.173
351,Influencer,32,1000,0.032
351,Missing,381,1000,0.381
351,None,17,1000,0.017
351,Stubborn,41,1000,0.041
351,Uninterested,12,1000,0.012
352,Activist,68,1000,0.068
352,Careful,183,1000,0.183
352,Early adopter,5,1000,0.005
352,Fearful,82,1000,0.082
352,Homo economicus,177,1000,0.177
352,Influencer,18,1000,0.018
352,Missing,396,1000,0.396
352,None,17,1000,0.017
352,Stubborn,48,1000,0.048
352,Uninterested,6,1000,0.006
353,Activist,67,1000,0.067
353,Careful,190,1000,0.19
353,Early adopter,5,1000,0.005
353,Fearful,84,1000,0.084
353,Homo economicus,168,1000,0.168
353,Influencer,26,1000,0.026
353,Missing,374,1000,0.374
353,None,21,1000,0.021
353,Stubborn,48,1000,0.048
353,Uninterested,17,1000,0.017
354,Activist,81,1000,0.081
354,Careful,168,1000,0.168
354,Early adopter,5,1000,0.005
354,Fearful,94,1000,0.094
354,Homo economicus,157,1000,0.157
354,Influencer,31,1000,0.031
354,Missing,372,1000,0.372
354,None,20,1000,0.02
354,Stubborn,47,1000,0.047
354,Uninterested,25,1000,0.025
355,Activist,71,1000,0.071
355,Careful,177,1000,0.177
355,Early adopter,9,1000,0.009
355,Fearful,69,1000,0.069
355,Homo economicus,176,1000,0.176
355,Influencer,40,1000,0.04
355,Missing,384,1000,0.384
355,None,19,1000,0.019
355,Stubborn,38,1000,0.038
355,Uninterested,17,1000,0.017
356,Activist,66,1000,0.066
356,Careful,175,1000,0.175
356,Early adopter,6,1000,0.006
356,Fearful,89,1000,0.089
356,Homo economicus,184,1000,0.184
356,Influencer,28,1000,0.028
356,Missing,372,1000,0.372
356,None,17,1000,0.017
356,Stubborn,48,1000,0.048
356,Uninterested,15,1000,0.015
357,Activist,83,1000,0.083
357,Careful,161,1000,0.161
357,Early adopter,8,1000,0.008
357,Fearful,88,1000,0.088
357,Homo economicus,172,1000,0.172
357,Influencer,27,1000,0.027
357,Missing,397,1000,0.397
357,None,11,1000,0.011
357,Stubborn,36,1000,0.036
357,Uninterested,17,1000,0.017
358,Activist,72,1000,0.072
358,Careful,180,1000,0.18
358,Early adopter,5,1000,0.005
358,Fearful,94,1000,0.094
358,Homo economicus,165,1000,0.165
358,Influencer,29,1000,0.029
358,Missing,378,1000,0.378
358,None,14,1000,0.014
358,Stubborn,48,1000,0.048
358,Uninterested,15,1000,0.015
359,Activist,79,1000,0.079
359,Careful,201,1000,0.201
359,Early adopter,8,1000,0.008
359,Fearful,81,1000,0.081
359,Homo economicus,164,1000,0.164
359,Influencer,25,1000,0.025
359,Missing,369,1000,0.369
359,None,11,1000,0.011
359,Stubborn,46,1000,0.046
359,Uninterested,16,1000,0.016
360,Activist,77,1000,0.077
360,Careful,188,1000,0.188
360,Early adopter,7,1000,0.007
360,Fearful,90,1000,0.09
360,Homo economicus,156,1000,0.156
360,Influencer,31,1000,0.031
360,Missing,384,1000,0.384
360,None,14,1000,0.014
360,Stubborn,36,1000,0.036
360,Uninterested,17,1000,0.017
361,Activist,61,1000,0.061
361,Careful,172,1000,0.172
361,Early adopter,11,1000,0.011
361,Fearful,92,1000,0.092
361,Homo economicus,183,1000,0.183
361,Influencer,27,1000,0.027
361,Missing,378,1000,0.378
361,None,14,1000,0.014
361,Stubborn,51,1000,0.051
361,Uninterested,11,1000,0.011
362,Activist,90,1000,0.09
362,Careful,164,1000,0.164
362,Early adopter,6,1000,0.006
362,Fearful,105,1000,0.105
362,Homo economicus,161,1000,0.161
362,Influencer,20,1000,0.02
362,Missing,377,1000,0.377
362,None,10,1000,0.01
362,Stubborn,53,1000,0.053
362,Uninterested,14,1000,0.014
363,Activist,68,1000,0.068
363,Careful,190,1000,0.19
363,Early adopter,5,1000,0.005
363,Fearful,78,1000,0.078
363,Homo economicus,162,1000,0.162
363,Influencer,24,1000,0.024
363,Missing,394,1000,0.394
363,None,11,1000,0.011
363,Stubborn,51,1000,0.051
363,Uninterested,17,1000,0.017
364,Activist,79,1000,0.079
364,Careful,172,1000,0.172
364,Early adopter,10,1000,0.01
364,Fearful,87,1000,0.087
364,Homo economicus,169,1000,0.169
364,Influencer,23,1000,0.023
364,Missing,385,1000,0.385
364,None,23,1000,0.023
364,Stubborn,37,1000,0.037
364,Uninterested,15,1000,0.015
365,Activist,75,1000,0.075
365,Careful,177,1000,0.177
365,Early adopter,3,1000,0.003
365,Fearful,91,1000,0.091
365,Homo economicus,182,1000,0.182
365,Influencer,22,1000,0.022
365,Missing,379,1000,0.379
365,None,11,1000,0.011
365,Stubborn,45,1000,0.045
365,Uninterested,15,1000,0.015
366,Activist,85,1000,0.085
366,Careful,169,1000,0.169
366,Early adopter,11,1000,0.011
366,Fearful,78,1000,0.078
366,Homo economicus,157,1000,0.157
366,Influencer,25,1000,0.025
366,Missing,393,1000,0.393
366,None,9,1000,0.009
366,Stubborn,60,1000,0.06
366,Uninterested,13,1000,0.013
367,Activist,72,1000,0.072
367,Careful,164,1000,0.164
367,Early adopter,4,1000,0.004
367,Fearful,82,1000,0.082
367,Homo economicus,202,1000,0.202
367,Influencer,26,1000,0.026
367,Missing,381,1000,0.381
367,None,11,1000,0.011
367,Stubborn,44,1000,0.044
367,Uninterested,14,1000,0.014
368,Activist,65,1000,0.065
368,Careful,177,1000,0.177
368,Early adopter,4,1000,0.004
368,Fearful,86,1000,0.086
368,Homo economicus,168,1000,0.168
368,Influencer,19,1000,0.019
368,Missing,388,1000,0.388
368,None,20,1000,0.02
368,Stubborn,55,1000,0.055
368,Uninterested,18,1000,0.018
369,Activist,76,1000,0.076
369,Careful,167,1000,0.167
369,Early adopter,12,1000,0.012
369,Fearful,89,1000,0.089
369,Homo economicus,170,1000,0.17
369,Influencer,29,1000,0.029
369,Missing,390,1000,0.39
369,None,13,1000,0.013
369,Stubborn,40,1000,0.04
369,Uninterested,14,1000,0.014
370,Activist,54,1000,0.054
370,Careful,178,1000,0.178
370,Early adopter,4,1000,0.004
370,Fearful,90,1000,0.09
370,Homo economicus,182,1000,0.182
370,Influencer,29,1000,0.029
370,Missing,391,1000,0.391
370,None,17,1000,0.017
370,Stubborn,45,1000,0.045
370,Uninterested,10,1000,0.01
371,Activist,72,1000,0.072
371,Careful,200,1000,0.2
371,Early adopter,15,1000,0.015
371,Fearful,75,1000,0.075
371,Homo economicus,185,1000,0.185
371,Influencer,22,1000,0.022
