"","expert_1","expert_2","expert_3","expert_4","expert_5","expert_6","expert_7","expert_8","expert_9"
"pattern_1551",15,17,13,8,11,24,18,15,13
"pattern_1552",15,13,13,12,13,20,18,13,15
"pattern_1553",15,17,9,6,7,20,16,13,11
"pattern_1554",15,15,13,10,9,22,18,15,15
"pattern_1555",15,17,11,8,7,22,18,13,13
"pattern_1556",15,15,11,8,9,22,18,11,15
"pattern_1557",15,15,11,6,9,22,14,13,9
"pattern_1558",15,15,7,4,7,20,18,11,11
"pattern_1559",13,17,9,6,9,20,16,9,13
"pattern_1560",15,21,11,8,11,24,18,11,17
"pattern_1561",15,17,13,8,11,20,18,11,13
"pattern_1562",15,19,11,8,11,20,18,13,15
"pattern_1563",15,13,11,8,7,20,14,13,11
"pattern_1564",15,19,15,12,13,22,22,15,19
"pattern_1565",15,15,11,6,9,22,20,11,13
"pattern_1566",14,16,10,9,10,21,15,14,14
"pattern_1567",15,15,9,6,9,22,16,11,13
"pattern_1568",15,17,13,10,9,22,16,15,15
"pattern_1569",15,15,13,8,9,22,20,15,17
"pattern_1570",15,17,9,8,9,20,16,13,13
"pattern_1571",15,19,11,8,11,26,18,13,15
"pattern_1572",15,19,11,8,9,22,16,15,15
"pattern_1573",15,17,15,10,13,26,22,17,15
"pattern_1574",15,19,15,12,13,18,20,17,19
"pattern_1575",15,17,11,6,9,20,16,11,13
"pattern_1576",15,15,13,10,11,22,16,13,13
"pattern_1577",15,19,13,10,13,20,16,13,13
"pattern_1578",15,17,15,10,13,24,20,15,17
"pattern_1579",15,17,9,6,9,20,16,11,11
"pattern_1580",15,15,13,8,9,22,18,11,15
"pattern_1581",15,19,7,4,7,24,18,13,15
"pattern_1582",15,15,11,10,9,20,18,13,17
"pattern_1583",15,15,11,8,9,20,16,15,15
"pattern_1584",15,21,11,8,9,20,18,17,17
"pattern_1585",15,15,17,14,13,24,18,19,17
"pattern_1586",13,15,7,4,7,20,16,11,11
"pattern_1587",15,17,13,12,11,20,18,13,15
"pattern_1588",15,15,13,8,11,24,18,15,11
"pattern_1589",15,15,7,2,5,22,18,11,11
"pattern_1590",15,19,11,10,13,22,20,13,17
"pattern_1591",15,17,13,8,9,22,16,13,15
"pattern_1592",9,11,7,6,7,16,14,9,9
"pattern_1593",15,19,13,10,11,20,20,15,15
"pattern_1594",8,12,6,7,8,15,11,8,8
"pattern_1595",15,17,11,6,7,20,14,11,13
"pattern_1596",15,17,11,10,11,20,18,13,15
"pattern_1597",15,17,11,8,11,22,20,11,17
"pattern_1598",13,15,7,4,5,20,16,11,11
"pattern_1599",15,15,9,6,7,22,18,13,13
"pattern_1600",15,17,13,10,11,20,18,15,17
"pattern_1601",15,17,11,6,9,22,18,9,13
"pattern_1602",15,13,9,4,7,22,18,9,11
"pattern_1603",15,15,11,8,11,24,16,13,11
"pattern_1604",15,17,15,10,13,26,20,17,17
"pattern_1605",15,17,13,10,11,24,18,15,13
"pattern_1606",15,15,11,6,7,22,18,15,15
"pattern_1607",15,17,11,8,11,20,16,13,13
"pattern_1608",15,19,9,6,9,22,18,11,15
"pattern_1609",15,15,5,4,5,22,16,11,11
"pattern_1610",11,15,9,6,9,18,14,11,11
"pattern_1611",15,15,9,6,7,20,14,11,11
"pattern_1612",14,16,8,5,8,19,17,12,12
"pattern_1613",15,15,13,8,11,22,16,15,11
"pattern_1614",15,17,11,8,11,20,16,11,13
"pattern_1615",15,15,13,10,11,22,14,15,13
"pattern_1616",15,19,11,8,11,22,18,15,15
"pattern_1617",15,13,11,8,9,22,16,13,11
"pattern_1618",15,11,13,10,11,16,18,11,13
"pattern_1619",15,17,13,10,11,20,16,15,17
"pattern_1620",15,15,5,4,5,18,14,11,9
"pattern_1621",15,15,11,6,9,22,14,13,11
"pattern_1622",15,15,13,8,9,26,18,15,15
"pattern_1623",15,15,13,8,9,22,20,15,15
"pattern_1624",15,17,9,6,9,22,18,13,15
"pattern_1625",15,17,9,6,7,22,16,13,15
"pattern_1626",15,17,9,4,7,18,16,13,13
"pattern_1627",15,19,11,8,11,24,18,13,17
"pattern_1628",15,11,13,10,11,20,16,13,11
"pattern_1629",15,19,7,6,7,22,18,11,15
"pattern_1630",15,15,9,6,9,22,14,11,9
"pattern_1631",15,17,11,8,11,22,18,11,17
"pattern_1632",15,15,7,6,7,20,16,9,9
"pattern_1633",15,15,11,8,9,22,16,15,11
"pattern_1634",6,12,12,11,10,15,15,14,12
"pattern_1635",15,17,9,6,9,22,18,9,13
"pattern_1636",15,15,9,6,9,22,16,11,9
"pattern_1637",15,19,9,8,9,24,18,13,15
"pattern_1638",15,15,7,6,7,20,16,9,13
"pattern_1639",15,21,11,8,11,24,20,13,17
"pattern_1640",15,17,9,6,7,22,18,11,13
"pattern_1641",15,17,15,10,11,22,16,15,15
"pattern_1642",14,16,6,5,6,21,15,10,12
"pattern_1643",15,15,13,8,11,22,16,13,13
"pattern_1644",15,13,13,8,9,22,18,13,13
"pattern_1645",15,15,7,4,5,22,18,9,11
"pattern_1646",14,16,12,9,10,23,15,14,14
"pattern_1647",15,17,11,10,9,22,16,13,15
"pattern_1648",15,19,11,8,11,22,16,13,13
"pattern_1649",15,15,15,10,13,24,20,15,13
"pattern_1650",10,14,6,7,8,17,13,8,10
"pattern_1651",15,17,11,8,9,20,20,13,13
"pattern_1652",15,15,15,10,11,22,18,17,15
"pattern_1653",15,13,13,16,15,16,12,13,13
"pattern_1654",14,16,8,5,6,21,15,10,14
"pattern_1655",15,19,9,6,7,22,18,15,13
"pattern_1656",15,13,11,8,7,22,14,15,11
"pattern_1657",15,17,13,8,9,24,20,15,17
"pattern_1658",15,15,11,10,9,20,16,13,13
"pattern_1659",15,13,11,6,7,20,16,13,11
"pattern_1660",15,15,9,4,7,22,18,13,13
"pattern_1661",15,15,11,6,9,20,20,13,13
"pattern_1662",15,17,9,4,7,22,18,15,13
"pattern_1663",15,15,11,6,9,20,18,11,11
"pattern_1664",15,19,11,10,11,22,20,13,17
"pattern_1665",15,15,11,8,9,20,16,15,9
"pattern_1666",15,15,9,4,7,20,16,11,9
"pattern_1667",15,17,11,10,11,22,18,11,13
"pattern_1668",15,17,11,10,11,22,14,11,13
"pattern_1669",15,15,13,8,9,22,18,11,15
"pattern_1670",15,15,5,4,5,22,16,11,13
"pattern_1671",13,15,5,2,5,20,14,9,11
"pattern_1672",15,17,17,14,15,16,18,17,17
"pattern_1673",15,15,11,6,9,20,16,13,13
"pattern_1674",5,11,13,12,11,14,12,13,11
"pattern_1675",15,19,11,8,11,24,18,15,15
"pattern_1676",15,15,13,8,11,24,22,13,15
"pattern_1677",15,21,15,12,13,20,20,19,19
"pattern_1678",15,17,11,6,7,22,20,15,17
"pattern_1679",15,13,11,8,9,22,20,11,13
"pattern_1680",15,19,13,10,11,18,18,15,17
"pattern_1681",15,13,9,6,7,22,18,9,11
"pattern_1682",15,15,13,8,9,20,16,11,13
"pattern_1683",15,15,13,8,9,20,16,11,13
"pattern_1684",15,15,11,8,9,24,16,11,13
"pattern_1685",15,17,9,6,7,18,16,11,11
"pattern_1686",15,19,11,8,11,22,14,11,13
"pattern_1687",15,17,7,8,9,18,14,11,11
"pattern_1688",15,15,13,10,11,24,16,15,13
"pattern_1689",13,15,5,4,5,20,14,7,11
"pattern_1690",15,13,11,6,9,20,18,11,11
"pattern_1691",15,17,9,8,9,20,14,9,13
"pattern_1692",15,19,13,8,11,24,18,13,15
"pattern_1693",15,17,9,6,7,22,16,13,15
"pattern_1694",15,17,7,4,7,20,16,11,11
"pattern_1695",15,19,13,8,11,22,18,11,13
"pattern_1696",15,17,11,8,9,22,18,13,17
"pattern_1697",15,19,11,8,11,22,18,15,15
"pattern_1698",12,14,6,3,6,19,15,10,10
"pattern_1699",15,13,9,6,5,22,16,11,13
"pattern_1700",15,19,9,6,9,22,16,11,15
"pattern_1701",15,19,13,10,13,22,20,15,17
"pattern_1702",15,21,13,8,11,22,18,13,15
"pattern_1703",15,15,11,6,7,24,18,15,15
"pattern_1704",11,15,9,6,7,18,14,9,13
"pattern_1705",14,18,14,9,10,19,21,16,20
"pattern_1706",15,15,13,8,11,24,18,13,15
"pattern_1707",15,15,11,8,11,20,16,11,9
"pattern_1708",15,15,7,4,5,24,18,11,13
"pattern_1709",15,17,17,16,15,20,16,17,17
"pattern_1710",15,15,13,8,9,22,20,13,15
"pattern_1711",15,17,9,6,7,20,14,11,13
"pattern_1712",15,13,13,10,11,20,18,13,11
"pattern_1713",15,15,9,6,7,22,18,11,11
"pattern_1714",15,15,9,8,11,22,16,11,13
"pattern_1715",15,17,11,8,9,18,16,13,11
"pattern_1716",15,17,9,8,9,20,16,11,13
"pattern_1717",15,15,13,10,9,22,18,13,13
"pattern_1718",15,15,11,8,9,20,18,13,13
"pattern_1719",15,15,11,8,11,22,18,13,13
"pattern_1720",15,15,9,6,7,22,16,13,15
"pattern_1721",15,15,9,6,9,22,18,13,13
"pattern_1722",15,17,11,6,9,24,18,15,13
"pattern_1723",15,19,13,10,13,20,20,13,17
"pattern_1724",11,15,7,8,9,18,14,7,11
"pattern_1725",15,15,9,6,9,20,16,11,11
"pattern_1726",15,13,9,6,7,20,16,13,11
"pattern_1727",15,15,11,6,9,20,18,11,11
"pattern_1728",15,17,9,8,9,22,18,9,15
"pattern_1729",15,17,9,4,7,22,20,11,13
"pattern_1730",15,19,9,8,9,18,14,9,13
"pattern_1731",15,15,9,8,9,22,18,11,15
"pattern_1732",15,17,11,8,9,18,16,13,15
"pattern_1733",15,17,11,8,9,22,16,13,13
"pattern_1734",14,16,6,5,6,21,15,8,12
"pattern_1735",15,21,11,10,11,20,16,11,15
"pattern_1736",15,15,9,6,7,22,16,15,11
"pattern_1737",15,17,11,10,9,20,16,11,15
"pattern_1738",15,15,11,10,9,22,18,13,17
"pattern_1739",15,13,7,4,5,22,16,9,11
"pattern_1740",6,16,12,11,12,15,15,12,12
"pattern_1741",15,17,13,10,11,20,18,15,17
"pattern_1742",15,15,11,6,9,22,18,11,13
"pattern_1743",8,14,12,11,12,15,15,12,12
"pattern_1744",15,17,11,8,9,22,18,11,17
"pattern_1745",15,19,11,8,9,20,14,11,15
"pattern_1746",15,13,13,10,9,22,16,15,13
"pattern_1747",15,15,11,8,11,20,16,15,15
"pattern_1748",15,17,7,8,9,20,14,11,11
"pattern_1749",15,17,13,10,11,22,18,13,15
"pattern_1750",15,17,15,10,11,22,18,15,17
"pattern_1751",15,17,9,8,11,20,16,11,13
"pattern_1752",15,17,15,10,13,26,20,15,17
"pattern_1753",15,17,11,8,9,22,14,13,13
"pattern_1754",15,15,11,8,11,20,16,13,13
"pattern_1755",15,19,13,10,13,24,20,15,17
"pattern_1756",9,13,7,8,7,16,12,7,11
"pattern_1757",15,13,11,8,7,22,18,13,13
"pattern_1758",15,15,11,8,9,20,14,11,13
"pattern_1759",15,17,15,10,13,24,20,13,15
"pattern_1760",15,17,11,6,9,22,18,15,13
"pattern_1761",15,19,11,8,11,22,18,11,13
"pattern_1762",15,17,9,6,7,22,16,11,15
"pattern_1763",15,15,13,10,11,24,18,15,17
"pattern_1764",15,13,13,12,13,18,18,11,11
"pattern_1765",15,15,9,4,7,22,16,9,13
"pattern_1766",15,17,13,10,11,22,20,15,19
"pattern_1767",15,13,9,6,7,20,18,13,13
"pattern_1768",15,17,13,10,11,22,14,13,15
"pattern_1769",14,16,8,7,8,19,17,12,12
"pattern_1770",15,17,9,8,11,22,14,11,11
"pattern_1771",15,19,11,8,11,22,20,13,17
"pattern_1772",15,15,13,10,9,22,20,11,15
"pattern_1773",15,17,11,6,9,24,20,15,15
"pattern_1774",13,17,7,6,7,20,14,9,13
"pattern_1775",15,17,13,10,9,24,18,15,15
"pattern_1776",15,17,7,6,7,24,18,13,15
"pattern_1777",14,16,10,7,8,17,15,12,12
"pattern_1778",10,14,8,7,8,17,13,8,10
"pattern_1779",15,17,11,6,9,24,20,11,13
"pattern_1780",15,19,13,10,13,20,20,15,17
"pattern_1781",15,15,13,8,9,22,18,15,13
"pattern_1782",15,13,9,6,7,22,18,11,11
"pattern_1783",15,17,11,6,9,22,18,15,13
"pattern_1784",9,13,7,6,7,16,12,9,9
"pattern_1785",15,15,11,8,9,20,18,13,17
"pattern_1786",15,15,15,10,11,22,20,15,15
"pattern_1787",15,13,9,6,9,20,16,11,11
"pattern_1788",11,15,7,6,7,18,12,9,13
"pattern_1789",15,15,13,8,9,20,16,13,15
"pattern_1790",15,15,9,6,7,24,16,13,11
"pattern_1791",15,13,9,4,7,22,18,11,11
"pattern_1792",15,17,11,8,7,22,16,13,13
"pattern_1793",15,19,11,8,9,22,16,13,15
"pattern_1794",15,17,9,6,7,22,18,15,17
"pattern_1795",15,15,9,8,7,22,16,11,15
"pattern_1796",15,15,5,2,5,20,14,11,9
"pattern_1797",15,19,13,8,9,22,18,15,15
"pattern_1798",15,17,11,6,9,20,16,15,13
"pattern_1799",15,19,9,6,9,24,16,13,13
"pattern_1800",13,15,11,6,7,20,16,13,13
"pattern_1801",9,11,7,6,5,16,12,9,9
"pattern_1802",15,15,11,8,11,24,18,13,15
"pattern_1803",15,15,13,8,9,16,16,13,15
"pattern_1804",15,13,11,6,7,24,16,13,13
"pattern_1805",15,19,11,6,9,22,16,11,13
"pattern_1806",15,17,9,6,7,20,16,11,11
"pattern_1807",15,19,11,10,11,24,20,15,17
"pattern_1808",15,13,7,4,5,20,14,11,9
"pattern_1809",15,17,9,4,5,24,18,13,15
"pattern_1810",15,19,9,6,9,20,16,11,13
"pattern_1811",15,17,13,8,11,24,18,13,11
"pattern_1812",15,19,13,10,11,22,18,15,13
"pattern_1813",15,15,15,12,11,20,16,15,15
"pattern_1814",9,13,15,14,13,14,12,17,13
"pattern_1815",15,15,9,8,9,22,16,9,13
"pattern_1816",15,17,13,10,11,20,18,13,15
"pattern_1817",15,17,7,8,9,18,14,9,11
"pattern_1818",15,17,11,10,9,24,18,13,17
"pattern_1819",15,17,11,6,9,20,16,13,11
"pattern_1820",15,17,11,6,9,24,18,13,11
"pattern_1821",15,17,13,8,9,24,16,15,13
"pattern_1822",15,15,13,10,11,22,16,13,11
"pattern_1823",9,13,13,12,11,16,14,17,11
"pattern_1824",15,15,11,8,9,24,16,13,11
"pattern_1825",14,18,10,9,10,19,15,10,12
"pattern_1826",15,17,9,6,7,22,18,13,13
"pattern_1827",15,13,15,10,11,22,20,15,17
"pattern_1828",15,15,7,4,5,20,16,11,9
"pattern_1829",10,16,8,9,10,15,13,8,10
"pattern_1830",15,15,13,8,11,22,18,15,11
"pattern_1831",15,15,11,8,7,20,14,13,11
"pattern_1832",15,19,15,12,13,22,20,17,15
"pattern_1833",15,19,9,4,7,24,20,13,15
"pattern_1834",15,15,11,8,9,20,16,11,11
"pattern_1835",15,17,9,8,9,20,18,11,15
"pattern_1836",15,17,9,4,7,20,16,13,13
"pattern_1837",15,17,9,6,7,22,18,11,13
"pattern_1838",15,17,9,6,9,22,18,11,15
"pattern_1839",15,17,9,4,7,22,18,13,13
"pattern_1840",15,17,13,12,11,20,18,13,17
"pattern_1841",15,17,11,8,7,24,18,13,15
"pattern_1842",15,15,11,8,9,22,16,13,11
"pattern_1843",15,15,11,10,11,20,18,11,15
"pattern_1844",14,16,8,5,8,21,15,10,14
"pattern_1845",15,15,9,6,7,20,18,11,11
"pattern_1846",15,17,13,10,11,20,20,13,19
"pattern_1847",15,15,13,8,11,24,18,15,11
"pattern_1848",15,17,11,8,11,24,18,13,15
"pattern_1849",15,19,11,10,11,22,20,11,17
"pattern_1850",15,15,11,8,11,22,16,11,11
"pattern_1851",15,15,9,4,5,20,16,11,11
"pattern_1852",15,17,9,8,9,22,18,13,15
"pattern_1853",15,17,15,12,11,22,18,17,15
"pattern_1854",15,17,11,8,9,20,20,15,15
"pattern_1855",15,19,17,12,13,16,16,19,17
"pattern_1856",15,17,11,8,9,22,18,11,11
"pattern_1857",6,14,8,9,10,13,11,8,10
"pattern_1858",15,15,13,8,9,22,16,15,11
"pattern_1859",15,17,11,6,9,22,20,13,15
"pattern_1860",15,19,11,12,13,18,18,13,15
"pattern_1861",15,15,11,8,9,22,18,13,11
"pattern_1862",15,19,9,8,11,20,14,9,13
"pattern_1863",15,17,11,8,11,22,18,13,15
"pattern_1864",15,17,11,6,7,20,16,15,13
"pattern_1865",15,15,7,4,3,22,16,13,13
"pattern_1866",15,17,9,8,9,18,14,13,11
"pattern_1867",15,17,11,8,9,24,16,13,11
"pattern_1868",9,11,5,6,5,16,12,7,9
"pattern_1869",12,14,6,5,6,19,15,10,10
"pattern_1870",13,13,17,14,15,16,16,15,13
"pattern_1871",15,19,9,8,9,20,16,15,15
"pattern_1872",12,14,6,5,6,19,13,8,10
"pattern_1873",15,19,13,8,11,26,18,17,13
"pattern_1874",15,15,21,20,19,12,18,17,21
"pattern_1875",15,17,11,6,9,20,16,13,11
"pattern_1876",15,17,9,8,9,22,18,11,15
"pattern_1877",15,19,11,10,11,20,18,13,15
"pattern_1878",15,15,9,6,7,20,14,13,9
"pattern_1879",15,15,9,4,7,22,18,13,11
"pattern_1880",15,15,11,6,9,22,14,11,11
"pattern_1881",15,19,11,6,9,24,20,13,15
"pattern_1882",15,19,11,8,11,20,14,13,13
"pattern_1883",15,17,11,10,11,22,16,13,15
"pattern_1884",15,17,11,6,9,22,18,11,13
"pattern_1885",15,15,11,6,7,22,14,13,11
"pattern_1886",15,15,7,4,5,22,14,13,9
"pattern_1887",15,17,11,10,11,22,18,13,13
"pattern_1888",15,15,15,10,11,22,20,17,17
"pattern_1889",15,15,9,8,9,20,16,11,11
"pattern_1890",15,15,11,6,9,20,18,15,13
"pattern_1891",15,19,13,8,11,20,16,11,13
"pattern_1892",15,19,13,10,11,22,18,17,17
"pattern_1893",15,17,11,8,9,18,16,13,11
"pattern_1894",15,15,7,6,5,22,16,13,15
"pattern_1895",15,19,11,10,11,18,16,11,15
"pattern_1896",14,16,8,7,8,21,15,10,14
"pattern_1897",12,14,4,3,4,19,13,8,10
"pattern_1898",12,16,10,11,12,17,15,12,14
"pattern_1899",12,14,8,5,6,17,15,12,10
"pattern_1900",15,15,13,8,9,22,18,15,13
"pattern_1901",15,13,13,8,9,22,16,17,13
"pattern_1902",15,15,7,4,5,20,14,13,9
"pattern_1903",15,15,13,8,9,22,18,15,13
"pattern_1904",15,15,13,8,9,26,18,15,15
"pattern_1905",15,19,7,6,7,20,16,13,13
"pattern_1906",15,17,9,6,9,22,16,11,11
"pattern_1907",15,17,9,8,9,20,16,11,13
"pattern_1908",15,15,13,8,11,22,18,15,13
"pattern_1909",15,15,13,10,11,22,20,13,19
"pattern_1910",15,15,13,10,9,20,16,17,13
"pattern_1911",15,17,9,4,7,22,16,13,11
"pattern_1912",11,13,7,4,7,18,14,9,9
"pattern_1913",15,17,13,8,9,22,16,15,13
"pattern_1914",15,17,9,6,7,20,16,11,11
"pattern_1915",15,13,11,10,11,22,16,13,13
"pattern_1916",15,17,7,2,5,22,16,9,13
"pattern_1917",11,15,9,8,7,18,14,9,13
"pattern_1918",15,17,9,4,7,22,16,11,13
"pattern_1919",11,15,7,4,5,18,12,11,13
"pattern_1920",15,19,9,8,9,20,16,11,15
"pattern_1921",15,15,11,8,9,20,18,9,13
"pattern_1922",15,15,9,10,11,18,18,9,13
"pattern_1923",15,13,9,6,7,22,16,11,11
"pattern_1924",15,15,7,6,7,20,16,11,11
"pattern_1925",15,17,9,8,7,20,14,11,13
"pattern_1926",15,17,11,10,11,22,16,13,13
"pattern_1927",15,15,15,10,11,22,18,15,15
"pattern_1928",15,17,11,8,9,22,16,11,13
"pattern_1929",15,17,7,4,5,22,16,13,15
"pattern_1930",15,15,15,12,11,24,18,17,15
"pattern_1931",15,19,9,6,9,20,16,13,13
"pattern_1932",14,16,8,7,8,21,15,10,14
"pattern_1933",11,13,7,4,7,18,12,11,9
"pattern_1934",13,15,9,8,9,22,14,13,13
"pattern_1935",9,13,7,8,9,16,12,7,9
"pattern_1936",12,16,8,7,10,19,15,10,12
"pattern_1937",15,15,11,8,11,20,16,15,13
"pattern_1938",9,15,15,14,13,18,16,15,17
"pattern_1939",15,13,9,6,7,24,16,11,11
"pattern_1940",15,15,7,4,5,22,18,13,13
"pattern_1941",15,15,9,6,9,22,18,9,13
"pattern_1942",6,12,12,13,12,15,13,10,14
"pattern_1943",15,17,13,8,9,20,18,13,13
"pattern_1944",15,15,7,4,7,20,14,9,9
"pattern_1945",12,16,6,7,8,19,13,8,12
"pattern_1946",15,17,11,6,9,22,16,15,11
"pattern_1947",15,15,13,10,11,24,18,15,15
"pattern_1948",13,15,9,6,9,18,16,13,11
"pattern_1949",15,15,7,4,7,22,14,13,9
"pattern_1950",15,13,9,6,5,20,16,13,11
"pattern_1951",15,13,11,8,9,20,18,13,15
"pattern_1952",15,15,17,14,13,16,16,17,13
"pattern_1953",15,17,9,8,9,20,16,11,11
"pattern_1954",15,17,13,10,13,22,18,13,15
"pattern_1955",15,17,11,10,11,22,16,13,11
"pattern_1956",15,15,11,8,9,22,16,13,15
"pattern_1957",15,17,7,4,7,20,16,13,13
"pattern_1958",15,19,13,10,11,20,16,13,17
"pattern_1959",15,13,11,8,7,20,14,15,11
"pattern_1960",15,15,9,4,7,22,18,11,11
"pattern_1961",15,15,11,6,7,24,16,15,13
"pattern_1962",15,17,7,4,7,22,16,11,13
"pattern_1963",15,19,13,12,13,20,20,13,17
"pattern_1964",15,19,17,14,15,18,20,17,19
"pattern_1965",15,15,9,8,9,24,18,11,13
"pattern_1966",15,19,11,10,11,20,18,11,15
"pattern_1967",15,17,7,6,7,20,16,13,13
"pattern_1968",13,13,7,4,5,18,14,9,7
"pattern_1969",14,16,10,5,8,21,17,10,12
"pattern_1970",15,17,7,6,5,20,14,13,13
"pattern_1971",15,21,13,8,11,22,18,13,15
"pattern_1972",15,15,7,6,9,22,16,9,13
"pattern_1973",15,15,11,8,11,20,16,13,15
"pattern_1974",15,17,13,8,11,24,20,15,15
"pattern_1975",15,19,11,10,11,22,18,13,15
"pattern_1976",15,19,11,8,9,22,18,13,17
"pattern_1977",15,13,13,10,9,22,20,13,15
"pattern_1978",15,17,9,8,9,18,14,11,13
"pattern_1979",15,19,13,10,9,22,18,15,15
"pattern_1980",15,17,13,8,9,22,14,17,15
"pattern_1981",15,17,9,6,7,18,16,13,11
"pattern_1982",12,12,12,7,8,19,15,14,12
"pattern_1983",15,17,15,16,17,16,16,15,13
"pattern_1984",15,15,9,6,7,20,16,11,13
"pattern_1985",15,15,9,6,5,22,16,13,13
"pattern_1986",15,13,13,8,9,20,16,15,13
"pattern_1987",13,13,9,8,9,18,14,13,9
"pattern_1988",15,15,11,8,9,22,18,13,13
"pattern_1989",15,17,11,10,11,22,18,13,17
"pattern_1990",15,19,13,10,11,24,20,15,19
"pattern_1991",12,14,8,7,10,19,15,8,12
"pattern_1992",15,13,13,10,9,22,16,17,13
"pattern_1993",15,15,13,8,11,24,18,15,13
"pattern_1994",15,17,11,10,9,20,16,13,15
"pattern_1995",15,17,11,10,9,22,16,13,15
"pattern_1996",15,13,11,8,11,20,16,15,11
"pattern_1997",15,15,11,6,9,22,18,9,13
"pattern_1998",15,19,9,8,9,22,18,15,15
"pattern_1999",15,19,11,8,9,20,14,13,15
"pattern_2000",15,17,9,6,7,24,18,13,13
"pattern_2001",15,13,7,4,7,22,16,11,11
"pattern_2002",15,15,11,8,7,20,14,11,13
"pattern_2003",15,15,11,6,7,22,16,13,13
"pattern_2004",15,15,11,8,9,22,20,13,15
"pattern_2005",15,13,11,8,7,20,16,13,13
"pattern_2006",15,17,9,6,7,22,18,13,13
"pattern_2007",15,15,11,8,7,22,18,13,15
"pattern_2008",15,17,11,8,9,22,18,13,17
"pattern_2009",15,15,13,12,11,22,18,13,17
"pattern_2010",15,17,11,8,11,20,16,13,13
"pattern_2011",15,17,13,8,11,22,18,15,13
"pattern_2012",15,15,7,4,7,22,16,9,11
"pattern_2013",15,15,5,2,3,22,16,9,11
"pattern_2014",15,15,11,8,11,24,20,13,15
"pattern_2015",15,17,9,6,7,24,18,15,17
"pattern_2016",15,17,11,10,11,26,18,13,15
"pattern_2017",15,17,11,10,11,20,14,11,13
"pattern_2018",14,16,10,7,8,23,15,14,14
"pattern_2019",14,16,10,7,8,21,17,10,12
"pattern_2020",15,17,9,6,7,22,16,11,11
"pattern_2021",15,15,13,10,11,20,18,13,15
"pattern_2022",15,19,13,14,15,18,22,13,19
"pattern_2023",15,17,11,8,9,20,14,13,13
"pattern_2024",15,15,13,10,11,24,20,15,17
"pattern_2025",15,15,13,8,9,20,20,17,17
"pattern_2026",15,17,11,10,11,22,20,11,15
"pattern_2027",15,15,13,8,11,24,18,13,11
"pattern_2028",12,14,8,7,8,19,15,8,10
"pattern_2029",15,15,13,8,11,22,18,13,11
"pattern_2030",15,17,9,6,7,20,16,13,13
"pattern_2031",15,15,7,6,9,20,16,7,13
"pattern_2032",15,17,11,6,7,20,16,15,13
"pattern_2033",15,17,11,10,9,18,16,13,15
"pattern_2034",8,12,6,7,6,15,9,10,10
"pattern_2035",15,19,9,6,9,22,18,13,15
"pattern_2036",15,15,15,10,11,22,20,15,17
"pattern_2037",15,21,11,8,9,22,20,17,19
"pattern_2038",15,17,11,8,9,24,18,13,11
"pattern_2039",15,15,11,6,9,22,18,13,13
"pattern_2040",15,15,11,6,9,20,18,13,11
"pattern_2041",15,15,9,8,11,20,16,11,13
"pattern_2042",15,15,11,10,11,20,16,13,11
"pattern_2043",12,14,8,5,6,19,15,10,10
"pattern_2044",15,15,9,6,7,20,18,13,11
"pattern_2045",15,17,11,6,7,20,16,15,13
"pattern_2046",15,13,9,8,9,22,18,11,13
"pattern_2047",15,17,9,4,7,22,18,13,11
"pattern_2048",15,15,13,10,11,20,16,15,15
"pattern_2049",11,13,3,4,5,18,12,7,9
"pattern_2050",15,17,9,8,11,20,18,11,15
"pattern_2051",15,13,13,10,11,22,16,13,9
"pattern_2052",15,19,13,10,13,22,22,13,19
"pattern_2053",15,19,11,10,11,22,20,11,17
"pattern_2054",15,19,13,8,11,22,18,13,15
"pattern_2055",15,17,9,8,9,18,16,11,13
"pattern_2056",15,17,13,10,11,22,20,15,19
"pattern_2057",14,16,12,11,14,13,11,14,12
"pattern_2058",14,16,8,5,8,21,17,12,12
"pattern_2059",15,17,7,4,5,20,14,9,11
"pattern_2060",15,19,13,10,11,22,18,15,15
"pattern_2061",15,19,11,8,9,20,14,11,15
"pattern_2062",15,15,11,6,9,24,16,15,11
"pattern_2063",15,17,11,8,9,20,14,13,13
"pattern_2064",15,15,13,10,11,24,18,13,11
"pattern_2065",15,17,11,6,9,24,22,15,17
"pattern_2066",15,13,13,10,9,20,18,13,13
"pattern_2067",15,15,11,8,9,22,16,13,15
"pattern_2068",15,17,9,6,7,20,16,11,15
"pattern_2069",15,13,11,8,9,22,18,13,15
"pattern_2070",15,17,7,2,5,22,16,13,13
"pattern_2071",15,17,11,6,9,22,16,11,13
"pattern_2072",15,15,11,10,11,20,18,11,15
"pattern_2073",15,17,9,8,9,20,14,11,13
"pattern_2074",15,15,9,6,7,18,16,11,9
"pattern_2075",15,15,9,6,7,22,16,13,11
"pattern_2076",15,19,13,8,11,24,20,15,15
"pattern_2077",15,17,9,6,9,22,16,13,13
"pattern_2078",15,13,13,10,9,22,14,15,13
"pattern_2079",15,17,13,10,11,22,18,15,13
"pattern_2080",15,13,11,8,9,20,16,13,13
"pattern_2081",15,17,13,10,11,18,16,17,13
"pattern_2082",15,15,9,4,7,22,16,15,11
"pattern_2083",14,14,6,3,4,19,17,10,10
"pattern_2084",15,15,9,6,7,20,18,11,11
"pattern_2085",15,19,9,8,9,20,16,13,13
"pattern_2086",15,15,9,8,9,22,16,11,11
