method,matrix_name,d_det,d_hamming,coverage_threshold,first_prototype_reaching_threshold,max_coverage_available
EFA,matrix_32_pos_0_1,9,3,95,NA,46.256904761903854
EFA,matrix_32_pos_0_1,9,4,80,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,4,85,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,4,90,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,4,95,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,5,80,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,5,85,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,5,90,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,5,95,NA,74.33380952380807
EFA,matrix_32_pos_0_1,9,6,80,7,92.66928571428392
EFA,matrix_32_pos_0_1,9,6,85,8,92.66928571428392
EFA,matrix_32_pos_0_1,9,6,90,10,92.66928571428392
EFA,matrix_32_pos_0_1,9,6,95,NA,92.66928571428392
EFA,matrix_32_pos_0_1,9,7,80,7,92.66928571428392
EFA,matrix_32_pos_0_1,9,7,85,8,92.66928571428392
EFA,matrix_32_pos_0_1,9,7,90,10,92.66928571428392
EFA,matrix_32_pos_0_1,9,7,95,NA,92.66928571428392
EFA,matrix_32_pos_0_1,9,8,80,5,98.85523809523622
EFA,matrix_32_pos_0_1,9,8,85,6,98.85523809523622
EFA,matrix_32_pos_0_1,9,8,90,6,98.85523809523622
EFA,matrix_32_pos_0_1,9,8,95,6,98.85523809523622
EFA,matrix_32_pos_0_1,9,9,80,5,98.85523809523622
EFA,matrix_32_pos_0_1,9,9,85,6,98.85523809523622
EFA,matrix_32_pos_0_1,9,9,90,6,98.85523809523622
EFA,matrix_32_pos_0_1,9,9,95,6,98.85523809523622
EFA,matrix_32_pos_0_1,9,10,80,4,99.99999999999804
EFA,matrix_32_pos_0_1,9,10,85,4,99.99999999999804
EFA,matrix_32_pos_0_1,9,10,90,4,99.99999999999804
EFA,matrix_32_pos_0_1,9,10,95,6,99.99999999999804
EFA,matrix_32_pos_0_1,10,0,80,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,0,85,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,0,90,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,0,95,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,1,80,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,1,85,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,1,90,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,1,95,NA,18.031904761904364
EFA,matrix_32_pos_0_1,10,2,80,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,2,85,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,2,90,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,2,95,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,3,80,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,3,85,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,3,90,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,3,95,NA,39.25333333333246
EFA,matrix_32_pos_0_1,10,4,80,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,4,85,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,4,90,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,4,95,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,5,80,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,5,85,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,5,90,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,5,95,NA,65.17166666666525
EFA,matrix_32_pos_0_1,10,6,80,8,88.3288095238076
EFA,matrix_32_pos_0_1,10,6,85,11,88.3288095238076
EFA,matrix_32_pos_0_1,10,6,90,NA,88.3288095238076
EFA,matrix_32_pos_0_1,10,6,95,NA,88.3288095238076
EFA,matrix_32_pos_0_1,10,7,80,8,88.3288095238076
EFA,matrix_32_pos_0_1,10,7,85,11,88.3288095238076
EFA,matrix_32_pos_0_1,10,7,90,NA,88.3288095238076
EFA,matrix_32_pos_0_1,10,7,95,NA,88.3288095238076
EFA,matrix_32_pos_0_1,10,8,80,5,96.71690476190267
EFA,matrix_32_pos_0_1,10,8,85,6,96.71690476190267
EFA,matrix_32_pos_0_1,10,8,90,6,96.71690476190267
EFA,matrix_32_pos_0_1,10,8,95,10,96.71690476190267
EFA,matrix_32_pos_0_1,10,9,80,5,96.71690476190267
EFA,matrix_32_pos_0_1,10,9,85,6,96.71690476190267
EFA,matrix_32_pos_0_1,10,9,90,6,96.71690476190267
EFA,matrix_32_pos_0_1,10,9,95,10,96.71690476190267
EFA,matrix_32_pos_0_1,10,10,80,4,99.94999999999777
EFA,matrix_32_pos_0_1,10,10,85,4,99.94999999999777
EFA,matrix_32_pos_0_1,10,10,90,4,99.94999999999777
EFA,matrix_32_pos_0_1,10,10,95,5,99.94999999999777
EFA,matrix_32_pos_0_1,11,0,80,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,0,85,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,0,90,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,0,95,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,1,80,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,1,85,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,1,90,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,1,95,NA,14.42642857142827
EFA,matrix_32_pos_0_1,11,2,80,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,2,85,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,2,90,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,2,95,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,3,80,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,3,85,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,3,90,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,3,95,NA,35.51166666666593
EFA,matrix_32_pos_0_1,11,4,80,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,4,85,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,4,90,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,4,95,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,5,80,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,5,85,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,5,90,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,5,95,NA,60.197857142855895
EFA,matrix_32_pos_0_1,11,6,80,11,81.83666666666502
EFA,matrix_32_pos_0_1,11,6,85,NA,81.83666666666502
EFA,matrix_32_pos_0_1,11,6,90,NA,81.83666666666502
EFA,matrix_32_pos_0_1,11,6,95,NA,81.83666666666502
EFA,matrix_32_pos_0_1,11,7,80,11,81.83666666666502
EFA,matrix_32_pos_0_1,11,7,85,NA,81.83666666666502
EFA,matrix_32_pos_0_1,11,7,90,NA,81.83666666666502
EFA,matrix_32_pos_0_1,11,7,95,NA,81.83666666666502
EFA,matrix_32_pos_0_1,11,8,80,6,94.03904761904572
EFA,matrix_32_pos_0_1,11,8,85,6,94.03904761904572
EFA,matrix_32_pos_0_1,11,8,90,8,94.03904761904572
EFA,matrix_32_pos_0_1,11,8,95,NA,94.03904761904572
EFA,matrix_32_pos_0_1,11,9,80,6,94.03904761904572
EFA,matrix_32_pos_0_1,11,9,85,6,94.03904761904572
EFA,matrix_32_pos_0_1,11,9,90,8,94.03904761904572
EFA,matrix_32_pos_0_1,11,9,95,NA,94.03904761904572
EFA,matrix_32_pos_0_1,11,10,80,4,99.66071428571227
EFA,matrix_32_pos_0_1,11,10,85,5,99.66071428571227
EFA,matrix_32_pos_0_1,11,10,90,5,99.66071428571227
EFA,matrix_32_pos_0_1,11,10,95,6,99.66071428571227
EFA,matrix_32_pos_0_1,12,0,80,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,0,85,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,0,90,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,0,95,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,1,80,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,1,85,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,1,90,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,1,95,NA,12.575714285713993
EFA,matrix_32_pos_0_1,12,2,80,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,2,85,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,2,90,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,2,95,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,3,80,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,3,85,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,3,90,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,3,95,NA,32.25476190476115
EFA,matrix_32_pos_0_1,12,4,80,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,4,85,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,4,90,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,4,95,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,5,80,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,5,85,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,5,90,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,5,95,NA,55.67785714285585
EFA,matrix_32_pos_0_1,12,6,80,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,6,85,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,6,90,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,6,95,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,7,80,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,7,85,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,7,90,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,7,95,NA,77.50499999999822
EFA,matrix_32_pos_0_1,12,8,80,7,92.38785714285501
EFA,matrix_32_pos_0_1,12,8,85,8,92.38785714285501
EFA,matrix_32_pos_0_1,12,8,90,11,92.38785714285501
EFA,matrix_32_pos_0_1,12,8,95,NA,92.38785714285501
EFA,matrix_32_pos_0_1,12,9,80,7,92.38785714285501
EFA,matrix_32_pos_0_1,12,9,85,8,92.38785714285501
EFA,matrix_32_pos_0_1,12,9,90,11,92.38785714285501
EFA,matrix_32_pos_0_1,12,9,95,NA,92.38785714285501
EFA,matrix_32_pos_0_1,12,10,80,4,99.11428571428341
EFA,matrix_32_pos_0_1,12,10,85,5,99.11428571428341
EFA,matrix_32_pos_0_1,12,10,90,5,99.11428571428341
EFA,matrix_32_pos_0_1,12,10,95,7,99.11428571428341
EFA,matrix_32_pos_0_1,13,0,80,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,0,85,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,0,90,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,0,95,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,1,80,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,1,85,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,1,90,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,1,95,NA,11.286428571428274
EFA,matrix_32_pos_0_1,13,2,80,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,2,85,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,2,90,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,2,95,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,3,80,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,3,85,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,3,90,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,3,95,NA,29.794761904761113
EFA,matrix_32_pos_0_1,13,4,80,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,4,85,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,4,90,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,4,95,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,5,80,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,5,85,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,5,90,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,5,95,NA,50.21214285714153
EFA,matrix_32_pos_0_1,13,6,80,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,6,85,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,6,90,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,6,95,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,7,80,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,7,85,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,7,90,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,7,95,NA,73.32380952380764
EFA,matrix_32_pos_0_1,13,8,80,7,89.22976190475954
EFA,matrix_32_pos_0_1,13,8,85,8,89.22976190475954
EFA,matrix_32_pos_0_1,13,8,90,NA,89.22976190475954
EFA,matrix_32_pos_0_1,13,8,95,NA,89.22976190475954
EFA,matrix_32_pos_0_1,13,9,80,7,89.22976190475954
EFA,matrix_32_pos_0_1,13,9,85,8,89.22976190475954
EFA,matrix_32_pos_0_1,13,9,90,NA,89.22976190475954
EFA,matrix_32_pos_0_1,13,9,95,NA,89.22976190475954
EFA,matrix_32_pos_0_1,13,10,80,5,97.6133333333308
EFA,matrix_32_pos_0_1,13,10,85,5,97.6133333333308
EFA,matrix_32_pos_0_1,13,10,90,6,97.6133333333308
EFA,matrix_32_pos_0_1,13,10,95,8,97.6133333333308
EFA,matrix_32_pos_0_1,14,0,80,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,0,85,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,0,90,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,0,95,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,1,80,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,1,85,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,1,90,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,1,95,NA,9.424047619047359
EFA,matrix_32_pos_0_1,14,2,80,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,2,85,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,2,90,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,2,95,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,3,80,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,3,85,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,3,90,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,3,95,NA,30.76880952380868
EFA,matrix_32_pos_0_1,14,4,80,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,4,85,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,4,90,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,4,95,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,5,80,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,5,85,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,5,90,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,5,95,NA,49.40619047618914
EFA,matrix_32_pos_0_1,14,6,80,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,6,85,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,6,90,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,6,95,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,7,80,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,7,85,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,7,90,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,7,95,NA,68.58904761904573
EFA,matrix_32_pos_0_1,14,8,80,8,87.07023809523567
EFA,matrix_32_pos_0_1,14,8,85,11,87.07023809523567
EFA,matrix_32_pos_0_1,14,8,90,NA,87.07023809523567
EFA,matrix_32_pos_0_1,14,8,95,NA,87.07023809523567
EFA,matrix_32_pos_0_1,14,9,80,8,87.07023809523567
EFA,matrix_32_pos_0_1,14,9,85,11,87.07023809523567
EFA,matrix_32_pos_0_1,14,9,90,NA,87.07023809523567
EFA,matrix_32_pos_0_1,14,9,95,NA,87.07023809523567
EFA,matrix_32_pos_0_1,14,10,80,5,96.82952380952125
EFA,matrix_32_pos_0_1,14,10,85,5,96.82952380952125
EFA,matrix_32_pos_0_1,14,10,90,7,96.82952380952125
EFA,matrix_32_pos_0_1,14,10,95,10,96.82952380952125
EFA,matrix_32_pos_0_1,15,0,80,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,0,85,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,0,90,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,0,95,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,1,80,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,1,85,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,1,90,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,1,95,NA,8.863571428571163
EFA,matrix_32_pos_0_1,15,2,80,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,2,85,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,2,90,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,2,95,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,3,80,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,3,85,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,3,90,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,3,95,NA,25.92928571428493
EFA,matrix_32_pos_0_1,15,4,80,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,4,85,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,4,90,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,4,95,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,5,80,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,5,85,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,5,90,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,5,95,NA,43.59261904761775
EFA,matrix_32_pos_0_1,15,6,80,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,6,85,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,6,90,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,6,95,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,7,80,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,7,85,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,7,90,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,7,95,NA,63.58119047618859
EFA,matrix_32_pos_0_1,15,8,80,11,81.64619047618807
EFA,matrix_32_pos_0_1,15,8,85,NA,81.64619047618807
EFA,matrix_32_pos_0_1,15,8,90,NA,81.64619047618807
EFA,matrix_32_pos_0_1,15,8,95,NA,81.64619047618807
EFA,matrix_32_pos_0_1,15,9,80,11,81.64619047618807
EFA,matrix_32_pos_0_1,15,9,85,NA,81.64619047618807
EFA,matrix_32_pos_0_1,15,9,90,NA,81.64619047618807
EFA,matrix_32_pos_0_1,15,9,95,NA,81.64619047618807
EFA,matrix_32_pos_0_1,15,10,80,5,95.49309523809241
EFA,matrix_32_pos_0_1,15,10,85,6,95.49309523809241
EFA,matrix_32_pos_0_1,15,10,90,7,95.49309523809241
EFA,matrix_32_pos_0_1,15,10,95,12,95.49309523809241
EFA,matrix_32_raw_0_1,8,0,80,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,0,85,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,0,90,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,0,95,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,1,80,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,1,85,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,1,90,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,1,95,NA,29.2364285714282
EFA,matrix_32_raw_0_1,8,2,80,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,2,85,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,2,90,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,2,95,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,3,80,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,3,85,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,3,90,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,3,95,NA,58.35333333333256
EFA,matrix_32_raw_0_1,8,4,80,9,86.59904761904646
EFA,matrix_32_raw_0_1,8,4,85,11,86.59904761904646
EFA,matrix_32_raw_0_1,8,4,90,NA,86.59904761904646
EFA,matrix_32_raw_0_1,8,4,95,NA,86.59904761904646
EFA,matrix_32_raw_0_1,8,5,80,9,86.59904761904646
EFA,matrix_32_raw_0_1,8,5,85,11,86.59904761904646
EFA,matrix_32_raw_0_1,8,5,90,NA,86.59904761904646
EFA,matrix_32_raw_0_1,8,5,95,NA,86.59904761904646
EFA,matrix_32_raw_0_1,8,6,80,6,96.31452380952256
EFA,matrix_32_raw_0_1,8,6,85,6,96.31452380952256
EFA,matrix_32_raw_0_1,8,6,90,7,96.31452380952256
EFA,matrix_32_raw_0_1,8,6,95,10,96.31452380952256
EFA,matrix_32_raw_0_1,8,7,80,6,96.31452380952256
EFA,matrix_32_raw_0_1,8,7,85,6,96.31452380952256
EFA,matrix_32_raw_0_1,8,7,90,7,96.31452380952256
EFA,matrix_32_raw_0_1,8,7,95,10,96.31452380952256
EFA,matrix_32_raw_0_1,8,8,80,4,99.82499999999867
EFA,matrix_32_raw_0_1,8,8,85,5,99.82499999999867
EFA,matrix_32_raw_0_1,8,8,90,5,99.82499999999867
EFA,matrix_32_raw_0_1,8,8,95,5,99.82499999999867
EFA,matrix_32_raw_0_1,8,9,80,4,99.82499999999867
EFA,matrix_32_raw_0_1,8,9,85,5,99.82499999999867
EFA,matrix_32_raw_0_1,8,9,90,5,99.82499999999867
EFA,matrix_32_raw_0_1,8,9,95,5,99.82499999999867
EFA,matrix_32_raw_0_1,8,10,80,4,99.99999999999864
EFA,matrix_32_raw_0_1,8,10,85,4,99.99999999999864
EFA,matrix_32_raw_0_1,8,10,90,4,99.99999999999864
EFA,matrix_32_raw_0_1,8,10,95,4,99.99999999999864
EFA,matrix_32_raw_0_1,9,0,80,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,0,85,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,0,90,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,0,95,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,1,80,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,1,85,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,1,90,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,1,95,NA,27.57595238095192
EFA,matrix_32_raw_0_1,9,2,80,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,2,85,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,2,90,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,2,95,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,3,80,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,3,85,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,3,90,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,3,95,NA,52.08857142857055
EFA,matrix_32_raw_0_1,9,4,80,12,80.61119047618914
EFA,matrix_32_raw_0_1,9,4,85,NA,80.61119047618914
EFA,matrix_32_raw_0_1,9,4,90,NA,80.61119047618914
EFA,matrix_32_raw_0_1,9,4,95,NA,80.61119047618914
EFA,matrix_32_raw_0_1,9,5,80,12,80.61119047618914
EFA,matrix_32_raw_0_1,9,5,85,NA,80.61119047618914
EFA,matrix_32_raw_0_1,9,5,90,NA,80.61119047618914
EFA,matrix_32_raw_0_1,9,5,95,NA,80.61119047618914
EFA,matrix_32_raw_0_1,9,6,80,8,94.45976190476038
EFA,matrix_32_raw_0_1,9,6,85,8,94.45976190476038
EFA,matrix_32_raw_0_1,9,6,90,10,94.45976190476038
EFA,matrix_32_raw_0_1,9,6,95,NA,94.45976190476038
EFA,matrix_32_raw_0_1,9,7,80,8,94.45976190476038
EFA,matrix_32_raw_0_1,9,7,85,8,94.45976190476038
EFA,matrix_32_raw_0_1,9,7,90,10,94.45976190476038
EFA,matrix_32_raw_0_1,9,7,95,NA,94.45976190476038
EFA,matrix_32_raw_0_1,9,8,80,4,99.26785714285555
EFA,matrix_32_raw_0_1,9,8,85,5,99.26785714285555
EFA,matrix_32_raw_0_1,9,8,90,5,99.26785714285555
EFA,matrix_32_raw_0_1,9,8,95,7,99.26785714285555
EFA,matrix_32_raw_0_1,9,9,80,4,99.26785714285555
EFA,matrix_32_raw_0_1,9,9,85,5,99.26785714285555
EFA,matrix_32_raw_0_1,9,9,90,5,99.26785714285555
EFA,matrix_32_raw_0_1,9,9,95,7,99.26785714285555
EFA,matrix_32_raw_0_1,9,10,80,4,99.99999999999834
EFA,matrix_32_raw_0_1,9,10,85,4,99.99999999999834
EFA,matrix_32_raw_0_1,9,10,90,4,99.99999999999834
EFA,matrix_32_raw_0_1,9,10,95,4,99.99999999999834
EFA,matrix_32_raw_0_1,10,0,80,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,0,85,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,0,90,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,0,95,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,1,80,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,1,85,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,1,90,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,1,95,NA,22.512142857142372
EFA,matrix_32_raw_0_1,10,2,80,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,2,85,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,2,90,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,2,95,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,3,80,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,3,85,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,3,90,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,3,95,NA,46.99785714285613
EFA,matrix_32_raw_0_1,10,4,80,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,4,85,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,4,90,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,4,95,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,5,80,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,5,85,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,5,90,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,5,95,NA,74.684047619046
EFA,matrix_32_raw_0_1,10,6,80,8,89.87190476190281
EFA,matrix_32_raw_0_1,10,6,85,10,89.87190476190281
EFA,matrix_32_raw_0_1,10,6,90,NA,89.87190476190281
EFA,matrix_32_raw_0_1,10,6,95,NA,89.87190476190281
EFA,matrix_32_raw_0_1,10,7,80,8,89.87190476190281
EFA,matrix_32_raw_0_1,10,7,85,10,89.87190476190281
EFA,matrix_32_raw_0_1,10,7,90,NA,89.87190476190281
EFA,matrix_32_raw_0_1,10,7,95,NA,89.87190476190281
EFA,matrix_32_raw_0_1,10,8,80,6,98.36785714285504
