stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,determinant_id,value,determinant_label,determinant
1226,195,Aware / would consider,Comunidad energética,RELATEDNESS,Relatedness,peer_pressure,73,Peer pressure,Peer pressure
1226,195,Aware / would consider,Comunidad energética,RELATEDNESS,Relatedness,rights_and_duties,100,Rights and duties,Rights and duties
1226,195,Aware / would consider,Comunidad energética,RELATEDNESS,Relatedness,socialising,65,Socialising,Socialising
1226,195,Aware / would consider,Comunidad energética,RELATEDNESS,Relatedness,support,100,Social support,Social support
1982,195,Unaware but curious,Comunidad energética,FINANCIAL,Financial security,added_value,74,Added value,Added value
1982,195,Unaware but curious,Comunidad energética,FINANCIAL,Financial security,credit_score_access_to_funding,77,Access to funding,Access to funding
1982,195,Unaware but curious,Comunidad energética,FINANCIAL,Financial security,frugality,0,Frugality,Frugality
1982,195,Unaware but curious,Comunidad energética,FINANCIAL,Financial security,profits,65,Economic profit,Economic profit
1982,195,Unaware but curious,Comunidad energética,FINANCIAL,Financial security,risk_profile,76,Risk profile,Risk profile
1984,195,Unaware but curious,Comunidad energética,MEANING,Meaning,approval,72,Approval,Approval
1984,195,Unaware but curious,Comunidad energética,MEANING,Meaning,own_significance,26,Personal significance,Personal significance
1983,195,Unaware but curious,Comunidad energética,RELATEDNESS,Relatedness,agreement,78,Agreement,Agreement
1983,195,Unaware but curious,Comunidad energética,RELATEDNESS,Relatedness,peer_pressure,73,Peer pressure,Peer pressure
1983,195,Unaware but curious,Comunidad energética,RELATEDNESS,Relatedness,rights_and_duties,100,Rights and duties,Rights and duties
1983,195,Unaware but curious,Comunidad energética,RELATEDNESS,Relatedness,socialising,65,Socialising,Socialising
1983,195,Unaware but curious,Comunidad energética,RELATEDNESS,Relatedness,support,100,Social support,Social support
405,196,Implemented,Medidas de microeficiencia,AUTONOMY,Autonomy,adherence,68,Adherence,Adherence
405,196,Implemented,Medidas de microeficiencia,AUTONOMY,Autonomy,autonomy,70,Self-sufficiency,Self-sufficiency
405,196,Implemented,Medidas de microeficiencia,AUTONOMY,Autonomy,commitment,65,Commitment,Commitment
405,196,Implemented,Medidas de microeficiencia,AUTONOMY,Autonomy,self_satisfaction,74,Self-satisfaction,Self-satisfaction
404,196,Implemented,Medidas de microeficiencia,FINANCIAL,Financial security,added_value,67,Added value,Added value
404,196,Implemented,Medidas de microeficiencia,FINANCIAL,Financial security,credit_score_access_to_funding,66,Access to funding,Access to funding
404,196,Implemented,Medidas de microeficiencia,FINANCIAL,Financial security,frugality,27,Frugality,Frugality
404,196,Implemented,Medidas de microeficiencia,FINANCIAL,Financial security,profits,14,Economic profit,Economic profit
404,196,Implemented,Medidas de microeficiencia,FINANCIAL,Financial security,risk_profile,31,Risk profile,Risk profile
406,196,Implemented,Medidas de microeficiencia,MEANING,Meaning,approval,5,Approval,Approval
406,196,Implemented,Medidas de microeficiencia,MEANING,Meaning,own_significance,71,Personal significance,Personal significance
1227,196,Aware / would consider,Renovación de envolvente,FINANCIAL,Financial security,added_value,67,Added value,Added value
1227,196,Aware / would consider,Renovación de envolvente,FINANCIAL,Financial security,credit_score_access_to_funding,66,Access to funding,Access to funding
1227,196,Aware / would consider,Renovación de envolvente,FINANCIAL,Financial security,frugality,27,Frugality,Frugality
1227,196,Aware / would consider,Renovación de envolvente,FINANCIAL,Financial security,profits,14,Economic profit,Economic profit
1227,196,Aware / would consider,Renovación de envolvente,FINANCIAL,Financial security,risk_profile,31,Risk profile,Risk profile
1229,196,Aware / would consider,Renovación de envolvente,MEANING,Meaning,approval,5,Approval,Approval
1229,196,Aware / would consider,Renovación de envolvente,MEANING,Meaning,own_significance,71,Personal significance,Personal significance
1228,196,Aware / would consider,Renovación de envolvente,PHYSIOLOGICAL,Materiality,coziness,64,Comfort,Comfort
1228,196,Aware / would consider,Renovación de envolvente,PHYSIOLOGICAL,Materiality,wellbeing,68,Wellbeing,Wellbeing
1985,196,Unaware but curious,Ventilación con recuperador,MEANING,Meaning,approval,5,Approval,Approval
1985,196,Unaware but curious,Ventilación con recuperador,MEANING,Meaning,own_significance,71,Personal significance,Personal significance
409,197,Implemented,Comunidad energética,MEANING,Meaning,approval,20,Approval,Approval
409,197,Implemented,Comunidad energética,MEANING,Meaning,own_significance,80,Personal significance,Personal significance
407,197,Implemented,Comunidad energética,PHYSIOLOGICAL,Materiality,coziness,50,Comfort,Comfort
407,197,Implemented,Comunidad energética,PHYSIOLOGICAL,Materiality,wellbeing,51,Wellbeing,Wellbeing
408,197,Implemented,Comunidad energética,RELATEDNESS,Relatedness,agreement,80,Agreement,Agreement
408,197,Implemented,Comunidad energética,RELATEDNESS,Relatedness,peer_pressure,75,Peer pressure,Peer pressure
408,197,Implemented,Comunidad energética,RELATEDNESS,Relatedness,rights_and_duties,90,Rights and duties,Rights and duties
408,197,Implemented,Comunidad energética,RELATEDNESS,Relatedness,socialising,50,Socialising,Socialising
408,197,Implemented,Comunidad energética,RELATEDNESS,Relatedness,support,75,Social support,Social support
1232,197,Aware / would consider,Electrodomésticos eficientes,MEANING,Meaning,approval,20,Approval,Approval
1232,197,Aware / would consider,Electrodomésticos eficientes,MEANING,Meaning,own_significance,80,Personal significance,Personal significance
1230,197,Aware / would consider,Electrodomésticos eficientes,PHYSIOLOGICAL,Materiality,coziness,50,Comfort,Comfort
1230,197,Aware / would consider,Electrodomésticos eficientes,PHYSIOLOGICAL,Materiality,wellbeing,51,Wellbeing,Wellbeing
1231,197,Aware / would consider,Electrodomésticos eficientes,RELATEDNESS,Relatedness,agreement,80,Agreement,Agreement
1231,197,Aware / would consider,Electrodomésticos eficientes,RELATEDNESS,Relatedness,peer_pressure,75,Peer pressure,Peer pressure
1231,197,Aware / would consider,Electrodomésticos eficientes,RELATEDNESS,Relatedness,rights_and_duties,90,Rights and duties,Rights and duties
1231,197,Aware / would consider,Electrodomésticos eficientes,RELATEDNESS,Relatedness,socialising,50,Socialising,Socialising
1231,197,Aware / would consider,Electrodomésticos eficientes,RELATEDNESS,Relatedness,support,75,Social support,Social support
1988,197,Unaware but curious,Cambio de tarifa eléctrica,MEANING,Meaning,approval,20,Approval,Approval
1988,197,Unaware but curious,Cambio de tarifa eléctrica,MEANING,Meaning,own_significance,80,Personal significance,Personal significance
1986,197,Unaware but curious,Cambio de tarifa eléctrica,PHYSIOLOGICAL,Materiality,coziness,50,Comfort,Comfort
1986,197,Unaware but curious,Cambio de tarifa eléctrica,PHYSIOLOGICAL,Materiality,wellbeing,51,Wellbeing,Wellbeing
1987,197,Unaware but curious,Cambio de tarifa eléctrica,RELATEDNESS,Relatedness,agreement,80,Agreement,Agreement
1987,197,Unaware but curious,Cambio de tarifa eléctrica,RELATEDNESS,Relatedness,peer_pressure,75,Peer pressure,Peer pressure
1987,197,Unaware but curious,Cambio de tarifa eléctrica,RELATEDNESS,Relatedness,rights_and_duties,90,Rights and duties,Rights and duties
1987,197,Unaware but curious,Cambio de tarifa eléctrica,RELATEDNESS,Relatedness,socialising,50,Socialising,Socialising
1987,197,Unaware but curious,Cambio de tarifa eléctrica,RELATEDNESS,Relatedness,support,75,Social support,Social support
411,198,Implemented,Renovación de envolvente,AUTONOMY,Autonomy,adherence,82,Adherence,Adherence
411,198,Implemented,Renovación de envolvente,AUTONOMY,Autonomy,autonomy,81,Self-sufficiency,Self-sufficiency
411,198,Implemented,Renovación de envolvente,AUTONOMY,Autonomy,commitment,75,Commitment,Commitment
411,198,Implemented,Renovación de envolvente,AUTONOMY,Autonomy,self_satisfaction,90,Self-satisfaction,Self-satisfaction
410,198,Implemented,Renovación de envolvente,FINANCIAL,Financial security,added_value,61,Added value,Added value
410,198,Implemented,Renovación de envolvente,FINANCIAL,Financial security,credit_score_access_to_funding,13,Access to funding,Access to funding
410,198,Implemented,Renovación de envolvente,FINANCIAL,Financial security,frugality,64,Frugality,Frugality
410,198,Implemented,Renovación de envolvente,FINANCIAL,Financial security,profits,76,Economic profit,Economic profit
410,198,Implemented,Renovación de envolvente,FINANCIAL,Financial security,risk_profile,70,Risk profile,Risk profile
412,198,Implemented,Renovación de envolvente,MEANING,Meaning,approval,0,Approval,Approval
1234,198,Aware / would consider,Ascensor,AUTONOMY,Autonomy,adherence,82,Adherence,Adherence
1234,198,Aware / would consider,Ascensor,AUTONOMY,Autonomy,autonomy,81,Self-sufficiency,Self-sufficiency
1234,198,Aware / would consider,Ascensor,AUTONOMY,Autonomy,commitment,75,Commitment,Commitment
1234,198,Aware / would consider,Ascensor,AUTONOMY,Autonomy,self_satisfaction,90,Self-satisfaction,Self-satisfaction
1235,198,Aware / would consider,Ascensor,PHYSIOLOGICAL,Materiality,coziness,66,Comfort,Comfort
1235,198,Aware / would consider,Ascensor,PHYSIOLOGICAL,Materiality,wellbeing,100,Wellbeing,Wellbeing
1233,198,Aware / would consider,Ascensor,SECURITY,Security,climate_protection,30,Climate protection,Climate protection
1233,198,Aware / would consider,Ascensor,SECURITY,Security,legal,100,Legal compliance,Legal compliance
1233,198,Aware / would consider,Ascensor,SECURITY,Security,safety,65,Safety,Safety
1233,198,Aware / would consider,Ascensor,SECURITY,Security,trust,99,Trust,Trust
415,201,Implemented,Renovación de envolvente,MEANING,Meaning,approval,0,Approval,Approval
415,201,Implemented,Renovación de envolvente,MEANING,Meaning,own_significance,10,Personal significance,Personal significance
414,201,Implemented,Renovación de envolvente,PHYSIOLOGICAL,Materiality,coziness,70,Comfort,Comfort
414,201,Implemented,Renovación de envolvente,PHYSIOLOGICAL,Materiality,wellbeing,75,Wellbeing,Wellbeing
413,201,Implemented,Renovación de envolvente,SECURITY,Security,climate_protection,90,Climate protection,Climate protection
413,201,Implemented,Renovación de envolvente,SECURITY,Security,legal,80,Legal compliance,Legal compliance
413,201,Implemented,Renovación de envolvente,SECURITY,Security,safety,100,Safety,Safety
413,201,Implemented,Renovación de envolvente,SECURITY,Security,trust,90,Trust,Trust
1238,201,Aware / would consider,Renovación de envolvente,MEANING,Meaning,approval,0,Approval,Approval
1238,201,Aware / would consider,Renovación de envolvente,MEANING,Meaning,own_significance,10,Personal significance,Personal significance
1237,201,Aware / would consider,Renovación de envolvente,PHYSIOLOGICAL,Materiality,coziness,70,Comfort,Comfort
1237,201,Aware / would consider,Renovación de envolvente,PHYSIOLOGICAL,Materiality,wellbeing,75,Wellbeing,Wellbeing
1236,201,Aware / would consider,Renovación de envolvente,SECURITY,Security,climate_protection,90,Climate protection,Climate protection
1236,201,Aware / would consider,Renovación de envolvente,SECURITY,Security,legal,80,Legal compliance,Legal compliance
1236,201,Aware / would consider,Renovación de envolvente,SECURITY,Security,safety,100,Safety,Safety
1236,201,Aware / would consider,Renovación de envolvente,SECURITY,Security,trust,90,Trust,Trust
416,202,Implemented,Agua caliente sanitaria,FINANCIAL,Financial security,added_value,70,Added value,Added value
416,202,Implemented,Agua caliente sanitaria,FINANCIAL,Financial security,credit_score_access_to_funding,85,Access to funding,Access to funding
416,202,Implemented,Agua caliente sanitaria,FINANCIAL,Financial security,frugality,1,Frugality,Frugality
416,202,Implemented,Agua caliente sanitaria,FINANCIAL,Financial security,profits,0,Economic profit,Economic profit
416,202,Implemented,Agua caliente sanitaria,FINANCIAL,Financial security,risk_profile,86,Risk profile,Risk profile
417,202,Implemented,Agua caliente sanitaria,MEANING,Meaning,own_significance,87,Personal significance,Personal significance
1239,203,Aware / would consider,Renovación de envolvente,AUTONOMY,Autonomy,adherence,75,Adherence,Adherence
1239,203,Aware / would consider,Renovación de envolvente,AUTONOMY,Autonomy,commitment,85,Commitment,Commitment
1239,203,Aware / would consider,Renovación de envolvente,AUTONOMY,Autonomy,self_satisfaction,90,Self-satisfaction,Self-satisfaction
1989,203,Unaware but curious,Renovación de envolvente,FINANCIAL,Financial security,added_value,5,Added value,Added value
1989,203,Unaware but curious,Renovación de envolvente,FINANCIAL,Financial security,credit_score_access_to_funding,90,Access to funding,Access to funding
1989,203,Unaware but curious,Renovación de envolvente,FINANCIAL,Financial security,frugality,80,Frugality,Frugality
1989,203,Unaware but curious,Renovación de envolvente,FINANCIAL,Financial security,profits,20,Economic profit,Economic profit
1989,203,Unaware but curious,Renovación de envolvente,FINANCIAL,Financial security,risk_profile,65,Risk profile,Risk profile
1991,203,Unaware but curious,Renovación de envolvente,MEANING,Meaning,approval,95,Approval,Approval
1991,203,Unaware but curious,Renovación de envolvente,MEANING,Meaning,own_significance,80,Personal significance,Personal significance
1990,203,Unaware but curious,Renovación de envolvente,SECURITY,Security,climate_protection,95,Climate protection,Climate protection
1990,203,Unaware but curious,Renovación de envolvente,SECURITY,Security,legal,90,Legal compliance,Legal compliance
1990,203,Unaware but curious,Renovación de envolvente,SECURITY,Security,safety,10,Safety,Safety
1990,203,Unaware but curious,Renovación de envolvente,SECURITY,Security,trust,20,Trust,Trust
420,204,Implemented,Comunidad energética,COMPETENCE,Competence,environmental_concerns,71,Environmental concern,Environmental concern
420,204,Implemented,Comunidad energética,COMPETENCE,Competence,technical_fit,22,Technical fit,Technical fit
418,204,Implemented,Comunidad energética,FINANCIAL,Financial security,added_value,75,Added value,Added value
419,204,Implemented,Comunidad energética,SECURITY,Security,climate_protection,85,Climate protection,Climate protection
