stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,determinant_id,value,etapa,determinant_label,determinant
1217,190,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,trust,70,La conoce / la consideraría,Confianza,Confianza
1978,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,AUTONOMY,Autonomía,adherence,76,"No la conoce, pero le genera curiosidad",Adherencia,Adherencia
1978,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,AUTONOMY,Autonomía,autonomy,75,"No la conoce, pero le genera curiosidad",Autosuficiencia,Autosuficiencia
1978,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,AUTONOMY,Autonomía,commitment,75,"No la conoce, pero le genera curiosidad",Compromiso,Compromiso
1978,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,AUTONOMY,Autonomía,self_satisfaction,75,"No la conoce, pero le genera curiosidad",Satisfacción personal,Satisfacción personal
1980,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,MEANING,Significado,approval,25,"No la conoce, pero le genera curiosidad",Aprobación,Aprobación
1980,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,MEANING,Significado,own_significance,75,"No la conoce, pero le genera curiosidad",Significado personal,Significado personal
1979,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,coziness,75,"No la conoce, pero le genera curiosidad",Confort,Confort
1979,190,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,wellbeing,76,"No la conoce, pero le genera curiosidad",Bienestar,Bienestar
394,191,Implementada,Renovación de envolvente,MEANING,Significado,own_significance,80,Implementada,Significado personal,Significado personal
393,191,Implementada,Renovación de envolvente,SECURITY,Seguridad,climate_protection,90,Implementada,Protección climática,Protección climática
393,191,Implementada,Renovación de envolvente,SECURITY,Seguridad,legal,80,Implementada,Cumplimiento legal,Cumplimiento legal
393,191,Implementada,Renovación de envolvente,SECURITY,Seguridad,safety,100,Implementada,Seguridad,Seguridad
393,191,Implementada,Renovación de envolvente,SECURITY,Seguridad,trust,75,Implementada,Confianza,Confianza
1220,191,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,added_value,90,La conoce / la consideraría,Valor añadido,Valor añadido
1220,191,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,risk_profile,33,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
396,192,Implementada,Comunidad energética,MEANING,Significado,approval,79,Implementada,Aprobación,Aprobación
396,192,Implementada,Comunidad energética,MEANING,Significado,own_significance,77,Implementada,Significado personal,Significado personal
395,192,Implementada,Comunidad energética,RELATEDNESS,Vinculación,agreement,84,Implementada,Acuerdo,Acuerdo
395,192,Implementada,Comunidad energética,RELATEDNESS,Vinculación,peer_pressure,84,Implementada,Presión social,Presión social
395,192,Implementada,Comunidad energética,RELATEDNESS,Vinculación,rights_and_duties,84,Implementada,Derechos y deberes,Derechos y deberes
395,192,Implementada,Comunidad energética,RELATEDNESS,Vinculación,socialising,85,Implementada,Socialización,Socialización
395,192,Implementada,Comunidad energética,RELATEDNESS,Vinculación,support,78,Implementada,Apoyo social,Apoyo social
1223,192,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,adherence,71,La conoce / la consideraría,Adherencia,Adherencia
1223,192,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,autonomy,74,La conoce / la consideraría,Autosuficiencia,Autosuficiencia
1223,192,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,commitment,84,La conoce / la consideraría,Compromiso,Compromiso
1223,192,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,self_satisfaction,83,La conoce / la consideraría,Satisfacción personal,Satisfacción personal
1221,192,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,added_value,79,La conoce / la consideraría,Valor añadido,Valor añadido
1221,192,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,89,La conoce / la consideraría,Acceso a financiación,Acceso a financiación
1221,192,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,frugality,80,La conoce / la consideraría,Frugalidad,Frugalidad
1221,192,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,profits,84,La conoce / la consideraría,Beneficio económico,Beneficio económico
1221,192,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,risk_profile,81,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
1222,192,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,climate_protection,92,La conoce / la consideraría,Protección climática,Protección climática
1222,192,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,legal,84,La conoce / la consideraría,Cumplimiento legal,Cumplimiento legal
1222,192,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,safety,83,La conoce / la consideraría,Seguridad,Seguridad
1222,192,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,trust,79,La conoce / la consideraría,Confianza,Confianza
397,193,Implementada,Ventilación con recuperador,FINANCIAL,Seguridad financiera,added_value,24,Implementada,Valor añadido,Valor añadido
397,193,Implementada,Ventilación con recuperador,FINANCIAL,Seguridad financiera,frugality,74,Implementada,Frugalidad,Frugalidad
397,193,Implementada,Ventilación con recuperador,FINANCIAL,Seguridad financiera,profits,30,Implementada,Beneficio económico,Beneficio económico
397,193,Implementada,Ventilación con recuperador,FINANCIAL,Seguridad financiera,risk_profile,29,Implementada,Perfil de riesgo,Perfil de riesgo
399,193,Implementada,Ventilación con recuperador,MEANING,Significado,approval,81,Implementada,Aprobación,Aprobación
399,193,Implementada,Ventilación con recuperador,MEANING,Significado,own_significance,26,Implementada,Significado personal,Significado personal
398,193,Implementada,Ventilación con recuperador,POPULARITY,Popularidad,authority,79,Implementada,Autoridad,Autoridad
398,193,Implementada,Ventilación con recuperador,POPULARITY,Popularidad,trends,22,Implementada,Tendencias,Tendencias
400,194,Implementada,Comunidad energética,AUTONOMY,Autonomía,adherence,67,Implementada,Adherencia,Adherencia
400,194,Implementada,Comunidad energética,AUTONOMY,Autonomía,autonomy,69,Implementada,Autosuficiencia,Autosuficiencia
400,194,Implementada,Comunidad energética,AUTONOMY,Autonomía,commitment,40,Implementada,Compromiso,Compromiso
400,194,Implementada,Comunidad energética,AUTONOMY,Autonomía,self_satisfaction,42,Implementada,Satisfacción personal,Satisfacción personal
1224,194,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,added_value,61,La conoce / la consideraría,Valor añadido,Valor añadido
1224,194,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,35,La conoce / la consideraría,Acceso a financiación,Acceso a financiación
1224,194,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,profits,27,La conoce / la consideraría,Beneficio económico,Beneficio económico
1224,194,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,risk_profile,40,La conoce / la consideraría,Perfil de riesgo,Perfil de riesgo
1981,194,"No la conoce, pero le genera curiosidad",Renovación de envolvente,AUTONOMY,Autonomía,adherence,67,"No la conoce, pero le genera curiosidad",Adherencia,Adherencia
1981,194,"No la conoce, pero le genera curiosidad",Renovación de envolvente,AUTONOMY,Autonomía,autonomy,69,"No la conoce, pero le genera curiosidad",Autosuficiencia,Autosuficiencia
1981,194,"No la conoce, pero le genera curiosidad",Renovación de envolvente,AUTONOMY,Autonomía,commitment,40,"No la conoce, pero le genera curiosidad",Compromiso,Compromiso
1981,194,"No la conoce, pero le genera curiosidad",Renovación de envolvente,AUTONOMY,Autonomía,self_satisfaction,42,"No la conoce, pero le genera curiosidad",Satisfacción personal,Satisfacción personal
401,195,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,added_value,74,Implementada,Valor añadido,Valor añadido
401,195,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,77,Implementada,Acceso a financiación,Acceso a financiación
401,195,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,frugality,0,Implementada,Frugalidad,Frugalidad
401,195,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,profits,65,Implementada,Beneficio económico,Beneficio económico
401,195,Implementada,Renovación de envolvente,FINANCIAL,Seguridad financiera,risk_profile,76,Implementada,Perfil de riesgo,Perfil de riesgo
402,195,Implementada,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,coziness,100,Implementada,Confort,Confort
402,195,Implementada,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,wellbeing,100,Implementada,Bienestar,Bienestar
403,195,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,agreement,78,Implementada,Acuerdo,Acuerdo
403,195,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,peer_pressure,73,Implementada,Presión social,Presión social
403,195,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,rights_and_duties,100,Implementada,Derechos y deberes,Derechos y deberes
403,195,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,socialising,65,Implementada,Socialización,Socialización
403,195,Implementada,Renovación de envolvente,RELATEDNESS,Vinculación,support,100,Implementada,Apoyo social,Apoyo social
1225,195,La conoce / la consideraría,Comunidad energética,PHYSIOLOGICAL,Materialidad,coziness,100,La conoce / la consideraría,Confort,Confort
1225,195,La conoce / la consideraría,Comunidad energética,PHYSIOLOGICAL,Materialidad,wellbeing,100,La conoce / la consideraría,Bienestar,Bienestar
1226,195,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,agreement,78,La conoce / la consideraría,Acuerdo,Acuerdo
1226,195,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,peer_pressure,73,La conoce / la consideraría,Presión social,Presión social
1226,195,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,rights_and_duties,100,La conoce / la consideraría,Derechos y deberes,Derechos y deberes
1226,195,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,socialising,65,La conoce / la consideraría,Socialización,Socialización
1226,195,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,support,100,La conoce / la consideraría,Apoyo social,Apoyo social
1982,195,"No la conoce, pero le genera curiosidad",Comunidad energética,FINANCIAL,Seguridad financiera,added_value,74,"No la conoce, pero le genera curiosidad",Valor añadido,Valor añadido
1982,195,"No la conoce, pero le genera curiosidad",Comunidad energética,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,77,"No la conoce, pero le genera curiosidad",Acceso a financiación,Acceso a financiación
1982,195,"No la conoce, pero le genera curiosidad",Comunidad energética,FINANCIAL,Seguridad financiera,frugality,0,"No la conoce, pero le genera curiosidad",Frugalidad,Frugalidad
1982,195,"No la conoce, pero le genera curiosidad",Comunidad energética,FINANCIAL,Seguridad financiera,profits,65,"No la conoce, pero le genera curiosidad",Beneficio económico,Beneficio económico
1982,195,"No la conoce, pero le genera curiosidad",Comunidad energética,FINANCIAL,Seguridad financiera,risk_profile,76,"No la conoce, pero le genera curiosidad",Perfil de riesgo,Perfil de riesgo
1984,195,"No la conoce, pero le genera curiosidad",Comunidad energética,MEANING,Significado,approval,72,"No la conoce, pero le genera curiosidad",Aprobación,Aprobación
1984,195,"No la conoce, pero le genera curiosidad",Comunidad energética,MEANING,Significado,own_significance,26,"No la conoce, pero le genera curiosidad",Significado personal,Significado personal
1983,195,"No la conoce, pero le genera curiosidad",Comunidad energética,RELATEDNESS,Vinculación,agreement,78,"No la conoce, pero le genera curiosidad",Acuerdo,Acuerdo
1983,195,"No la conoce, pero le genera curiosidad",Comunidad energética,RELATEDNESS,Vinculación,peer_pressure,73,"No la conoce, pero le genera curiosidad",Presión social,Presión social
1983,195,"No la conoce, pero le genera curiosidad",Comunidad energética,RELATEDNESS,Vinculación,rights_and_duties,100,"No la conoce, pero le genera curiosidad",Derechos y deberes,Derechos y deberes
1983,195,"No la conoce, pero le genera curiosidad",Comunidad energética,RELATEDNESS,Vinculación,socialising,65,"No la conoce, pero le genera curiosidad",Socialización,Socialización
1983,195,"No la conoce, pero le genera curiosidad",Comunidad energética,RELATEDNESS,Vinculación,support,100,"No la conoce, pero le genera curiosidad",Apoyo social,Apoyo social
405,196,Implementada,Medidas de microeficiencia,AUTONOMY,Autonomía,adherence,68,Implementada,Adherencia,Adherencia
405,196,Implementada,Medidas de microeficiencia,AUTONOMY,Autonomía,autonomy,70,Implementada,Autosuficiencia,Autosuficiencia
405,196,Implementada,Medidas de microeficiencia,AUTONOMY,Autonomía,commitment,65,Implementada,Compromiso,Compromiso
405,196,Implementada,Medidas de microeficiencia,AUTONOMY,Autonomía,self_satisfaction,74,Implementada,Satisfacción personal,Satisfacción personal
404,196,Implementada,Medidas de microeficiencia,FINANCIAL,Seguridad financiera,added_value,67,Implementada,Valor añadido,Valor añadido
404,196,Implementada,Medidas de microeficiencia,FINANCIAL,Seguridad financiera,credit_score_access_to_funding,66,Implementada,Acceso a financiación,Acceso a financiación
