participant_id,macro_archetype_5,self_profile,adoption_stage,stage,technology,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING
275,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Calefacción fósil o biomasa,NA,75,NA,NA,95,NA,NA,NA,20
276,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Vehículo eléctrico,NA,NA,85.6,NA,NA,NA,53.333333333333336,NA,55
276,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,NA,NA,75.75,53.333333333333336,NA,55
276,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,NA,81.25,NA,NA,NA,NA,53.333333333333336,NA,55
278,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Electrodomésticos eficientes,NA,67.5,NA,NA,NA,NA,NA,NA,38
278,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,67.5,NA,NA,NA,NA,23,NA,38
279,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,NA,NA,NA,84.5,NA,NA,NA,NA,NA
279,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Almacenamiento energético,NA,NA,NA,84.5,NA,NA,NA,NA,NA
279,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,NA,NA,74,NA,NA,NA,NA,NA,NA
280,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,NA,NA,94,NA,NA,NA,47.5,NA,42.5
280,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Medidas de microeficiencia,NA,NA,94,NA,NA,NA,47.5,NA,42.5
280,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,86.25,94,NA,NA,NA,NA,NA,42.5
281,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Bomba de calor,NA,NA,NA,NA,NA,NA,NA,NA,37.5
281,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,NA,NA,37.5
281,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,NA,NA,NA,NA,50,NA,NA,NA,NA
282,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,NA,NA,NA,NA,NA,11.5
282,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,NA,NA,NA,NA,NA,NA,NA,NA,11.5
283,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Agua caliente sanitaria,NA,NA,88,60.5,NA,NA,NA,NA,20
283,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Agua caliente sanitaria,NA,NA,88,60.5,NA,NA,NA,NA,20
284,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Vehículo eléctrico,NA,NA,NA,NA,NA,NA,NA,NA,22.5
285,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,NA,41.666666666666664,70,58.333333333333336,NA,NA,NA,NA,NA
286,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,43.2,NA,NA,NA,74.5,NA,NA,NA,NA
287,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,72,NA,NA,NA,NA,NA,NA,NA,NA
288,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,40,NA,NA,70,NA,NA,NA,NA,15
288,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,40,NA,NA,70,NA,NA,NA,NA,15
289,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,67.5,NA,NA,68,59,NA,NA,NA,NA
290,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,88.33333333333333,88.33333333333333,NA,NA,NA,NA,NA,NA,NA
290,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Vehículo eléctrico,88.33333333333333,NA,61.8,NA,NA,NA,NA,NA,72
290,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Sistema de refrigeración,88.33333333333333,NA,61.8,NA,NA,NA,NA,NA,NA
291,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Bomba de calor,NA,NA,NA,NA,87.5,NA,6.666666666666667,NA,50
291,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Calefacción fósil o biomasa,NA,NA,NA,98.5,NA,NA,6.666666666666667,NA,50
292,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Medidas de microeficiencia,NA,NA,NA,NA,NA,NA,NA,NA,25
292,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,NA,NA,NA,NA,NA,NA,NA,NA,25
293,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,28,NA,NA,65,68,NA,NA,NA,NA
293,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,28,NA,76.5,65,NA,NA,NA,NA,NA
294,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Medidas de microeficiencia,NA,NA,NA,NA,NA,NA,NA,NA,40
294,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,NA,71.25,NA,NA,NA,NA,NA,NA,NA
295,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,22.5,NA,68,NA,NA,NA,NA,NA,37.5
295,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,NA,NA,37.5
296,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,NA,NA,NA,89,NA,NA,NA,NA,NA
296,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Bomba de calor,28,NA,53.8,NA,NA,NA,NA,NA,45
296,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,28,NA,53.8,NA,NA,NA,NA,NA,45
297,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Cambio de tarifa eléctrica,NA,NA,NA,NA,79,43.2,NA,NA,14
297,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Electrodomésticos eficientes,NA,NA,NA,NA,79,NA,39,NA,14
299,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,NA,NA,70.2,83,NA,NA,NA,NA,75
299,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,66.4,NA,70.2,NA,NA,NA,NA,NA,75
300,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Renovación de envolvente,66.2,NA,NA,96.5,NA,NA,NA,NA,NA
300,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Almacenamiento energético,66.2,100,NA,96.5,NA,NA,NA,NA,NA
300,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,66.2,NA,NA,96.5,NA,NA,NA,NA,NA
301,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,NA,NA,NA,36.666666666666664,35,NA,NA,NA,50
301,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,NA,NA,37,0,NA,50
302,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,65,NA,NA,NA,65,NA,NA,NA,NA
302,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Comunidad energética,NA,78.33333333333333,78,77.5,NA,NA,NA,NA,NA
303,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Ventilación con recuperador,NA,NA,NA,NA,57.5,NA,NA,NA,NA
303,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,45.4,NA,NA,NA,NA,NA,NA,NA,NA
303,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,45.4,NA,NA,NA,NA,NA,NA,NA,NA
304,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Cambio de tarifa eléctrica,38,NA,NA,NA,NA,59,NA,NA,42.5
304,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Comunidad energética,NA,58.75,NA,53.75,NA,NA,NA,NA,42.5
305,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Electrodomésticos eficientes,NA,NA,72,NA,NA,NA,NA,NA,78
305,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Electrodomésticos eficientes,NA,NA,72,NA,NA,NA,NA,NA,78
305,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,NA,77.5,NA,NA,NA,NA,NA,NA,NA
306,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Medidas de microeficiencia,78.33333333333333,NA,NA,NA,NA,NA,NA,NA,49
306,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,78.33333333333333,NA,NA,NA,80,NA,NA,NA,49
307,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,33,NA,NA,NA,60,NA,NA,NA,30
307,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Comunidad energética,33,74,NA,NA,NA,NA,NA,NA,30
308,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Ascensor,NA,NA,NA,NA,NA,NA,NA,NA,7.5
309,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,68.6,NA,NA,NA,73,NA,40,NA,NA
309,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,68.6,NA,NA,NA,NA,NA,40,NA,40
309,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,68.6,NA,NA,NA,NA,NA,NA,NA,40
310,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Renovación de envolvente,58.333333333333336,NA,68.33333333333333,NA,60.5,NA,NA,NA,NA
310,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Almacenamiento energético,58.333333333333336,65,68.33333333333333,NA,NA,NA,NA,NA,NA
311,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Comunidad energética,NA,NA,NA,NA,NA,NA,NA,NA,56
311,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Medidas de microeficiencia,NA,NA,NA,NA,NA,NA,NA,NA,56
312,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Bomba de calor,NA,NA,NA,100,NA,NA,NA,NA,NA
312,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Vehículo eléctrico,NA,NA,NA,100,NA,NA,NA,NA,NA
312,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,100,NA,NA,NA,NA,NA
313,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Calefacción fósil o biomasa,NA,NA,NA,76.75,72,NA,NA,NA,48.5
313,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,62.8,NA,NA,76.75,72,NA,NA,NA,NA
313,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,62.8,NA,NA,76.75,72,NA,NA,NA,NA
314,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Cambio de tarifa eléctrica,NA,NA,NA,80,NA,NA,NA,NA,NA
314,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,80,NA,NA,NA,NA,NA
315,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Renovación de envolvente,53.333333333333336,NA,NA,NA,80,NA,NA,NA,70
315,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Sistema de refrigeración,53.333333333333336,NA,NA,NA,80,NA,NA,NA,70
315,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,53.333333333333336,NA,NA,NA,80,NA,NA,NA,70
316,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Renovación de envolvente,53.25,NA,66.66666666666667,NA,NA,NA,NA,NA,43
317,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Comunidad energética,54.5,NA,NA,NA,NA,NA,27,NA,54
317,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,54.5,NA,58,69,NA,NA,NA,NA,NA
318,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,NA,85,NA,58.75,NA,NA,NA,NA,15
318,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,44,NA,69,58.75,NA,NA,NA,NA,NA
319,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Comunidad energética,62.6,NA,NA,52.75,NA,NA,25,NA,NA
319,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,62.6,NA,63,NA,NA,NA,25,NA,NA
319,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,62.6,62.75,NA,NA,NA,NA,25,NA,NA
320,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Comunidad energética,NA,NA,NA,NA,NA,49.5,NA,NA,0
321,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,68,NA,NA,NA,NA,65,NA,NA,77.5
322,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Comunidad energética,NA,NA,NA,NA,NA,91,38.333333333333336,NA,85
322,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,92.2,NA,NA,NA,38.333333333333336,NA,NA
322,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,NA,NA,NA,NA,95,91,NA,NA,NA
323,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Comunidad energética,NA,NA,70,NA,NA,64,NA,NA,70
323,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,NA,55,NA,47.5,NA,70
323,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,NA,NA,NA,30,NA,NA,47.5,NA,70
325,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Electrodomésticos eficientes,70,NA,NA,NA,NA,NA,NA,NA,37.5
325,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,70,NA,NA,NA,NA,NA,58.333333333333336,NA,37.5
326,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,77,91.25,NA,NA,85,NA,NA,NA,NA
326,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,NA,NA,NA,NA,NA,66.25,NA,NA,NA
326,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,77,91.25,NA,NA,NA,66.25,NA,NA,NA
328,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,62,NA,NA,66.66666666666667,NA,NA,NA,NA,15
329,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Bomba de calor,70.75,NA,86.6,NA,98,NA,NA,NA,NA
329,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,77.66666666666667,NA,NA,NA,NA,65
333,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Calefacción fósil o biomasa,38.5,73.5,NA,NA,NA,NA,NA,NA,46
333,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Almacenamiento energético,38.5,NA,NA,NA,NA,NA,NA,NA,46
333,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,38.5,NA,NA,NA,NA,NA,NA,NA,46
334,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Renovación de envolvente,NA,NA,NA,NA,52.5,NA,NA,NA,NA
334,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,45.25,NA,52.25,NA,NA,NA,NA,NA,15.5
334,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,45.25,NA,52.25,NA,NA,NA,NA,NA,15.5
335,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,67.2,NA,NA,71.33333333333333,NA,NA,NA,NA,NA
335,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,67.2,NA,NA,71.33333333333333,NA,NA,NA,NA,NA
335,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,67.2,NA,NA,NA,NA,NA,NA,NA,NA
336,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,NA,NA,79.4,NA,90,NA,35,NA,NA
336,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Comunidad energética,50,NA,79.4,NA,NA,NA,35,NA,NA
337,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Electrodomésticos eficientes,56,NA,NA,47.666666666666664,NA,NA,NA,NA,73
337,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Almacenamiento energético,56,66.75,NA,NA,NA,NA,NA,NA,73
337,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,56,66.75,NA,NA,NA,NA,NA,NA,73
339,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Vehículo eléctrico,NA,NA,NA,NA,NA,NA,NA,NA,12
339,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Medidas de microeficiencia,NA,NA,NA,NA,NA,NA,NA,NA,12
339,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,NA,NA,NA,NA,NA,NA,NA,NA,12
340,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Comunidad energética,38,NA,NA,99.25,NA,100,NA,NA,NA
340,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,38,NA,NA,99.25,NA,100,NA,NA,NA
340,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,38,NA,NA,99.25,NA,100,NA,NA,NA
341,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Renovación de envolvente,NA,NA,65,NA,14.5,NA,NA,NA,46
341,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Comunidad energética,40.333333333333336,NA,NA,68,NA,NA,NA,NA,46
341,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,40.333333333333336,NA,NA,NA,14.5,NA,NA,NA,46
342,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Comunidad energética,NA,NA,NA,NA,51.5,41.5,NA,NA,33.5
342,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Bomba de calor,41.25,NA,76,NA,NA,NA,NA,NA,33.5
342,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,41.25,86.66666666666667,76,NA,NA,NA,NA,NA,NA
343,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Renovación de envolvente,NA,NA,NA,75,NA,NA,NA,NA,NA
343,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,57.5,NA,NA,75,60,NA,NA,NA,NA
343,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Vehículo eléctrico,57.5,73,NA,75,NA,NA,NA,NA,NA
344,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,NA,NA,48
345,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Renovación de envolvente,70.75,70,73.75,NA,NA,NA,NA,NA,NA
345,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,70.75,70,73.75,NA,NA,NA,NA,NA,NA
346,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Bomba de calor,NA,NA,NA,59.75,68.5,NA,NA,NA,46
346,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,NA,NA,62.2,59.75,NA,63.8,NA,NA,NA
347,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,NA,NA,NA,75,NA,NA,NA,NA,100
348,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Cambio de tarifa eléctrica,NA,NA,70,NA,NA,59,NA,NA,23
348,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Comunidad energética,29.25,NA,NA,47.75,NA,NA,NA,NA,23
348,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,29.25,NA,70,NA,NA,59,NA,NA,NA
349,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Renovación de envolvente,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,NA,NA,NA,80,NA,NA
350,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Comunidad energética,NA,NA,NA,NA,NA,61.25,NA,NA,NA
350,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Ascensor,32.8,NA,NA,NA,NA,NA,NA,NA,NA
352,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,NA,NA,NA,NA,NA,NA,NA,NA,19.5
352,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Comunidad energética,NA,NA,NA,NA,NA,NA,NA,NA,19.5
353,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Ventilación con recuperador,33,NA,NA,NA,78,NA,NA,NA,37.5
353,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Bomba de calor,33,NA,NA,NA,78,NA,NA,NA,37.5
353,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,33,NA,NA,NA,NA,39.6,NA,NA,37.5
354,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Ascensor,NA,NA,71,NA,NA,NA,NA,NA,NA
355,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Electrodomésticos eficientes,41.5,62,NA,NA,NA,NA,NA,NA,44
356,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,NA,NA,NA,NA,NA,NA,NA,NA,40
356,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Sistema de refrigeración,26.2,NA,72,NA,NA,NA,NA,NA,40
356,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,26.2,NA,72,NA,NA,NA,NA,NA,40
357,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Comunidad energética,33.333333333333336,NA,NA,100,NA,NA,NA,NA,50
357,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Renovación de envolvente,33.333333333333336,NA,NA,100,NA,NA,NA,NA,50
357,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,33.333333333333336,NA,NA,100,NA,NA,NA,NA,50
359,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,12.666666666666666,NA,NA,36.666666666666664,NA,NA,17.333333333333332,NA,NA
360,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Renovación de envolvente,56.2,NA,NA,88,NA,NA,NA,NA,36
360,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Almacenamiento energético,56.2,NA,NA,88,NA,NA,NA,NA,36
360,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Ascensor,NA,40.666666666666664,61,NA,NA,NA,0,NA,NA
361,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,89.8,NA,NA,NA,NA,NA,NA,NA,37.5
361,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Bomba de calor,NA,NA,NA,NA,NA,NA,NA,NA,37.5
361,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,NA,NA,97.8,NA,NA,NA,NA,NA,37.5
362,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Cambio de tarifa eléctrica,NA,NA,68.4,NA,NA,NA,44.333333333333336,NA,49.5
362,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,NA,NA,68.4,58.75,NA,NA,NA,NA,49.5
363,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Cambio de tarifa eléctrica,NA,NA,NA,NA,NA,NA,NA,NA,50
363,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,36.6,NA,NA,NA,NA,NA,NA,NA,NA
365,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,91,NA,NA,NA,100,NA,NA,NA,85
366,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Electrodomésticos eficientes,61.666666666666664,NA,NA,75,NA,NA,35,NA,NA
366,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Renovación de envolvente,61.666666666666664,61.666666666666664,NA,NA,NA,NA,NA,NA,47.5
366,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,61.666666666666664,NA,NA,NA,NA,NA,NA,NA,47.5
367,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Renovación de envolvente,65.4,NA,NA,62.75,NA,NA,NA,NA,NA
367,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Renovación de envolvente,65.4,NA,NA,62.75,NA,56.4,NA,NA,NA
