analysis_sample,weighting,method,matrix_name,d_hamming,n_prototypes_used,n_unique_patterns,final_covered_pct,first_prototype_covered_pct,last_prototype_increment_pct
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,8,12,14238,94.58133928571486,36.96717261904836,0.7893749999999943
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,9,12,14238,97.49422619047745,41.50321428571517,0.3093452380952363
EUROPE,equal_candidate,KMEANS,matrix_32_ext_0_1,10,12,14238,99.12949404762087,46.23523809523928,0.08229166666666614
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,0,12,14238,5.570833333333334,0.7125,0.325
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,1,12,14238,16.0875,3.6791666666666667,0.5625
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,2,12,14238,30.3625,7.258333333333334,1.1125
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,3,12,14238,43.270833333333336,12.704166666666667,1.2291666666666667
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,4,12,14238,61.8375,17.679166666666667,1.4333333333333333
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,5,12,14238,70.73333333333333,23.091666666666665,0.25
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,6,12,14238,79.32083333333334,28.683333333333334,0.825
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,7,12,14238,87.29166666666667,32.3,1.3375
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,8,12,14238,93.3125,36.1625,0.1625
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,9,12,14238,96.40416666666667,40.67916666666667,0.07916666666666666
EUROPE,equal_element,KMEANS,matrix_32_ext_0_1,10,12,14238,98.90416666666667,45.42916666666667,0.09166666666666666
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,0,12,19368,3.371994047618807,0.943511904761838,0.09235119047618393
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,1,12,19368,6.856369047618561,2.490684523809347,0.16994047619046412
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,2,12,19368,15.27851190476081,5.1536904761901,0.4306249999999693
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,3,12,19368,24.759434523807773,7.590535714285213,0.36538690476187835
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,4,12,19368,37.29976190475945,10.649047619046964,0.49958333333329724
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,5,12,19368,48.9277380952349,13.796904761903917,0.41333333333330347
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,6,12,19368,65.16985119047091,17.576220238093736,1.6004464285713198
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,7,12,19368,76.82199404761275,21.544285714283795,1.45431547619038
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,8,12,19368,84.63380952380271,24.450952380950138,1.6579166666665595
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,9,12,19368,91.14961309523034,27.860446428568757,2.0845238095236613
EUROPE,equal_candidate,KMEANS,matrix_32_z_abs,10,12,19368,97.24800595237207,32.79720238094915,0.2482440476190302
EUROPE,equal_element,KMEANS,matrix_32_z_abs,0,12,19368,3.216666666666667,0.8958333333333334,0.0875
EUROPE,equal_element,KMEANS,matrix_32_z_abs,1,12,19368,6.395833333333333,2.3666666666666667,0.26666666666666666
EUROPE,equal_element,KMEANS,matrix_32_z_abs,2,12,19368,14.0625,4.925,0.25416666666666665
EUROPE,equal_element,KMEANS,matrix_32_z_abs,3,12,19368,24.295833333333334,7.279166666666667,1.4791666666666667
EUROPE,equal_element,KMEANS,matrix_32_z_abs,4,12,19368,36.016666666666666,10.233333333333333,0.4125
EUROPE,equal_element,KMEANS,matrix_32_z_abs,5,12,19368,48.5875,13.258333333333333,1.1041666666666667
EUROPE,equal_element,KMEANS,matrix_32_z_abs,6,12,19368,62.6,16.895833333333332,0.2125
EUROPE,equal_element,KMEANS,matrix_32_z_abs,7,12,19368,74.85416666666667,20.745833333333334,1.4375
EUROPE,equal_element,KMEANS,matrix_32_z_abs,8,12,19368,82.09166666666667,23.641666666666666,0.6791666666666667
EUROPE,equal_element,KMEANS,matrix_32_z_abs,9,12,19368,89.05,27.058333333333334,0.9375
EUROPE,equal_element,KMEANS,matrix_32_z_abs,10,12,19368,96.6125,32.025,0.20416666666666666
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,0,12,13833,8.119553571428387,1.8145238095237708,0.2979166666666596
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,1,12,13833,15.421845238094885,3.7378869047618224,0.5483035714285588
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,2,12,13833,28.50360119047553,5.964732142857007,0.6587499999999844
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,3,12,13833,40.10300595237999,8.179613095237924,0.5862499999999864
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,4,12,13833,52.29973214285593,10.56369047619027,0.2521130952380893
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,5,12,13833,69.23562499999854,12.942410714285474,2.8230952380951764
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,6,12,13833,79.29589285714135,15.53154761904716,0.7648809523809341
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,7,12,13833,88.60901785714138,18.258482142856572,0.18779761904761477
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,8,12,13833,93.16101190475938,19.37241071428501,0.3780952380952293
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,9,12,13833,95.79973214285339,20.634345238094383,0.08788690476190272
EUROPE,equal_candidate,EFA,matrix_32_raw_0_1,10,12,13833,98.77732142856726,22.478035714284726,0.34925595238094426
EUROPE,equal_element,EFA,matrix_32_raw_0_1,0,12,13833,6.929166666666666,1.6041666666666667,0.24166666666666667
EUROPE,equal_element,EFA,matrix_32_raw_0_1,1,12,13833,13.141666666666667,3.3208333333333333,0.5666666666666667
EUROPE,equal_element,EFA,matrix_32_raw_0_1,2,12,13833,25.254166666666666,5.395833333333333,0.65
EUROPE,equal_element,EFA,matrix_32_raw_0_1,3,12,13833,36.75,7.479166666666667,1.1125
EUROPE,equal_element,EFA,matrix_32_raw_0_1,4,12,13833,49.2875,9.779166666666667,0.75
EUROPE,equal_element,EFA,matrix_32_raw_0_1,5,12,13833,64.125,12.075,6.441666666666666
EUROPE,equal_element,EFA,matrix_32_raw_0_1,6,12,13833,74.99166666666666,14.6375,0.8583333333333333
EUROPE,equal_element,EFA,matrix_32_raw_0_1,7,12,13833,87.05833333333334,17.366666666666667,1.225
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,12,13833,91.90833333333333,18.745833333333334,0.44166666666666665
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,12,13833,96.04583333333333,20.279166666666665,1.4083333333333334
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,12,13833,98.49166666666666,22.316666666666666,0.44583333333333336
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,0,12,15697,5.4314285714286905,1.2429464285714569,0.19571428571429011
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,1,12,15697,12.269494047619318,4.306101190476285,0.7745833333333505
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,2,12,15697,23.379166666667185,6.39535714285728,0.5062500000000111
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,3,12,15697,36.54910714285796,8.747261904762128,1.7511011904762297
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,4,12,15697,48.493422619048715,11.070922619047941,1.8146726190476588
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,5,12,15697,58.10699404762025,13.769255952381283,1.569434523809561
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,6,12,15697,71.8894642857159,16.484077380952495,1.5277678571428988
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,7,12,15697,84.30145833333529,17.744791666666718,1.536726190476224
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,8,12,15697,90.60687500000147,19.04470238095235,0.35428571428572175
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,9,12,15697,95.15217261904913,20.42508928571418,0.09324404761904966
EUROPE,equal_candidate,EFA,matrix_32_pos_0_1,10,12,15697,98.38059523809655,22.00749999999981,0.21056547619048083
EUROPE,equal_element,EFA,matrix_32_pos_0_1,0,12,15697,4.533333333333333,1.0458333333333334,0.175
EUROPE,equal_element,EFA,matrix_32_pos_0_1,1,12,15697,10.1375,3.65,0.175
EUROPE,equal_element,EFA,matrix_32_pos_0_1,2,12,15697,20.654166666666665,5.458333333333333,1.0958333333333334
EUROPE,equal_element,EFA,matrix_32_pos_0_1,3,12,15697,32.11666666666667,7.616666666666666,1.1083333333333334
EUROPE,equal_element,EFA,matrix_32_pos_0_1,4,12,15697,46.016666666666666,9.816666666666666,2.754166666666667
EUROPE,equal_element,EFA,matrix_32_pos_0_1,5,12,15697,54.85,12.495833333333334,1.5416666666666667
EUROPE,equal_element,EFA,matrix_32_pos_0_1,6,12,15697,71.50416666666666,15.195833333333333,1.8458333333333334
EUROPE,equal_element,EFA,matrix_32_pos_0_1,7,12,15697,81.16666666666667,16.745833333333334,0.9291666666666667
EUROPE,equal_element,EFA,matrix_32_pos_0_1,8,12,15697,88.93333333333334,18.333333333333332,0.4708333333333333
EUROPE,equal_element,EFA,matrix_32_pos_0_1,9,12,15697,95.15833333333333,19.9875,0.3458333333333333
EUROPE,equal_element,EFA,matrix_32_pos_0_1,10,12,15697,97.79166666666667,21.8625,0.0875
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,0,12,17886,4.8616666666666175,1.2724404761904646,0.1688095238095221
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,1,12,17886,9.764434523809424,2.9343452380952106,0.5853869047618988
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,2,12,17886,19.728095238095033,5.584047619047559,0.6766666666666595
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,3,12,17886,27.42059523809497,7.996994047618979,0.4525892857142811
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,4,12,17886,37.059880952380546,10.438898809523735,0.8893452380952293
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,5,12,17886,47.6283630952378,12.774761904761839,0.4694047619047565
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,6,12,17886,58.63297619047574,15.143779761904502,0.76476190476189565
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,7,12,17886,71.3150892857133,17.54363095238061,2.0203571428571214
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,8,12,17886,82.1974404761884,18.13261904761865,0.380595238095234
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,9,12,17886,90.27119047618805,18.92773809523761,0.775863095238086
EUROPE,equal_candidate,EFA,matrix_32_ext_0_1,10,12,17886,95.01148809523497,20.253392857142256,0.3974404761904722
EUROPE,equal_element,EFA,matrix_32_ext_0_1,0,12,17886,4.258333333333334,1.1458333333333333,0.14166666666666666
EUROPE,equal_element,EFA,matrix_32_ext_0_1,1,12,17886,8.475,2.6416666666666666,0.1625
EUROPE,equal_element,EFA,matrix_32_ext_0_1,2,12,17886,17.3125,5.108333333333333,0.6208333333333333
EUROPE,equal_element,EFA,matrix_32_ext_0_1,3,12,17886,23.895833333333332,7.383333333333334,0.45416666666666666
EUROPE,equal_element,EFA,matrix_32_ext_0_1,4,12,17886,33.11666666666667,9.708333333333334,1.4041666666666666
EUROPE,equal_element,EFA,matrix_32_ext_0_1,5,12,17886,42.65833333333333,11.929166666666667,0.375
EUROPE,equal_element,EFA,matrix_32_ext_0_1,6,12,17886,55.8375,14.195833333333333,2.05
EUROPE,equal_element,EFA,matrix_32_ext_0_1,7,12,17886,68.42916666666666,16.495833333333334,0.49166666666666664
EUROPE,equal_element,EFA,matrix_32_ext_0_1,8,12,17886,78.72083333333333,17.191666666666666,1.0166666666666666
EUROPE,equal_element,EFA,matrix_32_ext_0_1,9,12,17886,87.20833333333333,18.125,0.9041666666666667
EUROPE,equal_element,EFA,matrix_32_ext_0_1,10,12,17886,95.03333333333333,19.625,0.35833333333333334
EUROPE,equal_candidate,EFA,matrix_32_z_abs,0,12,18524,2.854374999999982,0.7496726190476141,0.09797619047618987
EUROPE,equal_candidate,EFA,matrix_32_z_abs,1,12,18524,6.340208333333293,1.8737499999999878,0.3444940476190455
EUROPE,equal_candidate,EFA,matrix_32_z_abs,2,12,18524,14.257916666666576,4.145327380952351,0.5819345238095203
EUROPE,equal_candidate,EFA,matrix_32_z_abs,3,12,18524,21.99904761904748,6.3909226190475605,0.3340476190476168
EUROPE,equal_candidate,EFA,matrix_32_z_abs,4,12,18524,33.23770833333312,9.10181547619048,1.0841964285714236
EUROPE,equal_candidate,EFA,matrix_32_z_abs,5,12,18524,43.95642857142841,11.622976190476212,1.015446428571423
EUROPE,equal_candidate,EFA,matrix_32_z_abs,6,12,18524,53.63794642857133,14.177678571428343,1.1640178571428503
EUROPE,equal_candidate,EFA,matrix_32_z_abs,7,12,18524,68.99577380952383,16.70848214285691,1.1910119047619014
EUROPE,equal_candidate,EFA,matrix_32_z_abs,8,12,18524,80.37755952380915,17.590119047618774,1.2072916666666622
EUROPE,equal_candidate,EFA,matrix_32_z_abs,9,12,18524,88.67553571428415,18.60374999999969,0.11758928571428495
EUROPE,equal_candidate,EFA,matrix_32_z_abs,10,12,18524,95.47327380952177,19.95470238095199,1.0839285714285631
EUROPE,equal_element,EFA,matrix_32_z_abs,0,12,18524,2.3958333333333335,0.625,0.08333333333333333
EUROPE,equal_element,EFA,matrix_32_z_abs,1,12,18524,5.1875,1.5958333333333334,0.16666666666666666
EUROPE,equal_element,EFA,matrix_32_z_abs,2,12,18524,12.866666666666667,3.6708333333333334,0.6083333333333333
EUROPE,equal_element,EFA,matrix_32_z_abs,3,12,18524,20.5125,5.741666666666666,0.3541666666666667
EUROPE,equal_element,EFA,matrix_32_z_abs,4,12,18524,29.3375,8.3125,0.6083333333333333
EUROPE,equal_element,EFA,matrix_32_z_abs,5,12,18524,38.954166666666666,10.704166666666667,0.36666666666666664
EUROPE,equal_element,EFA,matrix_32_z_abs,6,12,18524,51.30416666666667,13.145833333333334,0.4791666666666667
EUROPE,equal_element,EFA,matrix_32_z_abs,7,12,18524,64.7875,15.583333333333334,0.5666666666666667
EUROPE,equal_element,EFA,matrix_32_z_abs,8,12,18524,76.94166666666666,16.566666666666666,1.6208333333333333
EUROPE,equal_element,EFA,matrix_32_z_abs,9,12,18524,88.6375,17.691666666666666,0.4666666666666667
EUROPE,equal_element,EFA,matrix_32_z_abs,10,12,18524,94.28333333333333,19.2125,0.3625
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,0,12,9017,4.158452380952277,0.4035714285714184,0.3105059523809446
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,1,12,9017,14.38360119047584,1.3011309523809207,0.8487797619047412
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,2,12,9017,37.21139880952288,4.469077380952267,2.145297619047567
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,3,12,9017,59.49041666666516,8.417291666666474,2.056636904761854
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,4,12,9017,81.53773809523624,14.78976190476149,2.0756249999999494
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,5,12,9017,91.54297619047368,21.07568452380896,1.6311904761904383
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,6,12,9017,96.28666666666412,29.396130952380663,0.15312499999999632
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,7,12,9017,97.75711309523652,38.258392857142475,0.3023214285714214
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,8,12,9017,98.78568452380811,45.54898809523764,0.23437499999999428
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,9,12,9017,99.69211309523689,52.774374999999445,0.2965773809523739
LATAM,equal_candidate,KMEANS,matrix_32_raw_0_1,10,12,9017,99.9531249999998,58.40827380952409,0.0035714285714284837
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,0,12,9017,3.6333333333333333,0.3541666666666667,0.275
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,1,12,9017,12.691666666666666,1.1791666666666667,0.35833333333333334
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,2,12,9017,34.5375,4.145833333333333,2.075
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,3,12,9017,57.46666666666667,7.858333333333333,4.070833333333334
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,4,12,9017,77.99166666666666,13.958333333333334,2.2916666666666665
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,5,12,9017,88.82916666666667,20.054166666666667,1.2875
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,6,12,9017,95.67916666666666,28.266666666666666,0.19583333333333333
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,7,12,9017,97.38333333333334,37.05833333333333,0.041666666666666664
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,12,9017,98.96666666666667,44.37916666666667,0.5125
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,12,9017,99.54166666666667,51.57083333333333,0.11666666666666667
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,12,9017,99.89166666666667,57.1625,0.04583333333333333
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,0,12,6980,7.820744047618897,1.054255952380933,0.46839285714284784
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,1,12,6980,25.410446428570932,4.906398809523715,1.0250892857142655
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,2,12,6980,50.03282738095142,9.527410714285537,1.5052976190475917
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,3,12,6980,71.97717261904623,17.711994047618695,0.6129761904761789
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,4,12,6980,88.78476190476019,26.936071428571008,0.764226190476176
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,5,12,6980,94.6330059523796,39.70907738095181,0.40758928571427744
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,6,12,6980,98.2127380952383,53.708273809524634,0.07113095238095102
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,7,12,6980,99.6272619047605,63.92934523809468,0.19580357142856766
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,8,12,6980,99.96874999999834,74.22333333333242,0.020535714285713894
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,9,11,6980,99.99999999999858,83.05202380952271,0.028124999999999463
LATAM,equal_candidate,KMEANS,matrix_32_pos_0_1,10,8,6980,99.99999999999905,90.23354166666577,0.012499999999999761
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,0,12,6980,7.129166666666666,0.8916666666666667,0.4375
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,1,12,6980,23.629166666666666,4.35,0.9708333333333333
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,2,12,6980,47.458333333333336,8.679166666666667,1.1833333333333333
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,3,12,6980,69.80416666666666,16.5875,0.5958333333333333
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,4,12,6980,87.0125,25.679166666666667,0.9125
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,5,12,6980,93.66666666666667,38.425,0.425
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,6,12,6980,98.04166666666667,52.420833333333334,0.2791666666666667
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,7,12,6980,99.5125,62.858333333333334,0.03333333333333333
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,12,6980,99.89166666666667,73.19166666666666,0.004166666666666667
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,12,6980,100,82.00416666666666,0.004166666666666667
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,8,6980,100,89.3125,0.016666666666666666
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,0,12,12611,5.238392857142726,1.0729166666666412,0.19961309523809032
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,1,12,12611,11.548928571428286,2.6677678571427923,0.6738095238095073
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,2,12,12611,29.3105952380945,5.487410714285575,1.337559523809491
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,3,12,12611,48.05297619047497,8.084613095237911,2.7300595238094583
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,4,12,12611,68.2863988095221,10.997559523809295,1.4936607142856797
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,5,12,12611,84.1115178571401,13.949672619047131,1.453601190476156
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,6,12,12611,93.36592261904424,17.77824404761838,0.5644047619047474
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,7,12,12611,97.37491071428376,22.43735119047533,0.3352678571428489
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,8,12,12611,98.76803571428462,27.925922619046496,0.08526785714285502
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,9,12,12611,99.5104166666664,34.41008928571424,0.2212797619047565
LATAM,equal_candidate,KMEANS,matrix_32_ext_0_1,10,12,12611,99.83258928571416,42.57217261904763,0.02276785714285658
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,0,12,12611,4.7875,1.0083333333333333,0.16666666666666666
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,1,12,12611,9.879166666666666,2.5166666666666666,0.4
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,2,12,12611,26.7625,5.179166666666666,1.1
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,3,12,12611,44.333333333333336,7.629166666666666,2.1375
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,4,12,12611,64.9375,10.45,1.8666666666666667
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,5,12,12611,80.85416666666667,13.3375,2.3333333333333335
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,6,12,12611,92.1,17.166666666666668,1.2
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,7,12,12611,96.0875,21.845833333333335,0.37083333333333335
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,12,12611,98.60416666666667,27.491666666666667,0.14583333333333334
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,12,12611,99.30416666666666,34.145833333333336,0.025
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,12,12611,99.76666666666667,42.36666666666667,0.004166666666666667
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,0,12,20257,1.6440178571427218,0.170922619047605,0.06827380952380388
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,1,12,20257,3.200059523809261,0.5353869047618607,0.12991071428570358
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,2,12,20257,5.706041666666195,0.94166666666659,0.22047619047617223
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,3,12,20257,10.449613095237245,1.4251488095236937,0.24526785714283686
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,4,12,20257,20.703601190474473,1.906428571428414,0.22160714285712463
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,5,12,20257,30.904315476187904,2.4169940476188487,1.708124999999862
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,6,12,20257,48.86770833332933,3.1544940476187886,2.387291666666478
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,7,12,20257,64.04645833332793,4.336488095237708,1.0846428571427673
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,8,12,20257,78.41249999999334,6.497797619046993,1.3830357142856005
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,9,12,20257,87.86610119046944,9.465386904761306,0.2094047619047446
LATAM,equal_candidate,KMEANS,matrix_32_z_abs,10,12,20257,96.09672619046924,14.271339285713507,2.3810416666664747
LATAM,equal_element,KMEANS,matrix_32_z_abs,0,12,20257,1.7666666666666666,0.18333333333333332,0.07083333333333333
LATAM,equal_element,KMEANS,matrix_32_z_abs,1,12,20257,3.3041666666666667,0.575,0.15
LATAM,equal_element,KMEANS,matrix_32_z_abs,2,12,20257,6.029166666666667,1.0125,0.2833333333333333
LATAM,equal_element,KMEANS,matrix_32_z_abs,3,12,20257,10.775,1.525,0.2708333333333333
LATAM,equal_element,KMEANS,matrix_32_z_abs,4,12,20257,20.3875,2.025,1.8166666666666667
LATAM,equal_element,KMEANS,matrix_32_z_abs,5,12,20257,32.27916666666667,2.55,1.6291666666666667
LATAM,equal_element,KMEANS,matrix_32_z_abs,6,12,20257,44.93333333333333,3.283333333333333,3.245833333333333
LATAM,equal_element,KMEANS,matrix_32_z_abs,7,12,20257,62.0625,4.4625,0.36666666666666664
LATAM,equal_element,KMEANS,matrix_32_z_abs,8,12,20257,75.35416666666667,6.654166666666667,0.9583333333333334
LATAM,equal_element,KMEANS,matrix_32_z_abs,9,12,20257,87.10833333333333,9.620833333333334,1.2791666666666666
LATAM,equal_element,KMEANS,matrix_32_z_abs,10,12,20257,92.9625,14.395833333333334,0.6208333333333333
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,0,12,14208,6.799642857142641,1.6537797619047119,0.26565476190475346
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,1,12,14208,15.062976190475712,3.5180654761903662,0.5017857142856984
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,2,12,14208,32.0534226190466,5.977678571428382,1.1194047619047265
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,3,12,14208,44.53446428571285,8.358333333333078,1.0450595238094922
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,4,12,14208,57.02824404761735,10.891220238094931,1.113869047619013
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,5,12,14208,66.58910714285513,13.467708333332917,0.8538988095237828
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,6,12,14208,79.76327380952142,16.421577380951703,0.6896428571428348
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,7,12,14208,90.25568452380612,19.467857142856275,0.6121428571428369
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,8,12,14208,94.55886904761462,20.640922619046602,0.21764880952380264
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,9,12,14208,97.46752976189998,21.789434523808335,0.053720238095236385
LATAM,equal_candidate,EFA,matrix_32_raw_0_1,10,12,14208,99.0879166666621,22.712529761903436,0.04226190476190341
LATAM,equal_element,EFA,matrix_32_raw_0_1,0,12,14208,6.220833333333333,1.4375,0.225
LATAM,equal_element,EFA,matrix_32_raw_0_1,1,12,14208,13.733333333333333,3.095833333333333,0.4791666666666667
LATAM,equal_element,EFA,matrix_32_raw_0_1,2,12,14208,29.116666666666667,5.441666666666666,0.6208333333333333
LATAM,equal_element,EFA,matrix_32_raw_0_1,3,12,14208,39.925,7.729166666666667,0.35833333333333334
LATAM,equal_element,EFA,matrix_32_raw_0_1,4,12,14208,54.4125,10.2125,2.1083333333333334
LATAM,equal_element,EFA,matrix_32_raw_0_1,5,12,14208,65.24583333333334,12.75,0.7208333333333333
LATAM,equal_element,EFA,matrix_32_raw_0_1,6,12,14208,78.70416666666667,15.741666666666667,0.5625
LATAM,equal_element,EFA,matrix_32_raw_0_1,7,12,14208,88.89583333333333,18.829166666666666,0.225
LATAM,equal_element,EFA,matrix_32_raw_0_1,8,12,14208,93.47083333333333,20.225,0.475
LATAM,equal_element,EFA,matrix_32_raw_0_1,9,12,14208,96.3875,21.6,0.09583333333333334
LATAM,equal_element,EFA,matrix_32_raw_0_1,10,12,14208,98.50416666666666,22.683333333333334,0.5083333333333333
