prolific_id,prolific_status,prolific_country_raw,prolific_country_code,prolific_country_of_birth,prolific_country_of_birth_code,prolific_age,prolific_sex,prolific_ethnicity_simplified,prolific_nationality,prolific_language,prolific_student_status,prolific_employment_status,prolific_files
5e986435a93c9104ab935f20,APPROVED,Germany,DE,Germany,DE,33,Male,White,Germany,German,Yes,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5e988170df5dcd0a1b35c40e,APPROVED,Chile,CL,Chile,CL,26,Female,White,Chile,Spanish,DATA_EXPIRED,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5e999ce87c90241d0009d8c5,APPROVED,Poland,PL,Poland,PL,27,Female,White,Poland,Polish,Yes,Unemployed (and job seeking),prolific_export_6324376597f7b837a1043faf.csv
5e9b40819c92c50344435474,APPROVED,Greece,GR,Greece,GR,25,Male,White,Greece,Greek,No,DATA_EXPIRED,prolific_export_633161d71da17ce25a7d09b2.csv
5e9c3ff1cf719d151612648f,APPROVED,Italy,IT,Italy,IT,52,Female,White,Italy,Italian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_6324376597f7b837a1043faf.csv
5e9c5c24b8fbf31830b9fcbd,APPROVED,Netherlands,NL,Indonesia,ID,28,Male,Asian,Indonesia,Indonesian,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5e9ce3d90e7d212164143c80,APPROVED,Chile,CL,Chile,CL,26,Male,White,Chile,Spanish,Yes,Other,prolific_export_638657f445c7d89faeb56017.csv
5e9dd54eb7bf7f123d70f476,APPROVED,Mexico,MX,United States,US,24,Female,Other,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_638657f445c7d89faeb56017.csv
5e9e00da6798b9191d299a0e,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_633161d71da17ce25a7d09b2.csv
5e9fdd5effe6a51855448d1b,APPROVED,Mexico,MX,Mexico,MX,26,Male,Mixed,Mexico,Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5ea077de18b4510482f590dd,APPROVED,Portugal,PT,Portugal,PT,24,Female,White,Portugal,Portuguese,Yes,Unemployed (and job seeking),prolific_export_6324376597f7b837a1043faf.csv
5ea0a51b1c8b440887f8feb0,APPROVED,Austria,AT,Moldova,MD,40,Female,White,Romania,Romanian,No,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5ea10b955d9b25000c302fc5,APPROVED,Germany,DE,Mexico,MX,30,Female,Mixed,Mexico,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_6331612f32727d005c9466da.csv
5ea194bcb644920542c154c6,APPROVED,Netherlands,NL,Netherlands,NL,22,Female,White,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5ea35bb82788e52de5e56b85,APPROVED,France,FR,France,FR,31,Female,White,France,French,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5ea47d647a313643270a6ce3,APPROVED,Italy,IT,Italy,IT,44,Male,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ea5ce7be9fb245c8d7deded,APPROVED,Spain,ES,Spain,ES,34,Female,White,Spain,Spanish,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ea6572b086c724ee6eb019a,APPROVED,Chile,CL,Chile,CL,23,Male,Mixed,Chile,Spanish,Yes,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5ea6da5ad773ee03ba8cefc5,APPROVED,Chile,CL,Chile,CL,32,Male,White,Chile,Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5ea7405befba05108ebec3af,APPROVED,Finland,FI,Finland,FI,28,Male,White,Finland,Finnish,Yes,Due to start a new job within the next month,prolific_export_63316268c0d0d441c2e46377.csv
5ea8176676434f02a39db063,APPROVED,Mexico,MX,Mexico,MX,43,Male,Other,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5ea8286db500e122d8c9a19c,APPROVED,Germany,DE,Germany,DE,24,Female,White,Germany,German,Yes,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5ea8b5e215996a31e80e5fac,APPROVED,Ireland,IE,Ireland,IE,31,Male,White,Ireland,English,No,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
5ea93d40fb690101aa21e97a,APPROVED,Poland,PL,Poland,PL,32,Female,White,Poland,Polish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_633161d71da17ce25a7d09b2.csv
5ea94cb8fbc1bf028bf665b3,APPROVED,Germany,DE,Germany,DE,28,Female,White,Germany,German,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5ea9611edec14d052ada0bae,APPROVED,Greece,GR,Greece,GR,24,Female,White,Greece,Greek,Yes,Unemployed (and job seeking),prolific_export_633161d71da17ce25a7d09b2.csv
5ea98f445ef6ee093f4f05ec,APPROVED,Spain,ES,Spain,ES,31,Female,White,Spain,Basque,Yes,Unemployed (and job seeking),prolific_export_6331619a33b45c3d8eed0f5d.csv
5eabf42cdcb6170008b06667,APPROVED,Portugal,PT,Portugal,PT,29,Male,White,Portugal,Portuguese,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ead411e3f746200087dcce9,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
5ead76cc47dc603fd02b316a,APPROVED,Germany,DE,Canada,CA,28,Male,White,Canada,English,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5eb035358c62bb09069a842f,APPROVED,Chile,CL,Chile,CL,34,Male,Mixed,Chile,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5eb0cb5afb9e2418da928edb,APPROVED,Mexico,MX,Mexico,MX,22,Male,Mixed,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5eb2d38c06340e078d162fc4,APPROVED,Poland,PL,Poland,PL,23,Female,White,Poland,Polish,Yes,Full-Time,prolific_export_633161d71da17ce25a7d09b2.csv
5eb2e299831ce0092dd2b965,APPROVED,Germany,DE,Poland,PL,36,Male,White,Poland,Polish,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5eb399a140be6e18063981c3,APPROVED,Chile,CL,"Venezuela, Bolivarian Republic of",VE,28,Male,Mixed,"Venezuela, Bolivarian Republic of",Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5eb3a51f58efe718f5cffdb4,APPROVED,Chile,CL,Chile,CL,30,Male,White,Chile,Spanish,No,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5eb40100664e991f800b5853,APPROVED,Hungary,HU,Hungary,HU,36,Female,White,Hungary,Hungarian,No,DATA_EXPIRED,prolific_export_633162142c195a4b173e2fab.csv
5eb471789686d82c24661cb3,APPROVED,Mexico,MX,Mexico,MX,50,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5eb64825c23fbf5300fb5bd9,APPROVED,Netherlands,NL,Sweden,SE,28,Male,White,Sweden,Swedish,Yes,Other,prolific_export_6331612f32727d005c9466da.csv
5eb8db02ed810484c85ac7e2,APPROVED,Mexico,MX,Mexico,MX,20,Female,White,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ebacfd02866ba04c73b14c7,APPROVED,Italy,IT,Italy,IT,27,Female,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ebaddf01a2182073e0e38d7,APPROVED,Mexico,MX,Mexico,MX,34,Male,White,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
5ebbf686e7b69402f1994176,APPROVED,Italy,IT,Italy,IT,28,Male,White,Italy,Italian,DATA_EXPIRED,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ebc1d415ab22e012bee7473,APPROVED,Italy,IT,Italy,IT,30,Male,White,Italy,Italian,No,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ebc2a962c58c303f0cac438,APPROVED,Italy,IT,Italy,IT,39,Male,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ebe6d9aad61fb02ea09617f,APPROVED,Italy,IT,Italy,IT,28,Male,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ebee8581f3004103ad74b5a,APPROVED,Poland,PL,Poland,PL,24,Female,White,Poland,Polish,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ec03fc482583830266742cf,APPROVED,Mexico,MX,Mexico,MX,27,Female,White,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5ec0ba5fe70ab737cc37559c,APPROVED,Chile,CL,Chile,CL,30,Male,White,Chile,Spanish,Yes,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5ec2a21d6053200957b486f9,APPROVED,Mexico,MX,Mexico,MX,27,Male,Mixed,Mexico,Spanish,No,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ec2b3de73c49c0b4dc6922c,APPROVED,Italy,IT,Italy,IT,31,Female,White,Italy,Italian,Yes,Unemployed (and job seeking),prolific_export_6331619a33b45c3d8eed0f5d.csv
5ec3f04b131a0b09ebac091d,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
5ec5a55832a7515e8324a8a8,APPROVED,Mexico,MX,Mexico,MX,29,Male,Mixed,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ec6a814c615390ad63cbf1f,APPROVED,Mexico,MX,Mexico,MX,27,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5ec96e3609117f0a67231842,APPROVED,Ireland,IE,Ireland,IE,51,Male,White,Ireland,English,No,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
5ec9830efa4c534a9fea8395,TIMED-OUT,Italy,IT,Italy,IT,35,Female,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5eca63843457af5aa68b8a3b,APPROVED,Italy,IT,Italy,IT,43,Male,White,Italy,Italian,No,Unemployed (and job seeking),prolific_export_6331619a33b45c3d8eed0f5d.csv
5ecc71c95c92c2000a9e9a19,APPROVED,Mexico,MX,Mexico,MX,29,Female,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5eccc64d01c3da8b2bf83e73,APPROVED,Italy,IT,Italy,IT,29,Female,White,Italy,Italian,No,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ecee03e0e92803029b7ad82,APPROVED,Spain,ES,Spain,ES,46,Male,White,Spain,Spanish,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ed02ffb8090240f93ab74ad,APPROVED,Spain,ES,Spain,ES,23,Female,White,Spain,Spanish,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ed377271691ea000c548cb0,APPROVED,Greece,GR,Italy,IT,61,Female,White,United States,English,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ed3e885034557397f017ef0,APPROVED,Mexico,MX,Mexico,MX,40,Female,White,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
5ed6b5c97e0b3312798ec313,APPROVED,Hungary,HU,Hungary,HU,22,Male,White,Hungary,Hungarian,No,Due to start a new job within the next month,prolific_export_633162142c195a4b173e2fab.csv
5ed7d4d2acd3f628d315c84e,APPROVED,Portugal,PT,Portugal,PT,26,Female,White,Portugal,Portuguese,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ed8e10d54fe053fbc756c72,APPROVED,Latvia,LV,Latvia,LV,28,Male,White,Latvia,Latvian,No,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
5ed8e72416627f40d066278f,APPROVED,Italy,IT,Italy,IT,53,Female,White,Italy,Italian,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ed94a20b6a168108a272d9e,APPROVED,France,FR,France,FR,31,Female,White,France,French,DATA_EXPIRED,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5ed9fe560adb8b5a860d8d80,APPROVED,Mexico,MX,Mexico,MX,22,Female,Mixed,Mexico,Spanish,Yes,Other,prolific_export_638657f445c7d89faeb56017.csv
5eda77f4c6a4180e106355b0,APPROVED,Germany,DE,Malaysia,MY,34,Female,Asian,Malaysia,Chinese,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5edad1e39a8cdd16ed155b20,APPROVED,Poland,PL,Poland,PL,23,Male,Mixed,Poland,Polish,Yes,Unemployed (and job seeking),prolific_export_633161d71da17ce25a7d09b2.csv
5edc142778c9e80e1a77a689,APPROVED,Spain,ES,Spain,ES,24,Female,White,Spain,Spanish,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
5edc60da1f4a2392b9f843ad,APPROVED,Mexico,MX,Mexico,MX,22,Male,White,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,prolific_export_638657f445c7d89faeb56017.csv
5edc8e2eaa0f2295a0fcef85,APPROVED,Netherlands,NL,Pakistan,PK,23,Male,Asian,Italy,Urdu,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5edd200c67bf00a0b0e45f43,APPROVED,Poland,PL,Poland,PL,20,Female,White,Poland,Polish,Yes,Part-Time,prolific_export_633161d71da17ce25a7d09b2.csv
5edd2e458f29cfa351de300d,APPROVED,Mexico,MX,Mexico,MX,24,Male,Mixed,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ede13094e77400127b0d8ac,APPROVED,Italy,IT,Italy,IT,29,Male,White,Italy,Italian,Yes,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ede7fb10719970f875440a9,APPROVED,Germany,DE,Germany,DE,39,Male,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5edf77f8012a2123ee08f9ad,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
5ee10f63a397864aba0bcc09,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
5ee15e3a7372d454ac1c93b4,APPROVED,Chile,CL,Chile,CL,30,Male,Mixed,Chile,Spanish,No,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ee23fe02976ed2df1653b84,APPROVED,Mexico,MX,Mexico,MX,36,Female,Mixed,Mexico,Spanish,No,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5ee2a44d4c9d7542817268e7,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_638657f445c7d89faeb56017.csv
5ee371a168a09104dc317158,APPROVED,Mexico,MX,Mexico,MX,28,Male,Mixed,Mexico,Spanish,Yes,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5ee386d305dd19000acbe9eb,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_633161d71da17ce25a7d09b2.csv
5ee4015a014f5a0ffa6b63a8,APPROVED,Chile,CL,Chile,CL,24,Male,Mixed,Chile,English,Yes,Other,prolific_export_638657f445c7d89faeb56017.csv
5ee410ca69bfc410338ecef5,APPROVED,Italy,IT,Italy,IT,42,Female,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ee663e0200c1602f5ad99a0,APPROVED,Germany,DE,India,IN,28,Male,Asian,India,English,Yes,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5ee7fbc114d0a60f9b076fb6,APPROVED,Germany,DE,Germany,DE,45,Male,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5ee8ea15ea133f22ce2653d1,APPROVED,Czech Republic,CZ,Czech Republic,CZ,34,Female,White,Czech Republic,Czech,Yes,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ee95917bdb5522f9ee95e4f,APPROVED,Mexico,MX,Mexico,MX,32,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5eeb5e13f5da500759d1840c,APPROVED,Germany,DE,Germany,DE,29,Male,White,Germany,Albanian,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5eebb565978e4d37df00691a,APPROVED,Poland,PL,Poland,PL,35,Male,White,Poland,Polish,No,Other,prolific_export_6324376597f7b837a1043faf.csv
5eed6d1f81b8d21990a6a5b6,APPROVED,Greece,GR,Greece,GR,25,Female,White,Greece,Greek,No,Part-Time,prolific_export_633161d71da17ce25a7d09b2.csv
5eee61509e63ac300a199f84,APPROVED,Germany,DE,Germany,DE,38,Male,White,Germany,German,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5eef59b8c506f502aafee922,APPROVED,France,FR,France,FR,49,Male,White,France,French,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5eef6be6d9005144df0e66cc,APPROVED,France,FR,China,CN,23,Female,Asian,China,French,No,Other,prolific_export_6331612f32727d005c9466da.csv
5ef0a462ebe9a7092d6bb28d,APPROVED,Italy,IT,Italy,IT,39,Female,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ef0eb65b242da18098cff78,APPROVED,Mexico,MX,Canada,CA,49,Male,Mixed,Canada,English,No,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ef1245c0171104d6d91d627,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331612f32727d005c9466da.csv
5ef24a609debe2091eb31727,APPROVED,Germany,DE,Germany,DE,38,Male,White,Germany,German,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5ef37588bfe86a0ca12ba515,APPROVED,Mexico,MX,Mexico,MX,24,Female,White,Mexico,Spanish,Yes,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5ef4886685fd34049bb9d5e6,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_638657f445c7d89faeb56017.csv
5ef55bd12b81b2000adbc771,APPROVED,Mexico,MX,Mexico,MX,28,Female,White,Mexico,Spanish,No,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5ef5f63c7aa58727ac4f8588,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_6331619a33b45c3d8eed0f5d.csv
5ef698a927c8ea38d5bcc192,APPROVED,Portugal,PT,Portugal,PT,25,Female,White,Portugal,Portuguese,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5ef73d782e4e74437cb86e48,APPROVED,Netherlands,NL,Netherlands,NL,21,Male,White,Netherlands,Dutch,Yes,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5ef91b6f49faae6a7078417f,APPROVED,France,FR,Romania,RO,26,Female,White,Romania,Romanian,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5efa1989160c9b0cddc6aaff,APPROVED,Germany,DE,United States,US,21,Male,White,Germany,German,No,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5efc873089469102a6c8a6fd,APPROVED,Italy,IT,Italy,IT,28,Female,White,Italy,Italian,No,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5efd146921bf49159fe2d166,APPROVED,Greece,GR,Greece,GR,27,Female,White,Greece,Greek,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5efe0db089ee652c0edd4a3d,APPROVED,Mexico,MX,Mexico,MX,37,Female,Mixed,Mexico,Spanish,Yes,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5efe473e63271c33b8744de3,APPROVED,Belgium,BE,Belgium,BE,32,Female,White,Belgium,Dutch,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5eff2aa590ac84077f9b1b1f,APPROVED,Belgium,BE,Belgium,BE,41,Male,White,Belgium,Dutch,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5eff53e20c71ad0ddef4afe7,APPROVED,Netherlands,NL,Netherlands,NL,33,Male,White,Netherlands,Dutch,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5f01b7e94738d231487f2911,APPROVED,Czech Republic,CZ,Czech Republic,CZ,32,Male,White,Czech Republic,Czech,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
5f03759a33e5d656f069b615,APPROVED,Mexico,MX,Mexico,MX,34,Male,Mixed,Mexico,Spanish,No,Unemployed (and job seeking),prolific_export_638657f445c7d89faeb56017.csv
5f037b2150aed428f2b3614a,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_633162142c195a4b173e2fab.csv
5f06eefaf3fc742667b4e79d,APPROVED,Poland,PL,Poland,PL,35,Male,White,Poland,Polish,No,Full-Time,prolific_export_633161d71da17ce25a7d09b2.csv
5f08439b3a08d6022c7b5759,APPROVED,Italy,IT,Italy,IT,34,Male,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5f086edf1a4e890792a6c0b0,APPROVED,France,FR,France,FR,51,Female,White,France,DATA_EXPIRED,No,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5f08f3e3ff3278174e40069b,APPROVED,Mexico,MX,Mexico,MX,24,Male,Mixed,Mexico,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_638657f445c7d89faeb56017.csv
5f0ae85ed1a1d801cf4e8106,APPROVED,Hungary,HU,Hungary,HU,32,Female,White,Hungary,English,Yes,Part-Time,prolific_export_633162142c195a4b173e2fab.csv
5f0c6e39eff16b5d4f3b2914,APPROVED,Mexico,MX,Mexico,MX,22,Female,White,Mexico,Spanish,Yes,Part-Time,prolific_export_638657f445c7d89faeb56017.csv
5f0c995fb3b906653518cc76,APPROVED,Hungary,HU,Hungary,HU,40,Male,White,Hungary,Hungarian,No,Full-Time,prolific_export_633162142c195a4b173e2fab.csv
5f0d65ef2ad0c60009209f0f,RETURNED,CONSENT_REVOKED,NA,CONSENT_REVOKED,NA,NA,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_633161d71da17ce25a7d09b2.csv
5f0da6848c9769018bb99f27,APPROVED,Italy,IT,Italy,IT,32,Male,White,Italy,Italian,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5f0e36442e2fa1158ab8d106,APPROVED,Mexico,MX,Mexico,MX,57,Male,Other,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5f0ef1582a709a00093a8b86,APPROVED,Ireland,IE,India,IN,27,Male,Asian,India,Hindi,No,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
5f10219362a3810008c4f2c3,APPROVED,Germany,DE,Germany,DE,35,Male,White,Germany,German,No,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5f117f2b69f65101263bf8d0,APPROVED,France,FR,Spain,ES,23,Female,White,Spain,Spanish,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5f11ccbc1a1a2c08b4a99efb,APPROVED,Italy,IT,Italy,IT,21,Female,White,Italy,Italian,Yes,Part-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5f1219fec1ac14141d488e49,APPROVED,Spain,ES,Spain,ES,40,Female,White,Spain,Spanish,No,Full-Time,prolific_export_6324376597f7b837a1043faf.csv
5f149b7dab1b5e096ca4f39e,APPROVED,Italy,IT,Italy,IT,30,Female,White,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_6331619a33b45c3d8eed0f5d.csv
5f14ae1200ee580bf5ace9d6,APPROVED,Germany,DE,Switzerland,CH,34,Male,White,Switzerland,French,No,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5f16d4bf2c8000017b20331a,APPROVED,Italy,IT,Italy,IT,43,Female,White,Italy,Italian,No,Full-Time,prolific_export_6331619a33b45c3d8eed0f5d.csv
5f1b2fe23bcef80c38d2a362,APPROVED,Poland,PL,Poland,PL,25,Female,White,Poland,Polish,Yes,Part-Time,prolific_export_6324376597f7b837a1043faf.csv
5f1bf7bb9f48184274051108,APPROVED,Ireland,IE,France,FR,47,Male,White,France,French,No,Full-Time,prolific_export_63316268c0d0d441c2e46377.csv
5f1cdbaab6464a599f2bba6a,APPROVED,Mexico,MX,Mexico,MX,55,Male,Mixed,Mexico,Spanish,No,Full-Time,prolific_export_638657f445c7d89faeb56017.csv
5f1f124196f8a80c1af85716,APPROVED,France,FR,Romania,RO,26,Male,White,Romania,Romanian,No,Full-Time,prolific_export_6331612f32727d005c9466da.csv
5f1f459122764312bfbe265e,APPROVED,Italy,IT,Italy,IT,21,Female,White,Italy,Italian,Yes,Other,prolific_export_6331619a33b45c3d8eed0f5d.csv
5f201637a239d00675904803,APPROVED,France,FR,France,FR,25,Female,White,France,French,Yes,Part-Time,prolific_export_6331612f32727d005c9466da.csv
5f208c768e0e8a3ae4eba5db,APPROVED,Germany,DE,Germany,DE,27,Female,White,Germany,German,DATA_EXPIRED,DATA_EXPIRED,prolific_export_6331612f32727d005c9466da.csv
5f23f9035554f32008f8a35e,APPROVED,Poland,PL,Poland,PL,26,Male,White,Poland,Polish,Yes,Unemployed (and job seeking),prolific_export_633161d71da17ce25a7d09b2.csv
5f2444d4181ad20009554767,APPROVED,Italy,IT,Italy,IT,28,Male,White,Italy,Italian,No,Unemployed (and job seeking),prolific_export_6331619a33b45c3d8eed0f5d.csv
5f245764a137ac00089e6c7d,APPROVED,Poland,PL,Poland,PL,24,Female,White,Poland,Polish,No,Part-Time,prolific_export_633161d71da17ce25a7d09b2.csv
