bootstrap_id,country_code,n_draws,n_unique_people,unique_share
263,CO,13,3,0.23076923076923078
263,MX,517,235,0.45454545454545453
264,CL,78,38,0.48717948717948717
264,CO,13,3,0.23076923076923078
264,MX,517,219,0.42359767891682787
265,CL,78,37,0.47435897435897434
265,CO,13,3,0.23076923076923078
265,MX,517,220,0.425531914893617
266,CL,78,41,0.5256410256410257
266,CO,13,3,0.23076923076923078
266,MX,517,228,0.4410058027079304
267,CL,78,37,0.47435897435897434
267,CO,13,2,0.15384615384615385
267,MX,517,214,0.41392649903288203
268,CL,78,34,0.4358974358974359
268,CO,13,2,0.15384615384615385
268,MX,517,220,0.425531914893617
269,CL,78,38,0.48717948717948717
269,CO,13,3,0.23076923076923078
269,MX,517,229,0.44294003868471954
270,CL,78,41,0.5256410256410257
270,CO,13,2,0.15384615384615385
270,MX,517,228,0.4410058027079304
271,CL,78,37,0.47435897435897434
271,CO,13,3,0.23076923076923078
271,MX,517,233,0.4506769825918762
272,CL,78,41,0.5256410256410257
272,CO,13,3,0.23076923076923078
272,MX,517,244,0.47195357833655704
273,CL,78,33,0.4230769230769231
273,CO,13,3,0.23076923076923078
273,MX,517,222,0.42940038684719534
274,CL,78,34,0.4358974358974359
274,CO,13,3,0.23076923076923078
274,MX,517,226,0.437137330754352
275,CL,78,40,0.5128205128205128
275,CO,13,2,0.15384615384615385
275,MX,517,224,0.4332688588007737
276,CL,78,39,0.5
276,CO,13,2,0.15384615384615385
276,MX,517,220,0.425531914893617
277,CL,78,39,0.5
277,CO,13,3,0.23076923076923078
277,MX,517,219,0.42359767891682787
278,CL,78,36,0.46153846153846156
278,CO,13,3,0.23076923076923078
278,MX,517,236,0.4564796905222437
279,CL,78,34,0.4358974358974359
279,CO,13,3,0.23076923076923078
279,MX,517,217,0.4197292069632495
280,CL,78,38,0.48717948717948717
280,CO,13,2,0.15384615384615385
280,MX,517,231,0.44680851063829785
281,CL,78,34,0.4358974358974359
281,CO,13,3,0.23076923076923078
281,MX,517,215,0.4158607350096712
282,CL,78,36,0.46153846153846156
282,CO,13,3,0.23076923076923078
282,MX,517,238,0.46034816247582205
283,CL,78,42,0.5384615384615384
283,CO,13,3,0.23076923076923078
283,MX,517,227,0.43907156673114117
284,CL,78,31,0.3974358974358974
284,CO,13,2,0.15384615384615385
284,MX,517,233,0.4506769825918762
285,CL,78,39,0.5
285,CO,13,2,0.15384615384615385
285,MX,517,235,0.45454545454545453
286,CL,78,37,0.47435897435897434
286,CO,13,3,0.23076923076923078
286,MX,517,227,0.43907156673114117
287,CL,78,40,0.5128205128205128
287,CO,13,3,0.23076923076923078
287,MX,517,228,0.4410058027079304
288,CL,78,37,0.47435897435897434
288,CO,13,3,0.23076923076923078
288,MX,517,217,0.4197292069632495
289,CL,78,37,0.47435897435897434
289,CO,13,3,0.23076923076923078
289,MX,517,223,0.43133462282398455
290,CL,78,35,0.44871794871794873
290,CO,13,2,0.15384615384615385
290,MX,517,217,0.4197292069632495
291,CL,78,38,0.48717948717948717
291,CO,13,2,0.15384615384615385
291,MX,517,215,0.4158607350096712
292,CL,78,36,0.46153846153846156
292,CO,13,3,0.23076923076923078
292,MX,517,217,0.4197292069632495
293,CL,78,41,0.5256410256410257
293,CO,13,3,0.23076923076923078
293,MX,517,219,0.42359767891682787
294,CL,78,36,0.46153846153846156
294,CO,13,2,0.15384615384615385
294,MX,517,225,0.43520309477756286
295,CL,78,37,0.47435897435897434
295,CO,13,3,0.23076923076923078
295,MX,517,222,0.42940038684719534
296,CL,78,41,0.5256410256410257
296,CO,13,3,0.23076923076923078
296,MX,517,215,0.4158607350096712
297,CL,78,40,0.5128205128205128
297,CO,13,3,0.23076923076923078
297,MX,517,232,0.44874274661508706
298,CL,78,39,0.5
298,CO,13,2,0.15384615384615385
298,MX,517,218,0.42166344294003866
299,CL,78,34,0.4358974358974359
299,CO,13,2,0.15384615384615385
299,MX,517,235,0.45454545454545453
300,CL,78,43,0.5512820512820513
300,CO,13,3,0.23076923076923078
300,MX,517,229,0.44294003868471954
301,CL,78,38,0.48717948717948717
301,CO,13,3,0.23076923076923078
301,MX,517,227,0.43907156673114117
302,CL,78,34,0.4358974358974359
302,CO,13,3,0.23076923076923078
302,MX,517,233,0.4506769825918762
303,CL,78,38,0.48717948717948717
303,CO,13,3,0.23076923076923078
303,MX,517,220,0.425531914893617
304,CL,78,37,0.47435897435897434
304,CO,13,3,0.23076923076923078
304,MX,517,233,0.4506769825918762
305,CL,78,34,0.4358974358974359
305,CO,13,3,0.23076923076923078
305,MX,517,224,0.4332688588007737
306,CL,78,36,0.46153846153846156
306,CO,13,3,0.23076923076923078
306,MX,517,220,0.425531914893617
307,CL,78,41,0.5256410256410257
307,CO,13,2,0.15384615384615385
307,MX,517,227,0.43907156673114117
308,CL,78,36,0.46153846153846156
308,CO,13,3,0.23076923076923078
308,MX,517,217,0.4197292069632495
309,CL,78,40,0.5128205128205128
309,CO,13,2,0.15384615384615385
309,MX,517,234,0.4526112185686654
310,CL,78,40,0.5128205128205128
310,CO,13,2,0.15384615384615385
310,MX,517,232,0.44874274661508706
311,CL,78,43,0.5512820512820513
311,CO,13,3,0.23076923076923078
311,MX,517,235,0.45454545454545453
312,CL,78,42,0.5384615384615384
312,CO,13,3,0.23076923076923078
312,MX,517,225,0.43520309477756286
313,CL,78,45,0.5769230769230769
313,CO,13,3,0.23076923076923078
313,MX,517,229,0.44294003868471954
314,CL,78,37,0.47435897435897434
314,CO,13,3,0.23076923076923078
314,MX,517,234,0.4526112185686654
315,CL,78,40,0.5128205128205128
315,CO,13,2,0.15384615384615385
315,MX,517,213,0.4119922630560928
316,CL,78,37,0.47435897435897434
316,CO,13,3,0.23076923076923078
316,MX,517,234,0.4526112185686654
317,CL,78,43,0.5512820512820513
317,CO,13,2,0.15384615384615385
317,MX,517,234,0.4526112185686654
318,CL,78,35,0.44871794871794873
318,CO,13,3,0.23076923076923078
318,MX,517,228,0.4410058027079304
319,CL,78,44,0.5641025641025641
319,CO,13,2,0.15384615384615385
319,MX,517,223,0.43133462282398455
320,CL,78,42,0.5384615384615384
320,CO,13,3,0.23076923076923078
320,MX,517,226,0.437137330754352
321,CL,78,40,0.5128205128205128
321,CO,13,3,0.23076923076923078
321,MX,517,229,0.44294003868471954
322,CL,78,38,0.48717948717948717
322,CO,13,2,0.15384615384615385
322,MX,517,238,0.46034816247582205
323,CL,78,39,0.5
323,CO,13,2,0.15384615384615385
323,MX,517,229,0.44294003868471954
324,CL,78,40,0.5128205128205128
324,CO,13,3,0.23076923076923078
324,MX,517,230,0.4448742746615087
325,CL,78,40,0.5128205128205128
325,CO,13,3,0.23076923076923078
325,MX,517,224,0.4332688588007737
326,CL,78,41,0.5256410256410257
326,CO,13,2,0.15384615384615385
326,MX,517,223,0.43133462282398455
327,CL,78,37,0.47435897435897434
327,CO,13,3,0.23076923076923078
327,MX,517,222,0.42940038684719534
328,CL,78,43,0.5512820512820513
328,CO,13,3,0.23076923076923078
328,MX,517,228,0.4410058027079304
329,CL,78,40,0.5128205128205128
329,CO,13,2,0.15384615384615385
329,MX,517,218,0.42166344294003866
330,CL,78,40,0.5128205128205128
330,CO,13,3,0.23076923076923078
330,MX,517,235,0.45454545454545453
331,CL,78,44,0.5641025641025641
331,CO,13,2,0.15384615384615385
331,MX,517,224,0.4332688588007737
332,CL,78,36,0.46153846153846156
332,CO,13,3,0.23076923076923078
332,MX,517,229,0.44294003868471954
333,CL,78,43,0.5512820512820513
333,CO,13,3,0.23076923076923078
333,MX,517,224,0.4332688588007737
334,CL,78,35,0.44871794871794873
334,CO,13,3,0.23076923076923078
334,MX,517,226,0.437137330754352
335,CL,78,37,0.47435897435897434
335,CO,13,3,0.23076923076923078
335,MX,517,224,0.4332688588007737
336,CL,78,34,0.4358974358974359
336,CO,13,3,0.23076923076923078
336,MX,517,221,0.4274661508704062
337,CL,78,38,0.48717948717948717
337,CO,13,3,0.23076923076923078
337,MX,517,222,0.42940038684719534
338,CL,78,36,0.46153846153846156
338,CO,13,2,0.15384615384615385
338,MX,517,228,0.4410058027079304
339,CL,78,35,0.44871794871794873
339,CO,13,3,0.23076923076923078
339,MX,517,233,0.4506769825918762
340,CL,78,38,0.48717948717948717
340,CO,13,3,0.23076923076923078
340,MX,517,232,0.44874274661508706
341,CL,78,37,0.47435897435897434
341,CO,13,3,0.23076923076923078
341,MX,517,218,0.42166344294003866
342,CL,78,35,0.44871794871794873
342,CO,13,2,0.15384615384615385
342,MX,517,222,0.42940038684719534
343,CL,78,41,0.5256410256410257
343,CO,13,3,0.23076923076923078
343,MX,517,227,0.43907156673114117
344,CL,78,36,0.46153846153846156
344,CO,13,3,0.23076923076923078
344,MX,517,228,0.4410058027079304
345,CL,78,40,0.5128205128205128
345,CO,13,2,0.15384615384615385
345,MX,517,235,0.45454545454545453
346,CL,78,39,0.5
346,CO,13,2,0.15384615384615385
346,MX,517,231,0.44680851063829785
347,CL,78,38,0.48717948717948717
347,CO,13,2,0.15384615384615385
347,MX,517,216,0.41779497098646035
348,CL,78,40,0.5128205128205128
348,CO,13,3,0.23076923076923078
348,MX,517,224,0.4332688588007737
349,CL,78,36,0.46153846153846156
349,CO,13,3,0.23076923076923078
349,MX,517,211,0.4081237911025145
350,CL,78,39,0.5
350,CO,13,3,0.23076923076923078
350,MX,517,231,0.44680851063829785
351,CL,78,40,0.5128205128205128
351,CO,13,3,0.23076923076923078
351,MX,517,242,0.46808510638297873
352,CL,78,35,0.44871794871794873
352,CO,13,2,0.15384615384615385
352,MX,517,220,0.425531914893617
353,CL,78,34,0.4358974358974359
353,CO,13,3,0.23076923076923078
353,MX,517,220,0.425531914893617
354,CL,78,41,0.5256410256410257
354,CO,13,3,0.23076923076923078
354,MX,517,232,0.44874274661508706
355,CL,78,36,0.46153846153846156
355,CO,13,3,0.23076923076923078
355,MX,517,229,0.44294003868471954
356,CL,78,41,0.5256410256410257
356,CO,13,2,0.15384615384615385
356,MX,517,229,0.44294003868471954
357,CL,78,41,0.5256410256410257
357,CO,13,3,0.23076923076923078
357,MX,517,223,0.43133462282398455
358,CL,78,40,0.5128205128205128
358,CO,13,3,0.23076923076923078
358,MX,517,223,0.43133462282398455
359,CL,78,40,0.5128205128205128
359,CO,13,2,0.15384615384615385
359,MX,517,225,0.43520309477756286
360,CL,78,44,0.5641025641025641
360,CO,13,2,0.15384615384615385
360,MX,517,228,0.4410058027079304
361,CL,78,33,0.4230769230769231
361,CO,13,2,0.15384615384615385
361,MX,517,221,0.4274661508704062
362,CL,78,36,0.46153846153846156
362,CO,13,3,0.23076923076923078
362,MX,517,232,0.44874274661508706
363,CL,78,41,0.5256410256410257
363,CO,13,3,0.23076923076923078
363,MX,517,224,0.4332688588007737
364,CL,78,38,0.48717948717948717
364,CO,13,3,0.23076923076923078
364,MX,517,223,0.43133462282398455
365,CL,78,40,0.5128205128205128
365,CO,13,2,0.15384615384615385
365,MX,517,236,0.4564796905222437
366,CL,78,36,0.46153846153846156
366,CO,13,2,0.15384615384615385
366,MX,517,231,0.44680851063829785
367,CL,78,39,0.5
367,CO,13,3,0.23076923076923078
367,MX,517,227,0.43907156673114117
368,CL,78,41,0.5256410256410257
368,CO,13,2,0.15384615384615385
368,MX,517,226,0.437137330754352
369,CL,78,38,0.48717948717948717
369,CO,13,2,0.15384615384615385
369,MX,517,227,0.43907156673114117
370,CL,78,40,0.5128205128205128
370,CO,13,2,0.15384615384615385
370,MX,517,226,0.437137330754352
371,CL,78,37,0.47435897435897434
371,CO,13,2,0.15384615384615385
371,MX,517,219,0.42359767891682787
372,CL,78,39,0.5
372,CO,13,2,0.15384615384615385
372,MX,517,232,0.44874274661508706
373,CL,78,37,0.47435897435897434
373,CO,13,3,0.23076923076923078
373,MX,517,236,0.4564796905222437
374,CL,78,34,0.4358974358974359
374,CO,13,2,0.15384615384615385
374,MX,517,236,0.4564796905222437
375,CL,78,31,0.3974358974358974
375,CO,13,3,0.23076923076923078
375,MX,517,223,0.43133462282398455
376,CL,78,39,0.5
376,CO,13,2,0.15384615384615385
376,MX,517,221,0.4274661508704062
377,CL,78,40,0.5128205128205128
377,CO,13,3,0.23076923076923078
377,MX,517,225,0.43520309477756286
378,CL,78,37,0.47435897435897434
378,CO,13,3,0.23076923076923078
378,MX,517,221,0.4274661508704062
379,CL,78,37,0.47435897435897434
379,CO,13,3,0.23076923076923078
379,MX,517,226,0.437137330754352
380,CL,78,38,0.48717948717948717
380,CO,13,3,0.23076923076923078
380,MX,517,231,0.44680851063829785
381,CL,78,41,0.5256410256410257
381,CO,13,2,0.15384615384615385
381,MX,517,229,0.44294003868471954
382,CL,78,35,0.44871794871794873
382,CO,13,2,0.15384615384615385
382,MX,517,235,0.45454545454545453
383,CL,78,41,0.5256410256410257
383,CO,13,3,0.23076923076923078
383,MX,517,224,0.4332688588007737
384,CL,78,45,0.5769230769230769
384,CO,13,2,0.15384615384615385
384,MX,517,223,0.43133462282398455
385,CL,78,38,0.48717948717948717
385,CO,13,3,0.23076923076923078
385,MX,517,214,0.41392649903288203
386,CL,78,40,0.5128205128205128
386,CO,13,2,0.15384615384615385
386,MX,517,235,0.45454545454545453
387,CL,78,39,0.5
387,CO,13,3,0.23076923076923078
387,MX,517,224,0.4332688588007737
388,CL,78,44,0.5641025641025641
388,CO,13,3,0.23076923076923078
388,MX,517,215,0.4158607350096712
389,CL,78,41,0.5256410256410257
389,CO,13,3,0.23076923076923078
389,MX,517,218,0.42166344294003866
390,CL,78,47,0.6025641025641025
390,CO,13,3,0.23076923076923078
390,MX,517,230,0.4448742746615087
391,CL,78,39,0.5
391,CO,13,2,0.15384615384615385
391,MX,517,226,0.437137330754352
392,CL,78,36,0.46153846153846156
392,CO,13,2,0.15384615384615385
392,MX,517,222,0.42940038684719534
393,CL,78,39,0.5
393,CO,13,2,0.15384615384615385
393,MX,517,220,0.425531914893617
394,CL,78,38,0.48717948717948717
394,CO,13,3,0.23076923076923078
394,MX,517,230,0.4448742746615087
395,CL,78,37,0.47435897435897434
395,CO,13,3,0.23076923076923078
395,MX,517,223,0.43133462282398455
396,CL,78,38,0.48717948717948717
396,CO,13,2,0.15384615384615385
396,MX,517,221,0.4274661508704062
397,CL,78,37,0.47435897435897434
397,CO,13,2,0.15384615384615385
397,MX,517,222,0.42940038684719534
398,CL,78,37,0.47435897435897434
398,CO,13,3,0.23076923076923078
398,MX,517,221,0.4274661508704062
399,CL,78,41,0.5256410256410257
399,CO,13,3,0.23076923076923078
399,MX,517,224,0.4332688588007737
400,CL,78,36,0.46153846153846156
400,CO,13,3,0.23076923076923078
400,MX,517,222,0.42940038684719534
401,CL,78,40,0.5128205128205128
401,CO,13,3,0.23076923076923078
401,MX,517,232,0.44874274661508706
402,CL,78,35,0.44871794871794873
402,CO,13,3,0.23076923076923078
402,MX,517,220,0.425531914893617
403,CL,78,33,0.4230769230769231
403,CO,13,3,0.23076923076923078
403,MX,517,224,0.4332688588007737
404,CL,78,44,0.5641025641025641
404,CO,13,2,0.15384615384615385
404,MX,517,222,0.42940038684719534
405,CL,78,36,0.46153846153846156
405,CO,13,2,0.15384615384615385
405,MX,517,229,0.44294003868471954
406,CL,78,37,0.47435897435897434
406,CO,13,3,0.23076923076923078
406,MX,517,217,0.4197292069632495
407,CL,78,38,0.48717948717948717
407,CO,13,2,0.15384615384615385
407,MX,517,230,0.4448742746615087
408,CL,78,37,0.47435897435897434
408,CO,13,3,0.23076923076923078
408,MX,517,227,0.43907156673114117
409,CL,78,41,0.5256410256410257
409,CO,13,3,0.23076923076923078
409,MX,517,228,0.4410058027079304
410,CL,78,39,0.5
410,CO,13,3,0.23076923076923078
410,MX,517,236,0.4564796905222437
411,CL,78,39,0.5
411,CO,13,2,0.15384615384615385
411,MX,517,221,0.4274661508704062
412,CL,78,39,0.5
412,CO,13,3,0.23076923076923078
412,MX,517,233,0.4506769825918762
413,CL,78,32,0.41025641025641024
413,CO,13,3,0.23076923076923078
413,MX,517,224,0.4332688588007737
414,CL,78,37,0.47435897435897434
414,CO,13,2,0.15384615384615385
414,MX,517,226,0.437137330754352
415,CL,78,38,0.48717948717948717
415,CO,13,3,0.23076923076923078
415,MX,517,231,0.44680851063829785
416,CL,78,42,0.5384615384615384
416,CO,13,3,0.23076923076923078
416,MX,517,238,0.46034816247582205
417,CL,78,40,0.5128205128205128
417,CO,13,3,0.23076923076923078
417,MX,517,226,0.437137330754352
418,CL,78,37,0.47435897435897434
418,CO,13,3,0.23076923076923078
418,MX,517,219,0.42359767891682787
419,CL,78,40,0.5128205128205128
419,CO,13,3,0.23076923076923078
419,MX,517,212,0.41005802707930367
420,CL,78,40,0.5128205128205128
420,CO,13,3,0.23076923076923078
420,MX,517,219,0.42359767891682787
421,CL,78,33,0.4230769230769231
421,CO,13,3,0.23076923076923078
421,MX,517,225,0.43520309477756286
422,CL,78,38,0.48717948717948717
422,CO,13,2,0.15384615384615385
422,MX,517,232,0.44874274661508706
423,CL,78,38,0.48717948717948717
423,CO,13,3,0.23076923076923078
423,MX,517,226,0.437137330754352
424,CL,78,45,0.5769230769230769
424,CO,13,3,0.23076923076923078
424,MX,517,232,0.44874274661508706
425,CL,78,44,0.5641025641025641
425,CO,13,3,0.23076923076923078
425,MX,517,218,0.42166344294003866
426,CL,78,37,0.47435897435897434
426,CO,13,2,0.15384615384615385
426,MX,517,228,0.4410058027079304
427,CL,78,38,0.48717948717948717
427,CO,13,3,0.23076923076923078
427,MX,517,230,0.4448742746615087
428,CL,78,42,0.5384615384615384
428,CO,13,3,0.23076923076923078
428,MX,517,224,0.4332688588007737
429,CL,78,39,0.5
429,CO,13,3,0.23076923076923078
429,MX,517,241,0.4661508704061896
430,CL,78,38,0.48717948717948717
430,CO,13,3,0.23076923076923078
430,MX,517,227,0.43907156673114117
431,CL,78,38,0.48717948717948717
431,CO,13,3,0.23076923076923078
431,MX,517,242,0.46808510638297873
432,CL,78,37,0.47435897435897434
432,CO,13,2,0.15384615384615385
432,MX,517,224,0.4332688588007737
433,CL,78,37,0.47435897435897434
433,CO,13,3,0.23076923076923078
433,MX,517,223,0.43133462282398455
434,CL,78,36,0.46153846153846156
434,CO,13,3,0.23076923076923078
434,MX,517,227,0.43907156673114117
435,CL,78,43,0.5512820512820513
435,CO,13,3,0.23076923076923078
435,MX,517,224,0.4332688588007737
436,CL,78,42,0.5384615384615384
436,CO,13,3,0.23076923076923078
436,MX,517,226,0.437137330754352
437,CL,78,36,0.46153846153846156
437,CO,13,3,0.23076923076923078
437,MX,517,224,0.4332688588007737
438,CL,78,39,0.5
438,CO,13,3,0.23076923076923078
438,MX,517,231,0.44680851063829785
439,CL,78,39,0.5
439,CO,13,2,0.15384615384615385
439,MX,517,226,0.437137330754352
440,CL,78,39,0.5
440,CO,13,3,0.23076923076923078
440,MX,517,233,0.4506769825918762
441,CL,78,37,0.47435897435897434
441,CO,13,3,0.23076923076923078
441,MX,517,228,0.4410058027079304
442,CL,78,40,0.5128205128205128
442,CO,13,3,0.23076923076923078
442,MX,517,233,0.4506769825918762
443,CL,78,38,0.48717948717948717
443,CO,13,3,0.23076923076923078
443,MX,517,216,0.41779497098646035
444,CL,78,44,0.5641025641025641
444,CO,13,3,0.23076923076923078
444,MX,517,225,0.43520309477756286
445,CL,78,43,0.5512820512820513
445,CO,13,3,0.23076923076923078
445,MX,517,235,0.45454545454545453
446,CL,78,39,0.5
446,CO,13,2,0.15384615384615385
446,MX,517,231,0.44680851063829785
447,CL,78,43,0.5512820512820513
447,CO,13,3,0.23076923076923078
447,MX,517,228,0.4410058027079304
448,CL,78,43,0.5512820512820513
448,CO,13,2,0.15384615384615385
448,MX,517,222,0.42940038684719534
449,CL,78,34,0.4358974358974359
449,CO,13,3,0.23076923076923078
449,MX,517,219,0.42359767891682787
450,CL,78,46,0.5897435897435898
450,CO,13,3,0.23076923076923078
450,MX,517,228,0.4410058027079304
451,CL,78,38,0.48717948717948717
451,CO,13,2,0.15384615384615385
451,MX,517,230,0.4448742746615087
452,CL,78,40,0.5128205128205128
452,CO,13,2,0.15384615384615385
452,MX,517,227,0.43907156673114117
453,CL,78,39,0.5
453,CO,13,2,0.15384615384615385
453,MX,517,221,0.4274661508704062
454,CL,78,35,0.44871794871794873
454,CO,13,3,0.23076923076923078
454,MX,517,231,0.44680851063829785
455,CL,78,38,0.48717948717948717
455,CO,13,3,0.23076923076923078
455,MX,517,228,0.4410058027079304
456,CL,78,36,0.46153846153846156
456,CO,13,3,0.23076923076923078
456,MX,517,220,0.425531914893617
457,CL,78,38,0.48717948717948717
457,CO,13,2,0.15384615384615385
457,MX,517,226,0.437137330754352
458,CL,78,39,0.5
458,CO,13,3,0.23076923076923078
458,MX,517,220,0.425531914893617
459,CL,78,40,0.5128205128205128
459,CO,13,3,0.23076923076923078
459,MX,517,221,0.4274661508704062
460,CL,78,36,0.46153846153846156
460,CO,13,3,0.23076923076923078
460,MX,517,228,0.4410058027079304
461,CL,78,37,0.47435897435897434
461,CO,13,3,0.23076923076923078
461,MX,517,232,0.44874274661508706
462,CL,78,37,0.47435897435897434
462,CO,13,2,0.15384615384615385
462,MX,517,229,0.44294003868471954
463,CL,78,36,0.46153846153846156
463,CO,13,3,0.23076923076923078
463,MX,517,235,0.45454545454545453
464,CL,78,35,0.44871794871794873
464,CO,13,3,0.23076923076923078
464,MX,517,227,0.43907156673114117
465,CL,78,38,0.48717948717948717
465,CO,13,2,0.15384615384615385
465,MX,517,229,0.44294003868471954
466,CL,78,38,0.48717948717948717
466,CO,13,3,0.23076923076923078
466,MX,517,222,0.42940038684719534
467,CL,78,37,0.47435897435897434
467,CO,13,2,0.15384615384615385
467,MX,517,216,0.41779497098646035
468,CL,78,36,0.46153846153846156
468,CO,13,2,0.15384615384615385
468,MX,517,227,0.43907156673114117
469,CL,78,40,0.5128205128205128
469,CO,13,3,0.23076923076923078
469,MX,517,223,0.43133462282398455
470,CL,78,41,0.5256410256410257
470,CO,13,3,0.23076923076923078
470,MX,517,231,0.44680851063829785
471,CL,78,40,0.5128205128205128
471,CO,13,3,0.23076923076923078
471,MX,517,219,0.42359767891682787
472,CL,78,38,0.48717948717948717
472,CO,13,3,0.23076923076923078
472,MX,517,222,0.42940038684719534
473,CL,78,41,0.5256410256410257
473,CO,13,2,0.15384615384615385
473,MX,517,222,0.42940038684719534
474,CL,78,42,0.5384615384615384
474,CO,13,2,0.15384615384615385
474,MX,517,232,0.44874274661508706
475,CL,78,41,0.5256410256410257
475,CO,13,2,0.15384615384615385
475,MX,517,218,0.42166344294003866
476,CL,78,37,0.47435897435897434
476,CO,13,3,0.23076923076923078
476,MX,517,230,0.4448742746615087
477,CL,78,41,0.5256410256410257
477,CO,13,3,0.23076923076923078
477,MX,517,236,0.4564796905222437
478,CL,78,36,0.46153846153846156
478,CO,13,3,0.23076923076923078
478,MX,517,226,0.437137330754352
479,CL,78,40,0.5128205128205128
479,CO,13,3,0.23076923076923078
479,MX,517,234,0.4526112185686654
480,CL,78,35,0.44871794871794873
480,CO,13,3,0.23076923076923078
480,MX,517,224,0.4332688588007737
481,CL,78,47,0.6025641025641025
481,CO,13,2,0.15384615384615385
481,MX,517,214,0.41392649903288203
482,CL,78,43,0.5512820512820513
482,CO,13,2,0.15384615384615385
482,MX,517,227,0.43907156673114117
483,CL,78,37,0.47435897435897434
483,CO,13,3,0.23076923076923078
483,MX,517,228,0.4410058027079304
484,CL,78,38,0.48717948717948717
484,CO,13,3,0.23076923076923078
484,MX,517,229,0.44294003868471954
485,CL,78,35,0.44871794871794873
485,CO,13,3,0.23076923076923078
485,MX,517,228,0.4410058027079304
486,CL,78,42,0.5384615384615384
486,CO,13,2,0.15384615384615385
486,MX,517,230,0.4448742746615087
487,CL,78,39,0.5
487,CO,13,3,0.23076923076923078
487,MX,517,217,0.4197292069632495
488,CL,78,37,0.47435897435897434
488,CO,13,3,0.23076923076923078
488,MX,517,217,0.4197292069632495
489,CL,78,35,0.44871794871794873
489,CO,13,2,0.15384615384615385
489,MX,517,225,0.43520309477756286
490,CL,78,36,0.46153846153846156
490,CO,13,2,0.15384615384615385
490,MX,517,225,0.43520309477756286
491,CL,78,39,0.5
491,CO,13,2,0.15384615384615385
491,MX,517,230,0.4448742746615087
492,CL,78,37,0.47435897435897434
492,CO,13,3,0.23076923076923078
492,MX,517,235,0.45454545454545453
493,CL,78,32,0.41025641025641024
493,CO,13,3,0.23076923076923078
493,MX,517,217,0.4197292069632495
494,CL,78,42,0.5384615384615384
494,CO,13,3,0.23076923076923078
494,MX,517,229,0.44294003868471954
495,CL,78,37,0.47435897435897434
495,CO,13,3,0.23076923076923078
495,MX,517,236,0.4564796905222437
496,CL,78,40,0.5128205128205128
496,CO,13,3,0.23076923076923078
496,MX,517,232,0.44874274661508706
497,CL,78,36,0.46153846153846156
497,CO,13,3,0.23076923076923078
497,MX,517,222,0.42940038684719534
498,CL,78,44,0.5641025641025641
498,CO,13,3,0.23076923076923078
498,MX,517,241,0.4661508704061896
499,CL,78,39,0.5
499,CO,13,3,0.23076923076923078
499,MX,517,235,0.45454545454545453
500,CL,78,39,0.5
500,CO,13,3,0.23076923076923078
500,MX,517,214,0.41392649903288203
501,CL,78,38,0.48717948717948717
501,CO,13,3,0.23076923076923078
501,MX,517,220,0.425531914893617
502,CL,78,35,0.44871794871794873
502,CO,13,3,0.23076923076923078
502,MX,517,219,0.42359767891682787
503,CL,78,40,0.5128205128205128
503,CO,13,2,0.15384615384615385
503,MX,517,227,0.43907156673114117
504,CL,78,42,0.5384615384615384
504,CO,13,3,0.23076923076923078
504,MX,517,229,0.44294003868471954
505,CL,78,39,0.5
505,CO,13,3,0.23076923076923078
505,MX,517,217,0.4197292069632495
506,CL,78,36,0.46153846153846156
506,CO,13,2,0.15384615384615385
506,MX,517,222,0.42940038684719534
507,CL,78,37,0.47435897435897434
507,CO,13,3,0.23076923076923078
507,MX,517,224,0.4332688588007737
508,CL,78,39,0.5
508,CO,13,3,0.23076923076923078
508,MX,517,228,0.4410058027079304
509,CL,78,40,0.5128205128205128
509,CO,13,3,0.23076923076923078
509,MX,517,223,0.43133462282398455
510,CL,78,39,0.5
510,CO,13,3,0.23076923076923078
510,MX,517,228,0.4410058027079304
511,CL,78,40,0.5128205128205128
511,CO,13,3,0.23076923076923078
511,MX,517,231,0.44680851063829785
512,CL,78,40,0.5128205128205128
512,CO,13,2,0.15384615384615385
512,MX,517,227,0.43907156673114117
513,CL,78,42,0.5384615384615384
513,CO,13,2,0.15384615384615385
513,MX,517,225,0.43520309477756286
514,CL,78,43,0.5512820512820513
514,CO,13,3,0.23076923076923078
514,MX,517,223,0.43133462282398455
515,CL,78,36,0.46153846153846156
515,CO,13,3,0.23076923076923078
515,MX,517,232,0.44874274661508706
516,CL,78,37,0.47435897435897434
516,CO,13,3,0.23076923076923078
516,MX,517,214,0.41392649903288203
517,CL,78,40,0.5128205128205128
517,CO,13,3,0.23076923076923078
517,MX,517,236,0.4564796905222437
518,CL,78,39,0.5
518,CO,13,3,0.23076923076923078
518,MX,517,233,0.4506769825918762
519,CL,78,42,0.5384615384615384
519,CO,13,2,0.15384615384615385
519,MX,517,220,0.425531914893617
520,CL,78,37,0.47435897435897434
520,CO,13,3,0.23076923076923078
520,MX,517,213,0.4119922630560928
521,CL,78,37,0.47435897435897434
521,CO,13,3,0.23076923076923078
521,MX,517,221,0.4274661508704062
522,CL,78,37,0.47435897435897434
522,CO,13,3,0.23076923076923078
522,MX,517,220,0.425531914893617
523,CL,78,38,0.48717948717948717
523,CO,13,3,0.23076923076923078
523,MX,517,232,0.44874274661508706
524,CL,78,37,0.47435897435897434
524,CO,13,3,0.23076923076923078
524,MX,517,230,0.4448742746615087
525,CL,78,41,0.5256410256410257
