integrated_row_id,comparison_region,subsample,dataset_source,n_det_valid_original,n_det_missing_original,n_det_imputed_50,prop_det_imputed_50,has_det_imputed_50,det_cols_imputed_50,n_det_valid,n_det_missing,usable_for_clustering
1087,EUROPE,RENOVISOR,rv,15,17,0,0,FALSE,NA,15,17,FALSE
1088,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_03_risk_profile; det_12_own_competence; det_21_rights_and_duties; det_24_socialising; det_25_agreement; det_27_fun,32,0,TRUE
1089,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_03_risk_profile; det_04_added_value; det_17_adherence; det_23_support; det_27_fun,32,0,TRUE
1090,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_03_risk_profile; det_30_authority,32,0,TRUE
1091,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_03_risk_profile; det_12_own_competence,32,0,TRUE
1092,EUROPE,RENOVISOR,rv,22,10,0,0,FALSE,NA,22,10,FALSE
1093,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_03_risk_profile; det_12_own_competence; det_18_autonomy; det_30_authority,32,0,TRUE
1094,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_03_risk_profile; det_07_legal; det_17_adherence; det_23_support; det_28_recognition,32,0,TRUE
1095,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_17_adherence; det_23_support,32,0,TRUE
1096,EUROPE,RENOVISOR,rv,24,8,8,0.25,TRUE,det_03_risk_profile; det_04_added_value; det_05_frugality; det_07_legal; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_18_autonomy,32,0,TRUE
1097,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_07_legal; det_09_safety; det_15_self_satisfaction; det_20_coziness; det_22_peer_pressure; det_23_support,32,0,TRUE
1098,EUROPE,RENOVISOR,rv,20,12,0,0,FALSE,NA,20,12,FALSE
1099,EUROPE,RENOVISOR,rv,25,7,7,0.21875,TRUE,det_01_profits; det_04_added_value; det_06_climate_protection; det_17_adherence; det_24_socialising; det_27_fun; det_31_approval,32,0,TRUE
1100,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_01_profits,32,0,TRUE
1101,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_18_autonomy; det_21_rights_and_duties,32,0,TRUE
1102,EUROPE,RENOVISOR,rv,21,11,0,0,FALSE,NA,21,11,FALSE
1103,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_19_wellbeing,32,0,TRUE
1104,EUROPE,RENOVISOR,rv,22,10,0,0,FALSE,NA,22,10,FALSE
1105,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_06_climate_protection; det_18_autonomy; det_21_rights_and_duties; det_23_support; det_26_novelty,32,0,TRUE
1106,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1107,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1108,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_27_fun; det_30_authority; det_31_approval,32,0,TRUE
1109,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_08_trust; det_23_support; det_24_socialising; det_31_approval; det_32_own_significance,32,0,TRUE
1110,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_03_risk_profile; det_07_legal; det_09_safety; det_13_technical_fit; det_16_commitment; det_26_novelty,32,0,TRUE
1111,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_05_frugality; det_09_safety; det_20_coziness; det_26_novelty; det_30_authority,32,0,TRUE
1112,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_27_fun; det_31_approval,32,0,TRUE
1113,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1114,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_20_coziness; det_26_novelty; det_29_trends,32,0,TRUE
1115,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_02_credit_score; det_04_added_value; det_20_coziness; det_21_rights_and_duties; det_25_agreement; det_27_fun,32,0,TRUE
1116,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1117,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_02_credit_score; det_04_added_value; det_07_legal; det_12_own_competence; det_24_socialising,32,0,TRUE
1118,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_08_trust; det_09_safety; det_16_commitment; det_24_socialising; det_27_fun,32,0,TRUE
1119,EUROPE,RENOVISOR,rv,19,13,0,0,FALSE,NA,19,13,FALSE
1120,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_01_profits; det_10_cost_efficiency; det_13_technical_fit; det_23_support; det_30_authority,32,0,TRUE
1121,EUROPE,RENOVISOR,rv,20,12,0,0,FALSE,NA,20,12,FALSE
1122,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1123,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_24_socialising; det_27_fun; det_30_authority,32,0,TRUE
1124,EUROPE,RENOVISOR,rv,25,7,7,0.21875,TRUE,det_01_profits; det_02_credit_score; det_06_climate_protection; det_07_legal; det_09_safety; det_22_peer_pressure; det_24_socialising,32,0,TRUE
1125,EUROPE,RENOVISOR,rv,24,8,8,0.25,TRUE,det_02_credit_score; det_08_trust; det_12_own_competence; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_24_socialising; det_27_fun,32,0,TRUE
1126,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_01_profits; det_03_risk_profile; det_04_added_value; det_09_safety; det_20_coziness; det_26_novelty,32,0,TRUE
1127,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_06_climate_protection; det_23_support; det_29_trends; det_32_own_significance,32,0,TRUE
1128,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1129,EUROPE,RENOVISOR,rv,12,20,0,0,FALSE,NA,12,20,FALSE
1130,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1131,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1132,EUROPE,RENOVISOR,rv,22,10,0,0,FALSE,NA,22,10,FALSE
1133,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_04_added_value; det_27_fun; det_32_own_significance,32,0,TRUE
1134,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_12_own_competence; det_14_environmental_concerns; det_23_support; det_29_trends,32,0,TRUE
1135,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_10_cost_efficiency; det_17_adherence; det_23_support; det_29_trends,32,0,TRUE
1136,EUROPE,RENOVISOR,rv,25,7,7,0.21875,TRUE,det_02_credit_score; det_03_risk_profile; det_05_frugality; det_12_own_competence; det_21_rights_and_duties; det_27_fun; det_30_authority,32,0,TRUE
1137,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_12_own_competence; det_14_environmental_concerns; det_17_adherence; det_22_peer_pressure; det_23_support,32,0,TRUE
1138,EUROPE,RENOVISOR,rv,22,10,0,0,FALSE,NA,22,10,FALSE
1139,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_27_fun,32,0,TRUE
1140,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_07_legal; det_27_fun,32,0,TRUE
1141,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1142,EUROPE,RENOVISOR,rv,20,12,0,0,FALSE,NA,20,12,FALSE
1143,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_04_added_value; det_11_knowledge; det_21_rights_and_duties; det_25_agreement; det_26_novelty,32,0,TRUE
1144,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_07_legal; det_12_own_competence; det_17_adherence; det_21_rights_and_duties; det_26_novelty; det_32_own_significance,32,0,TRUE
1145,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_24_socialising; det_25_agreement,32,0,TRUE
1146,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_16_commitment; det_27_fun; det_31_approval,32,0,TRUE
1147,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_22_peer_pressure,32,0,TRUE
1148,EUROPE,RENOVISOR,rv,24,8,8,0.25,TRUE,det_02_credit_score; det_09_safety; det_12_own_competence; det_18_autonomy; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,32,0,TRUE
1149,EUROPE,RENOVISOR,rv,21,11,0,0,FALSE,NA,21,11,FALSE
1150,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_02_credit_score; det_03_risk_profile; det_13_technical_fit,32,0,TRUE
1151,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_05_frugality; det_09_safety; det_25_agreement,32,0,TRUE
1152,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_02_credit_score; det_08_trust; det_19_wellbeing; det_22_peer_pressure,32,0,TRUE
1153,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_02_credit_score; det_07_legal; det_12_own_competence; det_24_socialising,32,0,TRUE
1154,EUROPE,RENOVISOR,rv,27,5,5,0.15625,TRUE,det_01_profits; det_09_safety; det_11_knowledge; det_19_wellbeing; det_20_coziness,32,0,TRUE
1155,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_28_recognition,32,0,TRUE
1156,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1157,EUROPE,RENOVISOR,rv,16,16,0,0,FALSE,NA,16,16,FALSE
1158,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_05_frugality; det_07_legal; det_20_coziness; det_32_own_significance,32,0,TRUE
1159,EUROPE,RENOVISOR,rv,14,18,0,0,FALSE,NA,14,18,FALSE
1160,EUROPE,RENOVISOR,rv,25,7,7,0.21875,TRUE,det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_24_socialising,32,0,TRUE
1161,EUROPE,RENOVISOR,rv,25,7,7,0.21875,TRUE,det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_26_novelty; det_29_trends; det_30_authority,32,0,TRUE
1162,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1163,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_05_frugality; det_09_safety,32,0,TRUE
1164,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1165,EUROPE,RENOVISOR,rv,20,12,0,0,FALSE,NA,20,12,FALSE
1166,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1167,EUROPE,RENOVISOR,rv,21,11,0,0,FALSE,NA,21,11,FALSE
1168,EUROPE,RENOVISOR,rv,18,14,0,0,FALSE,NA,18,14,FALSE
1169,EUROPE,RENOVISOR,rv,20,12,0,0,FALSE,NA,20,12,FALSE
1170,EUROPE,RENOVISOR,rv,28,4,4,0.125,TRUE,det_08_trust; det_19_wellbeing; det_21_rights_and_duties; det_26_novelty,32,0,TRUE
1171,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_09_safety; det_23_support; det_26_novelty,32,0,TRUE
1172,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1173,EUROPE,RENOVISOR,rv,29,3,3,0.09375,TRUE,det_22_peer_pressure; det_26_novelty; det_29_trends,32,0,TRUE
1174,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1175,EUROPE,RENOVISOR,rv,16,16,0,0,FALSE,NA,16,16,FALSE
1176,EUROPE,RENOVISOR,rv,20,12,0,0,FALSE,NA,20,12,FALSE
1177,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1178,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1179,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1180,EUROPE,RENOVISOR,rv,30,2,2,0.0625,TRUE,det_02_credit_score; det_23_support,32,0,TRUE
1181,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_02_credit_score; det_05_frugality; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_30_authority,32,0,TRUE
1182,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1183,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_25_agreement,32,0,TRUE
1184,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1185,EUROPE,RENOVISOR,rv,26,6,6,0.1875,TRUE,det_04_added_value; det_12_own_competence; det_14_environmental_concerns; det_23_support; det_25_agreement; det_31_approval,32,0,TRUE
1186,EUROPE,RENOVISOR,rv,23,9,0,0,FALSE,NA,23,9,FALSE
1187,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1188,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1189,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1190,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1191,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1192,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1193,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1194,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1195,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1196,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1197,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1198,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1199,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1200,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1201,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1202,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1203,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1204,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1205,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1206,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1207,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1208,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1209,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1210,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1211,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1212,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1213,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1214,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1215,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1216,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1217,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1218,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1219,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1220,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1221,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1222,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1223,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1224,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1225,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1226,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_25_agreement,32,0,TRUE
1227,EUROPE,RENOVISOR,rv,0,32,0,0,FALSE,NA,0,32,FALSE
1228,EUROPE,RENOVISOR,rv,31,1,1,0.03125,TRUE,det_27_fun,32,0,TRUE
1229,EUROPE,RENOVISOR,rv,32,0,0,0,FALSE,NA,32,0,TRUE
1230,EUROPE,WHY_EUROPE,why,30,2,2,0.0625,TRUE,det_19_wellbeing; det_28_recognition,32,0,TRUE
1231,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_16_commitment,32,0,TRUE
1232,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1233,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1234,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1235,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_03_risk_profile,32,0,TRUE
1236,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1237,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1238,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1239,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1240,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1241,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1242,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1243,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1244,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1245,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1246,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1247,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1248,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1249,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_09_safety,32,0,TRUE
1250,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1251,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1252,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1253,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1254,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1255,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1256,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1257,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1258,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1259,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_08_trust,32,0,TRUE
1260,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1261,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_04_added_value,32,0,TRUE
1262,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1263,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_22_peer_pressure,32,0,TRUE
1264,EUROPE,WHY_EUROPE,why,30,2,2,0.0625,TRUE,det_07_legal; det_20_coziness,32,0,TRUE
1265,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1266,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1267,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1268,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,FALSE
1269,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1270,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1271,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1272,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1273,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1274,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1275,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1276,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1277,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1278,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1279,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1280,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_18_autonomy,32,0,TRUE
1281,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1282,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1283,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_08_trust,32,0,TRUE
1284,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1285,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1286,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1287,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_18_autonomy,32,0,TRUE
1288,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1289,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1290,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1291,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1292,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1293,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1294,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1295,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_12_own_competence,32,0,TRUE
1296,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1297,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1298,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1299,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1300,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1301,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1302,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1303,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1304,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1305,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1306,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1307,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1308,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_09_safety,32,0,TRUE
1309,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1310,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1311,EUROPE,WHY_EUROPE,why,30,2,2,0.0625,TRUE,det_01_profits; det_13_technical_fit,32,0,TRUE
1312,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1313,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1314,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_08_trust,32,0,TRUE
1315,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1316,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1317,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1318,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_03_risk_profile,32,0,TRUE
1319,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1320,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1321,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_04_added_value,32,0,TRUE
1322,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1323,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1324,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1325,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1326,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1327,EUROPE,WHY_EUROPE,why,30,2,2,0.0625,TRUE,det_04_added_value; det_28_recognition,32,0,TRUE
1328,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1329,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1330,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1331,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1332,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1333,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1334,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1335,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1336,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1337,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1338,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_20_coziness,32,0,TRUE
1339,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
1340,EUROPE,WHY_EUROPE,why,31,1,1,0.03125,TRUE,det_03_risk_profile,32,0,TRUE
1341,EUROPE,WHY_EUROPE,why,32,0,0,0,FALSE,NA,32,0,TRUE
