integrated_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,education_tfm_model,employment_model,student_status_model,city_size_model,tenure_model,tenure_tfm_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_region_model,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict
920,rv__6a4407786c0afee02f74e0d0,6a4407786c0afee02f74e0d0,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a4407786c0afee02f74e0d0,NA,2026,1994,NA,Female.,HU – Hungary,HU,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,3: Subtropical Climates - Continental.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,15,30,"Yes, sometimes on a regular schedule.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,NA,I am more likely to invest if it improves my safety or that of my household.,87,100,NA,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1994,32,FALSE,25_34,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,HU,HU,eastern_europe,NA,unknown,unknown,unknown,3 subtropical climates continental,traditional family household composed of the parents and and one or two children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,voter,1,NA,unknown,fearful,87,100,NA,15,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
921,rv__6a4538b34b1d966a8c1c8ad2,6a4538b34b1d966a8c1c8ad2,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a4538b34b1d966a8c1c8ad2,NA,2026,1991,NA,Female.,IT – Italy,IT,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,5: Temperate Climates - Transitional.,Dual Income No Kids: Household composed of two adults without children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Part-time employed.,NA,Νone of the above.,NA,5,20,"Yes, most of the time.",Licensed Passenger.,I usually switch my vote depending on the candidate/program or the type of election.,20,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,70,100,60,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1991,35,FALSE,35_44,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner without mortgage,unknown,yes,unknown,NA,IT,IT,southern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,dual income no kids household composed of two adults without children,licensed passenger,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,uncertain,NA,20,left,homo_economicus,70,100,60,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
922,rv__6a4672e44a6e2822df34dac4,6a4672e44a6e2822df34dac4,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a4672e44a6e2822df34dac4,NA,2026,2002,NA,Female.,NO – Norway,NO,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,5,30,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,9,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",75,100,67,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",One person (usually not me) does the research and then discusses it with the others.,2002,24,FALSE,18_24,female,high,university,student,unknown,rural_small,owner_with_mortgage,Homeowner without mortgage,unknown,yes,unknown,NA,NO,OTHER_COUNTRIES,northern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,ageing family household composed of two older adults,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,one person usually not me does the research and then discusses it with the others,uncertain,NA,9,extreme_left,activist,75,100,67,5,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
923,rv__6a4757d5f41fde231a57efda,6a4757d5f41fde231a57efda,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a4757d5f41fde231a57efda,NA,2026,1993,NA,Female.,DK – Denmark,DK,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,5: Temperate Climates - Transitional.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,50,120,"Yes, sometimes on a regular schedule.",Solo Driver.,I usually vote for national parties.,10,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,80,100,80,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",I live alone.,1993,33,FALSE,25_34,female,high,university,employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,DK,DK,northern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,uni personal household household composed of one individual,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,i live alone,voter,1,10,extreme_left,careful,80,100,80,50,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
924,rv__6a47bb105f4e67a7f5d3ddb2,6a47bb105f4e67a7f5d3ddb2,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a47bb105f4e67a7f5d3ddb2,NA,2026,1986,NA,Male.,GB – United Kingdom,GB,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,4: Temperate Climates - Maritime.,Large family: Household composed of the parents and an above average number of children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,30,60,"Yes, sometimes on a regular schedule.",Solo Driver.,I usually vote for other options.,19,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",78,73,56,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1986,40,FALSE,35_44,male,high,university,employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,large family household composed of the parents and an above average number of children,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,voter,1,19,extreme_left,activist,78,73,56,30,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
925,rv__6a4bba23e9d73d1531cf6fd4,6a4bba23e9d73d1531cf6fd4,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a4bba23e9d73d1531cf6fd4,NA,2026,2000,NA,Male.,PL – Poland,PL,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,5: Temperate Climates - Transitional.,Poly-nuclear household: Household composed of several non family-related people sharing a dwelling.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Student.,NA,Νone of the above.,NA,7,90,"Yes, sometimes on an irregular schedule.",Licensed Passenger.,I usually switch my vote depending on the candidate/program or the type of election.,55,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,75,95,35,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",Different household members have veto power or primary decision-making authority over specific aspects.,2000,26,FALSE,25_34,male,high,university,student,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,PL,PL,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,poly nuclear household household composed of several non family related people sharing a dwelling,licensed passenger,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,different household members have veto power or primary decision making authority over specific aspects,uncertain,NA,55,centre,homo_economicus,75,95,35,7,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
926,rv__6a53768f67c5c52a1176ffe4,6a53768f67c5c52a1176ffe4,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,6a53768f67c5c52a1176ffe4,NA,2026,2007,NA,Female.,PL – Poland,PL,NA,NA,NA,NA,NA,Village: Less than 1 000 inhabitants.,7: Temperate Climates - Continental.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"Secondary Education (e.g. high school, secondary school).",Unemployed.,NA,Νone of the above.,NA,8,20,"Yes, sometimes on an irregular schedule.",Non-Driver Companion.,I usually switch my vote depending on the candidate/program or the type of election.,25,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,80,80,70,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",Different household members have veto power or primary decision-making authority over specific aspects.,2007,19,FALSE,18_24,female,medium,non_university,unemployed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,PL,PL,eastern_europe,NA,unknown,unknown,unknown,7 temperate climates continental,single parenthood household composed of a parent and its children,non driver companion,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,different household members have veto power or primary decision making authority over specific aspects,uncertain,NA,25,left,careful,80,80,70,8,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
927,rv__6a54a,6a54a,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,6a54a,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",One person (usually me) does the research and then discusses it with the others.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,one person usually me does the research and then discusses it with the others,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
928,rv__88888,88888,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,88888,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Support,NA,NA,NA,Moderately concerned,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
929,rv__aal81,aal81,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,aal81,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
930,rv__ab067,ab067,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,ab067,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Oppose,NA,NA,NA,Extremely concerned | Other: I have other concerns not listed here.,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
931,rv__abcde,abcde,rv,1,1,poverty,Content_Export_RV-Poverty__96.xlsx,abcde,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
932,rv__ad85a,ad85a,rv,1,1,concerns2,Content_Export_RV-Concerns_2__166.xlsx,NA,ad85a,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extremely concerned | Safety & Nature: Risks to safety, the environment, or long-term waste.;Local Impact: Negative impact on my neighborhood or quality of life.;Ethics: Political or ethical concerns (e.g., unfairness).",NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
933,rv__amr90,amr90,rv,1,1,poverty,Content_Export_RV-Poverty__96.xlsx,NA,amr90,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
934,rv__c5pqdyqa,c5pqdyqa,rv,2,1,poverty,Content_Export_RV-Poverty__96.xlsx,c5pqdyqa,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
935,rv__ccp68,ccp68,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,ccp68,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Support,NA,NA,NA,"Quite concerned | Ethics: Political or ethical concerns (e.g., unfairness).",NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
936,rv__ceb83,ceb83,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,ceb83,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
937,rv__cm966,cm966,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,cm966,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Oppose,NA,NA,NA,Moderately concerned,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
938,rv__cut53,cut53,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,cut53,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral / Undecided,NA,NA,NA,Quite concerned | Local Impact: Negative impact on my neighborhood or quality of life.,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
939,rv__dgc00,dgc00,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,dgc00,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
940,rv__dmb81,dmb81,rv,1,1,poverty,Content_Export_RV-Poverty__96.xlsx,NA,dmb81,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
941,rv__emc81,emc81,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,emc81,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Support,NA,NA,NA,Moderately concerned,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
942,rv__eoclr,eoclr,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,eoclr,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
943,rv__f022823cdfa64cd6bd42,f022823cdfa64cd6bd42,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,f022823cdfa64cd6bd42,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I’ve already done the basic upgrades, and now I’m looking for advanced ways to reach peak energy performance and future-proof my home.",One person (usually me) does the research and then discusses it with the others.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,i ve already done the basic upgrades and now i m looking for advanced ways to reach peak energy performance and future proof my home,one person usually me does the research and then discusses it with the others,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
944,rv__fcec7cd3219d415f97b1,fcec7cd3219d415f97b1,rv,1,1,poverty,Content_Export_RV-Poverty__96.xlsx,fcec7cd3219d415f97b1,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-belonging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
945,rv__gac00,gac00,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,gac00,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
946,rv__gbhds,gbhds,rv,3,3,concerns2;energy_crisis;poverty,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,NA,gbhds,2026,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Support,NA,NA,NA,Moderately concerned,NA,NA,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,ES,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
