"scenario","type","reference","K","D","D_order","archetypes_used","n_patterns_covered","freq_covered","pct_covered"
"10-32","ext","kmeans",8,8,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",64022,4580754,57.259425
"10-32","ext","kmeans",8,10,4,"Fearful | Stubborn | Careful | Homo.Economicus | Cluster8 | Early.Adopter | Uninterested | Influencer",92037,5906718,73.833975
"10-32","ext","sins",1,0,4,"Careful",0,0,0
"10-32","ext","sins",1,2,4,"Careful",1,11375,0.1421875
"10-32","ext","sins",1,4,4,"Careful",156,166351,2.0793875
"10-32","ext","sins",1,6,4,"Careful",2351,647027,8.0878375
"10-32","ext","sins",1,8,4,"Careful",12674,1640048,20.5006
"10-32","ext","sins",1,10,4,"Careful",35128,2460692,30.75865
"10-32","ext","sins",2,0,4,"Careful | Fearful",0,0,0
"10-32","ext","sins",2,2,4,"Careful | Fearful",1,11375,0.1421875
"10-32","ext","sins",2,4,4,"Careful | Fearful",197,168580,2.10725
"10-32","ext","sins",2,6,4,"Careful | Fearful",3161,773807,9.6725875
"10-32","ext","sins",2,8,4,"Careful | Fearful",16646,1893577,23.6697125
"10-32","ext","sins",2,10,4,"Careful | Fearful",42765,2606693,32.5836625
"10-32","ext","sins",3,0,4,"Careful | Fearful | Stubborn",0,0,0
"10-32","ext","sins",3,2,4,"Careful | Fearful | Stubborn",4,11380,0.14225
"10-32","ext","sins",3,4,4,"Careful | Fearful | Stubborn",322,169313,2.1164125
"10-32","ext","sins",3,6,4,"Careful | Fearful | Stubborn",4924,814442,10.180525
"10-32","ext","sins",3,8,4,"Careful | Fearful | Stubborn",25158,2248761,28.1095125
"10-32","ext","sins",3,10,4,"Careful | Fearful | Stubborn",59186,4925784,61.5723
"10-32","ext","sins",4,0,4,"Careful | Fearful | Stubborn | Early Adopter",0,0,0
"10-32","ext","sins",4,2,4,"Careful | Fearful | Stubborn | Early Adopter",4,11380,0.14225
"10-32","ext","sins",4,4,4,"Careful | Fearful | Stubborn | Early Adopter",329,169696,2.1212
"10-32","ext","sins",4,6,4,"Careful | Fearful | Stubborn | Early Adopter",5157,1117142,13.964275
"10-32","ext","sins",4,8,4,"Careful | Fearful | Stubborn | Early Adopter",27029,3439992,42.9999
"10-32","ext","sins",4,10,4,"Careful | Fearful | Stubborn | Early Adopter",65941,6650264,83.1283
"10-32","ext","sins",5,0,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus",0,0,0
"10-32","ext","sins",5,2,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus",4,11380,0.14225
"10-32","ext","sins",5,4,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus",335,169746,2.121825
"10-32","ext","sins",5,6,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus",5414,1120195,14.0024375
"10-32","ext","sins",5,8,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus",28933,3489074,43.613425
"10-32","ext","sins",5,10,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus",68881,6755594,84.444925
"10-32","ext","sins",6,0,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested",0,0,0
"10-32","ext","sins",6,2,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested",4,11380,0.14225
"10-32","ext","sins",6,4,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested",346,169776,2.1222
"10-32","ext","sins",6,6,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested",5736,1131191,14.1398875
"10-32","ext","sins",6,8,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested",30691,4888620,61.10775
"10-32","ext","sins",6,10,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested",70722,6789190,84.864875
"10-32","ext","sins",7,0,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested | Influencer",0,0,0
"10-32","ext","sins",7,2,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested | Influencer",4,11380,0.14225
"10-32","ext","sins",7,4,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested | Influencer",348,169778,2.122225
"10-32","ext","sins",7,6,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested | Influencer",5811,1135478,14.193475
"10-32","ext","sins",7,8,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested | Influencer",31451,4958804,61.98505
"10-32","ext","sins",7,10,4,"Careful | Fearful | Stubborn | Early Adopter | Homo Economicus | Uninterested | Influencer",72858,6929141,86.6142625
