analysis_sample,matrix_name,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
WHY_EUROPE,matrix_32_pos_0_1,KM5,EFA4,57.142857142857146,14,10,8,57.142857142857146,80,50,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,matrix_32_pos_0_1,KM6,EFA6,100,8,11,8,100,72.72727272727273,72.72727272727273,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness
WHY_EUROPE,matrix_32_ext_0_1,KM1,EFA5,100,8,13,8,100,61.53846153846154,61.53846153846154,det_11_knowledge; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_EUROPE,matrix_32_ext_0_1,KM2,EFA2,91.66666666666669,12,14,11,91.66666666666669,78.57142857142857,73.33333333333333,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_ext_0_1,KM3,EFA3,55.55555555555556,9,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction
WHY_EUROPE,matrix_32_ext_0_1,KM4,EFA1,77.77777777777777,9,8,7,77.77777777777777,87.5,70,det_22_peer_pressure; det_24_socialising; det_25_agreement; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_EUROPE,matrix_32_ext_0_1,KM5,EFA4,15.384615384615383,13,8,2,15.384615384615383,25,10.526315789473683,det_14_environmental_concerns; det_22_peer_pressure
WHY_EUROPE,matrix_32_ext_0_1,KM6,EFA6,40,10,8,4,40,50,28.571428571428573,det_07_legal; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,matrix_32_z_abs,KM1,EFA2,50,14,9,7,50,77.77777777777777,43.75,det_01_profits; det_04_added_value; det_05_frugality; det_09_safety; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_EUROPE,matrix_32_z_abs,KM2,EFA3,37.5,8,8,3,37.5,37.5,23.076923076923077,det_13_technical_fit; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,matrix_32_z_abs,KM3,EFA1,13.333333333333334,15,8,2,13.333333333333334,25,9.523809523809524,det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_z_abs,KM4,EFA6,50,8,8,4,50,50,33.333333333333336,det_03_risk_profile; det_05_frugality; det_09_safety; det_12_own_competence
WHY_EUROPE,matrix_32_z_abs,KM5,EFA4,37.5,8,9,3,37.5,33.333333333333336,21.428571428571427,det_13_technical_fit; det_16_commitment; det_17_adherence
WHY_EUROPE,matrix_32_z_abs,KM6,EFA5,37.5,8,10,3,37.5,30,20,det_03_risk_profile; det_05_frugality; det_13_technical_fit
WHY_LATAM,matrix_32_raw_0_1,KM1,EFA1,58.333333333333336,12,8,7,58.333333333333336,87.5,53.84615384615385,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_raw_0_1,KM2,EFA4,46.666666666666664,15,8,7,46.666666666666664,87.5,43.75,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy
WHY_LATAM,matrix_32_raw_0_1,KM3,EFA6,100,8,15,8,100,53.333333333333336,53.333333333333336,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
WHY_LATAM,matrix_32_raw_0_1,KM4,EFA5,11.11111111111111,9,8,1,11.11111111111111,12.5,6.25,det_13_technical_fit
WHY_LATAM,matrix_32_raw_0_1,KM5,EFA3,50,8,10,4,50,40,28.571428571428573,det_07_legal; det_11_knowledge; det_12_own_competence; det_21_rights_and_duties
WHY_LATAM,matrix_32_raw_0_1,KM6,EFA2,41.666666666666664,12,8,5,41.666666666666664,62.5,33.333333333333336,det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_LATAM,matrix_32_pos_0_1,KM1,EFA5,100,14,15,14,100,93.33333333333331,93.33333333333331,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_LATAM,matrix_32_pos_0_1,KM2,EFA2,66.66666666666667,12,10,8,66.66666666666667,80,57.142857142857146,det_03_risk_profile; det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_LATAM,matrix_32_pos_0_1,KM3,EFA3,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
WHY_LATAM,matrix_32_pos_0_1,KM4,EFA6,30.76923076923077,13,8,4,30.76923076923077,50,23.529411764705884,det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_19_wellbeing
WHY_LATAM,matrix_32_pos_0_1,KM5,EFA4,37.5,8,8,3,37.5,37.5,23.076923076923077,det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing
WHY_LATAM,matrix_32_pos_0_1,KM6,EFA1,0,12,8,0,0,0,0,NA
WHY_LATAM,matrix_32_ext_0_1,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_ext_0_1,KM2,EFA4,25,8,8,2,25,25,14.285714285714286,det_02_credit_score; det_19_wellbeing
WHY_LATAM,matrix_32_ext_0_1,KM3,EFA2,13.333333333333334,15,8,2,13.333333333333334,25,9.523809523809524,det_21_rights_and_duties; det_27_fun
WHY_LATAM,matrix_32_ext_0_1,KM4,EFA6,100,8,15,8,100,53.333333333333336,53.333333333333336,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
WHY_LATAM,matrix_32_ext_0_1,KM5,EFA3,66.66666666666667,15,10,10,66.66666666666667,100,66.66666666666667,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_LATAM,matrix_32_ext_0_1,KM6,EFA5,88.88888888888889,9,15,8,88.88888888888889,53.333333333333336,50,det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_24_socialising; det_25_agreement; det_28_recognition; det_30_authority; det_31_approval
WHY_LATAM,matrix_32_z_abs,KM1,EFA3,66.66666666666667,12,8,8,66.66666666666667,100,66.66666666666667,det_09_safety; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_LATAM,matrix_32_z_abs,KM2,EFA6,100,8,15,8,100,53.333333333333336,53.333333333333336,det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_17_adherence; det_21_rights_and_duties; det_23_support
WHY_LATAM,matrix_32_z_abs,KM3,EFA2,55.55555555555556,9,8,5,55.55555555555556,62.5,41.666666666666664,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_23_support; det_32_own_significance
WHY_LATAM,matrix_32_z_abs,KM4,EFA1,12.5,8,8,1,12.5,12.5,6.666666666666667,det_24_socialising
WHY_LATAM,matrix_32_z_abs,KM5,EFA4,37.5,8,15,3,37.5,20,15,det_07_legal; det_18_autonomy; det_27_fun
WHY_LATAM,matrix_32_z_abs,KM6,EFA5,46.666666666666664,15,8,7,46.666666666666664,87.5,43.75,det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_11_knowledge; det_12_own_competence; det_17_adherence
