bootstrap_id,comparison_region,subsample,dataset_source,n_draws
171,EUROPE,DIEGO,diego,263
171,EUROPE,RENOVISOR,rv,608
171,EUROPE,WHY_EUROPE,why,129
171,LATAM,WHY_LATAM,why,608
172,EUROPE,DIEGO,diego,259
172,EUROPE,RENOVISOR,rv,604
172,EUROPE,WHY_EUROPE,why,137
172,LATAM,WHY_LATAM,why,608
173,EUROPE,DIEGO,diego,252
173,EUROPE,RENOVISOR,rv,612
173,EUROPE,WHY_EUROPE,why,136
173,LATAM,WHY_LATAM,why,608
174,EUROPE,DIEGO,diego,259
174,EUROPE,RENOVISOR,rv,605
174,EUROPE,WHY_EUROPE,why,136
174,LATAM,WHY_LATAM,why,608
175,EUROPE,DIEGO,diego,235
175,EUROPE,RENOVISOR,rv,624
175,EUROPE,WHY_EUROPE,why,141
175,LATAM,WHY_LATAM,why,608
176,EUROPE,DIEGO,diego,263
176,EUROPE,RENOVISOR,rv,593
176,EUROPE,WHY_EUROPE,why,144
176,LATAM,WHY_LATAM,why,608
177,EUROPE,DIEGO,diego,259
177,EUROPE,RENOVISOR,rv,617
177,EUROPE,WHY_EUROPE,why,124
177,LATAM,WHY_LATAM,why,608
178,EUROPE,DIEGO,diego,251
178,EUROPE,RENOVISOR,rv,617
178,EUROPE,WHY_EUROPE,why,132
178,LATAM,WHY_LATAM,why,608
179,EUROPE,DIEGO,diego,245
179,EUROPE,RENOVISOR,rv,618
179,EUROPE,WHY_EUROPE,why,137
179,LATAM,WHY_LATAM,why,608
180,EUROPE,DIEGO,diego,251
180,EUROPE,RENOVISOR,rv,608
180,EUROPE,WHY_EUROPE,why,141
180,LATAM,WHY_LATAM,why,608
181,EUROPE,DIEGO,diego,255
181,EUROPE,RENOVISOR,rv,616
181,EUROPE,WHY_EUROPE,why,129
181,LATAM,WHY_LATAM,why,608
182,EUROPE,DIEGO,diego,263
182,EUROPE,RENOVISOR,rv,600
182,EUROPE,WHY_EUROPE,why,137
182,LATAM,WHY_LATAM,why,608
183,EUROPE,DIEGO,diego,250
183,EUROPE,RENOVISOR,rv,609
183,EUROPE,WHY_EUROPE,why,141
183,LATAM,WHY_LATAM,why,608
184,EUROPE,DIEGO,diego,235
184,EUROPE,RENOVISOR,rv,616
184,EUROPE,WHY_EUROPE,why,149
184,LATAM,WHY_LATAM,why,608
185,EUROPE,DIEGO,diego,241
185,EUROPE,RENOVISOR,rv,608
185,EUROPE,WHY_EUROPE,why,151
185,LATAM,WHY_LATAM,why,608
186,EUROPE,DIEGO,diego,250
186,EUROPE,RENOVISOR,rv,601
186,EUROPE,WHY_EUROPE,why,149
186,LATAM,WHY_LATAM,why,608
187,EUROPE,DIEGO,diego,237
187,EUROPE,RENOVISOR,rv,620
187,EUROPE,WHY_EUROPE,why,143
187,LATAM,WHY_LATAM,why,608
188,EUROPE,DIEGO,diego,264
188,EUROPE,RENOVISOR,rv,612
188,EUROPE,WHY_EUROPE,why,124
188,LATAM,WHY_LATAM,why,608
189,EUROPE,DIEGO,diego,250
189,EUROPE,RENOVISOR,rv,611
189,EUROPE,WHY_EUROPE,why,139
189,LATAM,WHY_LATAM,why,608
190,EUROPE,DIEGO,diego,251
190,EUROPE,RENOVISOR,rv,623
190,EUROPE,WHY_EUROPE,why,126
190,LATAM,WHY_LATAM,why,608
191,EUROPE,DIEGO,diego,253
191,EUROPE,RENOVISOR,rv,598
191,EUROPE,WHY_EUROPE,why,149
191,LATAM,WHY_LATAM,why,608
192,EUROPE,DIEGO,diego,244
192,EUROPE,RENOVISOR,rv,620
192,EUROPE,WHY_EUROPE,why,136
192,LATAM,WHY_LATAM,why,608
193,EUROPE,DIEGO,diego,249
193,EUROPE,RENOVISOR,rv,619
193,EUROPE,WHY_EUROPE,why,132
193,LATAM,WHY_LATAM,why,608
194,EUROPE,DIEGO,diego,268
194,EUROPE,RENOVISOR,rv,600
194,EUROPE,WHY_EUROPE,why,132
194,LATAM,WHY_LATAM,why,608
195,EUROPE,DIEGO,diego,255
195,EUROPE,RENOVISOR,rv,595
195,EUROPE,WHY_EUROPE,why,150
195,LATAM,WHY_LATAM,why,608
196,EUROPE,DIEGO,diego,253
196,EUROPE,RENOVISOR,rv,609
196,EUROPE,WHY_EUROPE,why,138
196,LATAM,WHY_LATAM,why,608
197,EUROPE,DIEGO,diego,247
197,EUROPE,RENOVISOR,rv,614
197,EUROPE,WHY_EUROPE,why,139
197,LATAM,WHY_LATAM,why,608
198,EUROPE,DIEGO,diego,254
198,EUROPE,RENOVISOR,rv,613
198,EUROPE,WHY_EUROPE,why,133
198,LATAM,WHY_LATAM,why,608
199,EUROPE,DIEGO,diego,234
199,EUROPE,RENOVISOR,rv,620
199,EUROPE,WHY_EUROPE,why,146
199,LATAM,WHY_LATAM,why,608
200,EUROPE,DIEGO,diego,231
200,EUROPE,RENOVISOR,rv,611
200,EUROPE,WHY_EUROPE,why,158
200,LATAM,WHY_LATAM,why,608
201,EUROPE,DIEGO,diego,256
201,EUROPE,RENOVISOR,rv,608
201,EUROPE,WHY_EUROPE,why,136
201,LATAM,WHY_LATAM,why,608
202,EUROPE,DIEGO,diego,260
202,EUROPE,RENOVISOR,rv,587
202,EUROPE,WHY_EUROPE,why,153
202,LATAM,WHY_LATAM,why,608
203,EUROPE,DIEGO,diego,269
203,EUROPE,RENOVISOR,rv,594
203,EUROPE,WHY_EUROPE,why,137
203,LATAM,WHY_LATAM,why,608
204,EUROPE,DIEGO,diego,257
204,EUROPE,RENOVISOR,rv,616
204,EUROPE,WHY_EUROPE,why,127
204,LATAM,WHY_LATAM,why,608
205,EUROPE,DIEGO,diego,263
205,EUROPE,RENOVISOR,rv,601
205,EUROPE,WHY_EUROPE,why,136
205,LATAM,WHY_LATAM,why,608
206,EUROPE,DIEGO,diego,266
206,EUROPE,RENOVISOR,rv,617
206,EUROPE,WHY_EUROPE,why,117
206,LATAM,WHY_LATAM,why,608
207,EUROPE,DIEGO,diego,237
207,EUROPE,RENOVISOR,rv,620
207,EUROPE,WHY_EUROPE,why,143
207,LATAM,WHY_LATAM,why,608
208,EUROPE,DIEGO,diego,259
208,EUROPE,RENOVISOR,rv,606
208,EUROPE,WHY_EUROPE,why,135
208,LATAM,WHY_LATAM,why,608
209,EUROPE,DIEGO,diego,260
209,EUROPE,RENOVISOR,rv,611
209,EUROPE,WHY_EUROPE,why,129
209,LATAM,WHY_LATAM,why,608
210,EUROPE,DIEGO,diego,274
210,EUROPE,RENOVISOR,rv,604
210,EUROPE,WHY_EUROPE,why,122
210,LATAM,WHY_LATAM,why,608
211,EUROPE,DIEGO,diego,240
211,EUROPE,RENOVISOR,rv,613
211,EUROPE,WHY_EUROPE,why,147
211,LATAM,WHY_LATAM,why,608
212,EUROPE,DIEGO,diego,245
212,EUROPE,RENOVISOR,rv,599
212,EUROPE,WHY_EUROPE,why,156
212,LATAM,WHY_LATAM,why,608
213,EUROPE,DIEGO,diego,244
213,EUROPE,RENOVISOR,rv,630
213,EUROPE,WHY_EUROPE,why,126
213,LATAM,WHY_LATAM,why,608
214,EUROPE,DIEGO,diego,252
214,EUROPE,RENOVISOR,rv,604
214,EUROPE,WHY_EUROPE,why,144
214,LATAM,WHY_LATAM,why,608
215,EUROPE,DIEGO,diego,254
215,EUROPE,RENOVISOR,rv,607
215,EUROPE,WHY_EUROPE,why,139
215,LATAM,WHY_LATAM,why,608
216,EUROPE,DIEGO,diego,243
216,EUROPE,RENOVISOR,rv,636
216,EUROPE,WHY_EUROPE,why,121
216,LATAM,WHY_LATAM,why,608
217,EUROPE,DIEGO,diego,252
217,EUROPE,RENOVISOR,rv,611
217,EUROPE,WHY_EUROPE,why,137
217,LATAM,WHY_LATAM,why,608
218,EUROPE,DIEGO,diego,242
218,EUROPE,RENOVISOR,rv,627
218,EUROPE,WHY_EUROPE,why,131
218,LATAM,WHY_LATAM,why,608
219,EUROPE,DIEGO,diego,254
219,EUROPE,RENOVISOR,rv,604
219,EUROPE,WHY_EUROPE,why,142
219,LATAM,WHY_LATAM,why,608
220,EUROPE,DIEGO,diego,254
220,EUROPE,RENOVISOR,rv,627
220,EUROPE,WHY_EUROPE,why,119
220,LATAM,WHY_LATAM,why,608
221,EUROPE,DIEGO,diego,268
221,EUROPE,RENOVISOR,rv,621
221,EUROPE,WHY_EUROPE,why,111
221,LATAM,WHY_LATAM,why,608
222,EUROPE,DIEGO,diego,255
222,EUROPE,RENOVISOR,rv,613
222,EUROPE,WHY_EUROPE,why,132
222,LATAM,WHY_LATAM,why,608
223,EUROPE,DIEGO,diego,263
223,EUROPE,RENOVISOR,rv,593
223,EUROPE,WHY_EUROPE,why,144
223,LATAM,WHY_LATAM,why,608
224,EUROPE,DIEGO,diego,249
224,EUROPE,RENOVISOR,rv,609
224,EUROPE,WHY_EUROPE,why,142
224,LATAM,WHY_LATAM,why,608
225,EUROPE,DIEGO,diego,254
225,EUROPE,RENOVISOR,rv,599
225,EUROPE,WHY_EUROPE,why,147
225,LATAM,WHY_LATAM,why,608
226,EUROPE,DIEGO,diego,264
226,EUROPE,RENOVISOR,rv,616
226,EUROPE,WHY_EUROPE,why,120
226,LATAM,WHY_LATAM,why,608
227,EUROPE,DIEGO,diego,244
227,EUROPE,RENOVISOR,rv,612
227,EUROPE,WHY_EUROPE,why,144
227,LATAM,WHY_LATAM,why,608
228,EUROPE,DIEGO,diego,257
228,EUROPE,RENOVISOR,rv,593
228,EUROPE,WHY_EUROPE,why,150
228,LATAM,WHY_LATAM,why,608
229,EUROPE,DIEGO,diego,250
229,EUROPE,RENOVISOR,rv,624
229,EUROPE,WHY_EUROPE,why,126
229,LATAM,WHY_LATAM,why,608
230,EUROPE,DIEGO,diego,255
230,EUROPE,RENOVISOR,rv,615
230,EUROPE,WHY_EUROPE,why,130
230,LATAM,WHY_LATAM,why,608
231,EUROPE,DIEGO,diego,261
231,EUROPE,RENOVISOR,rv,625
231,EUROPE,WHY_EUROPE,why,114
231,LATAM,WHY_LATAM,why,608
232,EUROPE,DIEGO,diego,252
232,EUROPE,RENOVISOR,rv,618
232,EUROPE,WHY_EUROPE,why,130
232,LATAM,WHY_LATAM,why,608
233,EUROPE,DIEGO,diego,238
233,EUROPE,RENOVISOR,rv,617
233,EUROPE,WHY_EUROPE,why,145
233,LATAM,WHY_LATAM,why,608
234,EUROPE,DIEGO,diego,247
234,EUROPE,RENOVISOR,rv,611
234,EUROPE,WHY_EUROPE,why,142
234,LATAM,WHY_LATAM,why,608
235,EUROPE,DIEGO,diego,233
235,EUROPE,RENOVISOR,rv,611
235,EUROPE,WHY_EUROPE,why,156
235,LATAM,WHY_LATAM,why,608
236,EUROPE,DIEGO,diego,262
236,EUROPE,RENOVISOR,rv,611
236,EUROPE,WHY_EUROPE,why,127
236,LATAM,WHY_LATAM,why,608
237,EUROPE,DIEGO,diego,246
237,EUROPE,RENOVISOR,rv,621
237,EUROPE,WHY_EUROPE,why,133
237,LATAM,WHY_LATAM,why,608
238,EUROPE,DIEGO,diego,259
238,EUROPE,RENOVISOR,rv,598
238,EUROPE,WHY_EUROPE,why,143
238,LATAM,WHY_LATAM,why,608
239,EUROPE,DIEGO,diego,249
239,EUROPE,RENOVISOR,rv,612
239,EUROPE,WHY_EUROPE,why,139
239,LATAM,WHY_LATAM,why,608
240,EUROPE,DIEGO,diego,243
240,EUROPE,RENOVISOR,rv,609
240,EUROPE,WHY_EUROPE,why,148
240,LATAM,WHY_LATAM,why,608
241,EUROPE,DIEGO,diego,251
241,EUROPE,RENOVISOR,rv,597
241,EUROPE,WHY_EUROPE,why,152
241,LATAM,WHY_LATAM,why,608
242,EUROPE,DIEGO,diego,234
242,EUROPE,RENOVISOR,rv,610
242,EUROPE,WHY_EUROPE,why,156
242,LATAM,WHY_LATAM,why,608
243,EUROPE,DIEGO,diego,252
243,EUROPE,RENOVISOR,rv,622
243,EUROPE,WHY_EUROPE,why,126
243,LATAM,WHY_LATAM,why,608
244,EUROPE,DIEGO,diego,237
244,EUROPE,RENOVISOR,rv,627
244,EUROPE,WHY_EUROPE,why,136
244,LATAM,WHY_LATAM,why,608
245,EUROPE,DIEGO,diego,243
245,EUROPE,RENOVISOR,rv,619
245,EUROPE,WHY_EUROPE,why,138
245,LATAM,WHY_LATAM,why,608
246,EUROPE,DIEGO,diego,245
246,EUROPE,RENOVISOR,rv,612
246,EUROPE,WHY_EUROPE,why,143
246,LATAM,WHY_LATAM,why,608
247,EUROPE,DIEGO,diego,228
247,EUROPE,RENOVISOR,rv,632
247,EUROPE,WHY_EUROPE,why,140
247,LATAM,WHY_LATAM,why,608
248,EUROPE,DIEGO,diego,227
248,EUROPE,RENOVISOR,rv,602
248,EUROPE,WHY_EUROPE,why,171
248,LATAM,WHY_LATAM,why,608
249,EUROPE,DIEGO,diego,254
249,EUROPE,RENOVISOR,rv,601
249,EUROPE,WHY_EUROPE,why,145
249,LATAM,WHY_LATAM,why,608
250,EUROPE,DIEGO,diego,257
250,EUROPE,RENOVISOR,rv,598
250,EUROPE,WHY_EUROPE,why,145
250,LATAM,WHY_LATAM,why,608
251,EUROPE,DIEGO,diego,252
251,EUROPE,RENOVISOR,rv,597
251,EUROPE,WHY_EUROPE,why,151
251,LATAM,WHY_LATAM,why,608
252,EUROPE,DIEGO,diego,258
252,EUROPE,RENOVISOR,rv,598
252,EUROPE,WHY_EUROPE,why,144
252,LATAM,WHY_LATAM,why,608
253,EUROPE,DIEGO,diego,249
253,EUROPE,RENOVISOR,rv,616
253,EUROPE,WHY_EUROPE,why,135
253,LATAM,WHY_LATAM,why,608
254,EUROPE,DIEGO,diego,255
254,EUROPE,RENOVISOR,rv,612
254,EUROPE,WHY_EUROPE,why,133
254,LATAM,WHY_LATAM,why,608
255,EUROPE,DIEGO,diego,243
255,EUROPE,RENOVISOR,rv,616
255,EUROPE,WHY_EUROPE,why,141
255,LATAM,WHY_LATAM,why,608
256,EUROPE,DIEGO,diego,249
256,EUROPE,RENOVISOR,rv,615
256,EUROPE,WHY_EUROPE,why,136
256,LATAM,WHY_LATAM,why,608
257,EUROPE,DIEGO,diego,244
257,EUROPE,RENOVISOR,rv,605
257,EUROPE,WHY_EUROPE,why,151
257,LATAM,WHY_LATAM,why,608
258,EUROPE,DIEGO,diego,236
258,EUROPE,RENOVISOR,rv,613
258,EUROPE,WHY_EUROPE,why,151
258,LATAM,WHY_LATAM,why,608
259,EUROPE,DIEGO,diego,252
259,EUROPE,RENOVISOR,rv,607
259,EUROPE,WHY_EUROPE,why,141
259,LATAM,WHY_LATAM,why,608
260,EUROPE,DIEGO,diego,253
260,EUROPE,RENOVISOR,rv,628
260,EUROPE,WHY_EUROPE,why,119
260,LATAM,WHY_LATAM,why,608
261,EUROPE,DIEGO,diego,243
261,EUROPE,RENOVISOR,rv,631
261,EUROPE,WHY_EUROPE,why,126
261,LATAM,WHY_LATAM,why,608
262,EUROPE,DIEGO,diego,258
262,EUROPE,RENOVISOR,rv,604
262,EUROPE,WHY_EUROPE,why,138
262,LATAM,WHY_LATAM,why,608
263,EUROPE,DIEGO,diego,279
263,EUROPE,RENOVISOR,rv,613
263,EUROPE,WHY_EUROPE,why,108
263,LATAM,WHY_LATAM,why,608
264,EUROPE,DIEGO,diego,243
264,EUROPE,RENOVISOR,rv,622
264,EUROPE,WHY_EUROPE,why,135
264,LATAM,WHY_LATAM,why,608
265,EUROPE,DIEGO,diego,275
265,EUROPE,RENOVISOR,rv,610
265,EUROPE,WHY_EUROPE,why,115
265,LATAM,WHY_LATAM,why,608
266,EUROPE,DIEGO,diego,237
266,EUROPE,RENOVISOR,rv,616
266,EUROPE,WHY_EUROPE,why,147
266,LATAM,WHY_LATAM,why,608
267,EUROPE,DIEGO,diego,236
267,EUROPE,RENOVISOR,rv,614
267,EUROPE,WHY_EUROPE,why,150
267,LATAM,WHY_LATAM,why,608
268,EUROPE,DIEGO,diego,262
268,EUROPE,RENOVISOR,rv,606
268,EUROPE,WHY_EUROPE,why,132
268,LATAM,WHY_LATAM,why,608
269,EUROPE,DIEGO,diego,245
269,EUROPE,RENOVISOR,rv,618
269,EUROPE,WHY_EUROPE,why,137
269,LATAM,WHY_LATAM,why,608
270,EUROPE,DIEGO,diego,254
270,EUROPE,RENOVISOR,rv,610
270,EUROPE,WHY_EUROPE,why,136
270,LATAM,WHY_LATAM,why,608
271,EUROPE,DIEGO,diego,263
271,EUROPE,RENOVISOR,rv,611
271,EUROPE,WHY_EUROPE,why,126
271,LATAM,WHY_LATAM,why,608
272,EUROPE,DIEGO,diego,271
272,EUROPE,RENOVISOR,rv,599
272,EUROPE,WHY_EUROPE,why,130
272,LATAM,WHY_LATAM,why,608
273,EUROPE,DIEGO,diego,259
273,EUROPE,RENOVISOR,rv,610
273,EUROPE,WHY_EUROPE,why,131
273,LATAM,WHY_LATAM,why,608
274,EUROPE,DIEGO,diego,244
274,EUROPE,RENOVISOR,rv,606
274,EUROPE,WHY_EUROPE,why,150
274,LATAM,WHY_LATAM,why,608
275,EUROPE,DIEGO,diego,253
275,EUROPE,RENOVISOR,rv,617
275,EUROPE,WHY_EUROPE,why,130
275,LATAM,WHY_LATAM,why,608
276,EUROPE,DIEGO,diego,248
276,EUROPE,RENOVISOR,rv,616
276,EUROPE,WHY_EUROPE,why,136
276,LATAM,WHY_LATAM,why,608
277,EUROPE,DIEGO,diego,260
277,EUROPE,RENOVISOR,rv,605
277,EUROPE,WHY_EUROPE,why,135
277,LATAM,WHY_LATAM,why,608
278,EUROPE,DIEGO,diego,251
278,EUROPE,RENOVISOR,rv,612
278,EUROPE,WHY_EUROPE,why,137
278,LATAM,WHY_LATAM,why,608
279,EUROPE,DIEGO,diego,245
279,EUROPE,RENOVISOR,rv,616
279,EUROPE,WHY_EUROPE,why,139
279,LATAM,WHY_LATAM,why,608
280,EUROPE,DIEGO,diego,237
280,EUROPE,RENOVISOR,rv,624
280,EUROPE,WHY_EUROPE,why,139
280,LATAM,WHY_LATAM,why,608
281,EUROPE,DIEGO,diego,249
281,EUROPE,RENOVISOR,rv,629
281,EUROPE,WHY_EUROPE,why,122
281,LATAM,WHY_LATAM,why,608
282,EUROPE,DIEGO,diego,265
282,EUROPE,RENOVISOR,rv,604
282,EUROPE,WHY_EUROPE,why,131
282,LATAM,WHY_LATAM,why,608
283,EUROPE,DIEGO,diego,248
283,EUROPE,RENOVISOR,rv,599
283,EUROPE,WHY_EUROPE,why,153
283,LATAM,WHY_LATAM,why,608
284,EUROPE,DIEGO,diego,241
284,EUROPE,RENOVISOR,rv,618
284,EUROPE,WHY_EUROPE,why,141
284,LATAM,WHY_LATAM,why,608
285,EUROPE,DIEGO,diego,240
285,EUROPE,RENOVISOR,rv,616
285,EUROPE,WHY_EUROPE,why,144
285,LATAM,WHY_LATAM,why,608
286,EUROPE,DIEGO,diego,265
286,EUROPE,RENOVISOR,rv,605
286,EUROPE,WHY_EUROPE,why,130
286,LATAM,WHY_LATAM,why,608
287,EUROPE,DIEGO,diego,254
287,EUROPE,RENOVISOR,rv,612
287,EUROPE,WHY_EUROPE,why,134
287,LATAM,WHY_LATAM,why,608
288,EUROPE,DIEGO,diego,265
288,EUROPE,RENOVISOR,rv,613
288,EUROPE,WHY_EUROPE,why,122
288,LATAM,WHY_LATAM,why,608
289,EUROPE,DIEGO,diego,265
289,EUROPE,RENOVISOR,rv,610
289,EUROPE,WHY_EUROPE,why,125
289,LATAM,WHY_LATAM,why,608
290,EUROPE,DIEGO,diego,253
290,EUROPE,RENOVISOR,rv,610
290,EUROPE,WHY_EUROPE,why,137
290,LATAM,WHY_LATAM,why,608
291,EUROPE,DIEGO,diego,239
291,EUROPE,RENOVISOR,rv,616
291,EUROPE,WHY_EUROPE,why,145
291,LATAM,WHY_LATAM,why,608
292,EUROPE,DIEGO,diego,249
292,EUROPE,RENOVISOR,rv,621
292,EUROPE,WHY_EUROPE,why,130
292,LATAM,WHY_LATAM,why,608
293,EUROPE,DIEGO,diego,280
293,EUROPE,RENOVISOR,rv,591
293,EUROPE,WHY_EUROPE,why,129
293,LATAM,WHY_LATAM,why,608
294,EUROPE,DIEGO,diego,241
294,EUROPE,RENOVISOR,rv,629
294,EUROPE,WHY_EUROPE,why,130
294,LATAM,WHY_LATAM,why,608
295,EUROPE,DIEGO,diego,259
295,EUROPE,RENOVISOR,rv,619
295,EUROPE,WHY_EUROPE,why,122
295,LATAM,WHY_LATAM,why,608
296,EUROPE,DIEGO,diego,252
296,EUROPE,RENOVISOR,rv,613
296,EUROPE,WHY_EUROPE,why,135
296,LATAM,WHY_LATAM,why,608
297,EUROPE,DIEGO,diego,259
297,EUROPE,RENOVISOR,rv,604
297,EUROPE,WHY_EUROPE,why,137
297,LATAM,WHY_LATAM,why,608
298,EUROPE,DIEGO,diego,242
298,EUROPE,RENOVISOR,rv,613
298,EUROPE,WHY_EUROPE,why,145
298,LATAM,WHY_LATAM,why,608
299,EUROPE,DIEGO,diego,251
299,EUROPE,RENOVISOR,rv,612
299,EUROPE,WHY_EUROPE,why,137
299,LATAM,WHY_LATAM,why,608
300,EUROPE,DIEGO,diego,255
300,EUROPE,RENOVISOR,rv,604
300,EUROPE,WHY_EUROPE,why,141
300,LATAM,WHY_LATAM,why,608
301,EUROPE,DIEGO,diego,247
301,EUROPE,RENOVISOR,rv,631
301,EUROPE,WHY_EUROPE,why,122
301,LATAM,WHY_LATAM,why,608
302,EUROPE,DIEGO,diego,258
302,EUROPE,RENOVISOR,rv,611
302,EUROPE,WHY_EUROPE,why,131
302,LATAM,WHY_LATAM,why,608
303,EUROPE,DIEGO,diego,258
303,EUROPE,RENOVISOR,rv,594
303,EUROPE,WHY_EUROPE,why,148
303,LATAM,WHY_LATAM,why,608
304,EUROPE,DIEGO,diego,227
304,EUROPE,RENOVISOR,rv,640
304,EUROPE,WHY_EUROPE,why,133
304,LATAM,WHY_LATAM,why,608
305,EUROPE,DIEGO,diego,237
305,EUROPE,RENOVISOR,rv,612
305,EUROPE,WHY_EUROPE,why,151
305,LATAM,WHY_LATAM,why,608
306,EUROPE,DIEGO,diego,245
306,EUROPE,RENOVISOR,rv,613
306,EUROPE,WHY_EUROPE,why,142
306,LATAM,WHY_LATAM,why,608
307,EUROPE,DIEGO,diego,246
307,EUROPE,RENOVISOR,rv,616
307,EUROPE,WHY_EUROPE,why,138
307,LATAM,WHY_LATAM,why,608
308,EUROPE,DIEGO,diego,232
308,EUROPE,RENOVISOR,rv,626
308,EUROPE,WHY_EUROPE,why,142
308,LATAM,WHY_LATAM,why,608
309,EUROPE,DIEGO,diego,239
309,EUROPE,RENOVISOR,rv,622
309,EUROPE,WHY_EUROPE,why,139
309,LATAM,WHY_LATAM,why,608
310,EUROPE,DIEGO,diego,262
310,EUROPE,RENOVISOR,rv,606
310,EUROPE,WHY_EUROPE,why,132
310,LATAM,WHY_LATAM,why,608
311,EUROPE,DIEGO,diego,250
311,EUROPE,RENOVISOR,rv,597
311,EUROPE,WHY_EUROPE,why,153
311,LATAM,WHY_LATAM,why,608
312,EUROPE,DIEGO,diego,248
312,EUROPE,RENOVISOR,rv,611
312,EUROPE,WHY_EUROPE,why,141
312,LATAM,WHY_LATAM,why,608
313,EUROPE,DIEGO,diego,252
313,EUROPE,RENOVISOR,rv,606
313,EUROPE,WHY_EUROPE,why,142
313,LATAM,WHY_LATAM,why,608
314,EUROPE,DIEGO,diego,246
314,EUROPE,RENOVISOR,rv,608
314,EUROPE,WHY_EUROPE,why,146
314,LATAM,WHY_LATAM,why,608
315,EUROPE,DIEGO,diego,237
315,EUROPE,RENOVISOR,rv,608
315,EUROPE,WHY_EUROPE,why,155
315,LATAM,WHY_LATAM,why,608
316,EUROPE,DIEGO,diego,248
316,EUROPE,RENOVISOR,rv,629
316,EUROPE,WHY_EUROPE,why,123
316,LATAM,WHY_LATAM,why,608
317,EUROPE,DIEGO,diego,243
317,EUROPE,RENOVISOR,rv,625
317,EUROPE,WHY_EUROPE,why,132
317,LATAM,WHY_LATAM,why,608
318,EUROPE,DIEGO,diego,261
318,EUROPE,RENOVISOR,rv,602
318,EUROPE,WHY_EUROPE,why,137
318,LATAM,WHY_LATAM,why,608
319,EUROPE,DIEGO,diego,230
319,EUROPE,RENOVISOR,rv,613
319,EUROPE,WHY_EUROPE,why,157
319,LATAM,WHY_LATAM,why,608
320,EUROPE,DIEGO,diego,246
320,EUROPE,RENOVISOR,rv,623
320,EUROPE,WHY_EUROPE,why,131
320,LATAM,WHY_LATAM,why,608
321,EUROPE,DIEGO,diego,269
321,EUROPE,RENOVISOR,rv,615
321,EUROPE,WHY_EUROPE,why,116
321,LATAM,WHY_LATAM,why,608
322,EUROPE,DIEGO,diego,257
322,EUROPE,RENOVISOR,rv,585
322,EUROPE,WHY_EUROPE,why,158
322,LATAM,WHY_LATAM,why,608
323,EUROPE,DIEGO,diego,228
323,EUROPE,RENOVISOR,rv,608
323,EUROPE,WHY_EUROPE,why,164
323,LATAM,WHY_LATAM,why,608
324,EUROPE,DIEGO,diego,235
324,EUROPE,RENOVISOR,rv,628
324,EUROPE,WHY_EUROPE,why,137
324,LATAM,WHY_LATAM,why,608
325,EUROPE,DIEGO,diego,259
325,EUROPE,RENOVISOR,rv,614
325,EUROPE,WHY_EUROPE,why,127
325,LATAM,WHY_LATAM,why,608
326,EUROPE,DIEGO,diego,260
326,EUROPE,RENOVISOR,rv,599
326,EUROPE,WHY_EUROPE,why,141
326,LATAM,WHY_LATAM,why,608
327,EUROPE,DIEGO,diego,244
327,EUROPE,RENOVISOR,rv,615
327,EUROPE,WHY_EUROPE,why,141
327,LATAM,WHY_LATAM,why,608
328,EUROPE,DIEGO,diego,254
328,EUROPE,RENOVISOR,rv,610
328,EUROPE,WHY_EUROPE,why,136
328,LATAM,WHY_LATAM,why,608
329,EUROPE,DIEGO,diego,251
329,EUROPE,RENOVISOR,rv,617
329,EUROPE,WHY_EUROPE,why,132
329,LATAM,WHY_LATAM,why,608
330,EUROPE,DIEGO,diego,264
330,EUROPE,RENOVISOR,rv,603
330,EUROPE,WHY_EUROPE,why,133
330,LATAM,WHY_LATAM,why,608
331,EUROPE,DIEGO,diego,244
331,EUROPE,RENOVISOR,rv,616
331,EUROPE,WHY_EUROPE,why,140
331,LATAM,WHY_LATAM,why,608
332,EUROPE,DIEGO,diego,279
332,EUROPE,RENOVISOR,rv,589
332,EUROPE,WHY_EUROPE,why,132
332,LATAM,WHY_LATAM,why,608
333,EUROPE,DIEGO,diego,242
333,EUROPE,RENOVISOR,rv,623
333,EUROPE,WHY_EUROPE,why,135
333,LATAM,WHY_LATAM,why,608
334,EUROPE,DIEGO,diego,252
334,EUROPE,RENOVISOR,rv,600
334,EUROPE,WHY_EUROPE,why,148
334,LATAM,WHY_LATAM,why,608
335,EUROPE,DIEGO,diego,238
335,EUROPE,RENOVISOR,rv,617
335,EUROPE,WHY_EUROPE,why,145
335,LATAM,WHY_LATAM,why,608
336,EUROPE,DIEGO,diego,247
336,EUROPE,RENOVISOR,rv,624
336,EUROPE,WHY_EUROPE,why,129
336,LATAM,WHY_LATAM,why,608
337,EUROPE,DIEGO,diego,267
337,EUROPE,RENOVISOR,rv,597
337,EUROPE,WHY_EUROPE,why,136
337,LATAM,WHY_LATAM,why,608
338,EUROPE,DIEGO,diego,257
338,EUROPE,RENOVISOR,rv,596
338,EUROPE,WHY_EUROPE,why,147
338,LATAM,WHY_LATAM,why,608
339,EUROPE,DIEGO,diego,252
339,EUROPE,RENOVISOR,rv,605
339,EUROPE,WHY_EUROPE,why,143
339,LATAM,WHY_LATAM,why,608
340,EUROPE,DIEGO,diego,253
340,EUROPE,RENOVISOR,rv,614
340,EUROPE,WHY_EUROPE,why,133
340,LATAM,WHY_LATAM,why,608
341,EUROPE,DIEGO,diego,256
