participant_id,renovation_age_col,renovation_age_raw,technology_index,renovation_age_clean,technology,experience_clean
343,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,Already present when I moved in
343,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 15 and 5 years ago",6,Hace 5-15 años,Ascensor,Already present when I moved in
343,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
343,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, less than 5 years ago",11,Hace menos de 5 años,Bomba de calor,I have installed / implemented / am currently doing this myself
343,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
343,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, less than 5 years ago",15,Hace menos de 5 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
344,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,Already present when I moved in
345,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
345,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
345,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, less than 5 years ago",6,Hace menos de 5 años,Ascensor,Already present when I moved in
345,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
345,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,"Yes, between 15 and 5 years ago",16,Hace 5-15 años,Sistemas inteligentes del hogar,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 15 and 5 years ago",2,Hace 5-15 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 25 and 15 years ago",7,Hace 15-25 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, less than 5 years ago",11,Hace menos de 5 años,Bomba de calor,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, less than 5 years ago",13,Hace menos de 5 años,Comunidad energética,I have installed / implemented / am currently doing this myself
346,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 25 and 15 years ago",14,Hace 15-25 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
348,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,"Yes, less than 5 years ago",16,Hace menos de 5 años,Sistemas inteligentes del hogar,I have installed / implemented / am currently doing this myself
350,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
350,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
350,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
350,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
350,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, less than 5 years ago",10,Hace menos de 5 años,Calefacción fósil o biomasa,I have installed / implemented / am currently doing this myself
350,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, less than 5 years ago",13,Hace menos de 5 años,Comunidad energética,I have installed / implemented / am currently doing this myself
351,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,I do not know,6,No lo sé,Ascensor,Already present when I moved in
351,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,Never or more than 25 years ago,14,Hace más de 25 años / nunca actualizada,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
352,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, between 15 and 5 years ago",3,Hace 5-15 años,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,Already present when I moved in
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 15 and 5 years ago",6,Hace 5-15 años,Ascensor,Already present when I moved in
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 15 and 5 years ago",9,Hace 5-15 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, between 15 and 5 years ago",11,Hace 5-15 años,Bomba de calor,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_recovery_mechanical_ventilation_final,"Yes, between 15 and 5 years ago",12,Hace 5-15 años,Ventilación con recuperador,I have installed / implemented / am currently doing this myself
353,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,Never or more than 25 years ago,14,Hace más de 25 años / nunca actualizada,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
354,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
354,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,I have installed / implemented / am currently doing this myself
355,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
355,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,Never or more than 25 years ago,6,Hace más de 25 años / nunca actualizada,Ascensor,I have installed / implemented / am currently doing this myself
355,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, between 15 and 5 years ago",10,Hace 5-15 años,Calefacción fósil o biomasa,I have installed / implemented / am currently doing this myself
356,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
356,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,Never or more than 25 years ago,14,Hace más de 25 años / nunca actualizada,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
356,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, between 15 and 5 years ago",15,Hace 5-15 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
357,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 25 and 15 years ago",2,Hace 15-25 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
357,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
357,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, less than 5 years ago",13,Hace menos de 5 años,Comunidad energética,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 25 and 15 years ago",2,Hace 15-25 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_electric_vehicle_final,"Yes, between 15 and 5 years ago",5,Hace 5-15 años,Vehículo eléctrico,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_storage_systems_final,"Yes, less than 5 years ago",8,Hace menos de 5 años,Almacenamiento energético,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 25 and 15 years ago",9,Hace 15-25 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, between 25 and 15 years ago",10,Hace 15-25 años,Calefacción fósil o biomasa,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 25 and 15 years ago",14,Hace 15-25 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, less than 5 years ago",15,Hace menos de 5 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
358,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,I do not know,16,No lo sé,Sistemas inteligentes del hogar,I have installed / implemented / am currently doing this myself
359,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
359,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,Already present when I moved in
359,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,I do not know,14,No lo sé,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_balcony_solar_kits_final,Never or more than 25 years ago,1,Hace más de 25 años / nunca actualizada,Kits solares de balcón,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 15 and 5 years ago",2,Hace 5-15 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, between 15 and 5 years ago",3,Hace 5-15 años,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, less than 5 years ago",13,Hace menos de 5 años,Comunidad energética,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, between 15 and 5 years ago",15,Hace 5-15 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
360,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,"Yes, less than 5 years ago",16,Hace menos de 5 años,Sistemas inteligentes del hogar,I have installed / implemented / am currently doing this myself
361,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_electric_vehicle_final,"Yes, less than 5 years ago",5,Hace menos de 5 años,Vehículo eléctrico,I have installed / implemented / am currently doing this myself
361,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,Never or more than 25 years ago,6,Hace más de 25 años / nunca actualizada,Ascensor,Already present when I moved in
361,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,Never or more than 25 years ago,7,Hace más de 25 años / nunca actualizada,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
361,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
361,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, between 15 and 5 years ago",13,Hace 5-15 años,Comunidad energética,I have installed / implemented / am currently doing this myself
361,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,Never or more than 25 years ago,14,Hace más de 25 años / nunca actualizada,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
362,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, between 15 and 5 years ago",2,Hace 5-15 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
362,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,Already present when I moved in
362,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,I do not know,6,No lo sé,Ascensor,Already present when I moved in
362,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,I do not know,7,No lo sé,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
362,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
363,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
364,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 15 and 5 years ago",4,Hace 5-15 años,Agua caliente sanitaria,Already present when I moved in
364,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
364,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_storage_systems_final,"Yes, less than 5 years ago",8,Hace menos de 5 años,Almacenamiento energético,I have installed / implemented / am currently doing this myself
364,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community_final,"Yes, between 15 and 5 years ago",13,Hace 5-15 años,Comunidad energética,I have installed / implemented / am currently doing this myself
364,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
364,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, less than 5 years ago",15,Hace menos de 5 años,Fotovoltaica en cubierta,I have installed / implemented / am currently doing this myself
