participant_id,year_of_birth,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation
354,1961,Boomers + Silent Generation,Male,Spain,Southern Europe,Medium-sized city,Warm/Mediterranean climate,Other inactive status,University education,Yes,Couple without children,Homeowner with mortgage,Left
355,1952,Boomers + Silent Generation,Male,Spain,Southern Europe,Small town,Temperate climate,Other inactive status,University education,No,Couple without children,Homeowner without mortgage,Left
356,1967,Boomers + Silent Generation,Male,Spain,Southern Europe,Village or rural area,Temperate climate,Employed,University education,No,Household with children,Homeowner with mortgage,Left
357,1971,Generation X,Male,Spain,Southern Europe,Town,Warm/Mediterranean climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left
358,1970,Boomers + Silent Generation,Female,Spain,Southern Europe,Small town,Warm/Mediterranean climate,Employed,University education,No,Living alone,Homeowner without mortgage,NA
359,1956,Boomers + Silent Generation,Male,Spain,Southern Europe,Medium-sized city,Warm/Mediterranean climate,Other inactive status,University education,Yes,Couple without children,Homeowner with mortgage,Far left
360,1976,Generation X,Female,Spain,Southern Europe,Village or rural area,Warm/Mediterranean climate,Employed,University education,Yes,Couple without children,Homeowner without mortgage,Left
361,1961,Boomers + Silent Generation,Male,Spain,Southern Europe,Small city,Warm/Mediterranean climate,Other inactive status,University education,No,Household with children,Homeowner without mortgage,Centre
362,1987,Millennials,Female,Spain,Southern Europe,Small city,Warm/Mediterranean climate,Employed,Non-university education,No,Living alone,Rented home,Far left
363,1970,Boomers + Silent Generation,Male,Spain,Southern Europe,Town,Temperate climate,Employed,Non-university education,No,Living alone,Homeowner with mortgage,Far left
364,1992,Millennials,Male,Spain,Southern Europe,Village or rural area,Temperate climate,Employed,University education,No,Household with children,Homeowner without mortgage,Far left
365,1977,Generation X,Other / Prefer not to say,Spain,Southern Europe,Town,Temperate climate,Employed,University education,No,Living alone,Homeowner without mortgage,Far left
366,1974,Generation X,Male,Spain,Southern Europe,Small town,Temperate climate,Employed,University education,No,Household with children,Homeowner without mortgage,Left
367,1972,Generation X,Male,Spain,Southern Europe,Village or rural area,Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre
368,1987,Millennials,Male,Spain,Southern Europe,Small city,Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Far left
369,1984,Generation X,Male,Spain,Southern Europe,Medium-sized city,Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Left
371,1996,Millennials,Female,Spain,Southern Europe,Small city,Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre
372,1972,Generation X,Male,Norway,Northern Europe,Small city,Cold/Polar climate,Employed,University education,No,Household with children,Rented home,Far left
PROLIFIC_6136cb52db0f1cb2262bbf5d,1996,Millennials,Male,Spain,Southern Europe,Town,Warm/Mediterranean climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre
PROLIFIC_692479671925a3943fce7055,1994,Millennials,Female,Germany,Western Europe,Metropolis,Temperate climate,Unemployed,University education,Yes,Couple without children,Rented home,Left
PROLIFIC_5fe328a0a53c57f645dc0b19,1984,Generation X,Male,Italy,Southern Europe,Metropolis,Warm/Mediterranean climate,Employed,Non-university education,No,Couple without children,Rented home,Far left
PROLIFIC_696e3c3ad994d9435948d3d1,1997,Millennials,Female,France,Western Europe,Town,Temperate climate,NA,University education,Yes,Household with children,Homeowner without mortgage,Centre
PROLIFIC_6605852ff5914c22f592a372,1976,Generation X,Male,Greece,Southern Europe,Metropolis,Warm/Mediterranean climate,Employed,University education,Yes,Living alone,Homeowner without mortgage,Centre
PROLIFIC_6984258cb12947550bff2d1a,1996,Millennials,Female,France,Western Europe,Town,Warm/Mediterranean climate,Other inactive status,University education,Yes,Household with children,Homeowner with mortgage,Far right
PROLIFIC_6310c063bd0cce86b0289d20,1997,Millennials,Male,United Kingdom,Northern Europe,Town,Temperate climate,Employed,University education,Yes,Living alone,Homeowner with mortgage,Far left
PROLIFIC_69b1d8fe4b310c4186bcbbcc,2006,Generation Z,Male,Netherlands,Western Europe,Large city,Temperate climate,Student,Non-university education,Yes,Living alone,Homeowner with mortgage,Far left
PROLIFIC_69807a8271a61e4d75ab96c4,1994,Millennials,Female,Romania,Eastern Europe,Large city,Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Left
PROLIFIC_5fbbc75f884010d82bf37532,1997,Millennials,Male,Poland,Eastern Europe,Metropolis,Temperate climate,Employed,University education,Yes,Shared household,Rented home,Left
PROLIFIC_6933207fdfdffc10571420a8,2002,Generation Z,Female,Austria,Western Europe,Metropolis,Temperate climate,Student,Non-university education,Yes,Household with children,Rented home,Left
PROLIFIC_698e1fb406f80868c041565a,2000,Millennials,Male,Poland,Eastern Europe,Town,Temperate climate,Employed,Non-university education,No,Couple without children,Rented home,Far right
PROLIFIC_69836e23196469e9a4825346,1998,Millennials,Male,Romania,Eastern Europe,Metropolis,Temperate climate,Employed,University education,Yes,Couple without children,Homeowner without mortgage,Centre
PROLIFIC_697b30411f746b578812b981,1999,Millennials,Female,Italy,Southern Europe,Town,Warm/Mediterranean climate,Student,Non-university education,Yes,Household with children,Homeowner without mortgage,Centre
PROLIFIC_669f4716791267ee6337641f,1969,Boomers + Silent Generation,Male,Italy,Southern Europe,Town,Warm/Mediterranean climate,Employed,Non-university education,No,NA,Homeowner without mortgage,Centre
PROLIFIC_63b3377ca1ccdfc7cc567503,1962,Boomers + Silent Generation,Male,United Kingdom,Northern Europe,Medium-sized city,Temperate climate,Employed,University education,Yes,Household with children,Homeowner with mortgage,Centre
PROLIFIC_69809ce77983b24e7e0729b4,1999,Millennials,Female,Romania,Eastern Europe,Town,Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Right
PROLIFIC_699e007dc8f8cbd074222f56,1988,Millennials,Male,France,Western Europe,Town,Temperate climate,Employed,University education,Yes,Household with children,Homeowner without mortgage,Centre
PROLIFIC_56ab6fd869b24700065cbdbd,1968,Boomers + Silent Generation,Male,United Kingdom,Northern Europe,Town,Temperate climate,Employed,Non-university education,Yes,Couple without children,Homeowner without mortgage,Centre
PROLIFIC_66bf543c179dbc75f790396c,2000,Millennials,Female,Spain,Southern Europe,Town,Warm/Mediterranean climate,Employed,University education,No,NA,Rented home,Far left
PROLIFIC_697263ffdf4adff3cfd20053,1998,Millennials,Female,Poland,Eastern Europe,Metropolis,Temperate climate,Employed,Non-university education,No,Household with children,Homeowner without mortgage,NA
PROLIFIC_654e38a9bd1961e9942af916,1999,Millennials,Female,United Kingdom,Northern Europe,Metropolis,Temperate climate,Employed,University education,No,Shared household,Rented home,NA
PROLIFIC_697f4a00c858108580e08f4b,2000,Millennials,Female,United Kingdom,Northern Europe,Large city,Cold/Polar climate,Employed,University education,Yes,Couple without children,Rented home,Far right
PROLIFIC_609077b2d5f119a0c819a6cd,1997,Millennials,Male,Austria,Western Europe,Medium-sized city,Temperate climate,Employed,Non-university education,Yes,Couple without children,Rented home,Centre
PROLIFIC_65410ad762a7e3c570b6273c,1989,Millennials,Male,Germany,Western Europe,Town,Warm/Mediterranean climate,Unemployed,Non-university education,No,Household with children,Rented home,Left
412,NA,NA,NA,Netherlands,Western Europe,Large city,Temperate climate,NA,NA,NA,NA,Homeowner with mortgage,Left
413,NA,NA,NA,Spain,Southern Europe,Medium-sized city,Warm/Mediterranean climate,NA,NA,NA,NA,Homeowner without mortgage,NA
414,NA,NA,NA,Spain,Southern Europe,Town,Warm/Mediterranean climate,NA,NA,NA,NA,Homeowner with mortgage,Left
415,NA,NA,NA,Ireland,Northern Europe,Town,Temperate climate,NA,NA,NA,NA,Homeowner without mortgage,Centre
416,NA,NA,NA,Spain,Southern Europe,Small city,Warm/Mediterranean climate,NA,NA,NA,NA,Homeowner without mortgage,Left
417,NA,NA,NA,Belgium,Western Europe,Metropolis,Temperate climate,NA,NA,NA,NA,Rented home,Left
418,NA,NA,NA,Spain,Southern Europe,Medium-sized city,Warm/Mediterranean climate,NA,NA,NA,NA,Homeowner without mortgage,Far left
419,NA,NA,NA,Spain,Southern Europe,Town,Warm/Mediterranean climate,NA,NA,NA,NA,NA,Far left
420,NA,NA,NA,Ireland,Northern Europe,Town,Temperate climate,NA,NA,NA,NA,NA,NA
421,NA,NA,NA,Netherlands,Western Europe,Metropolis,Temperate climate,NA,NA,NA,NA,NA,Left
422,NA,NA,NA,Germany,Western Europe,Small city,Temperate climate,NA,NA,NA,NA,NA,Left
423,NA,NA,NA,Spain,Southern Europe,Medium-sized city,Warm/Mediterranean climate,NA,NA,NA,NA,NA,Far left
424,2000,Millennials,Male,NA,NA,Medium-sized city,Warm/Mediterranean climate,Employed,University education,NA,NA,Homeowner without mortgage,Centre
