section_order,row_order,row_type,characteristic,profile_group,value
6,5,data,  Europa Occidental,Desinteresado/a,2 (22.2%)
6,5,data,  Europa Occidental,Homo economicus,20 (33.3%)
6,5,data,  Europa Occidental,Influyente,1 (2.9%)
6,5,data,  Europa Occidental,Pionero,1 (100.0%)
6,5,data,  Europa Occidental,Sensible,4 (7.8%)
6,5,data,  Europa Occidental,Temeroso/a,7 (10.3%)
6,5,data,  Europa Occidental,Total,70 (17.7%)
6,5,data,  Europa del Este,Activista,3 (4.3%)
6,5,data,  Europa del Este,Cuidadoso/a,19 (23.5%)
6,5,data,  Europa del Este,Desinteresado/a,1 (11.1%)
6,5,data,  Europa del Este,Homo economicus,14 (23.3%)
6,5,data,  Europa del Este,Influyente,1 (2.9%)
6,5,data,  Europa del Este,Pionero,0 (0.0%)
6,5,data,  Europa del Este,Sensible,1 (2.0%)
6,5,data,  Europa del Este,Temeroso/a,10 (14.7%)
6,5,data,  Europa del Este,Total,50 (12.6%)
6,5,data,  Europa del Norte,Activista,11 (15.7%)
6,5,data,  Europa del Norte,Cuidadoso/a,20 (24.7%)
6,5,data,  Europa del Norte,Desinteresado/a,2 (22.2%)
6,5,data,  Europa del Norte,Homo economicus,9 (15.0%)
6,5,data,  Europa del Norte,Influyente,2 (5.7%)
6,5,data,  Europa del Norte,Pionero,0 (0.0%)
6,5,data,  Europa del Norte,Sensible,0 (0.0%)
6,5,data,  Europa del Norte,Temeroso/a,5 (7.4%)
6,5,data,  Europa del Norte,Total,50 (12.6%)
6,5,data,  Europa del Sur,Activista,44 (62.9%)
6,5,data,  Europa del Sur,Cuidadoso/a,21 (25.9%)
6,5,data,  Europa del Sur,Desinteresado/a,4 (44.4%)
6,5,data,  Europa del Sur,Homo economicus,17 (28.3%)
6,5,data,  Europa del Sur,Influyente,31 (88.6%)
6,5,data,  Europa del Sur,Pionero,0 (0.0%)
6,5,data,  Europa del Sur,Sensible,46 (90.2%)
6,5,data,  Europa del Sur,Temeroso/a,46 (67.6%)
6,5,data,  Europa del Sur,Total,226 (57.1%)
6,5,data,  Otra región,Activista,0 (0.0%)
6,5,data,  Otra región,Cuidadoso/a,0 (0.0%)
6,5,data,  Otra región,Desinteresado/a,0 (0.0%)
6,5,data,  Otra región,Homo economicus,0 (0.0%)
6,5,data,  Otra región,Influyente,0 (0.0%)
6,5,data,  Otra región,Pionero,0 (0.0%)
6,5,data,  Otra región,Sensible,0 (0.0%)
6,5,data,  Otra región,Temeroso/a,0 (0.0%)
6,5,data,  Otra región,Total,0 (0.0%)
7,0,header,Nivel educativo,Activista,
7,0,header,Nivel educativo,Cuidadoso/a,
7,0,header,Nivel educativo,Desinteresado/a,
7,0,header,Nivel educativo,Homo economicus,
7,0,header,Nivel educativo,Influyente,
7,0,header,Nivel educativo,Pionero,
7,0,header,Nivel educativo,Sensible,
7,0,header,Nivel educativo,Temeroso/a,
7,0,header,Nivel educativo,Total,
7,1,data,  No universitaria,Activista,14 (20.6%)
7,1,data,  No universitaria,Cuidadoso/a,16 (20.8%)
7,1,data,  No universitaria,Desinteresado/a,2 (22.2%)
7,1,data,  No universitaria,Homo economicus,18 (30.5%)
7,1,data,  No universitaria,Influyente,12 (34.3%)
7,1,data,  No universitaria,Pionero,0 (0.0%)
7,1,data,  No universitaria,Sensible,15 (27.3%)
7,1,data,  No universitaria,Temeroso/a,14 (20.9%)
7,1,data,  No universitaria,Total,93 (23.9%)
7,1,data,  Universitaria,Activista,54 (79.4%)
7,1,data,  Universitaria,Cuidadoso/a,61 (79.2%)
7,1,data,  Universitaria,Desinteresado/a,7 (77.8%)
7,1,data,  Universitaria,Homo economicus,41 (69.5%)
7,1,data,  Universitaria,Influyente,23 (65.7%)
7,1,data,  Universitaria,Pionero,1 (100.0%)
7,1,data,  Universitaria,Sensible,40 (72.7%)
7,1,data,  Universitaria,Temeroso/a,53 (79.1%)
7,1,data,  Universitaria,Total,296 (76.1%)
7,2,data,  No universitaria,Activista,14 (20.6%)
7,2,data,  No universitaria,Cuidadoso/a,16 (20.8%)
7,2,data,  No universitaria,Desinteresado/a,2 (22.2%)
7,2,data,  No universitaria,Homo economicus,18 (30.5%)
7,2,data,  No universitaria,Influyente,12 (34.3%)
7,2,data,  No universitaria,Pionero,0 (0.0%)
7,2,data,  No universitaria,Sensible,15 (27.3%)
7,2,data,  No universitaria,Temeroso/a,14 (20.9%)
7,2,data,  No universitaria,Total,93 (23.9%)
7,2,data,  Universitaria,Activista,54 (79.4%)
7,2,data,  Universitaria,Cuidadoso/a,61 (79.2%)
7,2,data,  Universitaria,Desinteresado/a,7 (77.8%)
7,2,data,  Universitaria,Homo economicus,41 (69.5%)
7,2,data,  Universitaria,Influyente,23 (65.7%)
7,2,data,  Universitaria,Pionero,1 (100.0%)
7,2,data,  Universitaria,Sensible,40 (72.7%)
7,2,data,  Universitaria,Temeroso/a,53 (79.1%)
7,2,data,  Universitaria,Total,296 (76.1%)
8,0,header,Situación laboral,Activista,
8,0,header,Situación laboral,Cuidadoso/a,
8,0,header,Situación laboral,Desinteresado/a,
8,0,header,Situación laboral,Homo economicus,
8,0,header,Situación laboral,Influyente,
8,0,header,Situación laboral,Pionero,
8,0,header,Situación laboral,Sensible,
8,0,header,Situación laboral,Temeroso/a,
8,0,header,Situación laboral,Total,
8,1,data,  Empleado/a,Activista,54 (78.3%)
8,1,data,  Empleado/a,Cuidadoso/a,58 (75.3%)
8,1,data,  Empleado/a,Desinteresado/a,6 (75.0%)
8,1,data,  Empleado/a,Homo economicus,47 (79.7%)
8,1,data,  Empleado/a,Influyente,25 (71.4%)
8,1,data,  Empleado/a,Pionero,1 (100.0%)
8,1,data,  Empleado/a,Sensible,43 (78.2%)
8,1,data,  Empleado/a,Temeroso/a,43 (64.2%)
8,1,data,  Empleado/a,Total,290 (74.6%)
8,1,data,  Estudiante,Activista,4 (5.8%)
8,1,data,  Estudiante,Cuidadoso/a,11 (14.3%)
8,1,data,  Estudiante,Desinteresado/a,2 (25.0%)
8,1,data,  Estudiante,Homo economicus,6 (10.2%)
8,1,data,  Estudiante,Influyente,0 (0.0%)
8,1,data,  Estudiante,Pionero,0 (0.0%)
8,1,data,  Estudiante,Sensible,0 (0.0%)
8,1,data,  Estudiante,Temeroso/a,7 (10.4%)
8,1,data,  Estudiante,Total,30 (7.7%)
8,1,data,  Otra situación laboral,Activista,11 (15.9%)
8,1,data,  Otra situación laboral,Cuidadoso/a,8 (10.4%)
8,1,data,  Otra situación laboral,Desinteresado/a,0 (0.0%)
8,1,data,  Otra situación laboral,Homo economicus,6 (10.2%)
8,1,data,  Otra situación laboral,Influyente,10 (28.6%)
8,1,data,  Otra situación laboral,Pionero,0 (0.0%)
8,1,data,  Otra situación laboral,Sensible,12 (21.8%)
8,1,data,  Otra situación laboral,Temeroso/a,17 (25.4%)
8,1,data,  Otra situación laboral,Total,69 (17.7%)
8,2,data,  Empleado/a,Activista,54 (78.3%)
8,2,data,  Empleado/a,Cuidadoso/a,58 (75.3%)
8,2,data,  Empleado/a,Desinteresado/a,6 (75.0%)
8,2,data,  Empleado/a,Homo economicus,47 (79.7%)
8,2,data,  Empleado/a,Influyente,25 (71.4%)
8,2,data,  Empleado/a,Pionero,1 (100.0%)
8,2,data,  Empleado/a,Sensible,43 (78.2%)
8,2,data,  Empleado/a,Temeroso/a,43 (64.2%)
8,2,data,  Empleado/a,Total,290 (74.6%)
8,2,data,  Estudiante,Activista,4 (5.8%)
8,2,data,  Estudiante,Cuidadoso/a,11 (14.3%)
8,2,data,  Estudiante,Desinteresado/a,2 (25.0%)
8,2,data,  Estudiante,Homo economicus,6 (10.2%)
8,2,data,  Estudiante,Influyente,0 (0.0%)
8,2,data,  Estudiante,Pionero,0 (0.0%)
8,2,data,  Estudiante,Sensible,0 (0.0%)
8,2,data,  Estudiante,Temeroso/a,7 (10.4%)
8,2,data,  Estudiante,Total,30 (7.7%)
8,2,data,  Otra situación laboral,Activista,11 (15.9%)
8,2,data,  Otra situación laboral,Cuidadoso/a,8 (10.4%)
8,2,data,  Otra situación laboral,Desinteresado/a,0 (0.0%)
8,2,data,  Otra situación laboral,Homo economicus,6 (10.2%)
8,2,data,  Otra situación laboral,Influyente,10 (28.6%)
8,2,data,  Otra situación laboral,Pionero,0 (0.0%)
8,2,data,  Otra situación laboral,Sensible,12 (21.8%)
8,2,data,  Otra situación laboral,Temeroso/a,17 (25.4%)
8,2,data,  Otra situación laboral,Total,69 (17.7%)
8,3,data,  Empleado/a,Activista,54 (78.3%)
8,3,data,  Empleado/a,Cuidadoso/a,58 (75.3%)
8,3,data,  Empleado/a,Desinteresado/a,6 (75.0%)
8,3,data,  Empleado/a,Homo economicus,47 (79.7%)
8,3,data,  Empleado/a,Influyente,25 (71.4%)
8,3,data,  Empleado/a,Pionero,1 (100.0%)
8,3,data,  Empleado/a,Sensible,43 (78.2%)
8,3,data,  Empleado/a,Temeroso/a,43 (64.2%)
8,3,data,  Empleado/a,Total,290 (74.6%)
8,3,data,  Estudiante,Activista,4 (5.8%)
8,3,data,  Estudiante,Cuidadoso/a,11 (14.3%)
8,3,data,  Estudiante,Desinteresado/a,2 (25.0%)
8,3,data,  Estudiante,Homo economicus,6 (10.2%)
8,3,data,  Estudiante,Influyente,0 (0.0%)
8,3,data,  Estudiante,Pionero,0 (0.0%)
8,3,data,  Estudiante,Sensible,0 (0.0%)
8,3,data,  Estudiante,Temeroso/a,7 (10.4%)
8,3,data,  Estudiante,Total,30 (7.7%)
8,3,data,  Otra situación laboral,Activista,11 (15.9%)
8,3,data,  Otra situación laboral,Cuidadoso/a,8 (10.4%)
8,3,data,  Otra situación laboral,Desinteresado/a,0 (0.0%)
8,3,data,  Otra situación laboral,Homo economicus,6 (10.2%)
8,3,data,  Otra situación laboral,Influyente,10 (28.6%)
8,3,data,  Otra situación laboral,Pionero,0 (0.0%)
8,3,data,  Otra situación laboral,Sensible,12 (21.8%)
8,3,data,  Otra situación laboral,Temeroso/a,17 (25.4%)
8,3,data,  Otra situación laboral,Total,69 (17.7%)
9,0,header,Trabajo/estudio desde casa,Activista,
9,0,header,Trabajo/estudio desde casa,Cuidadoso/a,
9,0,header,Trabajo/estudio desde casa,Desinteresado/a,
9,0,header,Trabajo/estudio desde casa,Homo economicus,
9,0,header,Trabajo/estudio desde casa,Influyente,
9,0,header,Trabajo/estudio desde casa,Pionero,
9,0,header,Trabajo/estudio desde casa,Sensible,
9,0,header,Trabajo/estudio desde casa,Temeroso/a,
9,0,header,Trabajo/estudio desde casa,Total,
9,1,data,  No,Activista,26 (38.8%)
9,1,data,  No,Cuidadoso/a,20 (26.7%)
9,1,data,  No,Desinteresado/a,3 (33.3%)
9,1,data,  No,Homo economicus,15 (26.3%)
9,1,data,  No,Influyente,23 (67.6%)
9,1,data,  No,Pionero,0 (0.0%)
9,1,data,  No,Sensible,30 (55.6%)
9,1,data,  No,Temeroso/a,30 (45.5%)
9,1,data,  No,Total,156 (41.3%)
9,1,data,  Sí,Activista,41 (61.2%)
9,1,data,  Sí,Cuidadoso/a,55 (73.3%)
9,1,data,  Sí,Desinteresado/a,6 (66.7%)
9,1,data,  Sí,Homo economicus,42 (73.7%)
9,1,data,  Sí,Influyente,11 (32.4%)
9,1,data,  Sí,Pionero,1 (100.0%)
9,1,data,  Sí,Sensible,24 (44.4%)
9,1,data,  Sí,Temeroso/a,36 (54.5%)
9,1,data,  Sí,Total,222 (58.7%)
9,2,data,  No,Activista,26 (38.8%)
9,2,data,  No,Cuidadoso/a,20 (26.7%)
9,2,data,  No,Desinteresado/a,3 (33.3%)
9,2,data,  No,Homo economicus,15 (26.3%)
9,2,data,  No,Influyente,23 (67.6%)
9,2,data,  No,Pionero,0 (0.0%)
9,2,data,  No,Sensible,30 (55.6%)
9,2,data,  No,Temeroso/a,30 (45.5%)
9,2,data,  No,Total,156 (41.3%)
9,2,data,  Sí,Activista,41 (61.2%)
9,2,data,  Sí,Cuidadoso/a,55 (73.3%)
9,2,data,  Sí,Desinteresado/a,6 (66.7%)
9,2,data,  Sí,Homo economicus,42 (73.7%)
9,2,data,  Sí,Influyente,11 (32.4%)
9,2,data,  Sí,Pionero,1 (100.0%)
9,2,data,  Sí,Sensible,24 (44.4%)
9,2,data,  Sí,Temeroso/a,36 (54.5%)
9,2,data,  Sí,Total,222 (58.7%)
10,0,header,Tipo de hogar,Activista,
10,0,header,Tipo de hogar,Cuidadoso/a,
10,0,header,Tipo de hogar,Desinteresado/a,
10,0,header,Tipo de hogar,Homo economicus,
10,0,header,Tipo de hogar,Influyente,
10,0,header,Tipo de hogar,Pionero,
10,0,header,Tipo de hogar,Sensible,
10,0,header,Tipo de hogar,Temeroso/a,
10,0,header,Tipo de hogar,Total,
10,1,data,  Hogar con hijos,Activista,31 (46.3%)
10,1,data,  Hogar con hijos,Cuidadoso/a,19 (25.3%)
10,1,data,  Hogar con hijos,Desinteresado/a,4 (44.4%)
10,1,data,  Hogar con hijos,Homo economicus,31 (55.4%)
10,1,data,  Hogar con hijos,Influyente,14 (40.0%)
10,1,data,  Hogar con hijos,Pionero,0 (0.0%)
10,1,data,  Hogar con hijos,Sensible,29 (53.7%)
10,1,data,  Hogar con hijos,Temeroso/a,35 (52.2%)
10,1,data,  Hogar con hijos,Total,172 (45.1%)
10,1,data,  Otros,Activista,12 (17.9%)
10,1,data,  Otros,Cuidadoso/a,19 (25.3%)
10,1,data,  Otros,Desinteresado/a,4 (44.4%)
10,1,data,  Otros,Homo economicus,9 (16.1%)
10,1,data,  Otros,Influyente,13 (37.1%)
10,1,data,  Otros,Pionero,0 (0.0%)
10,1,data,  Otros,Sensible,11 (20.4%)
10,1,data,  Otros,Temeroso/a,13 (19.4%)
10,1,data,  Otros,Total,83 (21.8%)
10,1,data,  Pareja sin hijos,Activista,24 (35.8%)
10,1,data,  Pareja sin hijos,Cuidadoso/a,37 (49.3%)
10,1,data,  Pareja sin hijos,Desinteresado/a,1 (11.1%)
10,1,data,  Pareja sin hijos,Homo economicus,16 (28.6%)
10,1,data,  Pareja sin hijos,Influyente,8 (22.9%)
10,1,data,  Pareja sin hijos,Pionero,1 (100.0%)
10,1,data,  Pareja sin hijos,Sensible,14 (25.9%)
10,1,data,  Pareja sin hijos,Temeroso/a,19 (28.4%)
10,1,data,  Pareja sin hijos,Total,126 (33.1%)
10,2,data,  Hogar con hijos,Activista,31 (46.3%)
10,2,data,  Hogar con hijos,Cuidadoso/a,19 (25.3%)
10,2,data,  Hogar con hijos,Desinteresado/a,4 (44.4%)
10,2,data,  Hogar con hijos,Homo economicus,31 (55.4%)
10,2,data,  Hogar con hijos,Influyente,14 (40.0%)
10,2,data,  Hogar con hijos,Pionero,0 (0.0%)
10,2,data,  Hogar con hijos,Sensible,29 (53.7%)
10,2,data,  Hogar con hijos,Temeroso/a,35 (52.2%)
10,2,data,  Hogar con hijos,Total,172 (45.1%)
10,2,data,  Otros,Activista,12 (17.9%)
10,2,data,  Otros,Cuidadoso/a,19 (25.3%)
10,2,data,  Otros,Desinteresado/a,4 (44.4%)
10,2,data,  Otros,Homo economicus,9 (16.1%)
10,2,data,  Otros,Influyente,13 (37.1%)
10,2,data,  Otros,Pionero,0 (0.0%)
10,2,data,  Otros,Sensible,11 (20.4%)
10,2,data,  Otros,Temeroso/a,13 (19.4%)
10,2,data,  Otros,Total,83 (21.8%)
10,2,data,  Pareja sin hijos,Activista,24 (35.8%)
10,2,data,  Pareja sin hijos,Cuidadoso/a,37 (49.3%)
10,2,data,  Pareja sin hijos,Desinteresado/a,1 (11.1%)
10,2,data,  Pareja sin hijos,Homo economicus,16 (28.6%)
10,2,data,  Pareja sin hijos,Influyente,8 (22.9%)
10,2,data,  Pareja sin hijos,Pionero,1 (100.0%)
10,2,data,  Pareja sin hijos,Sensible,14 (25.9%)
10,2,data,  Pareja sin hijos,Temeroso/a,19 (28.4%)
10,2,data,  Pareja sin hijos,Total,126 (33.1%)
10,3,data,  Hogar con hijos,Activista,31 (46.3%)
10,3,data,  Hogar con hijos,Cuidadoso/a,19 (25.3%)
10,3,data,  Hogar con hijos,Desinteresado/a,4 (44.4%)
10,3,data,  Hogar con hijos,Homo economicus,31 (55.4%)
10,3,data,  Hogar con hijos,Influyente,14 (40.0%)
10,3,data,  Hogar con hijos,Pionero,0 (0.0%)
10,3,data,  Hogar con hijos,Sensible,29 (53.7%)
10,3,data,  Hogar con hijos,Temeroso/a,35 (52.2%)
10,3,data,  Hogar con hijos,Total,172 (45.1%)
10,3,data,  Otros,Activista,12 (17.9%)
10,3,data,  Otros,Cuidadoso/a,19 (25.3%)
10,3,data,  Otros,Desinteresado/a,4 (44.4%)
10,3,data,  Otros,Homo economicus,9 (16.1%)
10,3,data,  Otros,Influyente,13 (37.1%)
10,3,data,  Otros,Pionero,0 (0.0%)
10,3,data,  Otros,Sensible,11 (20.4%)
10,3,data,  Otros,Temeroso/a,13 (19.4%)
10,3,data,  Otros,Total,83 (21.8%)
10,3,data,  Pareja sin hijos,Activista,24 (35.8%)
10,3,data,  Pareja sin hijos,Cuidadoso/a,37 (49.3%)
10,3,data,  Pareja sin hijos,Desinteresado/a,1 (11.1%)
10,3,data,  Pareja sin hijos,Homo economicus,16 (28.6%)
10,3,data,  Pareja sin hijos,Influyente,8 (22.9%)
10,3,data,  Pareja sin hijos,Pionero,1 (100.0%)
10,3,data,  Pareja sin hijos,Sensible,14 (25.9%)
10,3,data,  Pareja sin hijos,Temeroso/a,19 (28.4%)
10,3,data,  Pareja sin hijos,Total,126 (33.1%)
11,0,header,Régimen de tenencia,Activista,
11,0,header,Régimen de tenencia,Cuidadoso/a,
11,0,header,Régimen de tenencia,Desinteresado/a,
11,0,header,Régimen de tenencia,Homo economicus,
11,0,header,Régimen de tenencia,Influyente,
11,0,header,Régimen de tenencia,Pionero,
11,0,header,Régimen de tenencia,Sensible,
11,0,header,Régimen de tenencia,Temeroso/a,
11,0,header,Régimen de tenencia,Total,
11,1,data,  No propietarios,Activista,13 (18.6%)
11,1,data,  No propietarios,Cuidadoso/a,34 (43.0%)
11,1,data,  No propietarios,Desinteresado/a,1 (11.1%)
11,1,data,  No propietarios,Homo economicus,23 (38.3%)
11,1,data,  No propietarios,Influyente,3 (8.6%)
11,1,data,  No propietarios,Pionero,1 (100.0%)
11,1,data,  No propietarios,Sensible,4 (7.4%)
11,1,data,  No propietarios,Temeroso/a,22 (32.4%)
11,1,data,  No propietarios,Total,102 (25.8%)
11,1,data,  Propiedad con hipoteca,Activista,26 (37.1%)
11,1,data,  Propiedad con hipoteca,Cuidadoso/a,19 (24.1%)
11,1,data,  Propiedad con hipoteca,Desinteresado/a,2 (22.2%)
11,1,data,  Propiedad con hipoteca,Homo economicus,17 (28.3%)
11,1,data,  Propiedad con hipoteca,Influyente,8 (22.9%)
11,1,data,  Propiedad con hipoteca,Pionero,0 (0.0%)
11,1,data,  Propiedad con hipoteca,Sensible,15 (27.8%)
11,1,data,  Propiedad con hipoteca,Temeroso/a,15 (22.1%)
11,1,data,  Propiedad con hipoteca,Total,109 (27.5%)
11,1,data,  Propiedad sin hipoteca,Activista,31 (44.3%)
11,1,data,  Propiedad sin hipoteca,Cuidadoso/a,26 (32.9%)
11,1,data,  Propiedad sin hipoteca,Desinteresado/a,6 (66.7%)
11,1,data,  Propiedad sin hipoteca,Homo economicus,20 (33.3%)
11,1,data,  Propiedad sin hipoteca,Influyente,24 (68.6%)
11,1,data,  Propiedad sin hipoteca,Pionero,0 (0.0%)
11,1,data,  Propiedad sin hipoteca,Sensible,35 (64.8%)
11,1,data,  Propiedad sin hipoteca,Temeroso/a,31 (45.6%)
11,1,data,  Propiedad sin hipoteca,Total,185 (46.7%)
11,2,data,  No propietarios,Activista,13 (18.6%)
11,2,data,  No propietarios,Cuidadoso/a,34 (43.0%)
11,2,data,  No propietarios,Desinteresado/a,1 (11.1%)
11,2,data,  No propietarios,Homo economicus,23 (38.3%)
11,2,data,  No propietarios,Influyente,3 (8.6%)
11,2,data,  No propietarios,Pionero,1 (100.0%)
11,2,data,  No propietarios,Sensible,4 (7.4%)
11,2,data,  No propietarios,Temeroso/a,22 (32.4%)
11,2,data,  No propietarios,Total,102 (25.8%)
11,2,data,  Propiedad con hipoteca,Activista,26 (37.1%)
11,2,data,  Propiedad con hipoteca,Cuidadoso/a,19 (24.1%)
11,2,data,  Propiedad con hipoteca,Desinteresado/a,2 (22.2%)
11,2,data,  Propiedad con hipoteca,Homo economicus,17 (28.3%)
11,2,data,  Propiedad con hipoteca,Influyente,8 (22.9%)
11,2,data,  Propiedad con hipoteca,Pionero,0 (0.0%)
11,2,data,  Propiedad con hipoteca,Sensible,15 (27.8%)
11,2,data,  Propiedad con hipoteca,Temeroso/a,15 (22.1%)
11,2,data,  Propiedad con hipoteca,Total,109 (27.5%)
11,2,data,  Propiedad sin hipoteca,Activista,31 (44.3%)
11,2,data,  Propiedad sin hipoteca,Cuidadoso/a,26 (32.9%)
11,2,data,  Propiedad sin hipoteca,Desinteresado/a,6 (66.7%)
11,2,data,  Propiedad sin hipoteca,Homo economicus,20 (33.3%)
11,2,data,  Propiedad sin hipoteca,Influyente,24 (68.6%)
11,2,data,  Propiedad sin hipoteca,Pionero,0 (0.0%)
11,2,data,  Propiedad sin hipoteca,Sensible,35 (64.8%)
11,2,data,  Propiedad sin hipoteca,Temeroso/a,31 (45.6%)
11,2,data,  Propiedad sin hipoteca,Total,185 (46.7%)
11,3,data,  No propietarios,Activista,13 (18.6%)
11,3,data,  No propietarios,Cuidadoso/a,34 (43.0%)
11,3,data,  No propietarios,Desinteresado/a,1 (11.1%)
11,3,data,  No propietarios,Homo economicus,23 (38.3%)
11,3,data,  No propietarios,Influyente,3 (8.6%)
11,3,data,  No propietarios,Pionero,1 (100.0%)
11,3,data,  No propietarios,Sensible,4 (7.4%)
11,3,data,  No propietarios,Temeroso/a,22 (32.4%)
11,3,data,  No propietarios,Total,102 (25.8%)
11,3,data,  Propiedad con hipoteca,Activista,26 (37.1%)
11,3,data,  Propiedad con hipoteca,Cuidadoso/a,19 (24.1%)
11,3,data,  Propiedad con hipoteca,Desinteresado/a,2 (22.2%)
11,3,data,  Propiedad con hipoteca,Homo economicus,17 (28.3%)
11,3,data,  Propiedad con hipoteca,Influyente,8 (22.9%)
11,3,data,  Propiedad con hipoteca,Pionero,0 (0.0%)
11,3,data,  Propiedad con hipoteca,Sensible,15 (27.8%)
11,3,data,  Propiedad con hipoteca,Temeroso/a,15 (22.1%)
11,3,data,  Propiedad con hipoteca,Total,109 (27.5%)
11,3,data,  Propiedad sin hipoteca,Activista,31 (44.3%)
11,3,data,  Propiedad sin hipoteca,Cuidadoso/a,26 (32.9%)
11,3,data,  Propiedad sin hipoteca,Desinteresado/a,6 (66.7%)
11,3,data,  Propiedad sin hipoteca,Homo economicus,20 (33.3%)
11,3,data,  Propiedad sin hipoteca,Influyente,24 (68.6%)
11,3,data,  Propiedad sin hipoteca,Pionero,0 (0.0%)
11,3,data,  Propiedad sin hipoteca,Sensible,35 (64.8%)
11,3,data,  Propiedad sin hipoteca,Temeroso/a,31 (45.6%)
11,3,data,  Propiedad sin hipoteca,Total,185 (46.7%)
12,0,header,Zona climática,Activista,
12,0,header,Zona climática,Cuidadoso/a,
12,0,header,Zona climática,Desinteresado/a,
12,0,header,Zona climática,Homo economicus,
12,0,header,Zona climática,Influyente,
12,0,header,Zona climática,Pionero,
12,0,header,Zona climática,Sensible,
12,0,header,Zona climática,Temeroso/a,
12,0,header,Zona climática,Total,
12,1,data,  Clima cálido/mediterráneo,Activista,24 (33.8%)
12,1,data,  Clima cálido/mediterráneo,Cuidadoso/a,19 (23.2%)
12,1,data,  Clima cálido/mediterráneo,Desinteresado/a,2 (22.2%)
12,1,data,  Clima cálido/mediterráneo,Homo economicus,12 (20.0%)
12,1,data,  Clima cálido/mediterráneo,Influyente,28 (80.0%)
12,1,data,  Clima cálido/mediterráneo,Pionero,0 (0.0%)
12,1,data,  Clima cálido/mediterráneo,Sensible,22 (40.0%)
12,1,data,  Clima cálido/mediterráneo,Temeroso/a,40 (58.8%)
12,1,data,  Clima cálido/mediterráneo,Total,160 (39.7%)
12,1,data,  Clima frío/polar,Activista,2 (2.8%)
12,1,data,  Clima frío/polar,Cuidadoso/a,6 (7.3%)
12,1,data,  Clima frío/polar,Desinteresado/a,1 (11.1%)
12,1,data,  Clima frío/polar,Homo economicus,1 (1.7%)
12,1,data,  Clima frío/polar,Influyente,1 (2.9%)
12,1,data,  Clima frío/polar,Pionero,0 (0.0%)
12,1,data,  Clima frío/polar,Sensible,2 (3.6%)
12,1,data,  Clima frío/polar,Temeroso/a,4 (5.9%)
12,1,data,  Clima frío/polar,Total,17 (4.2%)
12,1,data,  Clima templado,Activista,45 (63.4%)
12,1,data,  Clima templado,Cuidadoso/a,57 (69.5%)
12,1,data,  Clima templado,Desinteresado/a,6 (66.7%)
12,1,data,  Clima templado,Homo economicus,47 (78.3%)
12,1,data,  Clima templado,Influyente,6 (17.1%)
12,1,data,  Clima templado,Pionero,1 (100.0%)
12,1,data,  Clima templado,Sensible,31 (56.4%)
12,1,data,  Clima templado,Temeroso/a,24 (35.3%)
12,1,data,  Clima templado,Total,226 (56.1%)
12,1,data,  Otro clima,Activista,0 (0.0%)
12,1,data,  Otro clima,Cuidadoso/a,0 (0.0%)
12,1,data,  Otro clima,Desinteresado/a,0 (0.0%)
12,1,data,  Otro clima,Homo economicus,0 (0.0%)
12,1,data,  Otro clima,Influyente,0 (0.0%)
12,1,data,  Otro clima,Pionero,0 (0.0%)
12,1,data,  Otro clima,Sensible,0 (0.0%)
12,1,data,  Otro clima,Temeroso/a,0 (0.0%)
12,1,data,  Otro clima,Total,0 (0.0%)
12,2,data,  Clima cálido/mediterráneo,Activista,24 (33.8%)
12,2,data,  Clima cálido/mediterráneo,Cuidadoso/a,19 (23.2%)
12,2,data,  Clima cálido/mediterráneo,Desinteresado/a,2 (22.2%)
12,2,data,  Clima cálido/mediterráneo,Homo economicus,12 (20.0%)
12,2,data,  Clima cálido/mediterráneo,Influyente,28 (80.0%)
12,2,data,  Clima cálido/mediterráneo,Pionero,0 (0.0%)
12,2,data,  Clima cálido/mediterráneo,Sensible,22 (40.0%)
12,2,data,  Clima cálido/mediterráneo,Temeroso/a,40 (58.8%)
12,2,data,  Clima cálido/mediterráneo,Total,160 (39.7%)
12,2,data,  Clima frío/polar,Activista,2 (2.8%)
12,2,data,  Clima frío/polar,Cuidadoso/a,6 (7.3%)
12,2,data,  Clima frío/polar,Desinteresado/a,1 (11.1%)
12,2,data,  Clima frío/polar,Homo economicus,1 (1.7%)
12,2,data,  Clima frío/polar,Influyente,1 (2.9%)
12,2,data,  Clima frío/polar,Pionero,0 (0.0%)
12,2,data,  Clima frío/polar,Sensible,2 (3.6%)
12,2,data,  Clima frío/polar,Temeroso/a,4 (5.9%)
12,2,data,  Clima frío/polar,Total,17 (4.2%)
12,2,data,  Clima templado,Activista,45 (63.4%)
12,2,data,  Clima templado,Cuidadoso/a,57 (69.5%)
12,2,data,  Clima templado,Desinteresado/a,6 (66.7%)
12,2,data,  Clima templado,Homo economicus,47 (78.3%)
12,2,data,  Clima templado,Influyente,6 (17.1%)
12,2,data,  Clima templado,Pionero,1 (100.0%)
12,2,data,  Clima templado,Sensible,31 (56.4%)
12,2,data,  Clima templado,Temeroso/a,24 (35.3%)
12,2,data,  Clima templado,Total,226 (56.1%)
12,2,data,  Otro clima,Activista,0 (0.0%)
12,2,data,  Otro clima,Cuidadoso/a,0 (0.0%)
12,2,data,  Otro clima,Desinteresado/a,0 (0.0%)
12,2,data,  Otro clima,Homo economicus,0 (0.0%)
12,2,data,  Otro clima,Influyente,0 (0.0%)
