participant_id,year_of_birth,age,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation,vote_type,source_survey,identifier_type,row_quality
245,1970,56,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,No,Pareja sin hijos,Otro régimen,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
246,1996,30,Millennials,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
247,1983,43,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
248,1969,57,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Otras opciones,decision,sin_identificador,usable
249,1962,64,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema derecha,Partidos nacionales,decision,sin_identificador,attention_check_fallido
250,1957,69,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
251,1971,55,Generación X,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
252,1972,54,Generación X,Mujer,España,Europa del Sur,Ciudad grande (500.000-1.000.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
253,1976,50,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
254,1959,67,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
255,1958,68,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
256,1964,62,Boomers + generación silenciosa,Hombre,NA,NA,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,NA,decision,sin_identificador,sin_pais
257,1962,64,Boomers + generación silenciosa,Mujer,NA,NA,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,sin_pais
258,1974,52,Generación X,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Otras opciones,decision,sin_identificador,attention_check_fallido
259,1956,70,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
260,1949,77,Boomers + generación silenciosa,Hombre,NA,NA,Aldea o núcleo rural (<1.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,sin_pais
261,1981,45,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
262,1969,57,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
263,1966,60,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
PROLIFIC_qwertyuiop,1945,81,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,prolific,attention_check_fallido
265,1965,61,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
266,1972,54,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
267,1962,64,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
268,1979,47,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
269,1969,57,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Alquiler,Izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
270,1974,52,Generación X,Hombre,NA,NA,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,No vota / blanco / nulo,decision,sin_identificador,sin_pais
271,1963,63,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
272,1967,59,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
273,1969,57,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
274,1958,68,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
275,1974,52,Generación X,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,attention_check_fallido
276,1973,53,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
278,1963,63,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Otro régimen,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
279,1991,35,Millennials,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
280,1959,67,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Otra situación laboral,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
281,1977,49,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
282,1946,80,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,NA,Vivienda compartida,Alquiler,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
283,1958,68,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,NA,Vive solo/a,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
284,1959,67,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,NA,decision,sin_identificador,usable
285,1966,60,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Centro,Voto variable según candidato/programa,decision,sin_identificador,usable
286,1963,63,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
287,1985,41,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Otra situación laboral,No universitaria,No,Vive solo/a,NA,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,attention_check_fallido
288,1961,65,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
289,1961,65,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
290,1956,70,Boomers + generación silenciosa,Hombre,NA,NA,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Otra situación laboral,Universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,sin_pais
291,1990,36,Millennials,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
292,1973,53,Generación X,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
293,1982,44,Generación X,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Alquiler,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
294,1990,36,Millennials,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,attention_check_fallido
295,1964,62,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
296,1980,46,Generación X,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,attention_check_fallido
297,1980,46,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,NA,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
298,1973,53,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
299,1977,49,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
300,1972,54,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
301,1981,45,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Otro régimen,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
302,1979,47,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
303,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Derecha,Partidos nacionales,decision,sin_identificador,usable
304,1968,58,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
305,1968,58,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Izquierda,No vota / blanco / nulo,decision,sin_identificador,attention_check_fallido
306,1949,77,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
307,1961,65,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,NA,Voto variable según candidato/programa,decision,sin_identificador,usable
308,1985,41,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
309,1947,79,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos nacionales,decision,sin_identificador,attention_check_fallido
310,1971,55,Generación X,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
311,1968,58,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
312,1961,65,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
313,1971,55,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
314,1981,45,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro,Voto variable según candidato/programa,decision,sin_identificador,usable
315,1988,38,Millennials,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
316,1960,66,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,attention_check_fallido
317,1963,63,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
318,1970,56,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
319,1972,54,Generación X,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
320,1970,56,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
321,1993,33,Millennials,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
322,1983,43,Generación X,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Otro régimen,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
323,1971,55,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,NA,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
324,1966,60,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
325,1990,36,Millennials,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
326,1953,73,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
327,1958,68,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
328,1965,61,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Derecha,Voto variable según candidato/programa,decision,sin_identificador,usable
329,1977,49,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
330,1977,49,Generación X,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,NA,NA,decision,sin_identificador,attention_check_fallido
331,1962,64,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
332,1981,45,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
333,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos nacionales,decision,sin_identificador,usable
334,1992,34,Millennials,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
335,1989,37,Millennials,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Derecha,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
336,1975,51,Generación X,Mujer,España,Europa del Sur,Ciudad grande (500.000-1.000.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Otras opciones,decision,sin_identificador,usable
337,1975,51,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,NA,decision,sin_identificador,usable
338,1957,69,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,NA,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
339,1964,62,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
340,1982,44,Generación X,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
341,1977,49,Generación X,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda,Otras opciones,decision,sin_identificador,attention_check_fallido
342,1969,57,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
343,1950,76,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Otras opciones,decision,sin_identificador,attention_check_fallido
344,1985,41,Generación X,Otro / Prefiere no decirlo,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
345,1956,70,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
346,1975,51,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
347,1983,43,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
