section_order,row_order,row_type,characteristic,profile_group,value
6,5,data,  Western Europe,Careful,21 (25.9%)
6,5,data,  Western Europe,Early adopter,1 (100.0%)
6,5,data,  Western Europe,Fearful,7 (10.3%)
6,5,data,  Western Europe,Homo economicus,20 (33.3%)
6,5,data,  Western Europe,Influencer,1 (2.9%)
6,5,data,  Western Europe,Stubborn,4 (7.8%)
6,5,data,  Western Europe,Total,70 (17.7%)
6,5,data,  Western Europe,Uninterested,2 (22.2%)
7,0,header,Education level,Activist,
7,0,header,Education level,Careful,
7,0,header,Education level,Early adopter,
7,0,header,Education level,Fearful,
7,0,header,Education level,Homo economicus,
7,0,header,Education level,Influencer,
7,0,header,Education level,Stubborn,
7,0,header,Education level,Total,
7,0,header,Education level,Uninterested,
7,1,data,  Non-university education,Activist,14 (20.6%)
7,1,data,  Non-university education,Careful,16 (20.8%)
7,1,data,  Non-university education,Early adopter,0 (0.0%)
7,1,data,  Non-university education,Fearful,14 (20.9%)
7,1,data,  Non-university education,Homo economicus,18 (30.5%)
7,1,data,  Non-university education,Influencer,12 (34.3%)
7,1,data,  Non-university education,Stubborn,15 (27.3%)
7,1,data,  Non-university education,Total,93 (23.9%)
7,1,data,  Non-university education,Uninterested,2 (22.2%)
7,1,data,  University education,Activist,54 (79.4%)
7,1,data,  University education,Careful,61 (79.2%)
7,1,data,  University education,Early adopter,1 (100.0%)
7,1,data,  University education,Fearful,53 (79.1%)
7,1,data,  University education,Homo economicus,41 (69.5%)
7,1,data,  University education,Influencer,23 (65.7%)
7,1,data,  University education,Stubborn,40 (72.7%)
7,1,data,  University education,Total,296 (76.1%)
7,1,data,  University education,Uninterested,7 (77.8%)
7,2,data,  Non-university education,Activist,14 (20.6%)
7,2,data,  Non-university education,Careful,16 (20.8%)
7,2,data,  Non-university education,Early adopter,0 (0.0%)
7,2,data,  Non-university education,Fearful,14 (20.9%)
7,2,data,  Non-university education,Homo economicus,18 (30.5%)
7,2,data,  Non-university education,Influencer,12 (34.3%)
7,2,data,  Non-university education,Stubborn,15 (27.3%)
7,2,data,  Non-university education,Total,93 (23.9%)
7,2,data,  Non-university education,Uninterested,2 (22.2%)
7,2,data,  University education,Activist,54 (79.4%)
7,2,data,  University education,Careful,61 (79.2%)
7,2,data,  University education,Early adopter,1 (100.0%)
7,2,data,  University education,Fearful,53 (79.1%)
7,2,data,  University education,Homo economicus,41 (69.5%)
7,2,data,  University education,Influencer,23 (65.7%)
7,2,data,  University education,Stubborn,40 (72.7%)
7,2,data,  University education,Total,296 (76.1%)
7,2,data,  University education,Uninterested,7 (77.8%)
8,0,header,Employment status,Activist,
8,0,header,Employment status,Careful,
8,0,header,Employment status,Early adopter,
8,0,header,Employment status,Fearful,
8,0,header,Employment status,Homo economicus,
8,0,header,Employment status,Influencer,
8,0,header,Employment status,Stubborn,
8,0,header,Employment status,Total,
8,0,header,Employment status,Uninterested,
8,1,data,  Employed,Activist,54 (78.3%)
8,1,data,  Employed,Careful,58 (75.3%)
8,1,data,  Employed,Early adopter,1 (100.0%)
8,1,data,  Employed,Fearful,43 (64.2%)
8,1,data,  Employed,Homo economicus,47 (79.7%)
8,1,data,  Employed,Influencer,25 (71.4%)
8,1,data,  Employed,Stubborn,43 (78.2%)
8,1,data,  Employed,Total,290 (74.6%)
8,1,data,  Employed,Uninterested,6 (75.0%)
8,1,data,  Other employment status,Activist,11 (15.9%)
8,1,data,  Other employment status,Careful,8 (10.4%)
8,1,data,  Other employment status,Early adopter,0 (0.0%)
8,1,data,  Other employment status,Fearful,17 (25.4%)
8,1,data,  Other employment status,Homo economicus,6 (10.2%)
8,1,data,  Other employment status,Influencer,10 (28.6%)
8,1,data,  Other employment status,Stubborn,12 (21.8%)
8,1,data,  Other employment status,Total,69 (17.7%)
8,1,data,  Other employment status,Uninterested,0 (0.0%)
8,1,data,  Student,Activist,4 (5.8%)
8,1,data,  Student,Careful,11 (14.3%)
8,1,data,  Student,Early adopter,0 (0.0%)
8,1,data,  Student,Fearful,7 (10.4%)
8,1,data,  Student,Homo economicus,6 (10.2%)
8,1,data,  Student,Influencer,0 (0.0%)
8,1,data,  Student,Stubborn,0 (0.0%)
8,1,data,  Student,Total,30 (7.7%)
8,1,data,  Student,Uninterested,2 (25.0%)
8,2,data,  Employed,Activist,54 (78.3%)
8,2,data,  Employed,Careful,58 (75.3%)
8,2,data,  Employed,Early adopter,1 (100.0%)
8,2,data,  Employed,Fearful,43 (64.2%)
8,2,data,  Employed,Homo economicus,47 (79.7%)
8,2,data,  Employed,Influencer,25 (71.4%)
8,2,data,  Employed,Stubborn,43 (78.2%)
8,2,data,  Employed,Total,290 (74.6%)
8,2,data,  Employed,Uninterested,6 (75.0%)
8,2,data,  Other employment status,Activist,11 (15.9%)
8,2,data,  Other employment status,Careful,8 (10.4%)
8,2,data,  Other employment status,Early adopter,0 (0.0%)
8,2,data,  Other employment status,Fearful,17 (25.4%)
8,2,data,  Other employment status,Homo economicus,6 (10.2%)
8,2,data,  Other employment status,Influencer,10 (28.6%)
8,2,data,  Other employment status,Stubborn,12 (21.8%)
8,2,data,  Other employment status,Total,69 (17.7%)
8,2,data,  Other employment status,Uninterested,0 (0.0%)
8,2,data,  Student,Activist,4 (5.8%)
8,2,data,  Student,Careful,11 (14.3%)
8,2,data,  Student,Early adopter,0 (0.0%)
8,2,data,  Student,Fearful,7 (10.4%)
8,2,data,  Student,Homo economicus,6 (10.2%)
8,2,data,  Student,Influencer,0 (0.0%)
8,2,data,  Student,Stubborn,0 (0.0%)
8,2,data,  Student,Total,30 (7.7%)
8,2,data,  Student,Uninterested,2 (25.0%)
8,3,data,  Employed,Activist,54 (78.3%)
8,3,data,  Employed,Careful,58 (75.3%)
8,3,data,  Employed,Early adopter,1 (100.0%)
8,3,data,  Employed,Fearful,43 (64.2%)
8,3,data,  Employed,Homo economicus,47 (79.7%)
8,3,data,  Employed,Influencer,25 (71.4%)
8,3,data,  Employed,Stubborn,43 (78.2%)
8,3,data,  Employed,Total,290 (74.6%)
8,3,data,  Employed,Uninterested,6 (75.0%)
8,3,data,  Other employment status,Activist,11 (15.9%)
8,3,data,  Other employment status,Careful,8 (10.4%)
8,3,data,  Other employment status,Early adopter,0 (0.0%)
8,3,data,  Other employment status,Fearful,17 (25.4%)
8,3,data,  Other employment status,Homo economicus,6 (10.2%)
8,3,data,  Other employment status,Influencer,10 (28.6%)
8,3,data,  Other employment status,Stubborn,12 (21.8%)
8,3,data,  Other employment status,Total,69 (17.7%)
8,3,data,  Other employment status,Uninterested,0 (0.0%)
8,3,data,  Student,Activist,4 (5.8%)
8,3,data,  Student,Careful,11 (14.3%)
8,3,data,  Student,Early adopter,0 (0.0%)
8,3,data,  Student,Fearful,7 (10.4%)
8,3,data,  Student,Homo economicus,6 (10.2%)
8,3,data,  Student,Influencer,0 (0.0%)
8,3,data,  Student,Stubborn,0 (0.0%)
8,3,data,  Student,Total,30 (7.7%)
8,3,data,  Student,Uninterested,2 (25.0%)
9,0,header,Work/study from home,Activist,
9,0,header,Work/study from home,Careful,
9,0,header,Work/study from home,Early adopter,
9,0,header,Work/study from home,Fearful,
9,0,header,Work/study from home,Homo economicus,
9,0,header,Work/study from home,Influencer,
9,0,header,Work/study from home,Stubborn,
9,0,header,Work/study from home,Total,
9,0,header,Work/study from home,Uninterested,
9,1,data,  No,Activist,26 (38.8%)
9,1,data,  No,Careful,20 (26.7%)
9,1,data,  No,Early adopter,0 (0.0%)
9,1,data,  No,Fearful,30 (45.5%)
9,1,data,  No,Homo economicus,15 (26.3%)
9,1,data,  No,Influencer,23 (67.6%)
9,1,data,  No,Stubborn,30 (55.6%)
9,1,data,  No,Total,156 (41.3%)
9,1,data,  No,Uninterested,3 (33.3%)
9,1,data,  Yes,Activist,41 (61.2%)
9,1,data,  Yes,Careful,55 (73.3%)
9,1,data,  Yes,Early adopter,1 (100.0%)
9,1,data,  Yes,Fearful,36 (54.5%)
9,1,data,  Yes,Homo economicus,42 (73.7%)
9,1,data,  Yes,Influencer,11 (32.4%)
9,1,data,  Yes,Stubborn,24 (44.4%)
9,1,data,  Yes,Total,222 (58.7%)
9,1,data,  Yes,Uninterested,6 (66.7%)
9,2,data,  No,Activist,26 (38.8%)
9,2,data,  No,Careful,20 (26.7%)
9,2,data,  No,Early adopter,0 (0.0%)
9,2,data,  No,Fearful,30 (45.5%)
9,2,data,  No,Homo economicus,15 (26.3%)
9,2,data,  No,Influencer,23 (67.6%)
9,2,data,  No,Stubborn,30 (55.6%)
9,2,data,  No,Total,156 (41.3%)
9,2,data,  No,Uninterested,3 (33.3%)
9,2,data,  Yes,Activist,41 (61.2%)
9,2,data,  Yes,Careful,55 (73.3%)
9,2,data,  Yes,Early adopter,1 (100.0%)
9,2,data,  Yes,Fearful,36 (54.5%)
9,2,data,  Yes,Homo economicus,42 (73.7%)
9,2,data,  Yes,Influencer,11 (32.4%)
9,2,data,  Yes,Stubborn,24 (44.4%)
9,2,data,  Yes,Total,222 (58.7%)
9,2,data,  Yes,Uninterested,6 (66.7%)
10,0,header,Household type,Activist,
10,0,header,Household type,Careful,
10,0,header,Household type,Early adopter,
10,0,header,Household type,Fearful,
10,0,header,Household type,Homo economicus,
10,0,header,Household type,Influencer,
10,0,header,Household type,Stubborn,
10,0,header,Household type,Total,
10,0,header,Household type,Uninterested,
10,1,data,  Couple without children,Activist,24 (35.8%)
10,1,data,  Couple without children,Careful,37 (49.3%)
10,1,data,  Couple without children,Early adopter,1 (100.0%)
10,1,data,  Couple without children,Fearful,19 (28.4%)
10,1,data,  Couple without children,Homo economicus,16 (28.6%)
10,1,data,  Couple without children,Influencer,8 (22.9%)
10,1,data,  Couple without children,Stubborn,14 (25.9%)
10,1,data,  Couple without children,Total,126 (33.1%)
10,1,data,  Couple without children,Uninterested,1 (11.1%)
10,1,data,  Household with children,Activist,31 (46.3%)
10,1,data,  Household with children,Careful,19 (25.3%)
10,1,data,  Household with children,Early adopter,0 (0.0%)
10,1,data,  Household with children,Fearful,35 (52.2%)
10,1,data,  Household with children,Homo economicus,31 (55.4%)
10,1,data,  Household with children,Influencer,14 (40.0%)
10,1,data,  Household with children,Stubborn,29 (53.7%)
10,1,data,  Household with children,Total,172 (45.1%)
10,1,data,  Household with children,Uninterested,4 (44.4%)
10,1,data,  Other,Activist,12 (17.9%)
10,1,data,  Other,Careful,19 (25.3%)
10,1,data,  Other,Early adopter,0 (0.0%)
10,1,data,  Other,Fearful,13 (19.4%)
10,1,data,  Other,Homo economicus,9 (16.1%)
10,1,data,  Other,Influencer,13 (37.1%)
10,1,data,  Other,Stubborn,11 (20.4%)
10,1,data,  Other,Total,83 (21.8%)
10,1,data,  Other,Uninterested,4 (44.4%)
10,2,data,  Couple without children,Activist,24 (35.8%)
10,2,data,  Couple without children,Careful,37 (49.3%)
10,2,data,  Couple without children,Early adopter,1 (100.0%)
10,2,data,  Couple without children,Fearful,19 (28.4%)
10,2,data,  Couple without children,Homo economicus,16 (28.6%)
10,2,data,  Couple without children,Influencer,8 (22.9%)
10,2,data,  Couple without children,Stubborn,14 (25.9%)
10,2,data,  Couple without children,Total,126 (33.1%)
10,2,data,  Couple without children,Uninterested,1 (11.1%)
10,2,data,  Household with children,Activist,31 (46.3%)
10,2,data,  Household with children,Careful,19 (25.3%)
10,2,data,  Household with children,Early adopter,0 (0.0%)
10,2,data,  Household with children,Fearful,35 (52.2%)
10,2,data,  Household with children,Homo economicus,31 (55.4%)
10,2,data,  Household with children,Influencer,14 (40.0%)
10,2,data,  Household with children,Stubborn,29 (53.7%)
10,2,data,  Household with children,Total,172 (45.1%)
10,2,data,  Household with children,Uninterested,4 (44.4%)
10,2,data,  Other,Activist,12 (17.9%)
10,2,data,  Other,Careful,19 (25.3%)
10,2,data,  Other,Early adopter,0 (0.0%)
10,2,data,  Other,Fearful,13 (19.4%)
10,2,data,  Other,Homo economicus,9 (16.1%)
10,2,data,  Other,Influencer,13 (37.1%)
10,2,data,  Other,Stubborn,11 (20.4%)
10,2,data,  Other,Total,83 (21.8%)
10,2,data,  Other,Uninterested,4 (44.4%)
10,3,data,  Couple without children,Activist,24 (35.8%)
10,3,data,  Couple without children,Careful,37 (49.3%)
10,3,data,  Couple without children,Early adopter,1 (100.0%)
10,3,data,  Couple without children,Fearful,19 (28.4%)
10,3,data,  Couple without children,Homo economicus,16 (28.6%)
10,3,data,  Couple without children,Influencer,8 (22.9%)
10,3,data,  Couple without children,Stubborn,14 (25.9%)
10,3,data,  Couple without children,Total,126 (33.1%)
10,3,data,  Couple without children,Uninterested,1 (11.1%)
10,3,data,  Household with children,Activist,31 (46.3%)
10,3,data,  Household with children,Careful,19 (25.3%)
10,3,data,  Household with children,Early adopter,0 (0.0%)
10,3,data,  Household with children,Fearful,35 (52.2%)
10,3,data,  Household with children,Homo economicus,31 (55.4%)
10,3,data,  Household with children,Influencer,14 (40.0%)
10,3,data,  Household with children,Stubborn,29 (53.7%)
10,3,data,  Household with children,Total,172 (45.1%)
10,3,data,  Household with children,Uninterested,4 (44.4%)
10,3,data,  Other,Activist,12 (17.9%)
10,3,data,  Other,Careful,19 (25.3%)
10,3,data,  Other,Early adopter,0 (0.0%)
10,3,data,  Other,Fearful,13 (19.4%)
10,3,data,  Other,Homo economicus,9 (16.1%)
10,3,data,  Other,Influencer,13 (37.1%)
10,3,data,  Other,Stubborn,11 (20.4%)
10,3,data,  Other,Total,83 (21.8%)
10,3,data,  Other,Uninterested,4 (44.4%)
11,0,header,Tenure status,Activist,
11,0,header,Tenure status,Careful,
11,0,header,Tenure status,Early adopter,
11,0,header,Tenure status,Fearful,
11,0,header,Tenure status,Homo economicus,
11,0,header,Tenure status,Influencer,
11,0,header,Tenure status,Stubborn,
11,0,header,Tenure status,Total,
11,0,header,Tenure status,Uninterested,
11,1,data,  Homeowner with mortgage,Activist,26 (37.1%)
11,1,data,  Homeowner with mortgage,Careful,19 (24.1%)
11,1,data,  Homeowner with mortgage,Early adopter,0 (0.0%)
11,1,data,  Homeowner with mortgage,Fearful,15 (22.1%)
11,1,data,  Homeowner with mortgage,Homo economicus,17 (28.3%)
11,1,data,  Homeowner with mortgage,Influencer,8 (22.9%)
11,1,data,  Homeowner with mortgage,Stubborn,15 (27.8%)
11,1,data,  Homeowner with mortgage,Total,109 (27.5%)
11,1,data,  Homeowner with mortgage,Uninterested,2 (22.2%)
11,1,data,  Homeowner without mortgage,Activist,31 (44.3%)
11,1,data,  Homeowner without mortgage,Careful,26 (32.9%)
11,1,data,  Homeowner without mortgage,Early adopter,0 (0.0%)
11,1,data,  Homeowner without mortgage,Fearful,31 (45.6%)
11,1,data,  Homeowner without mortgage,Homo economicus,20 (33.3%)
11,1,data,  Homeowner without mortgage,Influencer,24 (68.6%)
11,1,data,  Homeowner without mortgage,Stubborn,35 (64.8%)
11,1,data,  Homeowner without mortgage,Total,185 (46.7%)
11,1,data,  Homeowner without mortgage,Uninterested,6 (66.7%)
11,1,data,  Non-homeowner,Activist,13 (18.6%)
11,1,data,  Non-homeowner,Careful,34 (43.0%)
11,1,data,  Non-homeowner,Early adopter,1 (100.0%)
11,1,data,  Non-homeowner,Fearful,22 (32.4%)
11,1,data,  Non-homeowner,Homo economicus,23 (38.3%)
11,1,data,  Non-homeowner,Influencer,3 (8.6%)
11,1,data,  Non-homeowner,Stubborn,4 (7.4%)
11,1,data,  Non-homeowner,Total,102 (25.8%)
11,1,data,  Non-homeowner,Uninterested,1 (11.1%)
11,2,data,  Homeowner with mortgage,Activist,26 (37.1%)
11,2,data,  Homeowner with mortgage,Careful,19 (24.1%)
11,2,data,  Homeowner with mortgage,Early adopter,0 (0.0%)
11,2,data,  Homeowner with mortgage,Fearful,15 (22.1%)
11,2,data,  Homeowner with mortgage,Homo economicus,17 (28.3%)
11,2,data,  Homeowner with mortgage,Influencer,8 (22.9%)
11,2,data,  Homeowner with mortgage,Stubborn,15 (27.8%)
11,2,data,  Homeowner with mortgage,Total,109 (27.5%)
11,2,data,  Homeowner with mortgage,Uninterested,2 (22.2%)
11,2,data,  Homeowner without mortgage,Activist,31 (44.3%)
11,2,data,  Homeowner without mortgage,Careful,26 (32.9%)
11,2,data,  Homeowner without mortgage,Early adopter,0 (0.0%)
11,2,data,  Homeowner without mortgage,Fearful,31 (45.6%)
11,2,data,  Homeowner without mortgage,Homo economicus,20 (33.3%)
11,2,data,  Homeowner without mortgage,Influencer,24 (68.6%)
11,2,data,  Homeowner without mortgage,Stubborn,35 (64.8%)
11,2,data,  Homeowner without mortgage,Total,185 (46.7%)
11,2,data,  Homeowner without mortgage,Uninterested,6 (66.7%)
11,2,data,  Non-homeowner,Activist,13 (18.6%)
11,2,data,  Non-homeowner,Careful,34 (43.0%)
11,2,data,  Non-homeowner,Early adopter,1 (100.0%)
11,2,data,  Non-homeowner,Fearful,22 (32.4%)
11,2,data,  Non-homeowner,Homo economicus,23 (38.3%)
11,2,data,  Non-homeowner,Influencer,3 (8.6%)
11,2,data,  Non-homeowner,Stubborn,4 (7.4%)
11,2,data,  Non-homeowner,Total,102 (25.8%)
11,2,data,  Non-homeowner,Uninterested,1 (11.1%)
11,3,data,  Homeowner with mortgage,Activist,26 (37.1%)
11,3,data,  Homeowner with mortgage,Careful,19 (24.1%)
11,3,data,  Homeowner with mortgage,Early adopter,0 (0.0%)
11,3,data,  Homeowner with mortgage,Fearful,15 (22.1%)
11,3,data,  Homeowner with mortgage,Homo economicus,17 (28.3%)
11,3,data,  Homeowner with mortgage,Influencer,8 (22.9%)
11,3,data,  Homeowner with mortgage,Stubborn,15 (27.8%)
11,3,data,  Homeowner with mortgage,Total,109 (27.5%)
11,3,data,  Homeowner with mortgage,Uninterested,2 (22.2%)
11,3,data,  Homeowner without mortgage,Activist,31 (44.3%)
11,3,data,  Homeowner without mortgage,Careful,26 (32.9%)
11,3,data,  Homeowner without mortgage,Early adopter,0 (0.0%)
11,3,data,  Homeowner without mortgage,Fearful,31 (45.6%)
11,3,data,  Homeowner without mortgage,Homo economicus,20 (33.3%)
11,3,data,  Homeowner without mortgage,Influencer,24 (68.6%)
11,3,data,  Homeowner without mortgage,Stubborn,35 (64.8%)
11,3,data,  Homeowner without mortgage,Total,185 (46.7%)
11,3,data,  Homeowner without mortgage,Uninterested,6 (66.7%)
11,3,data,  Non-homeowner,Activist,13 (18.6%)
11,3,data,  Non-homeowner,Careful,34 (43.0%)
11,3,data,  Non-homeowner,Early adopter,1 (100.0%)
11,3,data,  Non-homeowner,Fearful,22 (32.4%)
11,3,data,  Non-homeowner,Homo economicus,23 (38.3%)
11,3,data,  Non-homeowner,Influencer,3 (8.6%)
11,3,data,  Non-homeowner,Stubborn,4 (7.4%)
11,3,data,  Non-homeowner,Total,102 (25.8%)
11,3,data,  Non-homeowner,Uninterested,1 (11.1%)
12,0,header,Climate zone,Activist,
12,0,header,Climate zone,Careful,
12,0,header,Climate zone,Early adopter,
12,0,header,Climate zone,Fearful,
12,0,header,Climate zone,Homo economicus,
12,0,header,Climate zone,Influencer,
12,0,header,Climate zone,Stubborn,
12,0,header,Climate zone,Total,
12,0,header,Climate zone,Uninterested,
12,1,data,  Cold/Polar climate,Activist,2 (2.8%)
12,1,data,  Cold/Polar climate,Careful,6 (7.3%)
12,1,data,  Cold/Polar climate,Early adopter,0 (0.0%)
12,1,data,  Cold/Polar climate,Fearful,4 (5.9%)
12,1,data,  Cold/Polar climate,Homo economicus,1 (1.7%)
12,1,data,  Cold/Polar climate,Influencer,1 (2.9%)
12,1,data,  Cold/Polar climate,Stubborn,2 (3.6%)
12,1,data,  Cold/Polar climate,Total,17 (4.2%)
12,1,data,  Cold/Polar climate,Uninterested,1 (11.1%)
12,1,data,  Other climate,Activist,0 (0.0%)
12,1,data,  Other climate,Careful,0 (0.0%)
12,1,data,  Other climate,Early adopter,0 (0.0%)
12,1,data,  Other climate,Fearful,0 (0.0%)
12,1,data,  Other climate,Homo economicus,0 (0.0%)
12,1,data,  Other climate,Influencer,0 (0.0%)
12,1,data,  Other climate,Stubborn,0 (0.0%)
12,1,data,  Other climate,Total,0 (0.0%)
12,1,data,  Other climate,Uninterested,0 (0.0%)
12,1,data,  Temperate climate,Activist,45 (63.4%)
12,1,data,  Temperate climate,Careful,57 (69.5%)
12,1,data,  Temperate climate,Early adopter,1 (100.0%)
12,1,data,  Temperate climate,Fearful,24 (35.3%)
12,1,data,  Temperate climate,Homo economicus,47 (78.3%)
12,1,data,  Temperate climate,Influencer,6 (17.1%)
12,1,data,  Temperate climate,Stubborn,31 (56.4%)
12,1,data,  Temperate climate,Total,226 (56.1%)
12,1,data,  Temperate climate,Uninterested,6 (66.7%)
12,1,data,  Warm/Mediterranean climate,Activist,24 (33.8%)
12,1,data,  Warm/Mediterranean climate,Careful,19 (23.2%)
12,1,data,  Warm/Mediterranean climate,Early adopter,0 (0.0%)
12,1,data,  Warm/Mediterranean climate,Fearful,40 (58.8%)
12,1,data,  Warm/Mediterranean climate,Homo economicus,12 (20.0%)
12,1,data,  Warm/Mediterranean climate,Influencer,28 (80.0%)
12,1,data,  Warm/Mediterranean climate,Stubborn,22 (40.0%)
12,1,data,  Warm/Mediterranean climate,Total,160 (39.7%)
12,1,data,  Warm/Mediterranean climate,Uninterested,2 (22.2%)
12,2,data,  Cold/Polar climate,Activist,2 (2.8%)
12,2,data,  Cold/Polar climate,Careful,6 (7.3%)
12,2,data,  Cold/Polar climate,Early adopter,0 (0.0%)
12,2,data,  Cold/Polar climate,Fearful,4 (5.9%)
12,2,data,  Cold/Polar climate,Homo economicus,1 (1.7%)
12,2,data,  Cold/Polar climate,Influencer,1 (2.9%)
12,2,data,  Cold/Polar climate,Stubborn,2 (3.6%)
12,2,data,  Cold/Polar climate,Total,17 (4.2%)
12,2,data,  Cold/Polar climate,Uninterested,1 (11.1%)
12,2,data,  Other climate,Activist,0 (0.0%)
12,2,data,  Other climate,Careful,0 (0.0%)
12,2,data,  Other climate,Early adopter,0 (0.0%)
12,2,data,  Other climate,Fearful,0 (0.0%)
12,2,data,  Other climate,Homo economicus,0 (0.0%)
12,2,data,  Other climate,Influencer,0 (0.0%)
12,2,data,  Other climate,Stubborn,0 (0.0%)
12,2,data,  Other climate,Total,0 (0.0%)
12,2,data,  Other climate,Uninterested,0 (0.0%)
12,2,data,  Temperate climate,Activist,45 (63.4%)
12,2,data,  Temperate climate,Careful,57 (69.5%)
12,2,data,  Temperate climate,Early adopter,1 (100.0%)
12,2,data,  Temperate climate,Fearful,24 (35.3%)
12,2,data,  Temperate climate,Homo economicus,47 (78.3%)
12,2,data,  Temperate climate,Influencer,6 (17.1%)
12,2,data,  Temperate climate,Stubborn,31 (56.4%)
12,2,data,  Temperate climate,Total,226 (56.1%)
12,2,data,  Temperate climate,Uninterested,6 (66.7%)
12,2,data,  Warm/Mediterranean climate,Activist,24 (33.8%)
12,2,data,  Warm/Mediterranean climate,Careful,19 (23.2%)
12,2,data,  Warm/Mediterranean climate,Early adopter,0 (0.0%)
12,2,data,  Warm/Mediterranean climate,Fearful,40 (58.8%)
12,2,data,  Warm/Mediterranean climate,Homo economicus,12 (20.0%)
12,2,data,  Warm/Mediterranean climate,Influencer,28 (80.0%)
12,2,data,  Warm/Mediterranean climate,Stubborn,22 (40.0%)
12,2,data,  Warm/Mediterranean climate,Total,160 (39.7%)
12,2,data,  Warm/Mediterranean climate,Uninterested,2 (22.2%)
12,3,data,  Cold/Polar climate,Activist,2 (2.8%)
12,3,data,  Cold/Polar climate,Careful,6 (7.3%)
12,3,data,  Cold/Polar climate,Early adopter,0 (0.0%)
12,3,data,  Cold/Polar climate,Fearful,4 (5.9%)
12,3,data,  Cold/Polar climate,Homo economicus,1 (1.7%)
12,3,data,  Cold/Polar climate,Influencer,1 (2.9%)
12,3,data,  Cold/Polar climate,Stubborn,2 (3.6%)
12,3,data,  Cold/Polar climate,Total,17 (4.2%)
12,3,data,  Cold/Polar climate,Uninterested,1 (11.1%)
12,3,data,  Other climate,Activist,0 (0.0%)
12,3,data,  Other climate,Careful,0 (0.0%)
12,3,data,  Other climate,Early adopter,0 (0.0%)
12,3,data,  Other climate,Fearful,0 (0.0%)
12,3,data,  Other climate,Homo economicus,0 (0.0%)
12,3,data,  Other climate,Influencer,0 (0.0%)
12,3,data,  Other climate,Stubborn,0 (0.0%)
12,3,data,  Other climate,Total,0 (0.0%)
12,3,data,  Other climate,Uninterested,0 (0.0%)
12,3,data,  Temperate climate,Activist,45 (63.4%)
12,3,data,  Temperate climate,Careful,57 (69.5%)
12,3,data,  Temperate climate,Early adopter,1 (100.0%)
12,3,data,  Temperate climate,Fearful,24 (35.3%)
12,3,data,  Temperate climate,Homo economicus,47 (78.3%)
12,3,data,  Temperate climate,Influencer,6 (17.1%)
12,3,data,  Temperate climate,Stubborn,31 (56.4%)
12,3,data,  Temperate climate,Total,226 (56.1%)
12,3,data,  Temperate climate,Uninterested,6 (66.7%)
12,3,data,  Warm/Mediterranean climate,Activist,24 (33.8%)
12,3,data,  Warm/Mediterranean climate,Careful,19 (23.2%)
12,3,data,  Warm/Mediterranean climate,Early adopter,0 (0.0%)
12,3,data,  Warm/Mediterranean climate,Fearful,40 (58.8%)
12,3,data,  Warm/Mediterranean climate,Homo economicus,12 (20.0%)
12,3,data,  Warm/Mediterranean climate,Influencer,28 (80.0%)
12,3,data,  Warm/Mediterranean climate,Stubborn,22 (40.0%)
12,3,data,  Warm/Mediterranean climate,Total,160 (39.7%)
12,3,data,  Warm/Mediterranean climate,Uninterested,2 (22.2%)
12,4,data,  Cold/Polar climate,Activist,2 (2.8%)
12,4,data,  Cold/Polar climate,Careful,6 (7.3%)
12,4,data,  Cold/Polar climate,Early adopter,0 (0.0%)
12,4,data,  Cold/Polar climate,Fearful,4 (5.9%)
12,4,data,  Cold/Polar climate,Homo economicus,1 (1.7%)
12,4,data,  Cold/Polar climate,Influencer,1 (2.9%)
12,4,data,  Cold/Polar climate,Stubborn,2 (3.6%)
12,4,data,  Cold/Polar climate,Total,17 (4.2%)
12,4,data,  Cold/Polar climate,Uninterested,1 (11.1%)
12,4,data,  Other climate,Activist,0 (0.0%)
12,4,data,  Other climate,Careful,0 (0.0%)
12,4,data,  Other climate,Early adopter,0 (0.0%)
12,4,data,  Other climate,Fearful,0 (0.0%)
12,4,data,  Other climate,Homo economicus,0 (0.0%)
12,4,data,  Other climate,Influencer,0 (0.0%)
12,4,data,  Other climate,Stubborn,0 (0.0%)
12,4,data,  Other climate,Total,0 (0.0%)
12,4,data,  Other climate,Uninterested,0 (0.0%)
12,4,data,  Temperate climate,Activist,45 (63.4%)
12,4,data,  Temperate climate,Careful,57 (69.5%)
12,4,data,  Temperate climate,Early adopter,1 (100.0%)
12,4,data,  Temperate climate,Fearful,24 (35.3%)
12,4,data,  Temperate climate,Homo economicus,47 (78.3%)
12,4,data,  Temperate climate,Influencer,6 (17.1%)
12,4,data,  Temperate climate,Stubborn,31 (56.4%)
12,4,data,  Temperate climate,Total,226 (56.1%)
12,4,data,  Temperate climate,Uninterested,6 (66.7%)
12,4,data,  Warm/Mediterranean climate,Activist,24 (33.8%)
12,4,data,  Warm/Mediterranean climate,Careful,19 (23.2%)
12,4,data,  Warm/Mediterranean climate,Early adopter,0 (0.0%)
12,4,data,  Warm/Mediterranean climate,Fearful,40 (58.8%)
12,4,data,  Warm/Mediterranean climate,Homo economicus,12 (20.0%)
12,4,data,  Warm/Mediterranean climate,Influencer,28 (80.0%)
12,4,data,  Warm/Mediterranean climate,Stubborn,22 (40.0%)
12,4,data,  Warm/Mediterranean climate,Total,160 (39.7%)
12,4,data,  Warm/Mediterranean climate,Uninterested,2 (22.2%)
13,0,header,Political orientation,Activist,
13,0,header,Political orientation,Careful,
13,0,header,Political orientation,Early adopter,
