analysis_sample,analysis_region,variable,value,n,prop
POOLED_ALL,ALL,political_left_right_model,9,7,0.001471825063078217
POOLED_ALL,ALL,political_left_right_model,38,6,0.001261564339781329
POOLED_ALL,ALL,political_left_right_model,44,6,0.001261564339781329
POOLED_ALL,ALL,political_left_right_model,47,6,0.001261564339781329
POOLED_ALL,ALL,political_left_right_model,48,6,0.001261564339781329
POOLED_ALL,ALL,political_left_right_model,73,6,0.001261564339781329
POOLED_ALL,ALL,political_left_right_model,28,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,29,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,32,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,42,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,52,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,6,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,61,5,0.0010513036164844407
POOLED_ALL,ALL,political_left_right_model,1,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,2,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,27,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,4,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,41,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,77,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,8,4,8.410428931875525e-4
POOLED_ALL,ALL,political_left_right_model,34,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,43,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,46,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,53,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,57,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,58,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,67,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,68,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,90,3,6.307821698906644e-4
POOLED_ALL,ALL,political_left_right_model,3,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,31,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,54,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,56,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,62,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,63,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,66,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,69,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,72,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,74,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,76,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,83,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,84,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,87,2,4.2052144659377626e-4
POOLED_ALL,ALL,political_left_right_model,39,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,59,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,64,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,78,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,79,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,81,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,82,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,86,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,89,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,92,1,2.1026072329688813e-4
POOLED_ALL,ALL,political_left_right_model,99,1,2.1026072329688813e-4
POOLED_ALL,ALL,self_classification_model,unknown,3670,0.7716568544995794
POOLED_ALL,ALL,self_classification_model,careful,324,0.06812447434819176
POOLED_ALL,ALL,self_classification_model,homo_economicus,280,0.05887300252312868
POOLED_ALL,ALL,self_classification_model,activist,268,0.056349873843566024
POOLED_ALL,ALL,self_classification_model,fearful,168,0.03532380151387721
POOLED_ALL,ALL,self_classification_model,influencer,46,0.009671993271656855
POOLED_ALL,ALL,student_status_model,unknown,3397,0.714255677039529
POOLED_ALL,ALL,student_status_model,not_student,809,0.1701009251471825
POOLED_ALL,ALL,student_status_model,student,550,0.11564339781328847
POOLED_ALL,ALL,tenure_model,unknown,3643,0.7659798149705634
POOLED_ALL,ALL,tenure_model,owner_without_mortgage,396,0.0832632464255677
POOLED_ALL,ALL,tenure_model,rent,371,0.0780067283431455
POOLED_ALL,ALL,tenure_model,owner_with_mortgage,285,0.05992430613961312
POOLED_ALL,ALL,tenure_model,other,34,0.007148864592094197
POOLED_ALL,ALL,tenure_model,family_home,23,0.004835996635828428
POOLED_ALL,ALL,tenure_model,conflict,4,8.410428931875525e-4
POOLED_ALL,ALL,vote_status_declared,unknown,3649,0.7672413793103449
POOLED_ALL,ALL,vote_status_declared,voter,484,0.10176619007569386
POOLED_ALL,ALL,vote_status_declared,uncertain,475,0.09987384356602187
POOLED_ALL,ALL,vote_status_declared,abstainer,142,0.029857022708158116
POOLED_ALL,ALL,vote_status_declared,conflict,6,0.001261564339781329
POOLED_ALL,ALL,voted_observed,NA,4130,0.868376787216148
POOLED_ALL,ALL,voted_observed,1,484,0.10176619007569386
POOLED_ALL,ALL,voted_observed,0,142,0.029857022708158116
RENOVISOR,EUROPE,age_group_model,18_39,669,0.5443449959316518
RENOVISOR,EUROPE,age_group_model,40_59,263,0.21399511798209928
RENOVISOR,EUROPE,age_group_model,unknown,215,0.17493897477624085
RENOVISOR,EUROPE,age_group_model,60_plus,82,0.06672091131000814
RENOVISOR,EUROPE,age_model,NA,215,0.17493897477624085
RENOVISOR,EUROPE,age_model,27,46,0.03742880390561432
RENOVISOR,EUROPE,age_model,29,46,0.03742880390561432
RENOVISOR,EUROPE,age_model,26,45,0.03661513425549227
RENOVISOR,EUROPE,age_model,28,41,0.03336045565500407
RENOVISOR,EUROPE,age_model,31,41,0.03336045565500407
RENOVISOR,EUROPE,age_model,30,37,0.030105777054515868
RENOVISOR,EUROPE,age_model,33,37,0.030105777054515868
RENOVISOR,EUROPE,age_model,34,35,0.028478437754271765
RENOVISOR,EUROPE,age_model,32,34,0.027664768104149716
RENOVISOR,EUROPE,age_model,22,33,0.026851098454027666
RENOVISOR,EUROPE,age_model,24,31,0.025223759153783564
RENOVISOR,EUROPE,age_model,38,31,0.025223759153783564
RENOVISOR,EUROPE,age_model,25,30,0.024410089503661515
RENOVISOR,EUROPE,age_model,20,29,0.023596419853539462
RENOVISOR,EUROPE,age_model,35,29,0.023596419853539462
RENOVISOR,EUROPE,age_model,37,25,0.02034174125305126
RENOVISOR,EUROPE,age_model,42,25,0.02034174125305126
RENOVISOR,EUROPE,age_model,39,22,0.01790073230268511
RENOVISOR,EUROPE,age_model,36,21,0.01708706265256306
RENOVISOR,EUROPE,age_model,40,21,0.01708706265256306
RENOVISOR,EUROPE,age_model,23,20,0.01627339300244101
RENOVISOR,EUROPE,age_model,41,18,0.014646053702196907
RENOVISOR,EUROPE,age_model,21,17,0.013832384052074858
RENOVISOR,EUROPE,age_model,47,17,0.013832384052074858
RENOVISOR,EUROPE,age_model,55,17,0.013832384052074858
RENOVISOR,EUROPE,age_model,19,16,0.013018714401952807
RENOVISOR,EUROPE,age_model,46,16,0.013018714401952807
RENOVISOR,EUROPE,age_model,50,16,0.013018714401952807
RENOVISOR,EUROPE,age_model,43,14,0.011391375101708706
RENOVISOR,EUROPE,age_model,45,13,0.010577705451586655
RENOVISOR,EUROPE,age_model,53,12,0.009764035801464606
RENOVISOR,EUROPE,age_model,48,11,0.008950366151342554
RENOVISOR,EUROPE,age_model,49,11,0.008950366151342554
RENOVISOR,EUROPE,age_model,52,11,0.008950366151342554
RENOVISOR,EUROPE,age_model,61,11,0.008950366151342554
RENOVISOR,EUROPE,age_model,44,10,0.008136696501220505
RENOVISOR,EUROPE,age_model,59,10,0.008136696501220505
RENOVISOR,EUROPE,age_model,63,10,0.008136696501220505
RENOVISOR,EUROPE,age_model,51,9,0.007323026851098454
RENOVISOR,EUROPE,age_model,57,9,0.007323026851098454
RENOVISOR,EUROPE,age_model,58,9,0.007323026851098454
RENOVISOR,EUROPE,age_model,62,9,0.007323026851098454
RENOVISOR,EUROPE,age_model,65,8,0.006509357200976403
RENOVISOR,EUROPE,age_model,54,7,0.005695687550854353
RENOVISOR,EUROPE,age_model,56,7,0.005695687550854353
RENOVISOR,EUROPE,age_model,64,6,0.004882017900732303
RENOVISOR,EUROPE,age_model,68,6,0.004882017900732303
RENOVISOR,EUROPE,age_model,70,5,0.0040683482506102524
RENOVISOR,EUROPE,age_model,66,4,0.0032546786004882017
RENOVISOR,EUROPE,age_model,18,3,0.0024410089503661514
RENOVISOR,EUROPE,age_model,60,3,0.0024410089503661514
RENOVISOR,EUROPE,age_model,76,3,0.0024410089503661514
RENOVISOR,EUROPE,age_model,67,2,0.0016273393002441008
RENOVISOR,EUROPE,age_model,69,2,0.0016273393002441008
RENOVISOR,EUROPE,age_model,71,2,0.0016273393002441008
RENOVISOR,EUROPE,age_model,73,2,0.0016273393002441008
RENOVISOR,EUROPE,age_model,74,2,0.0016273393002441008
RENOVISOR,EUROPE,age_model,80,2,0.0016273393002441008
RENOVISOR,EUROPE,age_model,75,1,8.136696501220504e-4
RENOVISOR,EUROPE,age_model,77,1,8.136696501220504e-4
RENOVISOR,EUROPE,age_model,79,1,8.136696501220504e-4
RENOVISOR,EUROPE,age_model,81,1,8.136696501220504e-4
RENOVISOR,EUROPE,age_model,84,1,8.136696501220504e-4
RENOVISOR,EUROPE,city_size_model,rural_small,1120,0.9113100081366965
RENOVISOR,EUROPE,city_size_model,unknown,108,0.08787632221318145
RENOVISOR,EUROPE,city_size_model,conflict,1,8.136696501220504e-4
RENOVISOR,EUROPE,country_birth_model,NA,1229,1
RENOVISOR,EUROPE,country_model,ES,237,0.19283970707892595
RENOVISOR,EUROPE,country_model,GB,182,0.14808787632221318
RENOVISOR,EUROPE,country_model,FR,121,0.0984540276647681
RENOVISOR,EUROPE,country_model,DE,120,0.09764035801464606
RENOVISOR,EUROPE,country_model,NA,116,0.09438567941415785
RENOVISOR,EUROPE,country_model,IT,108,0.08787632221318145
RENOVISOR,EUROPE,country_model,PL,75,0.061025223759153785
RENOVISOR,EUROPE,country_model,RO,34,0.027664768104149716
RENOVISOR,EUROPE,country_model,PT,29,0.023596419853539462
RENOVISOR,EUROPE,country_model,NL,28,0.022782750203417412
RENOVISOR,EUROPE,country_model,BE,20,0.01627339300244101
RENOVISOR,EUROPE,country_model,GR,17,0.013832384052074858
RENOVISOR,EUROPE,country_model,CZ,16,0.013018714401952807
RENOVISOR,EUROPE,country_model,HU,15,0.012205044751830757
RENOVISOR,EUROPE,country_model,SE,15,0.012205044751830757
RENOVISOR,EUROPE,country_model,CH,12,0.009764035801464606
RENOVISOR,EUROPE,country_model,IE,12,0.009764035801464606
RENOVISOR,EUROPE,country_model,AT,11,0.008950366151342554
RENOVISOR,EUROPE,country_model,FI,11,0.008950366151342554
RENOVISOR,EUROPE,country_model,SK,10,0.008136696501220505
RENOVISOR,EUROPE,country_model,DK,9,0.007323026851098454
RENOVISOR,EUROPE,country_model,NO,8,0.006509357200976403
RENOVISOR,EUROPE,country_model,EE,5,0.0040683482506102524
RENOVISOR,EUROPE,country_model,SI,5,0.0040683482506102524
RENOVISOR,EUROPE,country_model,LV,4,0.0032546786004882017
RENOVISOR,EUROPE,country_model,BG,3,0.0024410089503661514
RENOVISOR,EUROPE,country_model,IS,2,0.0016273393002441008
RENOVISOR,EUROPE,country_model,LT,2,0.0016273393002441008
RENOVISOR,EUROPE,country_model,LU,1,8.136696501220504e-4
RENOVISOR,EUROPE,country_model,MT,1,8.136696501220504e-4
RENOVISOR,EUROPE,country_model_grouped,ES,237,0.19283970707892595
RENOVISOR,EUROPE,country_model_grouped,GB,182,0.14808787632221318
RENOVISOR,EUROPE,country_model_grouped,FR,121,0.0984540276647681
RENOVISOR,EUROPE,country_model_grouped,DE,120,0.09764035801464606
RENOVISOR,EUROPE,country_model_grouped,UNKNOWN,116,0.09438567941415785
RENOVISOR,EUROPE,country_model_grouped,IT,108,0.08787632221318145
RENOVISOR,EUROPE,country_model_grouped,PL,75,0.061025223759153785
RENOVISOR,EUROPE,country_model_grouped,RO,34,0.027664768104149716
RENOVISOR,EUROPE,country_model_grouped,PT,29,0.023596419853539462
RENOVISOR,EUROPE,country_model_grouped,NL,28,0.022782750203417412
RENOVISOR,EUROPE,country_model_grouped,OTHER_COUNTRIES,22,0.01790073230268511
RENOVISOR,EUROPE,country_model_grouped,BE,20,0.01627339300244101
RENOVISOR,EUROPE,country_model_grouped,GR,17,0.013832384052074858
RENOVISOR,EUROPE,country_model_grouped,CZ,16,0.013018714401952807
RENOVISOR,EUROPE,country_model_grouped,HU,15,0.012205044751830757
RENOVISOR,EUROPE,country_model_grouped,SE,15,0.012205044751830757
RENOVISOR,EUROPE,country_model_grouped,CH,12,0.009764035801464606
RENOVISOR,EUROPE,country_model_grouped,IE,12,0.009764035801464606
RENOVISOR,EUROPE,country_model_grouped,AT,11,0.008950366151342554
RENOVISOR,EUROPE,country_model_grouped,FI,11,0.008950366151342554
RENOVISOR,EUROPE,country_model_grouped,SK,10,0.008136696501220505
RENOVISOR,EUROPE,country_model_grouped,DK,9,0.007323026851098454
RENOVISOR,EUROPE,country_model_grouped,SI,5,0.0040683482506102524
RENOVISOR,EUROPE,country_model_grouped,LV,4,0.0032546786004882017
RENOVISOR,EUROPE,country_region_model,southern_europe,397,0.323026851098454
RENOVISOR,EUROPE,country_region_model,western_europe,313,0.2546786004882018
RENOVISOR,EUROPE,country_region_model,northern_europe,250,0.20341741253051263
RENOVISOR,EUROPE,country_region_model,eastern_europe,153,0.12449145646867373
RENOVISOR,EUROPE,country_region_model,unknown,116,0.09438567941415785
RENOVISOR,EUROPE,education_model,high,607,0.49389747762408465
RENOVISOR,EUROPE,education_model,unknown,290,0.23596419853539463
RENOVISOR,EUROPE,education_model,medium,256,0.2082994304312449
RENOVISOR,EUROPE,education_model,other,39,0.03173311635475997
RENOVISOR,EUROPE,education_model,conflict,29,0.023596419853539462
RENOVISOR,EUROPE,education_model,low,8,0.006509357200976403
RENOVISOR,EUROPE,employment_model,employed,499,0.40602115541090317
RENOVISOR,EUROPE,employment_model,unknown,328,0.26688364524003255
RENOVISOR,EUROPE,employment_model,student,133,0.10821806346623271
RENOVISOR,EUROPE,employment_model,self_employed,129,0.10496338486574451
RENOVISOR,EUROPE,employment_model,unemployed,67,0.05451586655817738
RENOVISOR,EUROPE,employment_model,retired,57,0.046379170056956874
RENOVISOR,EUROPE,employment_model,other,16,0.013018714401952807
RENOVISOR,EUROPE,ethnicity_model,unknown,1229,1
RENOVISOR,EUROPE,gender_model,male,567,0.4613506916192026
RENOVISOR,EUROPE,gender_model,female,531,0.4320585842148088
RENOVISOR,EUROPE,gender_model,unknown,123,0.1000813669650122
RENOVISOR,EUROPE,gender_model,other,8,0.006509357200976403
RENOVISOR,EUROPE,income_model,unknown,1229,1
RENOVISOR,EUROPE,language_model,unknown,1073,0.8730675345809601
RENOVISOR,EUROPE,language_model,EN,125,0.10170870626525631
RENOVISOR,EUROPE,language_model,ES,23,0.01871440195280716
RENOVISOR,EUROPE,language_model,EU,7,0.005695687550854353
RENOVISOR,EUROPE,language_model,NL,1,8.136696501220504e-4
RENOVISOR,EUROPE,nationality_model,unknown,1229,1
RENOVISOR,EUROPE,num_children_model,NA,1229,1
RENOVISOR,EUROPE,political_block_model,left,290,0.23596419853539463
RENOVISOR,EUROPE,political_block_model,unknown,276,0.22457282343368593
RENOVISOR,EUROPE,political_block_model,extreme_left,273,0.22213181448331978
RENOVISOR,EUROPE,political_block_model,centre,256,0.2082994304312449
RENOVISOR,EUROPE,political_block_model,right,101,0.0821806346623271
RENOVISOR,EUROPE,political_block_model,extreme_right,33,0.026851098454027666
RENOVISOR,EUROPE,political_left_right_model,NA,276,0.22457282343368593
RENOVISOR,EUROPE,political_left_right_model,50,64,0.05207485760781123
RENOVISOR,EUROPE,political_left_right_model,0,61,0.04963384865744508
RENOVISOR,EUROPE,political_left_right_model,20,59,0.04800650935720097
RENOVISOR,EUROPE,political_left_right_model,25,56,0.045565500406834825
RENOVISOR,EUROPE,political_left_right_model,10,46,0.03742880390561432
RENOVISOR,EUROPE,political_left_right_model,30,46,0.03742880390561432
RENOVISOR,EUROPE,political_left_right_model,60,41,0.03336045565500407
RENOVISOR,EUROPE,political_left_right_model,15,40,0.03254678600488202
RENOVISOR,EUROPE,political_left_right_model,40,39,0.03173311635475997
RENOVISOR,EUROPE,political_left_right_model,45,23,0.01871440195280716
RENOVISOR,EUROPE,political_left_right_model,35,22,0.01790073230268511
RENOVISOR,EUROPE,political_left_right_model,55,22,0.01790073230268511
RENOVISOR,EUROPE,political_left_right_model,65,20,0.01627339300244101
RENOVISOR,EUROPE,political_left_right_model,75,17,0.013832384052074858
RENOVISOR,EUROPE,political_left_right_model,19,16,0.013018714401952807
RENOVISOR,EUROPE,political_left_right_model,70,16,0.013018714401952807
RENOVISOR,EUROPE,political_left_right_model,33,15,0.012205044751830757
RENOVISOR,EUROPE,political_left_right_model,23,14,0.011391375101708706
RENOVISOR,EUROPE,political_left_right_model,11,10,0.008136696501220505
RENOVISOR,EUROPE,political_left_right_model,12,10,0.008136696501220505
RENOVISOR,EUROPE,political_left_right_model,7,10,0.008136696501220505
RENOVISOR,EUROPE,political_left_right_model,80,10,0.008136696501220505
RENOVISOR,EUROPE,political_left_right_model,100,9,0.007323026851098454
RENOVISOR,EUROPE,political_left_right_model,16,9,0.007323026851098454
RENOVISOR,EUROPE,political_left_right_model,17,9,0.007323026851098454
RENOVISOR,EUROPE,political_left_right_model,26,9,0.007323026851098454
RENOVISOR,EUROPE,political_left_right_model,37,9,0.007323026851098454
RENOVISOR,EUROPE,political_left_right_model,85,9,0.007323026851098454
RENOVISOR,EUROPE,political_left_right_model,13,8,0.006509357200976403
RENOVISOR,EUROPE,political_left_right_model,14,8,0.006509357200976403
RENOVISOR,EUROPE,political_left_right_model,18,8,0.006509357200976403
RENOVISOR,EUROPE,political_left_right_model,36,8,0.006509357200976403
RENOVISOR,EUROPE,political_left_right_model,5,8,0.006509357200976403
RENOVISOR,EUROPE,political_left_right_model,51,8,0.006509357200976403
RENOVISOR,EUROPE,political_left_right_model,21,7,0.005695687550854353
RENOVISOR,EUROPE,political_left_right_model,22,7,0.005695687550854353
RENOVISOR,EUROPE,political_left_right_model,24,7,0.005695687550854353
RENOVISOR,EUROPE,political_left_right_model,49,7,0.005695687550854353
RENOVISOR,EUROPE,political_left_right_model,9,7,0.005695687550854353
RENOVISOR,EUROPE,political_left_right_model,38,6,0.004882017900732303
RENOVISOR,EUROPE,political_left_right_model,44,6,0.004882017900732303
RENOVISOR,EUROPE,political_left_right_model,47,6,0.004882017900732303
RENOVISOR,EUROPE,political_left_right_model,48,6,0.004882017900732303
RENOVISOR,EUROPE,political_left_right_model,73,6,0.004882017900732303
RENOVISOR,EUROPE,political_left_right_model,28,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,29,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,32,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,42,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,52,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,6,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,61,5,0.0040683482506102524
RENOVISOR,EUROPE,political_left_right_model,1,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,2,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,27,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,4,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,41,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,77,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,8,4,0.0032546786004882017
RENOVISOR,EUROPE,political_left_right_model,34,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,43,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,46,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,53,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,57,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,58,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,67,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,68,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,90,3,0.0024410089503661514
RENOVISOR,EUROPE,political_left_right_model,3,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,31,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,54,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,56,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,62,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,63,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,66,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,69,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,72,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,74,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,76,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,83,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,84,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,87,2,0.0016273393002441008
RENOVISOR,EUROPE,political_left_right_model,39,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,59,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,64,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,78,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,79,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,81,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,82,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,86,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,89,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,92,1,8.136696501220504e-4
RENOVISOR,EUROPE,political_left_right_model,99,1,8.136696501220504e-4
RENOVISOR,EUROPE,self_classification_model,careful,324,0.2636289666395443
RENOVISOR,EUROPE,self_classification_model,homo_economicus,280,0.22782750203417412
RENOVISOR,EUROPE,self_classification_model,activist,268,0.21806346623270953
RENOVISOR,EUROPE,self_classification_model,fearful,168,0.13669650122050447
RENOVISOR,EUROPE,self_classification_model,unknown,143,0.11635475996745322
RENOVISOR,EUROPE,self_classification_model,influencer,46,0.03742880390561432
RENOVISOR,EUROPE,student_status_model,unknown,1229,1
RENOVISOR,EUROPE,tenure_model,owner_without_mortgage,396,0.322213181448332
RENOVISOR,EUROPE,tenure_model,rent,371,0.3018714401952807
RENOVISOR,EUROPE,tenure_model,owner_with_mortgage,285,0.23189585028478438
RENOVISOR,EUROPE,tenure_model,unknown,116,0.09438567941415785
RENOVISOR,EUROPE,tenure_model,other,34,0.027664768104149716
RENOVISOR,EUROPE,tenure_model,family_home,23,0.01871440195280716
RENOVISOR,EUROPE,tenure_model,conflict,4,0.0032546786004882017
RENOVISOR,EUROPE,vote_status_declared,voter,484,0.3938161106590724
RENOVISOR,EUROPE,vote_status_declared,uncertain,475,0.386493083807974
RENOVISOR,EUROPE,vote_status_declared,abstainer,142,0.11554109031733116
RENOVISOR,EUROPE,vote_status_declared,unknown,122,0.09926769731489016
RENOVISOR,EUROPE,vote_status_declared,conflict,6,0.004882017900732303
RENOVISOR,EUROPE,voted_observed,NA,603,0.4906427990235964
RENOVISOR,EUROPE,voted_observed,1,484,0.3938161106590724
RENOVISOR,EUROPE,voted_observed,0,142,0.11554109031733116
WHY_EUROPE,EUROPE,age_group_model,18_39,820,0.8282828282828283
WHY_EUROPE,EUROPE,age_group_model,40_59,152,0.15353535353535352
WHY_EUROPE,EUROPE,age_group_model,60_plus,16,0.01616161616161616
WHY_EUROPE,EUROPE,age_group_model,unknown,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,25,64,0.06464646464646465
WHY_EUROPE,EUROPE,age_model,23,58,0.05858585858585859
WHY_EUROPE,EUROPE,age_model,28,56,0.05656565656565657
WHY_EUROPE,EUROPE,age_model,21,55,0.05555555555555555
WHY_EUROPE,EUROPE,age_model,27,55,0.05555555555555555
WHY_EUROPE,EUROPE,age_model,24,53,0.05353535353535353
WHY_EUROPE,EUROPE,age_model,29,51,0.051515151515151514
WHY_EUROPE,EUROPE,age_model,22,49,0.049494949494949494
WHY_EUROPE,EUROPE,age_model,32,49,0.049494949494949494
WHY_EUROPE,EUROPE,age_model,26,47,0.047474747474747475
WHY_EUROPE,EUROPE,age_model,30,46,0.046464646464646465
WHY_EUROPE,EUROPE,age_model,20,39,0.03939393939393939
WHY_EUROPE,EUROPE,age_model,31,30,0.030303030303030304
WHY_EUROPE,EUROPE,age_model,34,30,0.030303030303030304
WHY_EUROPE,EUROPE,age_model,36,27,0.02727272727272727
WHY_EUROPE,EUROPE,age_model,33,23,0.023232323232323233
WHY_EUROPE,EUROPE,age_model,19,22,0.022222222222222223
WHY_EUROPE,EUROPE,age_model,35,21,0.021212121212121213
WHY_EUROPE,EUROPE,age_model,40,21,0.021212121212121213
WHY_EUROPE,EUROPE,age_model,39,17,0.01717171717171717
WHY_EUROPE,EUROPE,age_model,45,15,0.015151515151515152
WHY_EUROPE,EUROPE,age_model,37,14,0.014141414141414142
WHY_EUROPE,EUROPE,age_model,38,12,0.012121212121212121
WHY_EUROPE,EUROPE,age_model,43,12,0.012121212121212121
WHY_EUROPE,EUROPE,age_model,41,10,0.010101010101010102
WHY_EUROPE,EUROPE,age_model,42,10,0.010101010101010102
WHY_EUROPE,EUROPE,age_model,44,10,0.010101010101010102
WHY_EUROPE,EUROPE,age_model,48,10,0.010101010101010102
WHY_EUROPE,EUROPE,age_model,46,9,0.00909090909090909
WHY_EUROPE,EUROPE,age_model,47,7,0.007070707070707071
WHY_EUROPE,EUROPE,age_model,49,7,0.007070707070707071
WHY_EUROPE,EUROPE,age_model,51,7,0.007070707070707071
WHY_EUROPE,EUROPE,age_model,50,6,0.006060606060606061
WHY_EUROPE,EUROPE,age_model,52,5,0.005050505050505051
WHY_EUROPE,EUROPE,age_model,53,5,0.005050505050505051
WHY_EUROPE,EUROPE,age_model,56,4,0.00404040404040404
WHY_EUROPE,EUROPE,age_model,57,4,0.00404040404040404
WHY_EUROPE,EUROPE,age_model,59,4,0.00404040404040404
WHY_EUROPE,EUROPE,age_model,60,4,0.00404040404040404
WHY_EUROPE,EUROPE,age_model,55,3,0.0030303030303030303
WHY_EUROPE,EUROPE,age_model,18,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,54,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,61,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,62,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,66,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,67,2,0.00202020202020202
WHY_EUROPE,EUROPE,age_model,NA,2,0.00202020202020202
