analysis_sample,matrix,matrix_name,d_det,d_hamming,min_common_determinants,min_common_pct,coverage_P1,coverage_P2,coverage_P3,coverage_P4,coverage_P5,coverage_P6,coverage_P7,coverage_P8,prototypes_for_80,prototypes_for_85,prototypes_for_90,max_coverage_available
DIEGO,Z_ABS,matrix_32_z_abs,8,4,6,75,0.4490476190476056,0.8695238095237836,1.16976190476187,1.4402380952380522,1.7654761904761378,2.0042857142856545,2.441428571428499,2.9888095238094343,NA,NA,NA,4.352142857142727
DIEGO,Z_ABS,matrix_32_z_abs,9,4,7,77.77777777777777,0.2840476190476105,0.6514285714285519,1.0069047619047318,1.1988095238094878,1.4704761904761463,1.7457142857142336,1.8726190476189917,2.269761904761837,NA,NA,NA,3.335476190476091
DIEGO,Z_ABS,matrix_32_z_abs,10,4,8,80,0.2304761904761835,0.4323809523809394,0.6092857142856959,0.8595238095237837,1.1185714285713948,1.3604761904761495,1.4838095238094793,1.5738095238094767,NA,NA,NA,2.3285714285713586
DIEGO,Z_ABS,matrix_32_z_abs,11,4,9,81.81818181818181,0.2638095238095158,0.5140476190476034,0.7409523809523585,0.8392857142856888,0.929285714285686,1.0442857142856825,1.1961904761904398,1.323095238095198,NA,NA,NA,2.0359523809523195
DIEGO,Z_ABS,matrix_32_z_abs,12,6,9,75,0.6178571428571239,1.15023809523806,1.4807142857142404,1.9264285714285128,2.2166666666665993,3.475952380952276,3.766190476190362,4.203809523809396,NA,NA,NA,5.934761904761723
DIEGO,Z_ABS,matrix_32_z_abs,13,6,10,76.92307692307692,0.9052380952380676,1.1107142857142518,1.4026190476190048,1.7242857142856618,2.013095238095177,2.2519047619046937,2.6228571428570633,2.853333333333247,NA,NA,NA,4.282857142857013
DIEGO,Z_ABS,matrix_32_z_abs,14,6,11,78.57142857142857,0.22690476190475503,0.3704761904761793,0.4854761904761758,0.7992857142856902,1.0380952380952069,1.3871428571428153,1.7207142857142337,1.9011904761904184,NA,NA,NA,2.837380952380866
DIEGO,Z_ABS,matrix_32_z_abs,15,6,12,80,0.31380952380951427,0.6657142857142655,0.8140476190475943,1.1195238095237754,1.2714285714285327,1.683095238095187,1.831428571428516,2.033333333333272,NA,NA,NA,3.2999999999999003
RENOVISOR,RAW,matrix_32_raw_0_1,8,4,6,75,20.834523809523567,41.87785714285667,51.930476190475616,69.05428571428496,76.93642857142773,87.10452380952287,87.50880952380858,88.52833333333238,6,6,10,94.0335714285704
RENOVISOR,RAW,matrix_32_raw_0_1,9,4,7,77.77777777777777,23.829523809523536,47.003809523808975,59.5207142857136,68.03809523809446,77.79380952380863,84.16595238095142,86.23214285714188,88.06119047618948,6,7,11,90.81833333333228
RENOVISOR,RAW,matrix_32_raw_0_1,10,4,8,80,20.813809523809255,47.75499999999939,55.873095238094535,61.832857142856355,71.34404761904672,76.77023809523713,82.3240476190466,84.19738095237989,7,9,NA,89.25238095237982
RENOVISOR,RAW,matrix_32_raw_0_1,11,4,9,81.81818181818181,15.785714285714064,28.20261904761866,47.9423809523803,59.63666666666587,69.25119047618956,75.49619047618945,79.72023809523704,83.29809523809412,8,10,NA,89.16499999999881
RENOVISOR,RAW,matrix_32_raw_0_1,12,6,9,75,22.79690476190447,61.68309523809421,75.85261904761785,86.97023809523675,90.97071428571287,94.6226190476176,95.92619047618902,96.35547619047472,4,4,5,98.6607142857128
RENOVISOR,RAW,matrix_32_raw_0_1,13,6,10,76.92307692307692,18.16190476190446,40.22833333333268,54.078095238094384,85.12142857142706,89.161428571427,92.5638095238079,95.10880952380784,97.47666666666495,4,4,6,98.46785714285542
RENOVISOR,RAW,matrix_32_raw_0_1,14,6,11,78.57142857142857,17.940952380952062,34.194523809523226,55.74761904761811,84.08809523809383,88.54666666666519,92.34595238095083,96.37166666666504,96.85095238095076,4,5,6,97.74738095237932
RENOVISOR,RAW,matrix_32_raw_0_1,15,6,12,80,15.947380952380689,40.03166666666599,56.356190476189525,86.24833333333173,90.23833333333164,90.83309523809356,92.87738095237924,96.75880952380771,4,4,5,97.7349999999982
RENOVISOR,POS,matrix_32_pos_0_1,8,4,6,75,21.00047619047602,66.396666666666,79.1216666666659,83.24999999999919,85.88952380952298,88.452142857142,90.13380952380864,93.18095238095148,4,5,7,96.94261904761812
RENOVISOR,POS,matrix_32_pos_0_1,9,4,7,77.77777777777777,52.2259523809517,69.47333333333249,74.16809523809435,81.96523809523714,86.01285714285615,87.23595238095137,88.65095238095137,92.6471428571418,4,5,8,94.69023809523704
RENOVISOR,POS,matrix_32_pos_0_1,10,4,8,80,49.36999999999944,66.17166666666596,76.11380952380873,82.43690476190389,83.50761904761818,89.62047619047524,92.22452380952284,92.61690476190378,4,6,7,94.94214285714187
RENOVISOR,POS,matrix_32_pos_0_1,11,4,9,81.81818181818181,41.97380952380906,59.40761904761842,75.65809523809446,80.07809523809443,82.31023809523727,87.93166666666579,88.83214285714197,90.75857142857052,4,6,8,94.75928571428476
RENOVISOR,POS,matrix_32_pos_0_1,12,6,9,75,52.21690476190413,87.55047619047511,95.93976190476076,97.0914285714274,97.8411904761893,97.95976190476074,98.56952380952262,98.69999999999882,2,2,3,99.6107142857131
RENOVISOR,POS,matrix_32_pos_0_1,13,6,10,76.92307692307692,72.89809523809494,83.55976190476153,87.76666666666625,96.70285714285666,97.63142857142807,98.03714285714236,99.1397619047614,99.1797619047614,2,3,4,99.6642857142852
RENOVISOR,POS,matrix_32_pos_0_1,14,6,11,78.57142857142857,72.31619047619013,86.34809523809476,90.41142857142806,96.19928571428515,97.38380952380896,98.4799999999994,98.92619047618987,99.2452380952375,2,2,3,99.61785714285656
RENOVISOR,POS,matrix_32_pos_0_1,15,6,12,80,65.25309523809499,84.82999999999957,93.1199999999995,95.7430952380947,96.53666666666612,97.9971428571423,98.48476190476136,98.7466666666661,2,3,3,99.53214285714228
RENOVISOR,EXT,matrix_32_ext_0_1,8,4,6,75,32.25571428571362,60.08214285714171,64.71023809523687,70.55523809523677,78.51976190476044,79.80857142856995,83.57690476190322,85.56880952380796,7,8,NA,88.67999999999837
RENOVISOR,EXT,matrix_32_ext_0_1,9,4,7,77.77777777777777,29.60904761904686,55.610238095236774,63.73833333333184,67.49119047618889,73.10714285714116,75.37976190476016,79.59904761904579,82.87976190476,8,11,NA,87.01857142856944
RENOVISOR,EXT,matrix_32_ext_0_1,10,4,8,80,27.87642857142793,50.16309523809413,58.6952380952368,65.85023809523665,69.02357142856992,73.67928571428409,75.986666666665,80.16738095237919,8,NA,NA,84.45119047618863
RENOVISOR,EXT,matrix_32_ext_0_1,11,4,9,81.81818181818181,20.767857142856673,45.944047619046614,52.71547619047504,55.431190476189265,64.40238095237954,66.38880952380808,68.13285714285567,71.17857142856988,NA,NA,NA,77.59880952380784
RENOVISOR,EXT,matrix_32_ext_0_1,12,6,9,75,25.686904761904135,59.63119047618878,69.39785714285523,83.42690476190253,86.41761904761675,88.55476190475956,91.14880952380712,91.72952380952138,4,5,7,94.73333333333083
RENOVISOR,EXT,matrix_32_ext_0_1,13,6,10,76.92307692307692,25.273571428570857,56.16880952380823,70.40071428571268,78.41166666666491,79.46952380952202,82.65857142856956,85.19166666666474,85.63119047618855,6,7,12,91.11952380952177
RENOVISOR,EXT,matrix_32_ext_0_1,14,6,11,78.57142857142857,24.804523809523243,53.30214285714166,56.90999999999872,64.50142857142713,76.38738095237925,80.79190476190296,83.40261904761718,85.47547619047425,6,8,11,91.60738095237888
RENOVISOR,EXT,matrix_32_ext_0_1,15,6,12,80,23.239523809523195,53.25452380952242,61.84238095237935,66.059285714284,73.00142857142666,77.25095238095035,78.6166666666646,83.69071428571209,8,10,NA,89.20595238095001
RENOVISOR,Z_ABS,matrix_32_z_abs,8,4,6,75,15.094285714285366,28.25428571428506,28.74023809523743,30.826666666665947,35.242380952380124,39.225476190475256,42.75047619047517,45.46190476190367,NA,NA,NA,48.65619047618931
RENOVISOR,Z_ABS,matrix_32_z_abs,9,4,7,77.77777777777777,14.242619047618687,26.167619047618388,26.603571428570756,29.348333333332583,31.331666666665864,33.5369047619039,36.34309523809429,37.44547619047522,NA,NA,NA,43.502857142856
RENOVISOR,Z_ABS,matrix_32_z_abs,10,4,8,80,12.703333333332978,24.051428571427913,24.45880952380885,27.777619047618277,29.47119047618966,31.955476190475306,32.86809523809432,33.88357142857049,NA,NA,NA,39.52190476190366
RENOVISOR,Z_ABS,matrix_32_z_abs,11,4,9,81.81818181818181,10.460238095237791,21.002380952380346,21.35619047618986,25.31190476190402,26.5361904761897,27.910476190475368,28.45523809523726,28.934761904761057,NA,NA,NA,34.94547619047516
RENOVISOR,Z_ABS,matrix_32_z_abs,12,6,9,75,13.879761904761464,14.564523809523346,28.998571428570493,34.99666666666553,38.477380952379704,39.770714285712984,40.7038095238082,47.36333333333178,NA,NA,NA,55.76071428571245
RENOVISOR,Z_ABS,matrix_32_z_abs,13,6,10,76.92307692307692,13.830952380951931,14.38547619047572,26.876904761903887,32.82428571428463,34.106904761903635,40.63642857142721,43.679999999998536,44.00357142856995,NA,NA,NA,48.857142857141206
RENOVISOR,Z_ABS,matrix_32_z_abs,14,6,11,78.57142857142857,13.423809523809064,19.270714285713613,29.3933333333323,29.902619047617993,32.3876190476179,34.2745238095226,39.76880952380811,40.025714285712866,NA,NA,NA,44.72714285714127
RENOVISOR,Z_ABS,matrix_32_z_abs,15,6,12,80,12.510238095237671,13.072619047618604,22.627619047618296,27.722857142856206,28.38452380952285,33.3733333333322,36.94428571428444,37.51857142857014,NA,NA,NA,46.603571428569815
WHY_EUROPE,RAW,matrix_32_raw_0_1,8,4,6,75,18.553333333333015,44.16547619047542,57.850476190475185,69.05666666666548,72.57333333333209,72.89904761904636,75.12238095237966,77.04928571428437,12,NA,NA,80.09595238095099
WHY_EUROPE,RAW,matrix_32_raw_0_1,9,4,7,77.77777777777777,18.71238095238054,42.021666666665766,53.04238095237984,62.74452380952251,63.0702380952368,67.75666666666527,72.59619047618898,73.37238095237944,NA,NA,NA,76.22309523809368
WHY_EUROPE,RAW,matrix_32_raw_0_1,10,4,8,80,21.037857142856687,39.65095238095154,52.46190476190366,62.511904761903466,65.09547619047484,65.42119047618912,65.6266666666653,66.409761904760515,NA,NA,NA,70.58238095237948
WHY_EUROPE,RAW,matrix_32_raw_0_1,11,4,9,81.81818181818181,21.07261904761858,40.44547619047532,51.23880952380844,58.6476190476178,58.91976190476065,59.12523809523683,62.958571428570075,64.03761904761767,NA,NA,NA,67.2578571428557
WHY_EUROPE,RAW,matrix_32_raw_0_1,12,6,9,75,42.601190476188975,68.87428571428359,69.19999999999787,69.52571428571214,73.91142857142631,79.64928571428332,80.48666666666425,82.23452380952135,7,NA,NA,82.96119047618801
WHY_EUROPE,RAW,matrix_32_raw_0_1,13,6,10,76.92307692307692,30.493809523808796,64.92119047618873,65.19333333333158,72.18261904761712,78.29523809523604,78.61619047618842,80.89452380952169,81.66404761904548,7,NA,NA,83.55380952380733
WHY_EUROPE,RAW,matrix_32_raw_0_1,14,6,11,78.57142857142857,34.12619047618944,61.774047619046,70.30904761904583,70.58119047618868,71.12380952380772,73.15499999999814,79.06309523809325,80.41690476190274,8,NA,NA,83.44261904761696
WHY_EUROPE,RAW,matrix_32_raw_0_1,15,6,12,80,26.97619047618993,56.276428571427424,65.35214285714153,65.64928571428437,66.13833333333199,68.79690476190335,74.6735714285699,76.07428571428416,11,NA,NA,82.47404761904592
WHY_EUROPE,POS,matrix_32_pos_0_1,8,4,6,75,55.71357142857085,65.64809523809454,68.59880952380878,73.73738095238014,77.24571428571342,81.3135714285705,83.50380952380856,86.95642857142755,6,8,NA,88.90571428571324
WHY_EUROPE,POS,matrix_32_pos_0_1,9,4,7,77.77777777777777,55.05142857142796,65.40999999999926,71.30690476190392,76.60833333333242,77.79809523809432,81.09785714285616,82.19023809523709,82.73452380952281,6,12,NA,86.0078571428561
WHY_EUROPE,POS,matrix_32_pos_0_1,10,4,8,80,35.26952380952319,56.96761904761813,69.59619047618939,75.42904761904644,78.66404761904641,80.35452380952258,80.6719047619035,81.12142857142732,6,NA,NA,84.67714285714156
WHY_EUROPE,POS,matrix_32_pos_0_1,11,4,9,81.81818181818181,41.12785714285637,58.36738095237991,70.62095238095117,78.93642857142721,80.65857142857004,83.00571428571286,84.0973809523795,84.52785714285568,5,9,NA,87.01404761904611
WHY_EUROPE,POS,matrix_32_pos_0_1,12,6,9,75,65.75309523809496,86.49380952380895,89.09261904761843,92.54357142857076,93.91357142857076,94.30428571428504,94.96095238095168,95.11285714285644,2,2,4,96.44738095238024
WHY_EUROPE,POS,matrix_32_pos_0_1,13,6,10,76.92307692307692,54.36547619047515,88.41642857142685,91.13857142856966,92.64285714285536,93.35761904761723,93.79309523809344,94.95333333333151,95.3330952380934,2,2,3,96.18119047618865
WHY_EUROPE,POS,matrix_32_pos_0_1,14,6,11,78.57142857142857,55.63904761904664,88.54261904761742,90.5580952380936,90.94523809523643,93.50642857142688,93.68690476190304,93.81380952380782,94.8283333333316,2,2,3,96.159523809522085
WHY_EUROPE,POS,matrix_32_pos_0_1,15,6,12,80,57.32333333333285,91.11261904761788,92.1159523809512,92.3947619047607,93.5338095238083,95.28857142857018,95.61738095237968,95.81928571428446,2,2,2,96.93285714285588
WHY_EUROPE,EXT,matrix_32_ext_0_1,8,4,6,75,17.528571428571034,34.554285714284944,55.3738095238083,60.86642857142723,63.83095238095096,67.0154761904747,67.70214285714134,70.0416666666651,NA,NA,NA,74.64023809523641
WHY_EUROPE,EXT,matrix_32_ext_0_1,9,4,7,77.77777777777777,23.03238095238046,32.641190476189784,45.99452380952285,51.77238095237988,54.69857142857028,58.97071428571304,60.168333333332065,61.547142857141566,NA,NA,NA,63.329761904760574
WHY_EUROPE,EXT,matrix_32_ext_0_1,10,4,8,80,12.910714285714048,35.084523809523155,40.8864285714278,44.65476190476105,49.40166666666572,51.56690476190376,53.37642857142754,55.77238095237987,NA,NA,NA,59.17380952380837
WHY_EUROPE,EXT,matrix_32_ext_0_1,11,4,9,81.81818181818181,15.977857142856806,26.052619047618503,32.998095238094535,36.08261904761828,41.36833333333245,42.851666666665736,45.89785714285615,47.305952380951354,NA,NA,NA,55.17833333333212
WHY_EUROPE,EXT,matrix_32_ext_0_1,12,6,9,75,21.437857142856657,56.47261904761752,61.70714285714119,63.05761904761736,63.41619047618878,63.99619047618876,69.2376190476172,70.11404761904576,NA,NA,NA,74.03785714285519
WHY_EUROPE,EXT,matrix_32_ext_0_1,13,6,10,76.92307692307692,19.108095238094787,45.746904761903686,49.76071428571309,52.54095238095111,54.041904761903446,61.33809523809374,63.71976190476034,64.44499999999842,NA,NA,NA,66.87785714285549
WHY_EUROPE,EXT,matrix_32_ext_0_1,14,6,11,78.57142857142857,18.582619047618618,44.07428571428469,47.650238095236965,48.80642857142742,53.84904761904634,57.983333333331935,58.80261904761763,59.40547619047476,NA,NA,NA,63.36452380952228
WHY_EUROPE,EXT,matrix_32_ext_0_1,15,6,12,80,16.10761904761867,39.01404761904676,41.40690476190384,44.5897619047609,45.68142857142753,48.789761904760795,53.76357142857019,54.75976190476064,NA,NA,NA,61.60428571428429
WHY_EUROPE,Z_ABS,matrix_32_z_abs,8,4,6,75,1.230476190476153,2.0302380952380332,2.734999999999916,3.7099999999998863,4.609047619047478,6.053333333333149,6.295238095237903,6.6042857142855125,NA,NA,NA,15.94285714285665
WHY_EUROPE,Z_ABS,matrix_32_z_abs,9,4,7,77.77777777777777,1.3423809523809092,1.844999999999941,2.4523809523808735,3.364999999999892,4.044047619047489,4.651666666666517,5.2692857142855445,6.015476190475996,NA,NA,NA,10.101666666666338
WHY_EUROPE,Z_ABS,matrix_32_z_abs,10,4,8,80,1.2638095238094829,1.856428571428511,2.730952380952292,3.383809523809413,3.9045238095236816,6.837380952380726,7.014285714285482,7.219761904761666,NA,NA,NA,9.098571428571129
WHY_EUROPE,Z_ABS,matrix_32_z_abs,11,4,9,81.81818181818181,1.0535714285713942,1.469285714285666,1.851666666666606,2.562857142857059,3.26261904761894,5.411904761904583,5.697142857142669,5.874047619047425,NA,NA,NA,7.287857142856902
WHY_EUROPE,Z_ABS,matrix_32_z_abs,12,6,9,75,1.6211904761904232,2.455714285714205,3.337142857142748,4.457142857142712,5.584761904761722,5.886666666666473,6.708571428571208,7.498809523809277,NA,NA,NA,14.93666666666617
WHY_EUROPE,Z_ABS,matrix_32_z_abs,13,6,10,76.92307692307692,2.0269047619046945,2.5211904761903923,3.0154761904760905,3.833333333333206,4.010238095237963,4.5683333333331815,6.030952380952181,6.351428571428362,NA,NA,NA,12.576428571428153
WHY_EUROPE,Z_ABS,matrix_32_z_abs,14,6,11,78.57142857142857,2.162142857142783,2.577857142857055,3.3204761904760773,3.761190476190348,4.045238095237957,4.275714285714139,5.032142857142685,7.352619047618796,NA,NA,NA,10.242619047618696
WHY_EUROPE,Z_ABS,matrix_32_z_abs,15,6,12,80,2.2623809523808753,2.706666666666574,3.399761904761789,3.811904761904633,4.070952380952242,4.598095238095082,4.910238095237928,7.708571428571164,NA,NA,NA,11.710476190475788
WHY_LATAM,RAW,matrix_32_raw_0_1,8,4,6,75,29.11095238095197,49.248095238094606,72.7040476190467,81.13285714285614,87.68928571428464,91.3240476190465,93.347857142856,94.29095238095124,4,5,6,95.49785714285596
WHY_LATAM,RAW,matrix_32_raw_0_1,9,4,7,77.77777777777777,24.415952380952103,43.370714285713774,71.37452380952293,79.33952380952283,84.90166666666563,86.7414285714275,90.55452380952272,90.7699999999989,5,6,7,93.0630952380941
WHY_LATAM,RAW,matrix_32_raw_0_1,10,4,8,80,21.518095238094947,37.66023809523758,56.59404761904685,70.69499999999904,78.63404761904654,83.24190476190361,86.57595238095118,88.63499999999878,6,7,9,91.92952380952256
WHY_LATAM,RAW,matrix_32_raw_0_1,11,4,9,81.81818181818181,18.162142857142612,38.85666666666615,56.3978571428564,70.77666666666575,76.84619047618948,81.2969047619037,84.27976190476082,86.96238095237983,6,8,10,92.29904761904642
WHY_LATAM,RAW,matrix_32_raw_0_1,12,6,9,75,26.214523809523374,63.585238095236896,86.98404761904605,89.47595238095076,93.98190476190308,94.17238095237926,94.44142857142688,95.80071428571256,3,3,5,98.17309523809348
WHY_LATAM,RAW,matrix_32_raw_0_1,13,6,10,76.92307692307692,27.852142857142383,57.48738095237994,86.52619047618889,92.77238095237924,93.94285714285544,94.1333333333316,94.38047619047444,95.2778571428554,3,3,4,97.87499999999824
WHY_LATAM,RAW,matrix_32_raw_0_1,14,6,11,78.57142857142857,27.746190476190066,56.08523809523726,69.21928571428471,92.1428571428558,94.86714285714146,95.42142857142716,95.63690476190337,95.8590476190462,4,4,4,97.4278571428557
WHY_LATAM,RAW,matrix_32_raw_0_1,15,6,12,80,47.626904761903866,71.07952380952256,83.22166666666526,88.18142857142708,94.17404761904604,95.28976190476033,95.47190476190316,95.86309523809363,3,4,5,96.89785714285551
WHY_LATAM,POS,matrix_32_pos_0_1,8,4,6,75,61.26309523809489,78.78666666666616,84.02738095238041,89.45333333333272,90.96619047618988,92.44785714285652,92.76523809523748,93.81619047618985,3,4,5,96.55523809523744
WHY_LATAM,POS,matrix_32_pos_0_1,9,4,7,77.77777777777777,59.20785714285675,66.82380952380905,81.65904761904697,84.95642857142788,91.07071428571352,91.62857142857064,92.85476190476112,94.21119047618969,3,5,5,96.57880952380869
WHY_LATAM,POS,matrix_32_pos_0_1,10,4,8,80,34.69738095238052,67.43999999999917,78.27642857142764,87.02238095237993,88.29999999999896,91.35452380952276,93.55238095237986,94.52690476190364,4,4,6,96.44761904761792
WHY_LATAM,POS,matrix_32_pos_0_1,11,4,9,81.81818181818181,35.54499999999947,67.40261904761807,74.89523809523703,79.70928571428462,85.74809523809408,88.20309523809404,92.26404761904637,93.05047619047494,5,5,7,95.2511904761892
WHY_LATAM,POS,matrix_32_pos_0_1,12,6,9,75,54.64666666666616,91.52309523809411,92.70452380952268,96.42833333333216,97.23904761904645,98.21999999999882,98.4957142857131,99.0349999999988,2,2,2,99.56190476190358
WHY_LATAM,POS,matrix_32_pos_0_1,13,6,10,76.92307692307692,63.03666666666648,90.77071428571378,95.49023809523754,96.37952380952323,98.24809523809466,98.3749999999994,98.65357142857084,99.02261904761843,2,2,2,99.4702380952375
WHY_LATAM,POS,matrix_32_pos_0_1,14,6,11,78.57142857142857,65.16666666666643,93.06619047618987,93.86333333333272,97.0633333333327,97.67833333333267,98.4071428571422,98.5678571428565,98.7285714285708,2,2,2,99.2571428571422
WHY_LATAM,POS,matrix_32_pos_0_1,15,6,12,80,67.59238095238068,91.64190476190424,96.49761904761846,96.92142857142798,97.9745238095232,98.46642857142795,98.85690476190416,99.01190476190416,2,2,2,99.2892857142851
WHY_LATAM,EXT,matrix_32_ext_0_1,8,4,6,75,18.883809523809244,43.07595238095175,62.30452380952288,71.49619047618941,77.23404761904646,82.60428571428449,86.68833333333204,90.10999999999864,6,7,8,94.27928571428428
WHY_LATAM,EXT,matrix_32_ext_0_1,9,4,7,77.77777777777777,18.71595238095201,38.03095238095167,59.18357142857031,70.49476190476058,72.51571428571293,77.81595238095093,82.48476190476035,85.03047619047459,7,8,11,91.0047619047602
WHY_LATAM,EXT,matrix_32_ext_0_1,10,4,8,80,18.68095238095198,33.877380952380236,53.17523809523699,69.8621428571414,75.23071428571271,78.50904761904597,79.55976190476024,81.77523809523639,8,9,NA,88.87357142856956
WHY_LATAM,EXT,matrix_32_ext_0_1,11,4,9,81.81818181818181,17.892857142856748,30.380238095237445,55.69357142857024,60.793095238093926,69.70595238095088,75.87380952380789,79.64761904761733,82.17238095237917,8,10,NA,87.09690476190288
WHY_LATAM,EXT,matrix_32_ext_0_1,12,6,9,75,23.098571428570864,59.58714285714112,74.53357142856932,82.81428571428343,87.58857142856903,89.40380952380708,91.0407142857118,94.1271428571403,4,5,7,96.79928571428307
WHY_LATAM,EXT,matrix_32_ext_0_1,13,6,10,76.92307692307692,26.360238095237435,58.091904761903145,69.28571428571242,71.95857142856948,81.99952380952162,88.7380952380929,90.50380952380712,91.98952380952136,5,6,7,95.02309523809274
WHY_LATAM,EXT,matrix_32_ext_0_1,14,6,11,78.57142857142857,29.893809523808702,64.13523809523606,78.81214285714043,80.64452380952133,83.2973809523784,84.81809523809265,89.18690476190207,90.20309523809252,4,7,8,93.67595238094955
WHY_LATAM,EXT,matrix_32_ext_0_1,15,6,12,80,24.90428571428505,60.703333333331344,73.63714285714055,78.58785714285467,79.92619047618797,81.59166666666412,82.54714285714029,86.13547619047351,6,8,12,91.11214285714004
WHY_LATAM,Z_ABS,matrix_32_z_abs,8,4,6,75,2.6014285714284897,9.175238095237807,15.822857142856646,17.13761904761851,21.82690476190408,26.831666666665832,28.845238095237196,33.522142857141816,NA,NA,NA,43.45880952380816
WHY_LATAM,Z_ABS,matrix_32_z_abs,9,4,7,77.77777777777777,1.779285714285655,10.466666666666326,16.36547619047565,17.515238095237518,21.596428571427857,25.66380952380867,29.80714285714186,35.45690476190357,NA,NA,NA,44.308333333331845
WHY_LATAM,Z_ABS,matrix_32_z_abs,10,4,8,80,1.5645238095237528,6.465476190475955,7.533095238094963,15.966666666666082,18.327142857142185,20.769047619046855,23.03523809523725,26.06619047618952,NA,NA,NA,37.82499999999861
WHY_LATAM,Z_ABS,matrix_32_z_abs,11,4,9,81.81818181818181,1.9354761904761175,5.755476190475973,6.696190476190224,8.153333333333029,15.184761904761336,17.887142857142184,18.523333333332634,22.09261904761821,NA,NA,NA,30.23809523809409
WHY_LATAM,Z_ABS,matrix_32_z_abs,12,6,9,75,3.657619047618911,9.39523809523775,11.29238095238054,21.821428571427784,30.57119047618938,35.35999999999873,40.11857142856997,44.0099999999984,NA,NA,NA,52.003333333331426
WHY_LATAM,Z_ABS,matrix_32_z_abs,13,6,10,76.92307692307692,3.0071428571427443,8.300476190475885,10.052380952380584,22.44809523809444,33.2161904761893,34.55738095237972,39.033571428570035,41.13428571428424,NA,NA,NA,52.79595238095048
WHY_LATAM,Z_ABS,matrix_32_z_abs,14,6,11,78.57142857142857,3.101904761904644,4.751190476190298,9.27214285714251,21.43999999999923,31.42857142857029,34.85380952380826,36.22142857142725,37.23523809523673,NA,NA,NA,47.80928571428396
WHY_LATAM,Z_ABS,matrix_32_z_abs,15,6,12,80,3.378333333333207,6.804047619047361,8.721666666666339,20.046666666665946,21.91238095238016,30.841666666665553,32.7159523809512,37.3771428571415,NA,NA,NA,47.46190476190303
