analysis_sample,matrix,h,p,comparison,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
WHY_EUROPE,POS,5,4,KM_vs_EXPERTS,KM3,Careful,62.5,14,12,10,71.42857142857143,83.33333333333333,62.5,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,4,KM_vs_EXPERTS,KM4,Homo.Economicus,43.75,14,9,7,50,77.77777777777777,43.75,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,POS,5,4,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,POS,5,4,EFA_vs_EXPERTS,EFA2,Careful,47.05882352941177,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,4,EFA_vs_EXPERTS,EFA3,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,4,EFA_vs_EXPERTS,EFA4,Fearful,26.666666666666668,10,9,4,40,44.44444444444444,26.666666666666668,det_03_risk_profile; det_07_legal; det_10_cost_efficiency; det_13_technical_fit
WHY_EUROPE,POS,5,5,KM_vs_EFA_OVERLAP,KM1,EFA2,100,8,13,8,100,61.53846153846154,61.53846153846154,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,5,KM_vs_EFA_OVERLAP,KM2,EFA1,0,15,8,0,0,0,0,
WHY_EUROPE,POS,5,5,KM_vs_EFA_OVERLAP,KM3,EFA5,28.571428571428573,14,8,4,28.571428571428573,50,22.22222222222222,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,5,KM_vs_EFA_OVERLAP,KM4,EFA4,64.28571428571429,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,5,KM_vs_EFA_OVERLAP,KM5,EFA3,37.5,8,8,3,37.5,37.5,23.076923076923077,det_11_knowledge; det_14_environmental_concerns; det_17_adherence
WHY_EUROPE,POS,5,5,KM_vs_EFA_JACCARD,KM1,EFA3,23.076923076923077,8,8,3,37.5,37.5,23.076923076923077,det_11_knowledge; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,5,KM_vs_EFA_JACCARD,KM2,EFA2,75,15,13,12,80,92.3076923076923,75,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy
WHY_EUROPE,POS,5,5,KM_vs_EFA_JACCARD,KM3,EFA5,22.22222222222222,14,8,4,28.571428571428573,50,22.22222222222222,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,5,KM_vs_EFA_JACCARD,KM4,EFA4,60,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,5,KM_vs_EFA_JACCARD,KM5,EFA1,0,8,8,0,0,0,0,
WHY_EUROPE,POS,5,5,KM_vs_EXPERTS,KM1,Activist,55.55555555555556,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,5,KM_vs_EXPERTS,KM2,Fearful,50,15,9,8,53.333333333333336,88.88888888888889,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,POS,5,5,KM_vs_EXPERTS,KM3,Careful,62.5,14,12,10,71.42857142857143,83.33333333333333,62.5,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,5,KM_vs_EXPERTS,KM4,Homo.Economicus,43.75,14,9,7,50,77.77777777777777,43.75,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,POS,5,5,KM_vs_EXPERTS,KM5,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,5,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,POS,5,5,EFA_vs_EXPERTS,EFA2,Careful,47.05882352941177,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,5,EFA_vs_EXPERTS,EFA3,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,5,EFA_vs_EXPERTS,EFA4,Fearful,26.666666666666668,10,9,4,40,44.44444444444444,26.666666666666668,det_03_risk_profile; det_07_legal; det_10_cost_efficiency; det_13_technical_fit
WHY_EUROPE,POS,5,5,EFA_vs_EXPERTS,EFA5,Homo.Economicus,21.428571428571427,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_09_safety; det_15_self_satisfaction
WHY_EUROPE,POS,5,6,KM_vs_EFA_OVERLAP,KM1,EFA2,100,8,13,8,100,61.53846153846154,61.53846153846154,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,6,KM_vs_EFA_OVERLAP,KM2,EFA1,0,15,8,0,0,0,0,
WHY_EUROPE,POS,5,6,KM_vs_EFA_OVERLAP,KM3,EFA5,28.571428571428573,14,8,4,28.571428571428573,50,22.22222222222222,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,6,KM_vs_EFA_OVERLAP,KM4,EFA4,64.28571428571429,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,6,KM_vs_EFA_OVERLAP,KM5,EFA6,87.5,8,11,7,87.5,63.63636363636363,58.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,6,KM_vs_EFA_OVERLAP,KM6,EFA3,57.142857142857146,14,8,8,57.142857142857146,100,57.142857142857146,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_23_support; det_32_own_significance
WHY_EUROPE,POS,5,6,KM_vs_EFA_JACCARD,KM1,EFA1,0,8,8,0,0,0,0,
WHY_EUROPE,POS,5,6,KM_vs_EFA_JACCARD,KM2,EFA2,75,15,13,12,80,92.3076923076923,75,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy
WHY_EUROPE,POS,5,6,KM_vs_EFA_JACCARD,KM3,EFA6,66.66666666666667,14,11,10,71.42857142857143,90.9090909090909,66.66666666666667,det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,6,KM_vs_EFA_JACCARD,KM4,EFA4,60,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,6,KM_vs_EFA_JACCARD,KM5,EFA5,14.285714285714286,8,8,2,25,25,14.285714285714286,det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,6,KM_vs_EFA_JACCARD,KM6,EFA3,57.142857142857146,14,8,8,57.142857142857146,100,57.142857142857146,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_23_support; det_32_own_significance
WHY_EUROPE,POS,5,6,KM_vs_EXPERTS,KM1,Stubborn,37.5,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,6,KM_vs_EXPERTS,KM2,Fearful,50,15,9,8,53.333333333333336,88.88888888888889,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,POS,5,6,KM_vs_EXPERTS,KM3,Careful,62.5,14,12,10,71.42857142857143,83.33333333333333,62.5,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,6,KM_vs_EXPERTS,KM4,Homo.Economicus,43.75,14,9,7,50,77.77777777777777,43.75,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,POS,5,6,KM_vs_EXPERTS,KM5,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,6,KM_vs_EXPERTS,KM6,Activist,42.857142857142854,14,6,6,42.857142857142854,100,42.857142857142854,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,6,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,POS,5,6,EFA_vs_EXPERTS,EFA2,Careful,47.05882352941177,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,6,EFA_vs_EXPERTS,EFA3,Early.Adopter,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_11_knowledge; det_14_environmental_concerns; det_17_adherence
WHY_EUROPE,POS,5,6,EFA_vs_EXPERTS,EFA4,Fearful,26.666666666666668,10,9,4,40,44.44444444444444,26.666666666666668,det_03_risk_profile; det_07_legal; det_10_cost_efficiency; det_13_technical_fit
WHY_EUROPE,POS,5,6,EFA_vs_EXPERTS,EFA5,Homo.Economicus,21.428571428571427,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_09_safety; det_15_self_satisfaction
WHY_EUROPE,POS,5,6,EFA_vs_EXPERTS,EFA6,Activist,41.666666666666664,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM1,EFA2,100,8,13,8,100,61.53846153846154,61.53846153846154,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM2,EFA7,86.66666666666667,15,13,13,86.66666666666667,100,86.66666666666667,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM3,EFA1,0,14,8,0,0,0,0,
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM4,EFA4,64.28571428571429,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM5,EFA6,87.5,8,11,7,87.5,63.63636363636363,58.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM6,EFA3,57.142857142857146,14,8,8,57.142857142857146,100,57.142857142857146,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_23_support; det_32_own_significance
WHY_EUROPE,POS,5,7,KM_vs_EFA_OVERLAP,KM7,EFA5,50,8,8,4,50,50,33.333333333333336,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM1,EFA2,61.53846153846154,8,13,8,100,61.53846153846154,61.53846153846154,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM2,EFA7,86.66666666666667,15,13,13,86.66666666666667,100,86.66666666666667,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM3,EFA6,66.66666666666667,14,11,10,71.42857142857143,90.9090909090909,66.66666666666667,det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM4,EFA4,60,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM5,EFA1,0,8,8,0,0,0,0,
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM6,EFA3,57.142857142857146,14,8,8,57.142857142857146,100,57.142857142857146,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_23_support; det_32_own_significance
WHY_EUROPE,POS,5,7,KM_vs_EFA_JACCARD,KM7,EFA5,33.333333333333336,8,8,4,50,50,33.333333333333336,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM1,Activist,55.55555555555556,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM2,Uninterested,16.666666666666668,15,6,3,20,50,16.666666666666668,det_13_technical_fit; det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM3,Fearful,53.333333333333336,14,9,8,57.142857142857146,88.88888888888889,53.333333333333336,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM4,Homo.Economicus,43.75,14,9,7,50,77.77777777777777,43.75,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM5,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM6,Careful,52.94117647058823,14,12,9,64.28571428571429,75,52.94117647058823,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,KM_vs_EXPERTS,KM7,Stubborn,37.5,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA2,Careful,47.05882352941177,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA3,Stubborn,22.22222222222222,8,3,2,25,66.66666666666667,22.22222222222222,det_11_knowledge; det_17_adherence
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA4,Homo.Economicus,26.666666666666668,10,9,4,40,44.44444444444444,26.666666666666668,det_01_profits; det_07_legal; det_10_cost_efficiency; det_13_technical_fit
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA5,Early.Adopter,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA6,Activist,41.666666666666664,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,7,EFA_vs_EXPERTS,EFA7,Fearful,37.5,13,9,6,46.15384615384615,66.66666666666667,37.5,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM1,EFA2,100,8,13,8,100,61.53846153846154,61.53846153846154,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM2,EFA7,86.66666666666667,15,13,13,86.66666666666667,100,86.66666666666667,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM3,EFA8,28.571428571428573,14,8,4,28.571428571428573,50,22.22222222222222,det_03_risk_profile; det_06_climate_protection; det_09_safety; det_14_environmental_concerns
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM4,EFA4,64.28571428571429,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM5,EFA6,87.5,8,11,7,87.5,63.63636363636363,58.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM6,EFA3,57.142857142857146,14,8,8,57.142857142857146,100,57.142857142857146,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_23_support; det_32_own_significance
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM7,EFA5,50,8,8,4,50,50,33.333333333333336,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,8,KM_vs_EFA_OVERLAP,KM8,EFA1,0,8,8,0,0,0,0,
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM1,EFA6,58.333333333333336,8,11,7,87.5,63.63636363636363,58.333333333333336,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM2,EFA7,86.66666666666667,15,13,13,86.66666666666667,100,86.66666666666667,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM3,EFA8,22.22222222222222,14,8,4,28.571428571428573,50,22.22222222222222,det_03_risk_profile; det_06_climate_protection; det_09_safety; det_14_environmental_concerns
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM4,EFA4,60,14,10,9,64.28571428571429,90,60,det_01_profits; det_03_risk_profile; det_05_frugality; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_21_rights_and_duties
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM5,EFA1,0,8,8,0,0,0,0,
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM6,EFA3,57.142857142857146,14,8,8,57.142857142857146,100,57.142857142857146,det_04_added_value; det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_23_support; det_32_own_significance
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM7,EFA5,33.333333333333336,8,8,4,50,50,33.333333333333336,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,8,KM_vs_EFA_JACCARD,KM8,EFA2,61.53846153846154,8,13,8,100,61.53846153846154,61.53846153846154,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM1,Activist,55.55555555555556,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM2,Uninterested,16.666666666666668,15,6,3,20,50,16.666666666666668,det_13_technical_fit; det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM3,Careful,62.5,14,12,10,71.42857142857143,83.33333333333333,62.5,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM4,Homo.Economicus,43.75,14,9,7,50,77.77777777777777,43.75,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM5,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM6,Influencer,5.555555555555555,14,5,1,7.142857142857143,20,5.555555555555555,det_11_knowledge
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM7,Stubborn,37.5,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
WHY_EUROPE,POS,5,8,KM_vs_EXPERTS,KM8,Fearful,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA2,Careful,47.05882352941177,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA3,Stubborn,22.22222222222222,8,3,2,25,66.66666666666667,22.22222222222222,det_11_knowledge; det_17_adherence
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA4,Homo.Economicus,26.666666666666668,10,9,4,40,44.44444444444444,26.666666666666668,det_01_profits; det_07_legal; det_10_cost_efficiency; det_13_technical_fit
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA5,Early.Adopter,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_14_environmental_concerns; det_15_self_satisfaction
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA6,Activist,41.666666666666664,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA7,Fearful,37.5,13,9,6,46.15384615384615,66.66666666666667,37.5,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,POS,5,8,EFA_vs_EXPERTS,EFA8,Uninterested,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_19_wellbeing; det_20_coziness
WHY_EUROPE,POS,6,4,KM_vs_EFA_OVERLAP,KM1,EFA2,100,8,13,8,100,61.53846153846154,61.53846153846154,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,POS,6,4,KM_vs_EFA_OVERLAP,KM2,EFA4,53.333333333333336,15,10,8,53.333333333333336,80,47.05882352941177,det_01_profits; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_16_commitment; det_17_adherence; det_18_autonomy
WHY_EUROPE,POS,6,4,KM_vs_EFA_OVERLAP,KM3,EFA1,0,15,8,0,0,0,0,
