analysis_sample,matrix,h,p,method,left_id,right_id,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
COMPLETE,Z_ABS,8,6,KMEANS,KM3,Influencer,15,5,3,20,60,17.647058823529413,det_11_knowledge; det_22_peer_pressure; det_28_recognition
COMPLETE,Z_ABS,8,6,KMEANS,KM4,Activist,9,6,3,33.333333333333336,50,25,det_08_trust; det_14_environmental_concerns; det_17_adherence
COMPLETE,Z_ABS,8,6,KMEANS,KM5,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
COMPLETE,Z_ABS,8,6,KMEANS,KM6,Uninterested,13,6,3,23.076923076923077,50,18.75,det_07_legal; det_20_coziness; det_30_authority
COMPLETE,Z_ABS,8,6,EFA,EFA1,Influencer,10,5,4,40,80,36.36363636363637,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
COMPLETE,Z_ABS,8,6,EFA,EFA2,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,6,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_19_wellbeing; det_20_coziness
COMPLETE,Z_ABS,8,6,EFA,EFA4,Careful,8,12,3,37.5,25,17.647058823529413,det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns
COMPLETE,Z_ABS,8,6,EFA,EFA5,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns
COMPLETE,Z_ABS,8,6,EFA,EFA6,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,7,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
COMPLETE,Z_ABS,8,7,KMEANS,KM2,Careful,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_06_climate_protection; det_14_environmental_concerns
COMPLETE,Z_ABS,8,7,KMEANS,KM3,Influencer,15,5,3,20,60,17.647058823529413,det_11_knowledge; det_22_peer_pressure; det_28_recognition
COMPLETE,Z_ABS,8,7,KMEANS,KM4,Activist,9,6,3,33.333333333333336,50,25,det_08_trust; det_14_environmental_concerns; det_17_adherence
COMPLETE,Z_ABS,8,7,KMEANS,KM5,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
COMPLETE,Z_ABS,8,7,KMEANS,KM6,Uninterested,13,6,3,23.076923076923077,50,18.75,det_07_legal; det_20_coziness; det_30_authority
COMPLETE,Z_ABS,8,7,KMEANS,KM7,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_09_safety; det_16_commitment; det_17_adherence; det_19_wellbeing
COMPLETE,Z_ABS,8,7,EFA,EFA1,Influencer,10,5,4,40,80,36.36363636363637,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
COMPLETE,Z_ABS,8,7,EFA,EFA2,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,7,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_19_wellbeing; det_20_coziness
COMPLETE,Z_ABS,8,7,EFA,EFA4,Careful,8,12,3,37.5,25,17.647058823529413,det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns
COMPLETE,Z_ABS,8,7,EFA,EFA5,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns
COMPLETE,Z_ABS,8,7,EFA,EFA6,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,7,EFA,EFA7,Careful,13,12,3,23.076923076923077,25,13.636363636363637,det_02_credit_score; det_12_own_competence; det_16_commitment
COMPLETE,Z_ABS,8,8,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
COMPLETE,Z_ABS,8,8,KMEANS,KM2,Careful,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_06_climate_protection; det_14_environmental_concerns
COMPLETE,Z_ABS,8,8,KMEANS,KM3,Influencer,15,5,3,20,60,17.647058823529413,det_11_knowledge; det_22_peer_pressure; det_28_recognition
COMPLETE,Z_ABS,8,8,KMEANS,KM4,Activist,9,6,3,33.333333333333336,50,25,det_08_trust; det_14_environmental_concerns; det_17_adherence
COMPLETE,Z_ABS,8,8,KMEANS,KM5,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
COMPLETE,Z_ABS,8,8,KMEANS,KM6,Uninterested,13,6,3,23.076923076923077,50,18.75,det_07_legal; det_20_coziness; det_30_authority
COMPLETE,Z_ABS,8,8,KMEANS,KM7,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_09_safety; det_16_commitment; det_17_adherence; det_19_wellbeing
COMPLETE,Z_ABS,8,8,KMEANS,KM8,Activist,11,6,3,27.272727272727273,50,21.428571428571427,det_13_technical_fit; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,8,EFA,EFA1,Influencer,10,5,4,40,80,36.36363636363637,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
COMPLETE,Z_ABS,8,8,EFA,EFA2,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,8,EFA,EFA3,Uninterested,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_19_wellbeing; det_20_coziness
COMPLETE,Z_ABS,8,8,EFA,EFA4,Careful,8,12,3,37.5,25,17.647058823529413,det_06_climate_protection; det_11_knowledge; det_14_environmental_concerns
COMPLETE,Z_ABS,8,8,EFA,EFA5,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns
COMPLETE,Z_ABS,8,8,EFA,EFA6,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
COMPLETE,Z_ABS,8,8,EFA,EFA7,Careful,13,12,3,23.076923076923077,25,13.636363636363637,det_02_credit_score; det_12_own_competence; det_16_commitment
COMPLETE,Z_ABS,8,8,EFA,EFA8,Careful,15,12,9,60,75,50,det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,2,4,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,4,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,4,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,4,KMEANS,KM4,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,4,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,4,EFA,EFA2,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,4,EFA,EFA3,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,2,4,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,2,5,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,5,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,5,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,5,KMEANS,KM4,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,5,KMEANS,KM5,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,2,5,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,5,EFA,EFA2,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,5,EFA,EFA3,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,2,5,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,2,5,EFA,EFA5,Influencer,14,5,5,35.714285714285715,100,35.714285714285715,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,6,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,6,KMEANS,KM4,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,KMEANS,KM5,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,2,6,KMEANS,KM6,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,EFA,EFA2,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,EFA,EFA3,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,2,6,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,2,6,EFA,EFA5,Influencer,14,5,5,35.714285714285715,100,35.714285714285715,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,6,EFA,EFA6,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,2,7,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,7,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,7,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,7,KMEANS,KM4,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,7,KMEANS,KM5,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,2,7,KMEANS,KM6,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,7,KMEANS,KM7,Fearful,14,9,7,50,77.77777777777777,43.75,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,7,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,7,EFA,EFA2,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,7,EFA,EFA3,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,2,7,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,2,7,EFA,EFA5,Influencer,14,5,5,35.714285714285715,100,35.714285714285715,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,7,EFA,EFA6,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,2,7,EFA,EFA7,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,8,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,8,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,8,KMEANS,KM4,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,KMEANS,KM5,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,2,8,KMEANS,KM6,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,KMEANS,KM7,Fearful,14,9,7,50,77.77777777777777,43.75,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,2,8,KMEANS,KM8,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,EFA,EFA2,Influencer,11,5,5,45.45454545454545,100,45.45454545454545,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,EFA,EFA3,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,2,8,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,2,8,EFA,EFA5,Influencer,14,5,5,35.714285714285715,100,35.714285714285715,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,2,8,EFA,EFA6,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,2,8,EFA,EFA7,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,2,8,EFA,EFA8,Activist,12,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_08_trust; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,3,4,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,4,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,4,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,4,KMEANS,KM4,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,3,4,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,4,EFA,EFA2,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,3,4,EFA,EFA3,Influencer,13,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,4,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,3,5,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,5,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,5,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,5,KMEANS,KM4,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,3,5,KMEANS,KM5,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,5,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,5,EFA,EFA2,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,3,5,EFA,EFA3,Influencer,13,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,5,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,3,5,EFA,EFA5,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,3,6,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,6,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,6,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,6,KMEANS,KM4,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,3,6,KMEANS,KM5,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,6,KMEANS,KM6,Fearful,14,9,8,57.142857142857146,88.88888888888889,53.333333333333336,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,6,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,6,EFA,EFA2,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,3,6,EFA,EFA3,Influencer,13,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,6,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,3,6,EFA,EFA5,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,3,6,EFA,EFA6,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,7,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,7,KMEANS,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,7,KMEANS,KM3,Activist,10,6,6,60,100,60,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,7,KMEANS,KM4,Fearful,11,9,5,45.45454545454545,55.55555555555556,33.333333333333336,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
EUROPE,RAW,3,7,KMEANS,KM5,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,7,KMEANS,KM6,Fearful,14,9,8,57.142857142857146,88.88888888888889,53.333333333333336,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,7,KMEANS,KM7,Fearful,10,9,7,70,77.77777777777777,58.333333333333336,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,RAW,3,7,EFA,EFA1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,7,EFA,EFA2,Homo.Economicus,8,9,3,37.5,33.333333333333336,21.428571428571427,det_04_added_value; det_07_legal; det_08_trust
EUROPE,RAW,3,7,EFA,EFA3,Influencer,13,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,RAW,3,7,EFA,EFA4,Fearful,9,9,6,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
EUROPE,RAW,3,7,EFA,EFA5,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence
EUROPE,RAW,3,7,EFA,EFA6,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,7,EFA,EFA7,Activist,14,6,4,28.571428571428573,66.66666666666667,25,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,RAW,3,8,KMEANS,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
