"cluster","expert_row","vol_cluster","cluster_dets_all","vol_expert","expert_dets_all","vol_common","common_dets","pct_cluster_covered","pct_expert_covered"
7,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",9,"CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, WELLBEING",8,"CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",53.3333333333333,88.8888888888889
7,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",3,"KNOWLEDGE, SELF.SATISFACTION, ADHERENCE",2,"KNOWLEDGE, ADHERENCE",13.3333333333333,66.6666666666667
7,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",3,"KNOWLEDGE, PEER.PRESSURE, SOCIALISING",2,"KNOWLEDGE, PEER.PRESSURE",13.3333333333333,66.6666666666667
7,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",12,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, ENVIRONMENTAL.CONCERNS, COMMITMENT, ADHERENCE, WELLBEING",8,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, ADHERENCE",53.3333333333333,66.6666666666667
7,"Activist",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",6,"TRUST, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",3,"TRUST, TECHNICAL.FIT, ADHERENCE",20,50
8,"Early Adopter",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",6,"KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, ADHERENCE, NOVELTY, TRENDS",4,"ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, ADHERENCE, NOVELTY",26.6666666666667,66.6666666666667
8,"Uninterested",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",5,"LEGAL, TECHNICAL.FIT, WELLBEING, PEER.PRESSURE, AUTHORITY",2,"TECHNICAL.FIT, WELLBEING",13.3333333333333,40
8,"Homo Economicus",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",9,"PROFITS, ADDED.VALUE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION",3,"ADDED.VALUE, TECHNICAL.FIT, SELF.SATISFACTION",20,33.3333333333333
8,"Fearful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",9,"CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, WELLBEING",4,"CREDIT.SCORE, RISK.PROFILE, TECHNICAL.FIT, WELLBEING",26.6666666666667,44.4444444444444
8,"Stubborn",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",3,"KNOWLEDGE, SELF.SATISFACTION, ADHERENCE",2,"SELF.SATISFACTION, ADHERENCE",13.3333333333333,66.6666666666667
8,"Influencer",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",3,"KNOWLEDGE, PEER.PRESSURE, SOCIALISING",0,"",0,0
8,"Careful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",12,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, ENVIRONMENTAL.CONCERNS, COMMITMENT, ADHERENCE, WELLBEING",8,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, OWN.COMPETENCE, ENVIRONMENTAL.CONCERNS, COMMITMENT, ADHERENCE, WELLBEING",53.3333333333333,66.6666666666667
8,"Activist",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",6,"TRUST, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",5,"TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",33.3333333333333,83.3333333333333
